 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       234  0.62215504075900E-10  0.33821936883190E-08  0.32286941582420E-08  0.32038778099660E-08  0.44217253748670E-10
       235  0.60582314366700E-10  0.32712781679430E-08  0.31208228577440E-08  0.31083550087980E-08  0.43817496330330E-10
       236  0.58963233787020E-10  0.31698082099450E-08  0.30153954978230E-08  0.30074249693790E-08  0.42226193756030E-10
       237  0.57280875801760E-10  0.30609484609000E-08  0.29212433146240E-08  0.29137169966760E-08  0.40386186571070E-10
       238  0.55693054408400E-10  0.29735665737140E-08  0.28265778340260E-08  0.28154532877080E-08  0.39444407631650E-10
       239  0.54212007457720E-10  0.28743009847330E-08  0.27394702212810E-08  0.27293333022780E-08  0.38040529831300E-10
       240  0.52556645158110E-10  0.27732705562810E-08  0.26440152532850E-08  0.26384742035580E-08  0.36275720220020E-10
       241  0.51185141480490E-10  0.27002604001320E-08  0.25696837204740E-08  0.25543162345930E-08  0.36673591707450E-10
       242  0.49772010698170E-10  0.26142750347480E-08  0.24876400199150E-08  0.24706439518330E-08  0.35451144764130E-10
       243  0.48327848086260E-10  0.25131731402810E-08  0.24099027159240E-08  0.23887661076440E-08  0.33538961958120E-10
       244  0.47196279037280E-10  0.24406642790450E-08  0.23238299918110E-08  0.23163504971990E-08  0.33291400435780E-10
       245  0.45754659765940E-10  0.23623565309660E-08  0.22536502574530E-08  0.22408038018880E-08  0.32067586293210E-10
       246  0.44604971193820E-10  0.22926468512730E-08  0.21797911063670E-08  0.21689710737490E-08  0.31788636754830E-10
       247  0.43301492988930E-10  0.22217283802910E-08  0.21107543882990E-08  0.21039203584950E-08  0.30839154781900E-10
       248  0.42018767898480E-10  0.21561924030980E-08  0.20431226048470E-08  0.20355924155100E-08  0.30452187013870E-10
       249  0.40906987750690E-10  0.20791962779440E-08  0.19768429511490E-08  0.19818167636170E-08  0.28616891378300E-10
       250  0.39891069011810E-10  0.20097685169980E-08  0.19141961386110E-08  0.19115002860680E-08  0.27870153354940E-10
       251  0.38697852166340E-10  0.19477801658280E-08  0.18576008674390E-08  0.18520814467320E-08  0.27163253778090E-10
       252  0.37638664856290E-10  0.18956197944070E-08  0.17992599940540E-08  0.17926749035920E-08  0.26345659433440E-10
       253  0.36543041675680E-10  0.18297203759620E-08  0.17393389177220E-08  0.17298719349500E-08  0.25487961692720E-10
       254  0.35769996850810E-10  0.17774562336310E-08  0.16842010883690E-08  0.16813848349590E-08  0.25384089196370E-10
       255  0.34613745914560E-10  0.17212504940450E-08  0.16338875924810E-08  0.16230533237520E-08  0.23853890564830E-10
       256  0.33764060804060E-10  0.16669129898040E-08  0.15851204017970E-08  0.15798501900870E-08  0.23685296971620E-10
       257  0.32751033181470E-10  0.16133164323610E-08  0.15304438055580E-08  0.15280362667150E-08  0.22871505284810E-10
       258  0.31856128123100E-10  0.15607112503080E-08  0.14806879641220E-08  0.14782828218400E-08  0.22178485126500E-10
       259  0.31012695947280E-10  0.15180527191620E-08  0.14306726748950E-08  0.14283740538830E-08  0.21632443313510E-10
       260  0.30109506498090E-10  0.14728190292910E-08  0.13929146986200E-08  0.13875971294450E-08  0.21087869025670E-10
       261  0.29343112080610E-10  0.14246031781370E-08  0.13484499350440E-08  0.13406894004470E-08  0.20434791728960E-10
       262  0.28543186108910E-10  0.13784123528590E-08  0.13085286677670E-08  0.13057737311260E-08  0.19909824296770E-10
       263  0.27815530969310E-10  0.13312753001470E-08  0.12619617591580E-08  0.12599144536730E-08  0.19546250758960E-10
       264  0.26998987900190E-10  0.12966973306320E-08  0.12252509499410E-08  0.12216554546290E-08  0.18588967227020E-10
       265  0.26322012096900E-10  0.12533777042750E-08  0.11895817850380E-08  0.11838023275950E-08  0.17982189626540E-10
       266  0.25569045805990E-10  0.12177437797380E-08  0.11534688866790E-08  0.11480965739660E-08  0.17868194212230E-10
       267  0.24819205418220E-10  0.11798914385110E-08  0.11175884392740E-08  0.11106250576790E-08  0.17340373942980E-10
       268  0.24190962668360E-10  0.11412067246060E-08  0.10805419843920E-08  0.10770658635410E-08  0.16667160150830E-10
       269  0.23519419375760E-10  0.11057741203670E-08  0.10464584115700E-08  0.10452894017630E-08  0.16171143009290E-10
       270  0.22883005343330E-10  0.10735736868080E-08  0.10167635216960E-08  0.10109742923480E-08  0.15848486233370E-10
       271  0.22257030596360E-10  0.10364775861850E-08  0.98256601415970E-09  0.97857421183580E-09  0.15355542171730E-10
       272  0.21616509210440E-10  0.10068470430370E-08  0.95471808832240E-09  0.94963841952890E-09  0.14621209292060E-10
       273  0.21058824712890E-10  0.97581706651500E-09  0.92392194268260E-09  0.92080199742880E-09  0.14495728301940E-10
       274  0.20453548031510E-10  0.94659547102800E-09  0.89294654585710E-09  0.89187166477270E-09  0.14077051184840E-10
       275  0.19869052967640E-10  0.91592476014480E-09  0.86716685600950E-09  0.86341348776720E-09  0.13652074505900E-10
       276  0.19356531318990E-10  0.88770939559210E-09  0.83847619739640E-09  0.83757132918680E-09  0.13351772530310E-10
       277  0.18873659123480E-10  0.85955467551170E-09  0.81480946209980E-09  0.80992710388340E-09  0.12825636279500E-10
       278  0.18410745729990E-10  0.83510511884910E-09  0.78994899115630E-09  0.78552622727090E-09  0.12735218881450E-10
       279  0.17839285522120E-10  0.80764254004620E-09  0.76388829275120E-09  0.76426473147040E-09  0.12121639162060E-10
       280  0.17375027654850E-10  0.78251168105370E-09  0.73914650591190E-09  0.73863437911150E-09  0.11909069485030E-10
       281  0.16939547913950E-10  0.76038937204200E-09  0.71819891863780E-09  0.71490836896430E-09  0.11523164898230E-10
       282  0.16470854393660E-10  0.73694622678310E-09  0.69660829000340E-09  0.69169648124420E-09  0.11135139798890E-10
       283  0.16012130549550E-10  0.71604743964640E-09  0.67515690732680E-09  0.67386231806910E-09  0.10700093745610E-10
       284  0.15590400237680E-10  0.69180801666210E-09  0.65470877331240E-09  0.65134539467110E-09  0.10379692830870E-10
       285  0.15146816712780E-10  0.67113012532630E-09  0.63489539457430E-09  0.63217467284050E-09  0.10242468820190E-10
       286  0.14752409428500E-10  0.65309109780590E-09  0.61568147682260E-09  0.61470396350780E-09  0.98137392129680E-11
       287  0.14349646320810E-10  0.63305577538550E-09  0.59576434099720E-09  0.59540948855520E-09  0.98195310068880E-11
       288  0.13952634666960E-10  0.61308818611910E-09  0.57797364731030E-09  0.57874602176870E-09  0.95975205377750E-11
       289  0.13568776738880E-10  0.59424276093940E-09  0.56147844448750E-09  0.56082552060000E-09  0.93178013931400E-11
       290  0.13236375574190E-10  0.57667321971700E-09  0.54470134200780E-09  0.54222495403650E-09  0.89517736331000E-11
       291  0.12840004958940E-10  0.55921756238120E-09  0.52733390458590E-09  0.52651901496460E-09  0.86123658981000E-11
       292  0.12500887428310E-10  0.54385994926890E-09  0.51141182569130E-09  0.51023179697040E-09  0.84108297258770E-11
       293  0.12177129752370E-10  0.52592786396420E-09  0.49565680008520E-09  0.49480590059460E-09  0.81958665550480E-11
       294  0.11835047617580E-10  0.50930601447220E-09  0.48142274372760E-09  0.48046762166400E-09  0.80423057172210E-11
       295  0.11542993693790E-10  0.49489502836610E-09  0.46638624101960E-09  0.46330582474080E-09  0.77251919147900E-11
       296  0.11212433649020E-10  0.48141306860080E-09  0.45186078720670E-09  0.45131834337950E-09  0.76489205177270E-11
       297  0.10903703564070E-10  0.46570800804940E-09  0.43799588041990E-09  0.43680210310770E-09  0.73235614529570E-11
       298  0.10622107033940E-10  0.45257594125130E-09  0.42564278055050E-09  0.42348182985530E-09  0.70439203295310E-11
       299  0.10328556949510E-10  0.43952079144780E-09  0.41382883261110E-09  0.41258815275070E-09  0.69889967246280E-11
       300  0.10045716657100E-10  0.42676866116840E-09  0.40062712183100E-09  0.39988020002050E-09  0.67920081882780E-11
       301  0.97661535019880E-11  0.41388514071270E-09  0.38862157828880E-09  0.38727650688590E-09  0.66102156071220E-11
       302  0.95182942746540E-11  0.40187515360940E-09  0.37644378609590E-09  0.37558824005570E-09  0.64515401350760E-11
       303  0.92830044341660E-11  0.38927698322310E-09  0.36526270131820E-09  0.36442748566120E-09  0.62015937094950E-11
       304  0.90246124550410E-11  0.37617097113610E-09  0.35302353024170E-09  0.35346643857290E-09  0.59976936131440E-11
       305  0.87871763547730E-11  0.36607988600370E-09  0.34309030243790E-09  0.34304539042600E-09  0.58184917849050E-11
       306  0.85498448575930E-11  0.35492675734430E-09  0.33257642353540E-09  0.33279056869960E-09  0.57369532081750E-11
       307  0.83301096755320E-11  0.34469111438680E-09  0.32383736952460E-09  0.32184110891670E-09  0.55301056978690E-11
       308  0.80888676105720E-11  0.33457401349130E-09  0.31326909453820E-09  0.31264847416230E-09  0.53802843064690E-11
       309  0.78867755486400E-11  0.32504008980730E-09  0.30386861437670E-09  0.30399987181140E-09  0.52226135332120E-11
       310  0.76693976604080E-11  0.31509828038900E-09  0.29432801903400E-09  0.29476427613410E-09  0.50190302298340E-11
       311  0.74652559415850E-11  0.30568677222670E-09  0.28628559165730E-09  0.28570826215230E-09  0.49869466567310E-11
       312  0.72442991541630E-11  0.29684760706120E-09  0.27816230888900E-09  0.27774245251040E-09  0.47799458016920E-11
       313  0.70618944355300E-11  0.28832182412000E-09  0.26948017604760E-09  0.26853815018930E-09  0.47084297686790E-11
       314  0.68629622345380E-11  0.27946718944560E-09  0.26155191584930E-09  0.26040523861420E-09  0.45879167284760E-11
       315  0.66901611954530E-11  0.27134022938880E-09  0.25419711472930E-09  0.25336433779660E-09  0.44126717413360E-11
       316  0.65106829879780E-11  0.26386122985430E-09  0.24636653920360E-09  0.24574093313660E-09  0.43266353073460E-11
       317  0.63329916566430E-11  0.25563155210060E-09  0.23907452687750E-09  0.23848536952380E-09  0.40951992738300E-11
       318  0.61726069816980E-11  0.24850133348970E-09  0.23237070506740E-09  0.23148758369620E-09  0.40696366302860E-11
       319  0.60097496067010E-11  0.24027829115570E-09  0.22497132616010E-09  0.22407966480330E-09  0.39354287941060E-11
       320  0.58520514057610E-11  0.23425961731670E-09  0.21870587399940E-09  0.21845114630590E-09  0.38395463506470E-11
       321  0.56966942513250E-11  0.22703957551440E-09  0.21220236856990E-09  0.21185020927220E-09  0.37264424657360E-11
       322  0.55407807474180E-11  0.21970083067870E-09  0.20564967065860E-09  0.20478498358050E-09  0.36005945067020E-11
       323  0.53988118490390E-11  0.21381512330550E-09  0.19944629798370E-09  0.19911744490500E-09  0.35053125270480E-11
       324  0.52486746873310E-11  0.20795725290870E-09  0.19389772070760E-09  0.19343921318890E-09  0.34111817000890E-11
       325  0.51062694999810E-11  0.20153657057600E-09  0.18794493755660E-09  0.18773411796500E-09  0.32784823668850E-11
       326  0.49736681168020E-11  0.19583813463190E-09  0.18220897365220E-09  0.18193553846800E-09  0.32128187537150E-11
       327  0.48509413903910E-11  0.19001044640620E-09  0.17789859459460E-09  0.17691626163760E-09  0.31686901120080E-11
       328  0.47223113585220E-11  0.18387352528640E-09  0.17199881786000E-09  0.17161827821030E-09  0.30458451340700E-11
       329  0.45928178280560E-11  0.17876118446210E-09  0.16679950130770E-09  0.16613239333000E-09  0.29992057283860E-11
       330  0.44635328698230E-11  0.17357209067180E-09  0.16189972757490E-09  0.16115457547930E-09  0.28906402032360E-11
       331  0.43421831969540E-11  0.16857404452360E-09  0.15698306218110E-09  0.15674466463400E-09  0.27811649857360E-11
       332  0.42235049038700E-11  0.16385672330970E-09  0.15266150215870E-09  0.15193802590960E-09  0.27582519186450E-11
       333  0.41295530710010E-11  0.15903231158610E-09  0.14816892783660E-09  0.14773430886480E-09  0.26584451805660E-11
       334  0.40155671231970E-11  0.15428193408600E-09  0.14357293100810E-09  0.14339818693680E-09  0.25953902189790E-11
       335  0.39072619165240E-11  0.15008795225230E-09  0.13930736405050E-09  0.13950292255420E-09  0.25484990179510E-11
       336  0.38010526689090E-11  0.14564286702290E-09  0.13580369043350E-09  0.13514224005820E-09  0.24449551865320E-11
       337  0.36955190665100E-11  0.14156612667310E-09  0.13174978406650E-09  0.13134529649150E-09  0.23603875723160E-11
       338  0.36066560415210E-11  0.13741358970290E-09  0.12791308084550E-09  0.12752770393020E-09  0.23549437298310E-11
       339  0.35075292814720E-11  0.13339796650620E-09  0.12406395965330E-09  0.12397631523330E-09  0.22962771400440E-11
       340  0.34118912562540E-11  0.12956934696220E-09  0.12048038608860E-09  0.12024304813660E-09  0.21840940697140E-11
       341  0.33333218074450E-11  0.12604097214230E-09  0.11694563309860E-09  0.11659599942860E-09  0.21639259092670E-11
       342  0.32384211394840E-11  0.12214933395450E-09  0.11367765702100E-09  0.11311083928160E-09  0.21064782279700E-11
       343  0.31547632909530E-11  0.11881423852820E-09  0.11005372038690E-09  0.10983666330850E-09  0.19972244211450E-11
       344  0.30679745947890E-11  0.11543871104290E-09  0.10712749968750E-09  0.10659506705050E-09  0.19741093595260E-11
       345  0.29937937496370E-11  0.11200876627760E-09  0.10392447426990E-09  0.10363348428900E-09  0.19189327908930E-11
       346  0.29120631645430E-11  0.10898645222500E-09  0.10074524890870E-09  0.10073135517830E-09  0.18662015058620E-11
       347  0.28345840912400E-11  0.10556464996630E-09  0.97514321465630E-10  0.97661856228880E-10  0.18168428733310E-11
       348  0.27611956209460E-11  0.10257361549990E-09  0.95107334691470E-10  0.94801062613230E-10  0.17619982441400E-11
       349  0.26886906349790E-11  0.99766821144300E-10  0.92347354924680E-10  0.92275492347980E-10  0.17201642531130E-11
       350  0.26146537270900E-11  0.97033627387730E-10  0.89744769703990E-10  0.89441932514340E-10  0.16896594367800E-11
       351  0.25505598443010E-11  0.94224877003990E-10  0.86927843469740E-10  0.86889084332070E-10  0.16242547017920E-11
       352  0.24768657220060E-11  0.91656788645000E-10  0.84608540144660E-10  0.84604687145360E-10  0.15941457868230E-11
       353  0.24152516487690E-11  0.88689871102370E-10  0.81976135559060E-10  0.81756107285680E-10  0.15636429030290E-11
       354  0.23483478602240E-11  0.86419374787150E-10  0.79699299699280E-10  0.79630440439310E-10  0.14950604944560E-11
       355  0.22901648763980E-11  0.83534775013290E-10  0.77178503065050E-10  0.77120684754330E-10  0.14621486610070E-11
       356  0.22296808311600E-11  0.81445493686770E-10  0.75181061736150E-10  0.74956041093440E-10  0.14497824247000E-11
       357  0.21684905029340E-11  0.79005302456360E-10  0.73050009982020E-10  0.73073955894790E-10  0.13939961010300E-11
       358  0.21104455253330E-11  0.76852446104340E-10  0.70953438995950E-10  0.70837671401800E-10  0.13553062565210E-11
       359  0.20585904505610E-11  0.74645773941440E-10  0.69078190150270E-10  0.68907097551540E-10  0.13089484882680E-11
       360  0.20095965752730E-11  0.72775007098000E-10  0.66813898621020E-10  0.67090306998960E-10  0.12895363871090E-11
       361  0.19562208245950E-11  0.70421504031330E-10  0.65126656521270E-10  0.64928950271000E-10  0.12422287483920E-11
       362  0.19020682478000E-11  0.68516677697840E-10  0.63174014839510E-10  0.63224386605560E-10  0.12060009367110E-11
       363  0.18488795854500E-11  0.66487988448190E-10  0.61366691743000E-10  0.61320193074010E-10  0.11826156983180E-11
       364  0.18015547997780E-11  0.64687329046130E-10  0.59488076870150E-10  0.59650128647790E-10  0.11337169764280E-11
       365  0.17566078722260E-11  0.62801753594570E-10  0.57985280169860E-10  0.57757679325530E-10  0.11201972210760E-11
       366  0.17115975419500E-11  0.60935253390060E-10  0.56311253303540E-10  0.56293839421530E-10  0.10950753370000E-11
       367  0.16651119099930E-11  0.59242131725900E-10  0.54654723747030E-10  0.54559828860010E-10  0.10504705068910E-11
       368  0.16243873465720E-11  0.57611272435370E-10  0.53020537517490E-10  0.52919284109180E-10  0.10287727698900E-11
       369  0.15804716679440E-11  0.56170121774100E-10  0.51593590440010E-10  0.51540427305480E-10  0.10037034235180E-11
       370  0.15367841226870E-11  0.54367465751270E-10  0.50072356900720E-10  0.50103496776950E-10  0.97552756136800E-12
       371  0.14975325695650E-11  0.52927453955380E-10  0.48675171019190E-10  0.48708597991750E-10  0.93634411491740E-12
       372  0.14587534702200E-11  0.51455477815810E-10  0.47331477538080E-10  0.47294363658370E-10  0.93059150799730E-12
       373  0.14221756128820E-11  0.49971993566100E-10  0.46012542197860E-10  0.45901529198670E-10  0.89646370384180E-12
       374  0.13841162248630E-11  0.48566462570050E-10  0.44677789707200E-10  0.44715928125180E-10  0.87826741666630E-12
       375  0.13467104397900E-11  0.47139294875380E-10  0.43419167400130E-10  0.43372562049420E-10  0.85428181648770E-12
       376  0.13128622863730E-11  0.45870171791890E-10  0.42162459695160E-10  0.42117355873570E-10  0.82144086538070E-12
       377  0.12775845292830E-11  0.44543090620590E-10  0.40954558908650E-10  0.40837766968560E-10  0.80749926613560E-12
       378  0.12445111388640E-11  0.43414849631530E-10  0.39834369129000E-10  0.39773436853140E-10  0.80740952578420E-12
       379  0.12115415820160E-11  0.42149032888310E-10  0.38609618106120E-10  0.38589609914100E-10  0.76994686761290E-12
       380  0.11774208778900E-11  0.40945781123790E-10  0.37599517502850E-10  0.37569577733580E-10  0.74875968902790E-12
       381  0.11475323939900E-11  0.39804638204190E-10  0.36576153485400E-10  0.36520521542340E-10  0.73118201662480E-12
       382  0.11207578718770E-11  0.38707170585680E-10  0.35532545796180E-10  0.35450751046110E-10  0.70461608102230E-12
       383  0.10912522585450E-11  0.37572135399110E-10  0.34486037196420E-10  0.34494992074360E-10  0.68477855400300E-12
       384  0.10609893702890E-11  0.36594797821310E-10  0.33467936007790E-10  0.33500834438500E-10  0.66648655064670E-12
       385  0.10339086607510E-11  0.35528445950020E-10  0.32630071377080E-10  0.32585040346500E-10  0.64640873514620E-12
       386  0.10043340704320E-11  0.34567046925530E-10  0.31698830067830E-10  0.31676010804610E-10  0.62733654272630E-12
       387  0.98002827114800E-12  0.33600398728050E-10  0.30763715686660E-10  0.30808037091240E-10  0.61183963490060E-12
       388  0.95525872652320E-12  0.32692699152970E-10  0.29970867397350E-10  0.29856991930130E-10  0.60488034556380E-12
       389  0.93117666470900E-12  0.31735240809850E-10  0.28989582867260E-10  0.29032147159710E-10  0.58967148429270E-12
       390  0.90683439276160E-12  0.30874065679910E-10  0.28240770922700E-10  0.28223764304460E-10  0.57323663165110E-12
       391  0.88240336912180E-12  0.30040344107610E-10  0.27398532840930E-10  0.27451628469190E-10  0.55262614147560E-12
       392  0.86162255967710E-12  0.29162654852510E-10  0.26664083510920E-10  0.26701091183950E-10  0.53515477106620E-12
       393  0.83852147163700E-12  0.28340330020380E-10  0.25890659608660E-10  0.25927515227350E-10  0.52930346789650E-12
       394  0.81670627282950E-12  0.27574057591900E-10  0.25145412063610E-10  0.25147928314590E-10  0.51886698564120E-12
       395  0.79604494919490E-12  0.26789102878610E-10  0.24477357088010E-10  0.24501109737690E-10  0.50260742920230E-12
       396  0.77417574475550E-12  0.26079726313020E-10  0.23804931498850E-10  0.23829263709350E-10  0.48025732809420E-12
       397  0.75457468898510E-12  0.25283050439260E-10  0.23096703496130E-10  0.23114590602540E-10  0.46988385438950E-12
       398  0.73373606123810E-12  0.24624221115300E-10  0.22455567246580E-10  0.22502639771970E-10  0.45654016076160E-12
       399  0.71742184641850E-12  0.23949813207140E-10  0.21887650270050E-10  0.21845400349610E-10  0.44899523069130E-12
       400  0.69634666757290E-12  0.23317732990990E-10  0.21218993278190E-10  0.21276719935310E-10  0.43629758103570E-12
       401  0.67796632929040E-12  0.22623310392090E-10  0.20649411927610E-10  0.20679155224480E-10  0.42645996902180E-12
       402  0.66069846957550E-12  0.22081999694980E-10  0.20076146189970E-10  0.20106577602410E-10  0.41498046850280E-12
       403  0.64475426420080E-12  0.21416222832800E-10  0.19525315642750E-10  0.19543021355760E-10  0.40310458127390E-12
       404  0.62695114691420E-12  0.20866009503340E-10  0.18991187475120E-10  0.19008976463210E-10  0.39145622930250E-12
       405  0.61276394123470E-12  0.20241510538710E-10  0.18455727949890E-10  0.18481682925090E-10  0.37985923475700E-12
       406  0.59621031743070E-12  0.19682984015100E-10  0.17917945175510E-10  0.17949453464640E-10  0.37655325314650E-12
       407  0.58068992420970E-12  0.19173685702010E-10  0.17441806458100E-10  0.17479688174460E-10  0.36201167934800E-12
       408  0.56557946124510E-12  0.18626129003270E-10  0.16983229614810E-10  0.16995948780690E-10  0.35089466664010E-12
       409  0.55092501691030E-12  0.18194907608190E-10  0.16455819879090E-10  0.16526030620580E-10  0.34714170568750E-12
       410  0.53621406863870E-12  0.17676641988240E-10  0.16027987673250E-10  0.16037852489860E-10  0.33485602720060E-12
       411  0.52265969844840E-12  0.17142173194620E-10  0.15589084822450E-10  0.15637304360920E-10  0.32293710142450E-12
       412  0.50865599006430E-12  0.16684173585380E-10  0.15153215544060E-10  0.15158154062910E-10  0.31283170000890E-12
       413  0.49612503669000E-12  0.16262321273560E-10  0.14736731770690E-10  0.14731487869490E-10  0.30371645173050E-12
       414  0.48325515151760E-12  0.15795917836090E-10  0.14338212238040E-10  0.14346332524970E-10  0.29852920295790E-12
       415  0.47018743361820E-12  0.15336990466080E-10  0.13932824052770E-10  0.13950254807750E-10  0.29267888232030E-12
       416  0.45855730781820E-12  0.14941486182840E-10  0.13533431216960E-10  0.13564180096270E-10  0.28370353101140E-12
       417  0.44725618966880E-12  0.14514203449400E-10  0.13226451827420E-10  0.13190585612630E-10  0.27265974957310E-12
       418  0.43583566420830E-12  0.14139487124460E-10  0.12809261713710E-10  0.12838206138840E-10  0.26697952271070E-12
       419  0.42402256719350E-12  0.13748585351830E-10  0.12441925773220E-10  0.12456679164600E-10  0.26474895162280E-12
       420  0.41332911532280E-12  0.13366972998220E-10  0.12123255410400E-10  0.12133544534170E-10  0.25268813790330E-12
       421  0.40304432594010E-12  0.12994149574540E-10  0.11797863417660E-10  0.11802874445840E-10  0.24588982450180E-12
       422  0.39198688241220E-12  0.12658997993140E-10  0.11469860008860E-10  0.11487196399960E-10  0.24154020562210E-12
       423  0.38317903127780E-12  0.12328569737460E-10  0.11179144829630E-10  0.11175010415710E-10  0.23481024357390E-12
       424  0.37282924930700E-12  0.11963934428440E-10  0.10831826936010E-10  0.10871617159730E-10  0.22892107942490E-12
       425  0.36319574990610E-12  0.11665473555130E-10  0.10533021482390E-10  0.10577601453830E-10  0.22457647044470E-12
       426  0.35417520602830E-12  0.11328264101500E-10  0.10270250061570E-10  0.10271008437840E-10  0.21521253524320E-12
       427  0.34495764059150E-12  0.11023016116160E-10  0.99782764383190E-11  0.99815686605880E-11  0.21119041497440E-12
       428  0.33631603598580E-12  0.10739949548540E-10  0.96980779306840E-11  0.97194604200270E-11  0.20556834284140E-12
       429  0.32747856491600E-12  0.10447323749180E-10  0.94287842928320E-11  0.94430263345910E-11  0.19915662532490E-12
       430  0.31942146578130E-12  0.10156278590940E-10  0.91726807726460E-11  0.91897805932400E-11  0.19709042966820E-12
       431  0.31105703240560E-12  0.98764012914540E-11  0.89063092902630E-11  0.89342397349930E-11  0.18898131614240E-12
       432  0.30286903339690E-12  0.96185066157450E-11  0.86798508170010E-11  0.86880177002420E-11  0.18524874064450E-12
       433  0.29530090008280E-12  0.93430742832860E-11  0.84256539658290E-11  0.84663740276640E-11  0.17740860731140E-12
       434  0.28815306813370E-12  0.91066628760080E-11  0.82126910816100E-11  0.82308838060150E-11  0.17466208946180E-12
       435  0.28109204060090E-12  0.88609357689610E-11  0.79763273974280E-11  0.80202099598230E-11  0.17082921125010E-12
       436  0.27373752363430E-12  0.86277576476030E-11  0.77642965526750E-11  0.77928326563720E-11  0.16858495721790E-12
       437  0.26709543271470E-12  0.83996996186960E-11  0.75629178031850E-11  0.75816582551670E-11  0.16335685069120E-12
       438  0.26033309570360E-12  0.81679185767640E-11  0.73592592826620E-11  0.73838720704720E-11  0.15717392022250E-12
       439  0.25338713533560E-12  0.79553995548010E-11  0.71568087675400E-11  0.71882707756450E-11  0.15332710276500E-12
       440  0.24683208402080E-12  0.77414735224750E-11  0.69589683389650E-11  0.69888188932010E-11  0.14871478600970E-12
       441  0.24045324826710E-12  0.75210990184860E-11  0.67524609735390E-11  0.67940354917770E-11  0.14576082490630E-12
       442  0.23451501842340E-12  0.73264739618730E-11  0.65694435851450E-11  0.66056431630880E-11  0.14253890676300E-12
       443  0.22859833788910E-12  0.71141820915310E-11  0.64114225968730E-11  0.64354057793420E-11  0.13853126612460E-12
       444  0.22318124575060E-12  0.69375911865560E-11  0.62360291737700E-11  0.62589137357510E-11  0.13547032829880E-12
       445  0.21724914362690E-12  0.67519989331220E-11  0.60611640811930E-11  0.60783880774400E-11  0.13235214118230E-12
       446  0.21196531510980E-12  0.65777811811430E-11  0.58993180038590E-11  0.59255872882160E-11  0.12924180095890E-12
       447  0.20660127356220E-12  0.64024312697610E-11  0.57441403630730E-11  0.57645894794590E-11  0.12505470554550E-12
       448  0.20154161149230E-12  0.62123786426780E-11  0.55849330074350E-11  0.55993956512110E-11  0.12219751393640E-12
       449  0.19660313167530E-12  0.60604695072050E-11  0.54365134326920E-11  0.54530806982030E-11  0.11869521601950E-12
       450  0.19138213394540E-12  0.58973925918130E-11  0.52878282442990E-11  0.53048516100610E-11  0.11613537579460E-12
       451  0.18666918456930E-12  0.57278097483680E-11  0.51465082587350E-11  0.51586876485870E-11  0.11440419080110E-12
       452  0.18204630064520E-12  0.55820826182980E-11  0.50050723143670E-11  0.50188559402450E-11  0.10954579367730E-12
       453  0.17755866212320E-12  0.54371791212710E-11  0.48716850613960E-11  0.48973077399310E-11  0.10831753504670E-12
       454  0.17320954148770E-12  0.53003679097620E-11  0.47487286255010E-11  0.47619782635450E-11  0.10540337008050E-12
       455  0.16888815395670E-12  0.51518505224810E-11  0.46195120993820E-11  0.46293621992680E-11  0.10210755918470E-12
       456  0.16513319884810E-12  0.50245068079580E-11  0.44928818884930E-11  0.45108577463420E-11  0.10015822093800E-12
       457  0.16083728963700E-12  0.48871234667120E-11  0.43745821314890E-11  0.43819283734640E-11  0.98452248682110E-13
       458  0.15672183863380E-12  0.47544971473280E-11  0.42549892476830E-11  0.42690081120660E-11  0.95205639739650E-13
       459  0.15309882597560E-12  0.46282939507040E-11  0.41407163798460E-11  0.41501604048760E-11  0.93417967998670E-13
       460  0.14919978429420E-12  0.45051437282020E-11  0.40293032581100E-11  0.40431646873680E-11  0.89938190366600E-13
       461  0.14577783708530E-12  0.43798566716400E-11  0.39253618795280E-11  0.39403386472230E-11  0.87220515183590E-13
       462  0.14176153251250E-12  0.42711327155050E-11  0.38265066427210E-11  0.38424862728890E-11  0.85689610490300E-13
       463  0.13875524099990E-12  0.41569408696150E-11  0.37150389693060E-11  0.37299531860440E-11  0.83431950266200E-13
       464  0.13502535136870E-12  0.40504569847650E-11  0.36219913137890E-11  0.36358039599400E-11  0.80961040059420E-13
       465  0.13166435038670E-12  0.39501075987440E-11  0.35277009678030E-11  0.35409980768610E-11  0.79378174231760E-13
       466  0.12855383584740E-12  0.38418819828430E-11  0.34299641019950E-11  0.34508171079770E-11  0.77644629182220E-13
       467  0.12547322091780E-12  0.37387337266560E-11  0.33412086525840E-11  0.33573779428920E-11  0.75254451990620E-13
       468  0.12245046895360E-12  0.36423935729950E-11  0.32489532826890E-11  0.32655571993040E-11  0.73808372693830E-13
       469  0.11968460633910E-12  0.35479020942600E-11  0.31609389118870E-11  0.31807219740620E-11  0.71453834609170E-13
       470  0.11696970087390E-12  0.34557680992230E-11  0.30843873704100E-11  0.31063909770430E-11  0.69442147897110E-13
       471  0.11423537205590E-12  0.33717638965050E-11  0.30018950714100E-11  0.30182229434350E-11  0.68125741919110E-13
       472  0.11136738727310E-12  0.32842364357450E-11  0.29218251058350E-11  0.29372693584020E-11  0.66815085023780E-13
       473  0.10912650371660E-12  0.31949331716600E-11  0.28431634088810E-11  0.28653645291210E-11  0.65105872580370E-13
