 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       474  0.10659969638010E-12  0.31185803313480E-11  0.27725917735780E-11  0.27930974564270E-11  0.63569581980240E-13
       475  0.10421478704850E-12  0.30409021556020E-11  0.27035163039000E-11  0.27158534107220E-11  0.62183479169220E-13
       476  0.10199851481820E-12  0.29687034755910E-11  0.26276194461620E-11  0.26414135460880E-11  0.59986247105160E-13
       477  0.10006045420210E-12  0.28841883904590E-11  0.25595565623320E-11  0.25799984393040E-11  0.59157972835750E-13
       478  0.97802722614490E-13  0.28157524144210E-11  0.24942719849170E-11  0.25117698941830E-11  0.56859056892660E-13
       479  0.95717633037600E-13  0.27418961858940E-11  0.24297448161050E-11  0.24459197952860E-11  0.55735429450500E-13
       480  0.93594808315460E-13  0.26738102981790E-11  0.23705140895560E-11  0.23863052895640E-11  0.54427388441810E-13
       481  0.91686829192380E-13  0.26053737471800E-11  0.23049983164480E-11  0.23218233831950E-11  0.53318268131930E-13
       482  0.89808874105340E-13  0.25416354545560E-11  0.22429073236640E-11  0.22627590765210E-11  0.52161208765130E-13
       483  0.88189120938710E-13  0.24764836536640E-11  0.21877001879240E-11  0.22079292650780E-11  0.50925522946810E-13
       484  0.86402410184910E-13  0.24212377051370E-11  0.21353789038350E-11  0.21516329413420E-11  0.49609459665860E-13
       485  0.84862533999490E-13  0.23601187430230E-11  0.20833348749500E-11  0.20976154899620E-11  0.48490895406470E-13
       486  0.83239254116240E-13  0.23042409745010E-11  0.20305063856000E-11  0.20480945170930E-11  0.47750734492580E-13
       487  0.81668785433100E-13  0.22449478477880E-11  0.19791344724950E-11  0.19973528473300E-11  0.46098779190360E-13
       488  0.79962996255560E-13  0.21908042801310E-11  0.19308813781720E-11  0.19450481876260E-11  0.45716995781800E-13
       489  0.78666009899890E-13  0.21339425684110E-11  0.18817999312810E-11  0.18986015470100E-11  0.44241631486330E-13
       490  0.77209555694230E-13  0.20875381519060E-11  0.18331449495660E-11  0.18525401777550E-11  0.43357344292720E-13
       491  0.75932745395590E-13  0.20384537801220E-11  0.17901689447220E-11  0.18048707362870E-11  0.42345239896210E-13
       492  0.75020577481230E-13  0.19893318254070E-11  0.17458109224890E-11  0.17602751423880E-11  0.41501066023080E-13
       493  0.74121273196880E-13  0.19406124512860E-11  0.17037997718480E-11  0.17201996041150E-11  0.40102752168390E-13
       494  0.73221160840680E-13  0.18963099429750E-11  0.16650638549980E-11  0.16814765173460E-11  0.39280482153530E-13
       495  0.72369728574230E-13  0.18597096973070E-11  0.16254149030590E-11  0.16424642941680E-11  0.38371278181240E-13
       496  0.71670235311230E-13  0.18155067469390E-11  0.15901182586010E-11  0.16034210225520E-11  0.37487900330850E-13
       497  0.71381639399270E-13  0.17760261836010E-11  0.15570473673600E-11  0.15679430965670E-11  0.36805646452450E-13
       498  0.70813546497440E-13  0.17427413084060E-11  0.15196608465490E-11  0.15360363731760E-11  0.36441990357620E-13
       499  0.70276941091050E-13  0.17077067908990E-11  0.14873951245060E-11  0.15034876376200E-11  0.35068443842100E-13
       500  0.70490093096870E-13  0.16732717342780E-11  0.14575284322470E-11  0.14730386486280E-11  0.35224845262500E-13
       501  0.71154381754440E-13  0.16421552039220E-11  0.14288548395370E-11  0.14404705099930E-11  0.34862559567360E-13
       502  0.71983610958550E-13  0.16131117396080E-11  0.13999363769450E-11  0.14125195852630E-11  0.34009393446070E-13
       503  0.72666057080530E-13  0.15825245967680E-11  0.13742020340010E-11  0.13862295045690E-11  0.33317921744200E-13
       504  0.73024744344950E-13  0.15595562773620E-11  0.13443005567760E-11  0.13623024483660E-11  0.32974102417440E-13
       505  0.74679319570830E-13  0.15340441193520E-11  0.13244301991690E-11  0.13358181006680E-11  0.33040395552390E-13
       506  0.76575881553850E-13  0.15107615163010E-11  0.13028122260080E-11  0.13153168984210E-11  0.32044801728200E-13
       507  0.78524426362050E-13  0.14915421373210E-11  0.12813590014540E-11  0.12941842570640E-11  0.31916440701520E-13
       508  0.81101465663690E-13  0.14700169433700E-11  0.12613402523980E-11  0.12752138743790E-11  0.32096962010460E-13
       509  0.85945524288410E-13  0.14563250222170E-11  0.12460976211660E-11  0.12577418576050E-11  0.32370947992490E-13
       510  0.94454949035440E-13  0.14478686858770E-11  0.12329413838050E-11  0.12482174583760E-11  0.32038375007990E-13
       511  0.11081944927090E-12  0.14409392353260E-11  0.12228337186210E-11  0.12451860881940E-11  0.31968333362190E-13
