 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       241  0.77542371915490E-11  0.61444123817870E-09  0.58336069736790E-09  0.58119360421870E-09  0.75212167310730E-11
       242  0.75182860745760E-11  0.59261502767260E-09  0.56163187117530E-09  0.56092619666170E-09  0.73673378873940E-11
       243  0.72561619988810E-11  0.57216442115550E-09  0.54276822059670E-09  0.53978590456520E-09  0.71380090753190E-11
       244  0.70348753249660E-11  0.55253653366240E-09  0.52300724163490E-09  0.52158608592880E-09  0.70506138110760E-11
       245  0.68233435968830E-11  0.53366795861550E-09  0.50378497414370E-09  0.50301451503550E-09  0.69443267225780E-11
       246  0.65987469061080E-11  0.51397220245170E-09  0.48671148862690E-09  0.48539297834480E-09  0.65104022790140E-11
       247  0.63944876295380E-11  0.49507044491920E-09  0.46802760611970E-09  0.46645481974750E-09  0.63145198083180E-11
       248  0.61702404838670E-11  0.47815192277940E-09  0.45366404319720E-09  0.44889340339900E-09  0.60951265024450E-11
       249  0.59939621338430E-11  0.46190607226320E-09  0.43599799317080E-09  0.43522992773020E-09  0.58307697841080E-11
       250  0.58021881500170E-11  0.44501358303000E-09  0.42258697253410E-09  0.41907721968640E-09  0.57100321644630E-11
       251  0.56230741918210E-11  0.42908501743080E-09  0.40794761791250E-09  0.40531117112450E-09  0.55370135041090E-11
       252  0.54323307852520E-11  0.41461140051560E-09  0.39268496346050E-09  0.39040087378230E-09  0.52801616991180E-11
       253  0.52645273557400E-11  0.40017098002770E-09  0.37984075525190E-09  0.37692761114150E-09  0.52177284405330E-11
       254  0.50988093866240E-11  0.38672907081720E-09  0.36618548079320E-09  0.36361852917880E-09  0.49803150183680E-11
       255  0.49366650032090E-11  0.37329862941760E-09  0.35321872901090E-09  0.35025865017620E-09  0.48682440765310E-11
       256  0.47776944206630E-11  0.36021002258290E-09  0.34012166941590E-09  0.33939062771190E-09  0.46889903189140E-11
       257  0.46319851623960E-11  0.34781458130270E-09  0.32847820993640E-09  0.32696176592830E-09  0.45441394283940E-11
       258  0.44832660150270E-11  0.33596404940360E-09  0.31785025659410E-09  0.31564230615960E-09  0.44235767059470E-11
       259  0.43413924497700E-11  0.32262693592330E-09  0.30613542020250E-09  0.30421793652980E-09  0.42425812923040E-11
       260  0.41992577654080E-11  0.31224023515010E-09  0.29497392406610E-09  0.29349097322520E-09  0.41315441740040E-11
       261  0.40656490688490E-11  0.30175255740760E-09  0.28449355179690E-09  0.28467994095670E-09  0.40514369450980E-11
       262  0.39423551592850E-11  0.29091481058270E-09  0.27489130522690E-09  0.27386733785570E-09  0.38633875253760E-11
       263  0.38245655514560E-11  0.28086502153710E-09  0.26574708845260E-09  0.26426374450880E-09  0.37555539313360E-11
       264  0.36970480253790E-11  0.27222806874470E-09  0.25655589294220E-09  0.25533040261840E-09  0.35904536415390E-11
       265  0.35827312128210E-11  0.26232299561070E-09  0.24758851814030E-09  0.24713003219990E-09  0.34624654272000E-11
       266  0.34625589991430E-11  0.25349474116460E-09  0.23854642777100E-09  0.23777090531890E-09  0.33921779643020E-11
       267  0.33526748837640E-11  0.24437685718760E-09  0.23098611288170E-09  0.22973371563070E-09  0.32881748480650E-11
       268  0.32632063138480E-11  0.23602322322310E-09  0.22291671550310E-09  0.22245975675290E-09  0.31866501830330E-11
       269  0.31554407046590E-11  0.22859562341790E-09  0.21513903433680E-09  0.21432059250600E-09  0.30855777947080E-11
       270  0.30579585595790E-11  0.22028711260750E-09  0.20775645096270E-09  0.20675241735450E-09  0.30219486818050E-11
       271  0.29588865676490E-11  0.21303069608390E-09  0.20088393175990E-09  0.19944224728670E-09  0.29145201184790E-11
       272  0.28585038404630E-11  0.20507461008790E-09  0.19401727338440E-09  0.19243904650780E-09  0.27779513950750E-11
       273  0.27711944565730E-11  0.19820375207760E-09  0.18736835775280E-09  0.18623679572550E-09  0.27101182590480E-11
       274  0.26814556043530E-11  0.19150515352910E-09  0.18104128509960E-09  0.17985217320770E-09  0.26039959671130E-11
       275  0.25948706005350E-11  0.18502976947650E-09  0.17460253571490E-09  0.17367033042600E-09  0.25472290587460E-11
       276  0.25199374551390E-11  0.17878650617920E-09  0.16907708785740E-09  0.16803829458590E-09  0.24880155582670E-11
       277  0.24412175966180E-11  0.17209225100690E-09  0.16288439320540E-09  0.16205715872770E-09  0.23592302919650E-11
       278  0.23694502432520E-11  0.16675202298190E-09  0.15737432020640E-09  0.15648873232360E-09  0.22935798703360E-11
       279  0.22935450239160E-11  0.16141053155140E-09  0.15191906644700E-09  0.15136938724400E-09  0.22348506244370E-11
       280  0.22216898242550E-11  0.15557502191390E-09  0.14650881544460E-09  0.14603489528830E-09  0.21501388973880E-11
       281  0.21465784963770E-11  0.15076159282720E-09  0.14235031335220E-09  0.14127697425030E-09  0.20816450488860E-11
       282  0.20781547007660E-11  0.14516414638590E-09  0.13718018073890E-09  0.13599338004150E-09  0.20015897355020E-11
       283  0.20165983573340E-11  0.14029866427270E-09  0.13201313063720E-09  0.13152354974860E-09  0.19565814297790E-11
       284  0.19596291465690E-11  0.13575451614910E-09  0.12786024347260E-09  0.12702119460540E-09  0.19140172704040E-11
       285  0.18895384526690E-11  0.13110414572070E-09  0.12340908245520E-09  0.12272884149090E-09  0.18253727159380E-11
       286  0.18381032695120E-11  0.12642395915330E-09  0.11938985456960E-09  0.11846384279880E-09  0.17909391137790E-11
       287  0.17765870929100E-11  0.12253052899530E-09  0.11524373560340E-09  0.11456424357030E-09  0.17326051744510E-11
       288  0.17166546717590E-11  0.11830624741200E-09  0.11133128370040E-09  0.11084357114280E-09  0.16467831449080E-11
       289  0.16690242683600E-11  0.11463633921810E-09  0.10754535836990E-09  0.10679795182370E-09  0.16297359447320E-11
       290  0.16159352867240E-11  0.11028377386140E-09  0.10399306677930E-09  0.10309477403850E-09  0.15731281250920E-11
       291  0.15670412207830E-11  0.10664154650550E-09  0.10003803715480E-09  0.10008871919260E-09  0.14977389449210E-11
       292  0.15177995358580E-11  0.10311305700470E-09  0.96961125020040E-10  0.96432391598470E-10  0.14399330458540E-11
       293  0.14722761546850E-11  0.99724938548500E-10  0.93913477772670E-10  0.93294667886300E-10  0.14117703010770E-11
       294  0.14237028716270E-11  0.96577278842140E-10  0.90406992108000E-10  0.90250924534970E-10  0.13638929625080E-11
       295  0.13776205135950E-11  0.93170894070270E-10  0.87384121456290E-10  0.87181238591080E-10  0.12943695140750E-11
       296  0.13348429887760E-11  0.89891505314720E-10  0.84690040861950E-10  0.84241382051280E-10  0.12697394509570E-11
       297  0.12963083649150E-11  0.86811054015900E-10  0.81655141624600E-10  0.81464146931220E-10  0.12358171131110E-11
       298  0.12494421068100E-11  0.83919929069670E-10  0.78980614691590E-10  0.78811504523900E-10  0.11980947557390E-11
       299  0.12126559360260E-11  0.81196495571690E-10  0.76230382407760E-10  0.75935402379860E-10  0.11665464334700E-11
       300  0.11760953601600E-11  0.78445427224830E-10  0.73839163399940E-10  0.73361967431590E-10  0.11022472704310E-11
       301  0.11392193705100E-11  0.75965393828950E-10  0.71268825619870E-10  0.70921080953550E-10  0.11003911104550E-11
       302  0.11070413342260E-11  0.73424889742190E-10  0.68895481669600E-10  0.68608046432460E-10  0.10565955355650E-11
       303  0.10698208323940E-11  0.70951370083680E-10  0.66610612173420E-10  0.66548079207070E-10  0.10397897400290E-11
       304  0.10371009732000E-11  0.68693160459090E-10  0.64510514969290E-10  0.64106264171130E-10  0.98089894995570E-12
       305  0.10033944636280E-11  0.66379579875440E-10  0.62350972596310E-10  0.62076772962710E-10  0.94697650058550E-12
       306  0.97313543817640E-12  0.64312485010720E-10  0.60344328294970E-10  0.59921902334040E-10  0.93443901373970E-12
       307  0.94330729147230E-12  0.62212721302630E-10  0.58255472593880E-10  0.57880805320990E-10  0.90254656753360E-12
       308  0.91495988264660E-12  0.60098482373550E-10  0.56138846743140E-10  0.56105690952420E-10  0.86753963451570E-12
       309  0.88425375125530E-12  0.58101009525780E-10  0.54520764943420E-10  0.54508879414840E-10  0.84249137751900E-12
       310  0.85873270055830E-12  0.56190972736800E-10  0.52651542778090E-10  0.52329022125020E-10  0.81338056883590E-12
       311  0.83193404649730E-12  0.54472139613430E-10  0.50984186159470E-10  0.50678058780570E-10  0.79041434274950E-12
       312  0.80540859420370E-12  0.52431649027210E-10  0.49267341350250E-10  0.48959088206620E-10  0.77489057058560E-12
       313  0.78002420100410E-12  0.50819974029510E-10  0.47548573676920E-10  0.47466020795240E-10  0.74288884583450E-12
       314  0.75667920150150E-12  0.49016382058120E-10  0.46037578262090E-10  0.45754805604820E-10  0.71726801096460E-12
       315  0.73191452400310E-12  0.47513503292720E-10  0.44670720758190E-10  0.44263864556060E-10  0.70265780116510E-12
       316  0.70975171496620E-12  0.45878125943880E-10  0.43056785078870E-10  0.42862755147430E-10  0.67148704049410E-12
       317  0.68849897699470E-12  0.44342466817820E-10  0.41577852277870E-10  0.41490918181050E-10  0.65355914633740E-12
       318  0.66659182996420E-12  0.42937451182970E-10  0.40248678489870E-10  0.40137207601190E-10  0.63825071979890E-12
       319  0.64598684926000E-12  0.41554807398400E-10  0.38881782110720E-10  0.38843783189770E-10  0.60373012883470E-12
       320  0.62500902718020E-12  0.40269205865370E-10  0.37630461913980E-10  0.37522213249510E-10  0.59369324048620E-12
       321  0.60707304944890E-12  0.38920365599370E-10  0.36383412628190E-10  0.36241232570380E-10  0.58134839757550E-12
       322  0.58854829031780E-12  0.37789492405520E-10  0.35318870127700E-10  0.35027828899060E-10  0.55785394126520E-12
       323  0.57028752559530E-12  0.36355588442330E-10  0.34099576548680E-10  0.33857630823010E-10  0.54629259612420E-12
       324  0.55201531612270E-12  0.35306317603010E-10  0.33049469287970E-10  0.32746710356400E-10  0.52424909538640E-12
       325  0.53476814110330E-12  0.34123646190280E-10  0.31919946120780E-10  0.31564585443870E-10  0.50193382792080E-12
       326  0.51899568945830E-12  0.33046344824820E-10  0.30914953282300E-10  0.30694333053900E-10  0.49005318883130E-12
       327  0.50297330144040E-12  0.31981263266420E-10  0.29847137788170E-10  0.29672497777530E-10  0.47612507813040E-12
       328  0.48563052946680E-12  0.30973012335370E-10  0.28903357410550E-10  0.28689353970120E-10  0.46398187642040E-12
       329  0.47268910537220E-12  0.29966373160450E-10  0.27857808734650E-10  0.27747423135360E-10  0.44787592240810E-12
       330  0.45746918319000E-12  0.28980550331800E-10  0.26955730331290E-10  0.26832558128760E-10  0.43307301257380E-12
       331  0.44346420597760E-12  0.28009194652150E-10  0.26090001339110E-10  0.25896793510750E-10  0.41878576171790E-12
       332  0.42875448941470E-12  0.27103264846110E-10  0.25266004530380E-10  0.25097294332930E-10  0.40026571512530E-12
       333  0.41664632961490E-12  0.26192179002630E-10  0.24409385712870E-10  0.24252250298150E-10  0.39611984027950E-12
       334  0.40434159078860E-12  0.25320278816650E-10  0.23638110884420E-10  0.23535511397530E-10  0.37783400916690E-12
       335  0.39198588452630E-12  0.24433112159160E-10  0.22781498500150E-10  0.22773685034670E-10  0.36503615763900E-12
       336  0.37949236800360E-12  0.23726070109210E-10  0.22106766954730E-10  0.22001386575720E-10  0.35342416345930E-12
       337  0.36827522148760E-12  0.22923735737080E-10  0.21406278692510E-10  0.21304782499410E-10  0.34559421089540E-12
       338  0.35676371499300E-12  0.22216424230210E-10  0.20727016550090E-10  0.20613181305270E-10  0.33081547562820E-12
       339  0.34566536117200E-12  0.21534440603670E-10  0.20029709675390E-10  0.19992741885440E-10  0.32612671049960E-12
       340  0.33485407356170E-12  0.20848731873550E-10  0.19326749873190E-10  0.19320221310690E-10  0.31823396481230E-12
       341  0.32411485985860E-12  0.20143806351010E-10  0.18754652043930E-10  0.18647577118040E-10  0.30657997478270E-12
       342  0.31380388117690E-12  0.19510331150780E-10  0.18173573768290E-10  0.18067024809740E-10  0.29341622272250E-12
       343  0.30459915757810E-12  0.18912221289670E-10  0.17560401813380E-10  0.17456969657280E-10  0.28812201480750E-12
       344  0.29537161160990E-12  0.18328669111380E-10  0.17003090347380E-10  0.16930307143050E-10  0.27648725483090E-12
       345  0.28615861382910E-12  0.17644080211660E-10  0.16421504189260E-10  0.16331776995100E-10  0.26559699871300E-12
       346  0.27728109572770E-12  0.17076160840360E-10  0.15878595008030E-10  0.15843697300090E-10  0.26070116188920E-12
       347  0.26874002555060E-12  0.16584550461190E-10  0.15406841603120E-10  0.15354687370910E-10  0.24718830080370E-12
       348  0.26081251926050E-12  0.16039128841800E-10  0.14888315713870E-10  0.14823108544370E-10  0.24403836743870E-12
       349  0.25292562188330E-12  0.15561485767220E-10  0.14398955344330E-10  0.14363718174930E-10  0.23755991779000E-12
       350  0.24537843579590E-12  0.15006703273840E-10  0.13949630753110E-10  0.13916428685780E-10  0.23249616113420E-12
       351  0.23774328470280E-12  0.14520476811230E-10  0.13521139002220E-10  0.13503606504150E-10  0.22279877908220E-12
       352  0.23021458371180E-12  0.14090714235570E-10  0.13078254771100E-10  0.13029170292040E-10  0.21611912333880E-12
       353  0.22312690494920E-12  0.13630603041740E-10  0.12658792086340E-10  0.12600791587520E-10  0.20988017680620E-12
       354  0.21669793365420E-12  0.13223817838960E-10  0.12237701759400E-10  0.12174151289650E-10  0.20030144533510E-12
       355  0.20997223816060E-12  0.12757074884620E-10  0.11841117228070E-10  0.11790914766270E-10  0.19654196594170E-12
       356  0.20393051335540E-12  0.12372027910790E-10  0.11463599833700E-10  0.11423864899060E-10  0.19104434929230E-12
       357  0.19714499042760E-12  0.12001365183410E-10  0.11082616582380E-10  0.11037698220110E-10  0.18681299975530E-12
       358  0.19141798456360E-12  0.11601736358490E-10  0.10752430061700E-10  0.10706228258040E-10  0.17968733883610E-12
       359  0.18560277625010E-12  0.11255720943780E-10  0.10396043561230E-10  0.10364879988590E-10  0.17425259994100E-12
       360  0.17957284087560E-12  0.10886244788310E-10  0.10080750067870E-10  0.10037742016800E-10  0.16965006699810E-12
       361  0.17457427287710E-12  0.10536013767650E-10  0.97752044665780E-11  0.97149201185140E-11  0.16273201515260E-12
       362  0.16913178204200E-12  0.10204560127390E-10  0.94419321588950E-11  0.94063186834960E-11  0.15787998428180E-12
       363  0.16418433225880E-12  0.98979287952770E-11  0.91483214679510E-11  0.91098728182310E-11  0.15499359611340E-12
       364  0.15907368407370E-12  0.95705578239700E-11  0.88422899573550E-11  0.88126335468760E-11  0.15058800185970E-12
       365  0.15406856530260E-12  0.92838884922680E-11  0.85616959283100E-11  0.85292134538160E-11  0.14547842739810E-12
       366  0.14921551321190E-12  0.89721845194820E-11  0.83083268704490E-11  0.82705695556430E-11  0.13996527096040E-12
       367  0.14461215343550E-12  0.87037355638320E-11  0.80503920389450E-11  0.80014105653860E-11  0.13641464861440E-12
       368  0.14040943904000E-12  0.84299733830140E-11  0.77817936072120E-11  0.77612635474440E-11  0.13254320004050E-12
       369  0.13590062200070E-12  0.81594111420560E-11  0.75426856292980E-11  0.75001631331900E-11  0.12725326922780E-12
       370  0.13201608832150E-12  0.79030341468700E-11  0.72959217836170E-11  0.72572918217910E-11  0.12462982056100E-12
       371  0.12815692254290E-12  0.76541976245920E-11  0.70765536704330E-11  0.70364834311380E-11  0.12176182252700E-12
       372  0.12397521399010E-12  0.74093988572660E-11  0.68289844550880E-11  0.68131280022310E-11  0.11745827266710E-12
       373  0.12030183102670E-12  0.71765437529600E-11  0.66256701612070E-11  0.66071072735160E-11  0.11285613255900E-12
       374  0.11669957254140E-12  0.69555135293930E-11  0.64087480158290E-11  0.63940717372760E-11  0.10995532816950E-12
       375  0.11303969229910E-12  0.67309860558290E-11  0.61989235122140E-11  0.61966039176040E-11  0.10679091431720E-12
       376  0.10952014360370E-12  0.65215675609320E-11  0.60146239974930E-11  0.59798679301360E-11  0.10119649834490E-12
       377  0.10639928503360E-12  0.63076526345820E-11  0.58138294931170E-11  0.57916428320940E-11  0.98665298699610E-13
       378  0.10321036913040E-12  0.61090395463060E-11  0.56314118159170E-11  0.56104232322410E-11  0.95816583968520E-13
       379  0.99994789607800E-13  0.59305945066240E-11  0.54459394829130E-11  0.54433420501230E-11  0.94621091754440E-13
       380  0.96813408150460E-13  0.57340750958790E-11  0.52713372109990E-11  0.52626364504540E-11  0.90462885149510E-13
       381  0.93990942924420E-13  0.55562660883550E-11  0.51152237547230E-11  0.51015416322300E-11  0.87176215498500E-13
       382  0.91192379032520E-13  0.53857852265750E-11  0.49603483000290E-11  0.49557626053960E-11  0.85000893857850E-13
       383  0.88336263870550E-13  0.52146702865340E-11  0.47958557758360E-11  0.47827756467210E-11  0.82130037252960E-13
       384  0.85809202686210E-13  0.50605473194610E-11  0.46443003186150E-11  0.46506441810260E-11  0.80028887669950E-13
       385  0.83119231653030E-13  0.49015522954610E-11  0.45129599194130E-11  0.45059461158120E-11  0.76956734490340E-13
       386  0.80742761714070E-13  0.47451521097660E-11  0.43619911612980E-11  0.43527893653250E-11  0.75394547266670E-13
       387  0.78137960143520E-13  0.45964780375860E-11  0.42235630213400E-11  0.42181441447290E-11  0.72615771400130E-13
       388  0.75611331323000E-13  0.44558055114130E-11  0.40947037804790E-11  0.40975472249190E-11  0.70992967803470E-13
       389  0.73525726046200E-13  0.43152592324410E-11  0.39695599285470E-11  0.39588432736360E-11  0.68271234469190E-13
       390  0.71254374158280E-13  0.41850172314310E-11  0.38340362070710E-11  0.38428084849010E-11  0.66823047645010E-13
       391  0.69094201322470E-13  0.40531718162060E-11  0.37219213196530E-11  0.37145468256160E-11  0.64261432297850E-13
       392  0.66942674241050E-13  0.39314189372880E-11  0.36036290707940E-11  0.35963798205960E-11  0.62748446271070E-13
       393  0.64994901555290E-13  0.38130498406620E-11  0.34964226771490E-11  0.34886956367840E-11  0.60682493159940E-13
       394  0.63090704239210E-13  0.36830302980570E-11  0.33806959923070E-11  0.33788177207770E-11  0.59259582648800E-13
       395  0.61103258965580E-13  0.35766565086890E-11  0.32752004140180E-11  0.32718401469170E-11  0.56496444546540E-13
       396  0.59308931579450E-13  0.34680147794360E-11  0.31703891039230E-11  0.31733700842050E-11  0.55475566662210E-13
       397  0.57488970344810E-13  0.33604339260610E-11  0.30738243492200E-11  0.30728392390680E-11  0.53375174258190E-13
       398  0.55793072789480E-13  0.32594416444220E-11  0.29770862324430E-11  0.29766854843440E-11  0.52352984412930E-13
       399  0.54053164758590E-13  0.31528266380540E-11  0.28880344074230E-11  0.28892961599540E-11  0.50583263552920E-13
       400  0.52356341487020E-13  0.30602474661520E-11  0.27950590296040E-11  0.27937223201860E-11  0.49218477064440E-13
       401  0.50924206889490E-13  0.29720073301410E-11  0.27140765460350E-11  0.27113661994470E-11  0.48360002463660E-13
       402  0.49354583046300E-13  0.28749246354840E-11  0.26278484402620E-11  0.26294317882630E-11  0.46829332939270E-13
       403  0.47865045144600E-13  0.27926800031160E-11  0.25517115118240E-11  0.25475336871410E-11  0.44912082136030E-13
       404  0.46304995214490E-13  0.27034978560580E-11  0.24673036464430E-11  0.24641801341190E-11  0.43364409825640E-13
       405  0.44998169992080E-13  0.26150127759760E-11  0.23896496116360E-11  0.23856557874490E-11  0.41871835765800E-13
       406  0.43602288719630E-13  0.25396601238270E-11  0.23169908781700E-11  0.23151439964310E-11  0.41215835685900E-13
       407  0.42289753136390E-13  0.24581574023470E-11  0.22461376375210E-11  0.22439218940110E-11  0.39948790240410E-13
       408  0.41034312138020E-13  0.23818096411250E-11  0.21757813885300E-11  0.21710412082680E-11  0.38617947462880E-13
       409  0.39853089203530E-13  0.23111457859360E-11  0.21100300129560E-11  0.21060488045110E-11  0.37209857851070E-13
       410  0.38590883211220E-13  0.22368576055480E-11  0.20436333438390E-11  0.20372861695780E-11  0.36185856819460E-13
       411  0.37446422992790E-13  0.21713166086510E-11  0.19730106419770E-11  0.19777512472860E-11  0.34996035742360E-13
       412  0.36319192117390E-13  0.21047464758160E-11  0.19183154430640E-11  0.19164374820760E-11  0.33883673774080E-13
       413  0.35267130115680E-13  0.20411124860370E-11  0.18588306109520E-11  0.18619515142450E-11  0.33092661650650E-13
       414  0.34218298684720E-13  0.19756207050050E-11  0.18038502288490E-11  0.18024930550540E-11  0.32141566229850E-13
       415  0.33173970329180E-13  0.19185069228130E-11  0.17477410264880E-11  0.17524639215410E-11  0.31225405726920E-13
       416  0.32149589434890E-13  0.18599881010390E-11  0.16923400954820E-11  0.16963454465250E-11  0.30283720069420E-13
       417  0.31198239711160E-13  0.18036262622980E-11  0.16409069445800E-11  0.16423956678610E-11  0.29643990099230E-13
       418  0.30245752215150E-13  0.17533977314690E-11  0.15936671688420E-11  0.15909664516550E-11  0.28623750726900E-13
       419  0.29360143594130E-13  0.16951045243560E-11  0.15417083053580E-11  0.15417505691310E-11  0.27727383751230E-13
       420  0.28437559065550E-13  0.16417392230080E-11  0.14952324496910E-11  0.14934311306250E-11  0.26885078596340E-13
       421  0.27640610372940E-13  0.15907743419690E-11  0.14504060381750E-11  0.14480037758300E-11  0.25938611921070E-13
       422  0.26755611785890E-13  0.15432464264960E-11  0.14035820255820E-11  0.14055476458680E-11  0.25093282688730E-13
       423  0.26003483273820E-13  0.14992108392390E-11  0.13625721655460E-11  0.13645433818690E-11  0.24415748971190E-13
       424  0.25218321752690E-13  0.14513821575590E-11  0.13193846896980E-11  0.13233944680440E-11  0.23403730446200E-13
       425  0.24443565405230E-13  0.14065957393580E-11  0.12777655847690E-11  0.12811287638780E-11  0.22755359096850E-13
       426  0.23739703355070E-13  0.13647057938950E-11  0.12411949304540E-11  0.12443638703770E-11  0.22292817038250E-13
       427  0.23017804173690E-13  0.13259318688740E-11  0.12028571694490E-11  0.12042624273760E-11  0.21556652642590E-13
       428  0.22369821865700E-13  0.12848161153300E-11  0.11646361904060E-11  0.11681703432900E-11  0.20756348706860E-13
       429  0.21702977666750E-13  0.12462380290250E-11  0.11302825731760E-11  0.11325098206910E-11  0.20339786578410E-13
       430  0.21097569161230E-13  0.12109428216000E-11  0.10955861441710E-11  0.10970161200300E-11  0.19798497302790E-13
       431  0.20415023450250E-13  0.11738714700900E-11  0.10649348003340E-11  0.10655966491790E-11  0.19201172710740E-13
       432  0.19805766750730E-13  0.11380860030490E-11  0.10278215848960E-11  0.10327136279270E-11  0.18788819660580E-13
       433  0.19215517921340E-13  0.11042166192670E-11  0.99920465188080E-12  0.10019836875990E-11  0.18185114128050E-13
       434  0.18628978755910E-13  0.10698838050310E-11  0.96744050770100E-12  0.97229652671490E-12  0.17817746452600E-13
       435  0.18093445515770E-13  0.10376307046450E-11  0.93696959058980E-12  0.94340821844910E-12  0.17210590153310E-13
       436  0.17543370749000E-13  0.10064238979970E-11  0.91010646652350E-12  0.91520162446830E-12  0.16550703222410E-13
       437  0.16986768099930E-13  0.97526521019640E-12  0.88221259874030E-12  0.88606462773280E-12  0.16002754711760E-13
       438  0.16489867201800E-13  0.94531648829270E-12  0.85613373968730E-12  0.85966878981240E-12  0.15434550331130E-13
       439  0.16018157665320E-13  0.91601780049200E-12  0.82957221268980E-12  0.83426293086370E-12  0.14992755226590E-13
       440  0.15541567025100E-13  0.88968060469910E-12  0.80406040646220E-12  0.80826515092540E-12  0.14545547374140E-13
       441  0.15100123025900E-13  0.86386517485340E-12  0.78022880866650E-12  0.78593055516950E-12  0.14172126907390E-13
       442  0.14660614816810E-13  0.83747455215000E-12  0.75582364127190E-12  0.76168581112350E-12  0.13800692096720E-13
       443  0.14210897698930E-13  0.81393768033520E-12  0.73404771422930E-12  0.73951257412020E-12  0.13427207583300E-13
       444  0.13797138920350E-13  0.79009370967350E-12  0.71089711986830E-12  0.71567503817710E-12  0.13016196357570E-13
       445  0.13406064911530E-13  0.76506629802370E-12  0.68993515925860E-12  0.69360133838060E-12  0.12656675202380E-13
       446  0.12989691661510E-13  0.74338532443700E-12  0.67006989613460E-12  0.67441665689320E-12  0.12291686498920E-13
       447  0.12632127448160E-13  0.72338183180820E-12  0.64961831151400E-12  0.65431869614690E-12  0.12013243298490E-13
       448  0.12218149916610E-13  0.70011854378930E-12  0.62897952208690E-12  0.63475573704650E-12  0.11500453363490E-13
       449  0.11893031764510E-13  0.67962538516550E-12  0.61213003824290E-12  0.61536091465930E-12  0.11253725661270E-13
       450  0.11522515710310E-13  0.65803866862750E-12  0.59268871167460E-12  0.59602917684960E-12  0.10895765354540E-13
       451  0.11191453190340E-13  0.63907502335340E-12  0.57471448699250E-12  0.57842384783720E-12  0.10573208526120E-13
       452  0.10867093413580E-13  0.62069502153230E-12  0.55729170840930E-12  0.56027363638190E-12  0.10222673637680E-13
       453  0.10543262142910E-13  0.60222140957720E-12  0.54131497614540E-12  0.54547510533150E-12  0.10009849488770E-13
       454  0.10228722401750E-13  0.58465577366640E-12  0.52477446010620E-12  0.52906914409700E-12  0.97384887659310E-14
       455  0.99385994002280E-14  0.56673691838020E-12  0.51014263301910E-12  0.51297110825100E-12  0.93981965498250E-14
       456  0.96431562064960E-14  0.54964443142310E-12  0.49484509391980E-12  0.49884881698060E-12  0.91329078498220E-14
       457  0.93452530462350E-14  0.53253865544670E-12  0.47947217276390E-12  0.48264724293680E-12  0.88215275776570E-14
       458  0.90809565565220E-14  0.51866282454030E-12  0.46480355636830E-12  0.46828902627820E-12  0.86268500870890E-14
       459  0.88104867677650E-14  0.50319270326670E-12  0.45110339846660E-12  0.45407368370770E-12  0.84120148394200E-14
       460  0.85452894097100E-14  0.48877143879230E-12  0.43774355738760E-12  0.44144895377520E-12  0.80600012949490E-14
       461  0.83171179822610E-14  0.47318398499070E-12  0.42482360612160E-12  0.42754085714440E-12  0.77919641600880E-14
       462  0.80760140345210E-14  0.45935214570390E-12  0.41134711288460E-12  0.41448468143850E-12  0.76412068116470E-14
       463  0.78442906673410E-14  0.44641207369980E-12  0.39945267647030E-12  0.40301945080600E-12  0.74119808663490E-14
       464  0.76076978491380E-14  0.43430690280320E-12  0.38699569193490E-12  0.39115305050280E-12  0.71874400757560E-14
       465  0.73708180465240E-14  0.42014168480310E-12  0.37592159961810E-12  0.37971959033990E-12  0.69360256519670E-14
       466  0.71778219816790E-14  0.40777309933710E-12  0.36414879155830E-12  0.36834993282550E-12  0.66783733403630E-14
       467  0.69658347584910E-14  0.39560396545780E-12  0.35445242217980E-12  0.35727279192610E-12  0.65534271321240E-14
       468  0.67657715633720E-14  0.38494849518080E-12  0.34398797754830E-12  0.34671919444660E-12  0.64158702174040E-14
       469  0.65619016795330E-14  0.37369478270000E-12  0.33391132356690E-12  0.33590807663370E-12  0.62045898483740E-14
       470  0.63839386215740E-14  0.36250676593730E-12  0.32357711669150E-12  0.32634613357050E-12  0.60324222916640E-14
       471  0.62121491381370E-14  0.35286956397400E-12  0.31411286174030E-12  0.31726461486180E-12  0.59552073052010E-14
       472  0.60208862290450E-14  0.34149962908810E-12  0.30470910370210E-12  0.30809351089420E-12  0.57166741655800E-14
       473  0.58528030141370E-14  0.33240888186620E-12  0.29595114697020E-12  0.29892328393810E-12  0.56139189872320E-14
       474  0.56735365443370E-14  0.32222473700090E-12  0.28735016991510E-12  0.28978585298710E-12  0.53999393240640E-14
       475  0.55170818052990E-14  0.31274434047790E-12  0.27884614280540E-12  0.28148711827560E-12  0.52304083998250E-14
       476  0.53630991048340E-14  0.30423519349170E-12  0.27057998005280E-12  0.27387519887590E-12  0.50677408596990E-14
       477  0.52062502644570E-14  0.29527797839280E-12  0.26298301417500E-12  0.26633289350690E-12  0.48924013561150E-14
       478  0.50676666326840E-14  0.28652327095990E-12  0.25537252573030E-12  0.25824101057060E-12  0.47816812797010E-14
       479  0.49325172234120E-14  0.27900613039110E-12  0.24775754559720E-12  0.25127448361940E-12  0.47092543958100E-14
       480  0.47893794610470E-14  0.27074479753870E-12  0.24057242391240E-12  0.24390382843560E-12  0.45188430388260E-14
