 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       241  0.12152105630850E-08  0.38775351238030E-07  0.37966340876680E-07  0.37948160050370E-07  0.49183283334800E-09
       242  0.11871338963890E-08  0.37867888110760E-07  0.37165649949300E-07  0.37022580633740E-07  0.48385919119540E-09
       243  0.11634181485210E-08  0.37001820535330E-07  0.36066786984670E-07  0.36046353638200E-07  0.46839158281340E-09
       244  0.11399970141950E-08  0.36006977116170E-07  0.35163846207880E-07  0.35103362951510E-07  0.46423625369310E-09
       245  0.11174117130990E-08  0.35062250954230E-07  0.34147976020450E-07  0.34145888510820E-07  0.45882327760210E-09
       246  0.10932368185610E-08  0.34167812790450E-07  0.33465755191620E-07  0.33443095674410E-07  0.44452770178470E-09
       247  0.10658606909410E-08  0.33221620751850E-07  0.32600536823140E-07  0.32589088197980E-07  0.42841553751270E-09
       248  0.10472068167150E-08  0.32550119809590E-07  0.31684905418340E-07  0.31724637522090E-07  0.43687943183410E-09
       249  0.10258422682940E-08  0.31762599428030E-07  0.30859266200580E-07  0.30916458967400E-07  0.42588657195460E-09
       250  0.10066655090760E-08  0.30830666215710E-07  0.30119616409670E-07  0.30145051764290E-07  0.42001973315550E-09
       251  0.98478729633290E-09  0.30045886325950E-07  0.29369692192600E-07  0.29399530564350E-07  0.40011948280390E-09
       252  0.96489704691040E-09  0.29322760086220E-07  0.28656360437950E-07  0.28689025492460E-07  0.39728851301290E-09
       253  0.94480386812630E-09  0.28608235828690E-07  0.27892709003630E-07  0.27970477611210E-07  0.38899451712360E-09
       254  0.91999779529430E-09  0.27880780910670E-07  0.27223153283070E-07  0.27149947949220E-07  0.37574318822480E-09
       255  0.90359280575220E-09  0.27156083590530E-07  0.26522801153650E-07  0.26439966741720E-07  0.36271870159070E-09
       256  0.88481489471870E-09  0.26519570772670E-07  0.25832575157880E-07  0.25864724075900E-07  0.36383258260540E-09
       257  0.86472422561450E-09  0.25790019063770E-07  0.25200564997540E-07  0.25108085252270E-07  0.34800037564380E-09
       258  0.84832860856750E-09  0.25182212982760E-07  0.24581140952770E-07  0.24519587879030E-07  0.35451665572530E-09
       259  0.83224592007020E-09  0.24592294042160E-07  0.23986482380730E-07  0.24020591290400E-07  0.34140931604260E-09
       260  0.81314811115220E-09  0.23953463172510E-07  0.23425030165150E-07  0.23385419332020E-07  0.33329449842650E-09
       261  0.79640448363120E-09  0.23309471039450E-07  0.22821714480770E-07  0.22810822665300E-07  0.33054167075960E-09
       262  0.78070241176190E-09  0.22765403128790E-07  0.22264914756940E-07  0.22227716476970E-07  0.31646870384210E-09
       263  0.76609658169220E-09  0.22175097225230E-07  0.21631576048180E-07  0.21698690281300E-07  0.31191319727900E-09
       264  0.74973326912180E-09  0.21627563886510E-07  0.21153760938030E-07  0.21122897549840E-07  0.30473614569410E-09
       265  0.73257459476890E-09  0.21126612712480E-07  0.20601105809380E-07  0.20622283937180E-07  0.30083436693600E-09
       266  0.71864208000290E-09  0.20555534735890E-07  0.20110706575250E-07  0.20091279857410E-07  0.29780811426370E-09
       267  0.70210624424950E-09  0.20079107366690E-07  0.19680858727490E-07  0.19558474477020E-07  0.27981049555350E-09
       268  0.68893205388260E-09  0.19611395751540E-07  0.19155411292170E-07  0.19190709934590E-07  0.28054462987920E-09
       269  0.67338776830860E-09  0.19130790177720E-07  0.18677293286190E-07  0.18634139240550E-07  0.26925033381980E-09
       270  0.66243177270240E-09  0.18647550763660E-07  0.18174232781910E-07  0.18172850948670E-07  0.26741510677500E-09
       271  0.64760758012930E-09  0.18217907922420E-07  0.17771629605730E-07  0.17724942098080E-07  0.25078929746270E-09
       272  0.63471713689800E-09  0.17723160515570E-07  0.17308486262630E-07  0.17290919373070E-07  0.25567501880470E-09
       273  0.62161385081720E-09  0.17284609716510E-07  0.16897754152320E-07  0.16888198089470E-07  0.24920541641380E-09
       274  0.60892747656190E-09  0.16871227982570E-07  0.16477328784180E-07  0.16448792497440E-07  0.23372904388830E-09
       275  0.59569831756100E-09  0.16523050245160E-07  0.16091103761460E-07  0.16060947440760E-07  0.23303982220850E-09
       276  0.58408581906130E-09  0.16009417075620E-07  0.15653014175690E-07  0.15650040998630E-07  0.23161651544060E-09
       277  0.57202819743880E-09  0.15655510174030E-07  0.15302299296680E-07  0.15231467728870E-07  0.23086430340770E-09
       278  0.56148694721320E-09  0.15272387562480E-07  0.14891680376480E-07  0.14894649564320E-07  0.21822793297320E-09
       279  0.54938292455530E-09  0.14931242618320E-07  0.14544607942690E-07  0.14558088323130E-07  0.22218341293420E-09
       280  0.53698237243000E-09  0.14541233102710E-07  0.14170554573450E-07  0.14177440621870E-07  0.21551267127410E-09
       281  0.52637161315150E-09  0.14196328036960E-07  0.13832505719660E-07  0.13852962490860E-07  0.21328576584160E-09
       282  0.51591326618430E-09  0.13860400226270E-07  0.13486236083300E-07  0.13493586725660E-07  0.20853038757090E-09
       283  0.50571559598930E-09  0.13506274176030E-07  0.13151337413710E-07  0.13147151029260E-07  0.19970988117550E-09
       284  0.49364650754020E-09  0.13179854918860E-07  0.12886087588880E-07  0.12821799029500E-07  0.19695382709750E-09
       285  0.48472995651590E-09  0.12900824154090E-07  0.12590005876970E-07  0.12564545060220E-07  0.18955786956410E-09
       286  0.47624428418140E-09  0.12585594738160E-07  0.12286194955250E-07  0.12240636591070E-07  0.18743826583060E-09
       287  0.46490770372610E-09  0.12243083322140E-07  0.11982426498740E-07  0.11950896034120E-07  0.18476349479110E-09
       288  0.45545152947700E-09  0.11944865772430E-07  0.11670938564990E-07  0.11668972829630E-07  0.17736397637910E-09
       289  0.44477305683820E-09  0.11681170451530E-07  0.11380470393780E-07  0.11373606669270E-07  0.17268889829980E-09
       290  0.43655858265430E-09  0.11383894265630E-07  0.11121109956720E-07  0.11101373231230E-07  0.16615541236480E-09
       291  0.42809722496470E-09  0.11121071625160E-07  0.10849941443860E-07  0.10844878255500E-07  0.16708290522440E-09
       292  0.41968854823550E-09  0.10842258279700E-07  0.10605387312950E-07  0.10560038271970E-07  0.16220126305280E-09
       293  0.41092030851620E-09  0.10561437345630E-07  0.10320234449010E-07  0.10334578713690E-07  0.15901026157330E-09
       294  0.40244559692040E-09  0.10322701695850E-07  0.10067781244860E-07  0.10095639555530E-07  0.15553066509870E-09
       295  0.39439306261760E-09  0.10086314211450E-07  0.97974238074730E-08  0.98549287780560E-08  0.15332173763640E-09
       296  0.38671927736200E-09  0.98524224620600E-08  0.96038760451910E-08  0.95952323810570E-08  0.14896406641080E-09
       297  0.37797257528410E-09  0.95887663995250E-08  0.93523491385510E-08  0.93428260279400E-08  0.14686482024490E-09
       298  0.36999975378510E-09  0.93561584563650E-08  0.91529644436740E-08  0.91672794797110E-08  0.14423580672720E-09
       299  0.36253174351290E-09  0.91575746336100E-08  0.89220520557070E-08  0.89065688857610E-08  0.14047051941250E-09
       300  0.35555709633230E-09  0.89236841256050E-08  0.87129003319650E-08  0.86860370007560E-08  0.13819261610870E-09
       301  0.34865516533440E-09  0.87144642012300E-08  0.85060216224320E-08  0.84979833357520E-08  0.13415446805990E-09
       302  0.34097911914980E-09  0.85101580008950E-08  0.83265816051070E-08  0.83126416706130E-08  0.13163416884230E-09
       303  0.33426170286080E-09  0.83431259725010E-08  0.81107074863850E-08  0.80943429419570E-08  0.13067764614570E-09
       304  0.32745696446370E-09  0.80994165238400E-08  0.79186201986810E-08  0.78954852794320E-08  0.12782263491480E-09
       305  0.32092739360760E-09  0.79245983316990E-08  0.77157362653860E-08  0.77200663001820E-08  0.12362216353540E-09
       306  0.31358192601890E-09  0.77435421984420E-08  0.75151345092540E-08  0.75158988756920E-08  0.12052079123450E-09
       307  0.30796308478080E-09  0.75507366343700E-08  0.73686644876310E-08  0.73407689501070E-08  0.11927868631240E-09
       308  0.30139656881210E-09  0.73692921230720E-08  0.71967887761950E-08  0.71901838922160E-08  0.11843074505560E-09
       309  0.29570050313400E-09  0.72022603070870E-08  0.70154805007140E-08  0.70044309396040E-08  0.11534137574820E-09
       310  0.28964372360330E-09  0.70327674304440E-08  0.68452727949090E-08  0.68470358823850E-08  0.11212559246240E-09
       311  0.28426258166990E-09  0.68621359234350E-08  0.66932045947620E-08  0.66961866608270E-08  0.10824982657600E-09
       312  0.27742452979760E-09  0.67151916298020E-08  0.65337452615800E-08  0.65167741345300E-08  0.10647291847870E-09
       313  0.27267000132300E-09  0.65562894493880E-08  0.63809334724480E-08  0.63791552475230E-08  0.10390781576490E-09
       314  0.26696021650950E-09  0.63877494507650E-08  0.62355621204210E-08  0.62329280824420E-08  0.10299847142600E-09
       315  0.26248330186420E-09  0.62451672502440E-08  0.60722735370580E-08  0.60713382080400E-08  0.10151540958280E-09
       316  0.25564194669200E-09  0.61075238674230E-08  0.59428789741710E-08  0.59224700455470E-08  0.97842655334730E-10
       317  0.25123786109710E-09  0.59587214039290E-08  0.58036674870430E-08  0.57768578522380E-08  0.96579831754360E-10
       318  0.24609197129150E-09  0.58235429516620E-08  0.56587890643280E-08  0.56582160028820E-08  0.93867899988120E-10
       319  0.24065710005720E-09  0.56999167141210E-08  0.55232934958920E-08  0.55228516915590E-08  0.91991772060240E-10
       320  0.23595971541310E-09  0.55586335104190E-08  0.54129526070050E-08  0.53784500794400E-08  0.90130649986480E-10
       321  0.23149321045650E-09  0.54298381534770E-08  0.52871754738780E-08  0.52770842757310E-08  0.90030348298110E-10
       322  0.22602861758550E-09  0.52827062767330E-08  0.51581112621600E-08  0.51432352519510E-08  0.85563672347360E-10
       323  0.22176251320680E-09  0.51591685633030E-08  0.50279848004760E-08  0.50071804836070E-08  0.84256962620550E-10
       324  0.21754326363450E-09  0.50595660786030E-08  0.49254539612300E-08  0.49109539994480E-08  0.83168952944920E-10
       325  0.21352535128600E-09  0.49279320599910E-08  0.47980209123310E-08  0.48038227574880E-08  0.81814721201440E-10
       326  0.20890284465480E-09  0.48262046842900E-08  0.46882003084640E-08  0.46854429585870E-08  0.81397766044680E-10
       327  0.20449534017470E-09  0.47052772239790E-08  0.45816068979060E-08  0.45812226491010E-08  0.77090843076880E-10
       328  0.20026508738520E-09  0.45957915324760E-08  0.44672843341270E-08  0.44733664682370E-08  0.75996245187540E-10
       329  0.19643875883100E-09  0.44919707000970E-08  0.43617304657450E-08  0.43659438375790E-08  0.75237579965040E-10
       330  0.19202139429420E-09  0.43961492278740E-08  0.42764768776470E-08  0.42683129334420E-08  0.73013829237650E-10
       331  0.18853977215770E-09  0.42962986090230E-08  0.41652586967790E-08  0.41703110123900E-08  0.73109023925020E-10
       332  0.18488297025450E-09  0.41934451997690E-08  0.40629204181170E-08  0.40683248885970E-08  0.69931486448020E-10
       333  0.18165200467360E-09  0.40946544130800E-08  0.39737120671000E-08  0.39761737344840E-08  0.68572954215340E-10
       334  0.17774391687450E-09  0.40012248827940E-08  0.38830218149100E-08  0.38868802781310E-08  0.66842986023820E-10
       335  0.17425231647720E-09  0.39033891621840E-08  0.37983403788740E-08  0.37942205878370E-08  0.65498218110520E-10
       336  0.17055164740650E-09  0.38277480341690E-08  0.37091696205590E-08  0.37077961190210E-08  0.64529930257980E-10
       337  0.16720593695520E-09  0.37250077265180E-08  0.36257434801860E-08  0.36160264914190E-08  0.64018135381150E-10
       338  0.16385438257900E-09  0.36393705078500E-08  0.35425475443430E-08  0.35315800289480E-08  0.61650449935240E-10
       339  0.16049005568120E-09  0.35679817518640E-08  0.34616512882400E-08  0.34531955720270E-08  0.60887220996420E-10
       340  0.15688204256090E-09  0.34805376366640E-08  0.33850847919450E-08  0.33771793102090E-08  0.59363015494830E-10
       341  0.15392724119460E-09  0.33964634287450E-08  0.33050779880920E-08  0.32959889408830E-08  0.57918380098600E-10
       342  0.15075108877240E-09  0.33205952302610E-08  0.32217408790210E-08  0.32271252048020E-08  0.56898484949240E-10
       343  0.14800575796580E-09  0.32442686524930E-08  0.31579621583840E-08  0.31612206312740E-08  0.55443869658930E-10
       344  0.14475903869610E-09  0.31724845923620E-08  0.30833364158240E-08  0.30800208788700E-08  0.54308681527160E-10
       345  0.14186425203740E-09  0.30966448376020E-08  0.30099844008540E-08  0.30143067683860E-08  0.53854149697710E-10
       346  0.13882755193310E-09  0.30340407545100E-08  0.29432831883820E-08  0.29334578333000E-08  0.52233954220230E-10
       347  0.13594267050170E-09  0.29540980337670E-08  0.28729133567350E-08  0.28713635928650E-08  0.51400848805830E-10
       348  0.13356534907070E-09  0.28925488771820E-08  0.28088962464270E-08  0.28000622149190E-08  0.49085299023450E-10
       349  0.13095864541070E-09  0.28244436243020E-08  0.27461264697290E-08  0.27432682390560E-08  0.48990568624740E-10
       350  0.12842120493820E-09  0.27659262940860E-08  0.26827969054180E-08  0.26694508158090E-08  0.48850126174060E-10
       351  0.12589066316700E-09  0.26967960686370E-08  0.26226041161600E-08  0.26180140726790E-08  0.47296113306990E-10
       352  0.12330548131960E-09  0.26386332274550E-08  0.25641336249710E-08  0.25668092939530E-08  0.46334081900780E-10
       353  0.12075524818400E-09  0.25833022580350E-08  0.24995674017930E-08  0.24988079460130E-08  0.45220645294620E-10
       354  0.11868277514090E-09  0.25183594651910E-08  0.24486158089530E-08  0.24421199682270E-08  0.44467203336230E-10
       355  0.11606270144450E-09  0.24649943017680E-08  0.23914820166710E-08  0.23901751724680E-08  0.43718440882920E-10
       356  0.11352894079270E-09  0.24122419535800E-08  0.23322261172810E-08  0.23299165648060E-08  0.42454880781280E-10
       357  0.11157635914080E-09  0.23443766763380E-08  0.22881321400710E-08  0.22773479392640E-08  0.41603788958780E-10
       358  0.10938849957660E-09  0.22952252379620E-08  0.22345550750940E-08  0.22306606833080E-08  0.40519078567710E-10
       359  0.10696127310230E-09  0.22410435143950E-08  0.21816723326670E-08  0.21783064826330E-08  0.39916771889750E-10
       360  0.10482150190090E-09  0.21959047974440E-08  0.21331061403250E-08  0.21348536564900E-08  0.38841816842390E-10
       361  0.10290146918600E-09  0.21431691893250E-08  0.20862210327630E-08  0.20831305413040E-08  0.38186848181570E-10
       362  0.10078356795570E-09  0.20994196624950E-08  0.20405002672990E-08  0.20366225582070E-08  0.37293535468900E-10
       363  0.98804046262800E-10  0.20509418681890E-08  0.19947109097350E-08  0.19931834357180E-08  0.36191096684070E-10
       364  0.96823963513560E-10  0.20091734717190E-08  0.19479703685320E-08  0.19459265655500E-08  0.35274820352070E-10
       365  0.94864749600090E-10  0.19595826318770E-08  0.19042900262220E-08  0.19021842381100E-08  0.34345450711340E-10
       366  0.93052714073860E-10  0.19169783553310E-08  0.18612526391590E-08  0.18593616883140E-08  0.34267759371950E-10
       367  0.91228363310610E-10  0.18751516480380E-08  0.18208639948960E-08  0.18194231700910E-08  0.33117451484150E-10
       368  0.89345786939080E-10  0.18319650180910E-08  0.17788291499450E-08  0.17753281240900E-08  0.33197975317090E-10
       369  0.87726592841510E-10  0.17889506090650E-08  0.17373264099900E-08  0.17353899838100E-08  0.32317184881190E-10
       370  0.85851345375110E-10  0.17473180741110E-08  0.17023045472310E-08  0.16950386206250E-08  0.31109983204970E-10
       371  0.84113749813620E-10  0.17134211238870E-08  0.16646306935540E-08  0.16598283944130E-08  0.30709261104470E-10
       372  0.82537724380320E-10  0.16671503042850E-08  0.16274852259550E-08  0.16186472886410E-08  0.30870400439370E-10
       373  0.80733458727340E-10  0.16323834180760E-08  0.15883696067040E-08  0.15850600866280E-08  0.29408852994620E-10
       374  0.79373131518150E-10  0.15985242891810E-08  0.15548932034570E-08  0.15548735497220E-08  0.28886891584800E-10
       375  0.77706796012710E-10  0.15671915240250E-08  0.15193832107410E-08  0.15194057447920E-08  0.28473422262550E-10
       376  0.76178725880650E-10  0.15294608057230E-08  0.14837622725590E-08  0.14819062494650E-08  0.28095524421500E-10
       377  0.74728460300130E-10  0.14981367435750E-08  0.14525281498290E-08  0.14490133721720E-08  0.27309997522180E-10
       378  0.73134693970010E-10  0.14582822811840E-08  0.14196048828640E-08  0.14168371495130E-08  0.26477395281980E-10
       379  0.71764097507280E-10  0.14322311580530E-08  0.13923569752070E-08  0.13850859980180E-08  0.26052160207120E-10
       380  0.70327733209390E-10  0.13972701320300E-08  0.13597337567230E-08  0.13528681202450E-08  0.25733041670680E-10
       381  0.69031667263870E-10  0.13660137440830E-08  0.13256382286360E-08  0.13231857529440E-08  0.25326712854020E-10
       382  0.67550224601340E-10  0.13371817633360E-08  0.13010204185260E-08  0.12957382816980E-08  0.24201022709720E-10
       383  0.66142226796920E-10  0.13100236983310E-08  0.12682828358650E-08  0.12639603688180E-08  0.24124966165560E-10
       384  0.64936175647600E-10  0.12795705632820E-08  0.12461433663110E-08  0.12358957012540E-08  0.23614652065700E-10
       385  0.63795331658380E-10  0.12485007518930E-08  0.12121133277180E-08  0.12086109436020E-08  0.22839394832750E-10
       386  0.62507276092900E-10  0.12213656918750E-08  0.11903839970670E-08  0.11810935479510E-08  0.22933636903170E-10
       387  0.61216241216180E-10  0.11953328848560E-08  0.11598365168240E-08  0.11595300782020E-08  0.22475888750460E-10
       388  0.60051479036220E-10  0.11690733094290E-08  0.11369950991860E-08  0.11342104378530E-08  0.21768531804390E-10
       389  0.58807108217320E-10  0.11439397458440E-08  0.11125192209670E-08  0.11067948483890E-08  0.21538151685820E-10
       390  0.57675926891840E-10  0.11177971131010E-08  0.10877021643350E-08  0.10846077564710E-08  0.20674388875740E-10
       391  0.56517715971110E-10  0.10930963659000E-08  0.10645550492970E-08  0.10600662934350E-08  0.20234132918960E-10
       392  0.55459391505400E-10  0.10691717983000E-08  0.10402680921090E-08  0.10377311245980E-08  0.19886838997410E-10
       393  0.54416612010690E-10  0.10447932121130E-08  0.10155236981410E-08  0.10144557026670E-08  0.19549588719270E-10
       394  0.53238080933720E-10  0.10221037147620E-08  0.99328018586620E-09  0.98873816456000E-09  0.19137153881920E-10
       395  0.52185781920310E-10  0.10010626692370E-08  0.97343394853400E-09  0.96986523409210E-09  0.18996872826260E-10
       396  0.51150586943060E-10  0.97789151635880E-09  0.95130666780690E-09  0.94949715243460E-09  0.18388609640740E-10
       397  0.50162689032000E-10  0.95800640684900E-09  0.93071053214680E-09  0.92766089187460E-09  0.18186227813420E-10
       398  0.49203741035040E-10  0.93361158949460E-09  0.90797302881470E-09  0.90738995831250E-09  0.17684828500680E-10
       399  0.48290638782530E-10  0.91594926942040E-09  0.89124376082980E-09  0.88839240135070E-09  0.17393297574010E-10
       400  0.47343814441860E-10  0.89504244616920E-09  0.87003371800360E-09  0.86613720716380E-09  0.16933336942080E-10
       401  0.46385501741890E-10  0.87618728809180E-09  0.85199450491870E-09  0.84757932515980E-09  0.16542970212870E-10
       402  0.45489254829930E-10  0.85707599455920E-09  0.83079603298260E-09  0.83206886189130E-09  0.16425233774240E-10
       403  0.44587510472990E-10  0.83691882624360E-09  0.81430770506760E-09  0.81184970180400E-09  0.16062517264540E-10
       404  0.43747637117420E-10  0.81961349470330E-09  0.79882456683180E-09  0.79331905799830E-09  0.15438658727910E-10
       405  0.42852507298930E-10  0.80267388507380E-09  0.78057854828530E-09  0.77718739937650E-09  0.15313728468720E-10
       406  0.42035020275250E-10  0.78464391772980E-09  0.76115577672720E-09  0.75871162251360E-09  0.14807268249010E-10
       407  0.41262903236420E-10  0.76869513135390E-09  0.74745628362200E-09  0.74488296019830E-09  0.14714520889860E-10
       408  0.40444542661530E-10  0.75184978825440E-09  0.72920562707560E-09  0.72910175037560E-09  0.14407923923370E-10
       409  0.39609341792170E-10  0.73480197710370E-09  0.71310362045990E-09  0.71207150295290E-09  0.13986652335970E-10
       410  0.38913080670850E-10  0.71890511304030E-09  0.69806989561390E-09  0.69702889296480E-09  0.13699291017630E-10
       411  0.38118546390470E-10  0.70279700367920E-09  0.68347841303380E-09  0.67989710037330E-09  0.13518466753730E-10
       412  0.37393684031610E-10  0.68770809771490E-09  0.66860754999220E-09  0.66626598317880E-09  0.13102226465760E-10
       413  0.36715932141180E-10  0.67299664776900E-09  0.65476361474800E-09  0.65190071959970E-09  0.13095665896500E-10
       414  0.36055074561840E-10  0.65936607580930E-09  0.63962800579750E-09  0.63833889696020E-09  0.12846672009060E-10
       415  0.35281298941420E-10  0.64370262092470E-09  0.62628486991910E-09  0.62336854975240E-09  0.12438238494940E-10
       416  0.34600853323880E-10  0.63014729561640E-09  0.61209856757820E-09  0.61083958259890E-09  0.12115269340630E-10
       417  0.33946696106160E-10  0.61731642616210E-09  0.59884481654840E-09  0.59850039301330E-09  0.11938245974360E-10
       418  0.33277693077750E-10  0.60417008963360E-09  0.58531334140760E-09  0.58394040595470E-09  0.11775468877090E-10
       419  0.32663763616260E-10  0.59160128147990E-09  0.57328839212370E-09  0.57299006835850E-09  0.11609696238030E-10
       420  0.32015228733130E-10  0.57808041335960E-09  0.56073852911450E-09  0.55982177463910E-09  0.11191487723150E-10
       421  0.31410391994720E-10  0.56475026458670E-09  0.54870255354610E-09  0.54738544019030E-09  0.11097955758600E-10
       422  0.30817191260010E-10  0.55434034130980E-09  0.53834881842380E-09  0.53492840198220E-09  0.11025765454690E-10
       423  0.30221583617040E-10  0.54126366895990E-09  0.52579902484840E-09  0.52366795499350E-09  0.10537026072080E-10
       424  0.29654377591320E-10  0.53038604577330E-09  0.51478863674240E-09  0.51307840960570E-09  0.10362086925790E-10
       425  0.29105914303440E-10  0.51772979026420E-09  0.50406106809450E-09  0.50180261164300E-09  0.10168159718300E-10
       426  0.28544731140160E-10  0.50811627530110E-09  0.49348166849300E-09  0.49088094546050E-09  0.10075331409930E-10
       427  0.28017936557060E-10  0.49738433392030E-09  0.48284735966920E-09  0.48159976822480E-09  0.96944640030970E-11
       428  0.27520824507750E-10  0.48615034294470E-09  0.47207563309470E-09  0.47058985055610E-09  0.96174869967410E-11
       429  0.26969781382640E-10  0.47502265610270E-09  0.46157008488330E-09  0.46080439054030E-09  0.94271530940270E-11
       430  0.26423959754230E-10  0.46622467322330E-09  0.45302207438620E-09  0.45098729658030E-09  0.92230108776750E-11
       431  0.25989482251990E-10  0.45511075121360E-09  0.44262007147540E-09  0.44025682827230E-09  0.90943405066770E-11
       432  0.25435073334870E-10  0.44518718750400E-09  0.43346903704950E-09  0.43107788839260E-09  0.88374101681180E-11
       433  0.25021144329520E-10  0.43692526496160E-09  0.42462432998290E-09  0.42292333020160E-09  0.85971242803410E-11
       434  0.24565262839950E-10  0.42753287839670E-09  0.41524739132290E-09  0.41385742735880E-09  0.86572884469260E-11
       435  0.24101872383680E-10  0.41834146548520E-09  0.40636044954220E-09  0.40565413543770E-09  0.82707341254110E-11
       436  0.23622170277310E-10  0.40993557738350E-09  0.39817724611790E-09  0.39619793972410E-09  0.83046438694930E-11
       437  0.23200730154550E-10  0.40085281445210E-09  0.38947759592580E-09  0.38774554847250E-09  0.80961423673200E-11
       438  0.22778026000770E-10  0.39219955605620E-09  0.38122885520900E-09  0.37959334146640E-09  0.78190117336810E-11
       439  0.22350552034300E-10  0.38382144783020E-09  0.37296441673440E-09  0.37105218554810E-09  0.76513804787630E-11
       440  0.21933878076710E-10  0.37556494733090E-09  0.36542079028340E-09  0.36450832383620E-09  0.75814090882740E-11
       441  0.21511281345040E-10  0.36766053088490E-09  0.35738227457930E-09  0.35577972378910E-09  0.73525756765340E-11
       442  0.21153576134050E-10  0.36045573019030E-09  0.35019106596620E-09  0.34834137166430E-09  0.72180360712520E-11
       443  0.20781730837840E-10  0.35299665456500E-09  0.34314723250450E-09  0.34092769994250E-09  0.71328728347560E-11
       444  0.20406987392330E-10  0.34551329481800E-09  0.33541131680790E-09  0.33495749240410E-09  0.68511944097280E-11
       445  0.20031673035880E-10  0.33731563271890E-09  0.32869026218480E-09  0.32680972721010E-09  0.68965111458540E-11
       446  0.19699859828550E-10  0.33077777744730E-09  0.32128283157560E-09  0.31960087677760E-09  0.66595823675260E-11
       447  0.19343157549530E-10  0.32439585391350E-09  0.31458889665730E-09  0.31345417896430E-09  0.65698085178930E-11
       448  0.18977084024990E-10  0.31739482104480E-09  0.30833687648490E-09  0.30683333843090E-09  0.64650097923480E-11
       449  0.18709232197600E-10  0.31068844917860E-09  0.30245723689720E-09  0.30041844555370E-09  0.63932449327490E-11
       450  0.18350482896870E-10  0.30375644423800E-09  0.29582172058330E-09  0.29434907473230E-09  0.61704301443530E-11
       451  0.18040217149150E-10  0.29730855393160E-09  0.28968550615500E-09  0.28828843570900E-09  0.60075574594010E-11
       452  0.17735371111170E-10  0.29250566238210E-09  0.28365683534640E-09  0.28239583572990E-09  0.59687573951940E-11
       453  0.17435170418030E-10  0.28524007366850E-09  0.27736342491240E-09  0.27634880134890E-09  0.58627958066840E-11
       454  0.17131087867420E-10  0.27966807824350E-09  0.27184692494390E-09  0.27075114079110E-09  0.57510325326710E-11
       455  0.16863119900850E-10  0.27339546610660E-09  0.26613939045730E-09  0.26478396239540E-09  0.56032146923210E-11
       456  0.16559730388400E-10  0.26831052431660E-09  0.26041195058190E-09  0.25930102011280E-09  0.54765885245900E-11
       457  0.16328308266750E-10  0.26291394344040E-09  0.25497399368840E-09  0.25404630905450E-09  0.54992547253420E-11
       458  0.16055468933810E-10  0.25772467365450E-09  0.24990764252220E-09  0.24893738749780E-09  0.52840517112340E-11
       459  0.15753961099450E-10  0.25235929542680E-09  0.24531991312340E-09  0.24381521514460E-09  0.52191614178100E-11
       460  0.15500467740160E-10  0.24670945986570E-09  0.24019209315560E-09  0.23870727274770E-09  0.51314302280920E-11
       461  0.15302670171740E-10  0.24223296451830E-09  0.23504786632950E-09  0.23402533503050E-09  0.50601508910720E-11
       462  0.15046274082340E-10  0.23753233974340E-09  0.23039049818230E-09  0.22920655846660E-09  0.49771087213640E-11
       463  0.14800985535400E-10  0.23225916351890E-09  0.22559226435560E-09  0.22376166235140E-09  0.48643355643230E-11
       464  0.14599251564140E-10  0.22741374953060E-09  0.22119417874560E-09  0.22055105739240E-09  0.47133206150120E-11
       465  0.14369214270020E-10  0.22350934461170E-09  0.21719379372580E-09  0.21586300503730E-09  0.46112003572710E-11
       466  0.14148178664280E-10  0.21881866647720E-09  0.21256811180920E-09  0.21136935722640E-09  0.45937717227410E-11
       467  0.13956521006910E-10  0.21449132898210E-09  0.20814996147040E-09  0.20729618738050E-09  0.44826205061800E-11
       468  0.13759606953470E-10  0.21042817018640E-09  0.20365266613310E-09  0.20269232033160E-09  0.43765334119270E-11
       469  0.13583076039800E-10  0.20584990730920E-09  0.19989409205890E-09  0.19887714256410E-09  0.42643136417920E-11
       470  0.13356335385900E-10  0.20161474321450E-09  0.19581736780170E-09  0.19491134494980E-09  0.42365721151910E-11
       471  0.13222710775570E-10  0.19790870943970E-09  0.19214933770460E-09  0.19112318791650E-09  0.41469190544310E-11
       472  0.13026264531400E-10  0.19391168931130E-09  0.18809606941750E-09  0.18730839061760E-09  0.41017958912200E-11
       473  0.12857391081140E-10  0.18966381688580E-09  0.18407281942980E-09  0.18342471180350E-09  0.40119281472610E-11
       474  0.12724670245590E-10  0.18617082532850E-09  0.18089484288680E-09  0.17972608361780E-09  0.39579158327070E-11
       475  0.12572557623660E-10  0.18262980648950E-09  0.17754305005710E-09  0.17646235226990E-09  0.38599239992070E-11
       476  0.12421807929040E-10  0.17934616687850E-09  0.17397427981270E-09  0.17295692086050E-09  0.38493908127170E-11
       477  0.12284589298340E-10  0.17573331259640E-09  0.17085779545490E-09  0.16964554953990E-09  0.37571293773070E-11
       478  0.12159963360560E-10  0.17247535079370E-09  0.16739506735410E-09  0.16635503145050E-09  0.36790639944390E-11
       479  0.12045895188680E-10  0.16916601405790E-09  0.16419896415550E-09  0.16313961508660E-09  0.35989987030330E-11
       480  0.11927239902700E-10  0.16598275149790E-09  0.16117678937760E-09  0.16027017662150E-09  0.35308369266350E-11
