 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
        69  0.41203107062270E-06  0.11436335015140E-05  0.43147493839400E-06  0.46474310000680E-06  0.50112206184080E-06
        70  0.38896968843980E-06  0.10760191545510E-05  0.40168676303490E-06  0.43752741067420E-06  0.47064343239950E-06
        71  0.36747380573190E-06  0.10374696455480E-05  0.38843117448370E-06  0.41548683821530E-06  0.45049511623410E-06
        72  0.35575400310030E-06  0.97690949400720E-06  0.36206011830730E-06  0.39369916166230E-06  0.43299589851360E-06
        73  0.33780923663730E-06  0.91305894947690E-06  0.34017116943430E-06  0.36743401540310E-06  0.40653195447350E-06
        74  0.31999250985150E-06  0.85509567399590E-06  0.32164683219500E-06  0.35194412162830E-06  0.38197679031890E-06
        75  0.30683676517460E-06  0.81365324398080E-06  0.30220270231520E-06  0.33371392806880E-06  0.36829361513490E-06
        76  0.29551247843310E-06  0.77662657091330E-06  0.28966160310520E-06  0.31469451137090E-06  0.35271476181170E-06
        77  0.28235734902630E-06  0.73022208283560E-06  0.27097305532170E-06  0.29849958754040E-06  0.33519245630400E-06
        78  0.26758188195450E-06  0.69410048513260E-06  0.25744577666970E-06  0.28113545139210E-06  0.31751215422170E-06
        79  0.26135318337000E-06  0.67065093082490E-06  0.24533124808320E-06  0.27193668239300E-06  0.30977625910110E-06
        80  0.24418021381410E-06  0.62515815040000E-06  0.23147472732900E-06  0.25415261251790E-06  0.28746151792190E-06
        81  0.23096493135690E-06  0.58378841174110E-06  0.21844620613120E-06  0.23799374597650E-06  0.27004543279480E-06
        82  0.22432026276470E-06  0.55884575711880E-06  0.20634114188500E-06  0.22814721843580E-06  0.26092004606000E-06
        83  0.21485858258440E-06  0.53096614963700E-06  0.19892145075860E-06  0.21731408017010E-06  0.24920886227740E-06
        84  0.20409246368000E-06  0.50566208029710E-06  0.18611722809910E-06  0.20502840804820E-06  0.23623243151190E-06
        85  0.19421341868900E-06  0.47655563715320E-06  0.17643835552010E-06  0.19378786560780E-06  0.22375271454940E-06
        86  0.18629728775240E-06  0.45047709651820E-06  0.16692126389610E-06  0.18489449116970E-06  0.21261669588760E-06
        87  0.17853781005410E-06  0.42727303460090E-06  0.15919366116630E-06  0.17428548520500E-06  0.20365365529160E-06
        88  0.17102849632970E-06  0.40714887914830E-06  0.15037427346130E-06  0.16682396674100E-06  0.19396530868880E-06
        89  0.16464313490050E-06  0.38643240187160E-06  0.14370435190190E-06  0.15800732569390E-06  0.18489311160740E-06
        90  0.15465494058790E-06  0.36214817241610E-06  0.13516335977610E-06  0.14970438110030E-06  0.17337922535470E-06
        91  0.15131612608650E-06  0.34811393904030E-06  0.12944387097890E-06  0.14389454641450E-06  0.16904190061590E-06
        92  0.14361548888200E-06  0.33181226851880E-06  0.12346533549290E-06  0.13724619579850E-06  0.16037580632320E-06
        93  0.13832894670310E-06  0.31629987325220E-06  0.11714251047440E-06  0.12990689830710E-06  0.15393395468730E-06
        94  0.13258795632160E-06  0.30029060457270E-06  0.11153199215390E-06  0.12265938142680E-06  0.14735451150390E-06
        95  0.12639736406830E-06  0.28359724157940E-06  0.10497886972790E-06  0.11731443847950E-06  0.13938425759380E-06
        96  0.12131803803380E-06  0.27199575056630E-06  0.10050497403090E-06  0.11189470327200E-06  0.13391686379300E-06
        97  0.11606178587300E-06  0.25946007617580E-06  0.95802565800580E-07  0.10625113435190E-06  0.12815101100060E-06
        98  0.11132490474580E-06  0.24504569467990E-06  0.90731502139620E-07  0.10124979865560E-06  0.12173732068410E-06
        99  0.10682052856210E-06  0.23497869101010E-06  0.85991643364500E-07  0.96996695184570E-07  0.11667573213090E-06
       100  0.10266349045460E-06  0.22234203434920E-06  0.82580828794860E-07  0.91582216236040E-07  0.11164683585720E-06
       101  0.97687739814780E-07  0.21013977453380E-06  0.78092811287590E-07  0.87035983128530E-07  0.10576166434680E-06
       102  0.94337351402630E-07  0.20011422372960E-06  0.75066561814320E-07  0.83567769763390E-07  0.10112111135000E-06
       103  0.90392445565820E-07  0.19186881668720E-06  0.71637574479940E-07  0.79433016532150E-07  0.97590863905320E-07
       104  0.86299644655370E-07  0.18111637583720E-06  0.67038700761700E-07  0.76174518947270E-07  0.92249444289670E-07
       105  0.83145342629740E-07  0.17444113107740E-06  0.64912721516690E-07  0.72567714839410E-07  0.89076394882340E-07
       106  0.79490575580270E-07  0.16444804981180E-06  0.61933966889790E-07  0.69036004589210E-07  0.84472209704050E-07
       107  0.76033194140720E-07  0.15704711998070E-06  0.59134050414070E-07  0.65835069165940E-07  0.80673832171120E-07
       108  0.73043307220930E-07  0.15062657540680E-06  0.56400953382620E-07  0.62920136635480E-07  0.77294568001950E-07
       109  0.70164431165160E-07  0.14324649522220E-06  0.53640343090190E-07  0.60005913549150E-07  0.74114206125500E-07
       110  0.67358963192340E-07  0.13776997670040E-06  0.51382373453950E-07  0.57150804890410E-07  0.71114309039650E-07
       111  0.65122932296480E-07  0.13108283107120E-06  0.48873582091860E-07  0.54835947204740E-07  0.68214308612010E-07
       112  0.62987526658260E-07  0.12600946320930E-06  0.47043572825980E-07  0.52116285355610E-07  0.65895098714860E-07
       113  0.59366470883490E-07  0.11816731594750E-06  0.44680618861220E-07  0.49466843044560E-07  0.61717645738310E-07
       114  0.57632491195300E-07  0.11414917709990E-06  0.42811826916770E-07  0.47742860967590E-07  0.59960969681260E-07
       115  0.55860788508130E-07  0.10938639515220E-06  0.40626640743830E-07  0.45820972414430E-07  0.57757896335540E-07
       116  0.53483800955730E-07  0.10473493129230E-06  0.38908110113550E-07  0.43553778000720E-07  0.55462127757130E-07
       117  0.50951422507950E-07  0.10025174256100E-06  0.37290798592660E-07  0.41544361055160E-07  0.52754990922340E-07
       118  0.48931752904640E-07  0.94886903540070E-07  0.35508579066920E-07  0.39346668307870E-07  0.50370166502620E-07
       119  0.47409627004550E-07  0.91382913542840E-07  0.34143815882760E-07  0.38352506570810E-07  0.48786468231930E-07
       120  0.45169202421710E-07  0.86940984152900E-07  0.32380712338710E-07  0.36508343900050E-07  0.46252932841240E-07
       121  0.43789179019940E-07  0.83603550340480E-07  0.30829136936510E-07  0.34818223710310E-07  0.44798530699890E-07
       122  0.42056236641170E-07  0.80075032492080E-07  0.29744175719140E-07  0.32983262052090E-07  0.42929513151160E-07
       123  0.40344001657840E-07  0.76441060089370E-07  0.28399477833600E-07  0.31952514166970E-07  0.41016046544410E-07
       124  0.38711583232710E-07  0.73425795055040E-07  0.27194783645790E-07  0.30661771671650E-07  0.39398532205750E-07
       125  0.37453789735900E-07  0.69618952843180E-07  0.25989479147090E-07  0.29187464493370E-07  0.37769757897460E-07
       126  0.35747597996230E-07  0.66923114753930E-07  0.24753296338080E-07  0.27857383198820E-07  0.36088685863050E-07
       127  0.34628408299770E-07  0.64513395957320E-07  0.23708046500330E-07  0.26886983065280E-07  0.35016384216930E-07
       128  0.33336021310330E-07  0.61522055001650E-07  0.22766173932730E-07  0.25651329533770E-07  0.33482054540200E-07
       129  0.31714648443420E-07  0.58405403130700E-07  0.21791883876160E-07  0.24666520253710E-07  0.31683530930500E-07
       130  0.30906631279520E-07  0.56162649636140E-07  0.20804755635010E-07  0.23616744507220E-07  0.30824131922540E-07
       131  0.29659894087870E-07  0.53998188878380E-07  0.19996755901980E-07  0.22668914142770E-07  0.29544235475790E-07
       132  0.28682471160140E-07  0.51990753346780E-07  0.19164334261310E-07  0.21765107651970E-07  0.28522095319410E-07
       133  0.27637336607300E-07  0.49432469563840E-07  0.18276451433980E-07  0.20697251650500E-07  0.27355019148640E-07
       134  0.26595025852570E-07  0.47386257378690E-07  0.17629782036120E-07  0.19931646082020E-07  0.26229947143390E-07
       135  0.25512144653960E-07  0.45278344331270E-07  0.16855837989600E-07  0.18989813193700E-07  0.25091383681550E-07
       136  0.24495438038160E-07  0.43558016209700E-07  0.16202055452910E-07  0.18222326674330E-07  0.24146850332250E-07
       137  0.23695199069410E-07  0.41569590357230E-07  0.15493259241390E-07  0.17540166784240E-07  0.23148734834710E-07
       138  0.22906448277080E-07  0.39919311933060E-07  0.14848248798500E-07  0.16830329397180E-07  0.22336924624720E-07
       139  0.21902652874660E-07  0.38069226189800E-07  0.14182774143180E-07  0.16229716322380E-07  0.21248071669010E-07
       140  0.21149368470200E-07  0.36645937790260E-07  0.13665398393560E-07  0.15475823485090E-07  0.20542092681840E-07
       141  0.20390586522560E-07  0.35209200950940E-07  0.13102488621440E-07  0.14797529297680E-07  0.19767049724000E-07
       142  0.19457545431130E-07  0.33717716940870E-07  0.12561879859390E-07  0.14224634270950E-07  0.18863223475030E-07
       143  0.18887228018020E-07  0.32278734503750E-07  0.12149839977920E-07  0.13734127889780E-07  0.18195488686460E-07
       144  0.18228999160980E-07  0.30920420567660E-07  0.11618166903700E-07  0.13089724609520E-07  0.17464305499190E-07
       145  0.17531635249440E-07  0.29759315318090E-07  0.11108232337580E-07  0.12557825936790E-07  0.16814426013340E-07
       146  0.16859783260720E-07  0.28567812649710E-07  0.10660336891900E-07  0.12085193370370E-07  0.16161916748960E-07
       147  0.16328015357610E-07  0.27529714365740E-07  0.10239347234060E-07  0.11637700529090E-07  0.15633427579390E-07
       148  0.15663145795510E-07  0.26208609694840E-07  0.98193544137890E-08  0.11167402869460E-07  0.14912774266380E-07
       149  0.15192000460800E-07  0.25172796628680E-07  0.94826013599090E-08  0.10673480543230E-07  0.14385108371640E-07
       150  0.14595313922550E-07  0.24340647680340E-07  0.90757834168260E-08  0.10277426021860E-07  0.13882772748240E-07
       151  0.14078419239260E-07  0.23468781640060E-07  0.87312240404460E-08  0.98745834654580E-08  0.13386634509180E-07
       152  0.13629956761160E-07  0.22453178413730E-07  0.83414355794200E-08  0.95019019227290E-08  0.12875199636720E-07
       153  0.13094053885580E-07  0.21399347066570E-07  0.80658496660540E-08  0.91021348360390E-08  0.12298678293530E-07
       154  0.12691719260660E-07  0.20745378040760E-07  0.77527229395180E-08  0.87788484876770E-08  0.11947840430210E-07
       155  0.12276232443360E-07  0.19942860874430E-07  0.74382481907070E-08  0.84466367073070E-08  0.11540064076980E-07
       156  0.11820012011870E-07  0.19134267605710E-07  0.71572081288180E-08  0.80758415301920E-08  0.11041366015260E-07
       157  0.11362296429310E-07  0.18344657886570E-07  0.68622550149630E-08  0.77210624411430E-08  0.10648105887270E-07
       158  0.10997145986660E-07  0.17620351039280E-07  0.65954164922240E-08  0.74618493108820E-08  0.10236406248350E-07
       159  0.10575523488390E-07  0.16972709650450E-07  0.63430687997830E-08  0.71641931505300E-08  0.98593946295040E-08
       160  0.10214035280660E-07  0.16303259820800E-07  0.61096984973840E-08  0.68877995143980E-08  0.94982797663440E-08
       161  0.98624886901700E-08  0.15621586614550E-07  0.59024748871130E-08  0.65778077894890E-08  0.91130208296160E-08
       162  0.95046703032760E-08  0.15043940794570E-07  0.56295997351180E-08  0.63623600325020E-08  0.87820304756600E-08
       163  0.91747674083860E-08  0.14441114908790E-07  0.54307743941230E-08  0.60831902545990E-08  0.84572572682600E-08
       164  0.88571201798490E-08  0.13880610278250E-07  0.52401933746170E-08  0.58497288921450E-08  0.81383078777930E-08
       165  0.85267467091470E-08  0.13329936498340E-07  0.50267055914340E-08  0.56455623101740E-08  0.78245098922790E-08
       166  0.82418290937400E-08  0.12901748997340E-07  0.48341539769800E-08  0.54395352614950E-08  0.75699438710630E-08
       167  0.79876134301890E-08  0.12361968187620E-07  0.46494297421500E-08  0.52170342572630E-08  0.73024505555360E-08
       168  0.76712264307440E-08  0.11828250758340E-07  0.44671484006230E-08  0.50162324347650E-08  0.69903538325730E-08
       169  0.74002628245080E-08  0.11454260401420E-07  0.42865664402590E-08  0.48425409832170E-08  0.67385274420270E-08
       170  0.71254494505710E-08  0.10949364057680E-07  0.41060116305200E-08  0.46287250079290E-08  0.64683394233550E-08
       171  0.69219943971090E-08  0.10624357183310E-07  0.39659844974020E-08  0.44932185307770E-08  0.62935632133930E-08
       172  0.66619877578050E-08  0.10183663493870E-07  0.38240769536920E-08  0.43100460075770E-08  0.60255624387430E-08
       173  0.64340612737630E-08  0.97520625215050E-08  0.36617658969180E-08  0.41483638044180E-08  0.58062719619370E-08
       174  0.62098002335140E-08  0.94002779065650E-08  0.35225053586950E-08  0.39738760132700E-08  0.55802903095590E-08
       175  0.60077727437760E-08  0.90703384503010E-08  0.33769057623470E-08  0.38574223967240E-08  0.53941323636840E-08
       176  0.58032578889760E-08  0.87335922972960E-08  0.32856165987200E-08  0.36909734943570E-08  0.52033013987150E-08
       177  0.55866370584950E-08  0.83760228484570E-08  0.31385362255410E-08  0.35475638386660E-08  0.49967996515890E-08
       178  0.53923071544250E-08  0.80708569335950E-08  0.30171900229830E-08  0.34352570937400E-08  0.48013736178980E-08
       179  0.52157828112600E-08  0.77520277397840E-08  0.29186280675730E-08  0.32851802145140E-08  0.46409733083750E-08
       180  0.50535169767690E-08  0.75109108914590E-08  0.28169310519000E-08  0.31765522757710E-08  0.44944656893650E-08
       181  0.48867329825180E-08  0.72486494432310E-08  0.27023113144560E-08  0.30556951383780E-08  0.43374125369550E-08
       182  0.47202480580280E-08  0.69272602408340E-08  0.26027628921320E-08  0.29282029888360E-08  0.41566827836460E-08
       183  0.45447084890830E-08  0.66848982021000E-08  0.25192260043580E-08  0.28460478226770E-08  0.40084923417800E-08
       184  0.44110577987600E-08  0.64607394249710E-08  0.24197894717750E-08  0.27321220741030E-08  0.38856934578640E-08
       185  0.42659188151770E-08  0.61910238561920E-08  0.23350484436060E-08  0.26264896718430E-08  0.37347685198710E-08
       186  0.41066789310310E-08  0.59945178205350E-08  0.22496103631080E-08  0.25479552568600E-08  0.36096267085300E-08
       187  0.39715128574530E-08  0.57680646088210E-08  0.21669586098270E-08  0.24511211129550E-08  0.34785152273830E-08
       188  0.38387580587200E-08  0.55711992766760E-08  0.20902683954980E-08  0.23505674148960E-08  0.33596982033760E-08
       189  0.37033276090770E-08  0.53522396272090E-08  0.20266124894590E-08  0.22772983911540E-08  0.32276185011840E-08
       190  0.35745744952740E-08  0.51541097111870E-08  0.19399339035320E-08  0.21953481106540E-08  0.31115985036260E-08
       191  0.34700910846320E-08  0.49596135483040E-08  0.18687605403840E-08  0.20978214024140E-08  0.30033331766580E-08
       192  0.33544376806980E-08  0.47716678125320E-08  0.18022332532980E-08  0.20331191437520E-08  0.28960917765980E-08
       193  0.32356631335750E-08  0.46206299602100E-08  0.17390162469680E-08  0.19619757547560E-08  0.27984327894250E-08
       194  0.31313092679950E-08  0.44584478478250E-08  0.16745826754190E-08  0.18787382191330E-08  0.27014677988210E-08
       195  0.30193316942400E-08  0.42702104255510E-08  0.16113422109990E-08  0.18093281944100E-08  0.25968732874070E-08
       196  0.29363334532020E-08  0.41593129609250E-08  0.15591480765090E-08  0.17548010805720E-08  0.25351419431870E-08
       197  0.28165518672750E-08  0.39568313349060E-08  0.14977745274170E-08  0.16872763713850E-08  0.24118499367020E-08
       198  0.27360095416450E-08  0.38567337776570E-08  0.14508711117210E-08  0.16220212113430E-08  0.23495204522220E-08
       199  0.26470254991970E-08  0.37159024434690E-08  0.14021520472900E-08  0.15706134025260E-08  0.22692420125750E-08
       200  0.25577960405820E-08  0.35611026189840E-08  0.13513568930770E-08  0.15121549704190E-08  0.21747564220820E-08
       201  0.24665495831540E-08  0.34410338606320E-08  0.13040008695750E-08  0.14535002023590E-08  0.21008859212640E-08
       202  0.23862598394120E-08  0.33214095330700E-08  0.12573460626400E-08  0.14044451518930E-08  0.20307907363190E-08
       203  0.23212956067590E-08  0.32239502700770E-08  0.12184262701470E-08  0.13599851459270E-08  0.19725299655050E-08
       204  0.22383794468470E-08  0.31114836542580E-08  0.11701229698700E-08  0.13090000937780E-08  0.19007280085740E-08
       205  0.21589090137730E-08  0.29990752131780E-08  0.11309031587800E-08  0.12639278597840E-08  0.18348047196140E-08
       206  0.20940586625820E-08  0.29038241392290E-08  0.10892177143470E-08  0.12154625624570E-08  0.17789730184410E-08
       207  0.20253878387210E-08  0.27828210474290E-08  0.10543883187440E-08  0.11753098620100E-08  0.17057374196290E-08
       208  0.19620323691130E-08  0.26993355490570E-08  0.10205646959540E-08  0.11380851085640E-08  0.16559323662910E-08
       209  0.18846350699230E-08  0.25981430342500E-08  0.98157348927750E-09  0.10996749810170E-08  0.15874763953770E-08
       210  0.18276118676200E-08  0.25084405583600E-08  0.94658878931950E-09  0.10589558933860E-08  0.15357621640170E-08
       211  0.17712353264680E-08  0.24161710416330E-08  0.91524597058480E-09  0.10235962964220E-08  0.14829273447330E-08
       212  0.17127373310350E-08  0.23328471025210E-08  0.88553472043630E-09  0.99023357863220E-09  0.14315118380730E-08
       213  0.16575449639940E-08  0.22589081098990E-08  0.85245776129080E-09  0.95472217487350E-09  0.13868264783850E-08
       214  0.16067949972850E-08  0.21865205729710E-08  0.82513322876680E-09  0.91913198732390E-09  0.13425245759860E-08
       215  0.15561013709130E-08  0.21079096870860E-08  0.79569345269480E-09  0.89104322458550E-09  0.12971094465310E-08
       216  0.15081469974300E-08  0.20429761016610E-08  0.77129862168660E-09  0.86562688199570E-09  0.12547233229020E-08
       217  0.14529602761780E-08  0.19645813471190E-08  0.74593301941060E-09  0.82918778094000E-09  0.12059200274980E-08
       218  0.14059936750630E-08  0.19007565767510E-08  0.71883608473390E-09  0.80454854135430E-09  0.11666248090330E-08
       219  0.13674397220190E-08  0.18426036333770E-08  0.69834701768220E-09  0.78371542658370E-09  0.11328288356810E-08
       220  0.13162788442460E-08  0.17692111209850E-08  0.67246503613220E-09  0.75089307761220E-09  0.10865627415520E-08
       221  0.12769838710970E-08  0.17089177713620E-08  0.64786080166920E-09  0.72475873292060E-09  0.10519780609540E-08
       222  0.12347218060950E-08  0.16502847639890E-08  0.62822272318990E-09  0.70195164196160E-09  0.10150444801450E-08
       223  0.12011738708540E-08  0.16000865579460E-08  0.60613745736590E-09  0.67870251064860E-09  0.98711007046120E-09
       224  0.11559157698650E-08  0.15420602009700E-08  0.58684748612590E-09  0.65423800735140E-09  0.94802878041080E-09
       225  0.11221449089110E-08  0.14909083213600E-08  0.56902308831870E-09  0.63563552486200E-09  0.91859634831290E-09
       226  0.10860769286800E-08  0.14397742010210E-08  0.55008516142470E-09  0.61275775821480E-09  0.88629157207240E-09
       227  0.10550940499310E-08  0.13979577268830E-08  0.53095975225960E-09  0.59218728357010E-09  0.86144449732450E-09
       228  0.10164490288990E-08  0.13456682008960E-08  0.51300425223590E-09  0.57136854170300E-09  0.82775682165450E-09
       229  0.98598395980470E-09  0.12995053397570E-08  0.49560642319370E-09  0.55411050973610E-09  0.80079903698260E-09
       230  0.95544571358910E-09  0.12549014611720E-08  0.47945856042620E-09  0.53553728700810E-09  0.77458532075000E-09
       231  0.92620835829690E-09  0.12140133867200E-08  0.46521883675660E-09  0.51967074067990E-09  0.74865482239920E-09
       232  0.89634372471720E-09  0.11714491552080E-08  0.44873863799620E-09  0.49817546763300E-09  0.72439233107930E-09
       233  0.86845594516550E-09  0.11351892380270E-08  0.43312198420580E-09  0.48452884840530E-09  0.70077728213250E-09
       234  0.84263817323260E-09  0.10945213391510E-08  0.41900245338630E-09  0.46902876171190E-09  0.67701417009560E-09
       235  0.81806852952330E-09  0.10634221854300E-08  0.40477460077890E-09  0.45352524750640E-09  0.65816101553800E-09
       236  0.78963523279810E-09  0.10233851872830E-08  0.39273450213530E-09  0.43849828293140E-09  0.63260778734100E-09
       237  0.76537423851640E-09  0.98915054982870E-09  0.38009018635610E-09  0.42369783955730E-09  0.61251471129140E-09
       238  0.74407392322480E-09  0.96074005798730E-09  0.36798115761910E-09  0.41223156680510E-09  0.59498832727780E-09
       239  0.71978240947260E-09  0.92691603837790E-09  0.35562908457810E-09  0.39551816462420E-09  0.57374315636510E-09
       240  0.69762528146060E-09  0.89440597031220E-09  0.34388365899150E-09  0.38287131399170E-09  0.55487665554780E-09
