 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
        36  0.12887764960550E-05  0.55976992328600E-04  0.55240285780420E-04  0.56797495793210E-04  0.14565476056310E-05
        37  0.12552477211670E-05  0.53548397931350E-04  0.52509930467790E-04  0.53417812743900E-04  0.14139145151400E-05
        38  0.12340506912530E-05  0.51793600608650E-04  0.51208368130590E-04  0.50436199739040E-04  0.13352637795340E-05
        39  0.11558646317590E-05  0.49664714336490E-04  0.49537677765910E-04  0.49410721825280E-04  0.12078020736500E-05
        40  0.11614117970040E-05  0.47470318561620E-04  0.47040347571450E-04  0.47240637933300E-04  0.11706589192210E-05
        41  0.11008951478480E-05  0.45082996593750E-04  0.44464551292410E-04  0.44048548484270E-04  0.10841324095010E-05
        42  0.10701488020570E-05  0.43354617617150E-04  0.42037170556410E-04  0.43108329298210E-04  0.11669318478300E-05
        43  0.10669524880260E-05  0.41717862515170E-04  0.41390319690960E-04  0.41471419706760E-04  0.99601020276440E-06
        44  0.10248658451400E-05  0.40881557143670E-04  0.39738057628560E-04  0.40368757956920E-04  0.96508117054420E-06
        45  0.99796817567630E-06  0.39036061709660E-04  0.38210233440440E-04  0.37982383708040E-04  0.90146396462680E-06
        46  0.96017778675930E-06  0.37543535118220E-04  0.37042601435020E-04  0.37431889789580E-04  0.88782491706000E-06
        47  0.93178360931910E-06  0.36658388890610E-04  0.35637483446900E-04  0.35858470854320E-04  0.78915518031940E-06
        48  0.89557105818040E-06  0.34986231631470E-04  0.33853706892280E-04  0.34017004355780E-04  0.77594697134320E-06
        49  0.89043895922250E-06  0.33063789716160E-04  0.32590060566240E-04  0.32861058028690E-04  0.72955302469540E-06
        50  0.85015686952810E-06  0.31933378318280E-04  0.31789319222950E-04  0.31689878814010E-04  0.70856124631960E-06
        51  0.83789521607710E-06  0.30500740040730E-04  0.30480258911570E-04  0.30870305340290E-04  0.71406151301280E-06
        52  0.80632064309480E-06  0.29679886006940E-04  0.29214711285280E-04  0.29342754806630E-04  0.68853749637660E-06
        53  0.80989825175680E-06  0.28731832828460E-04  0.28301752102630E-04  0.28340588948070E-04  0.66844299139890E-06
        54  0.76165002207860E-06  0.27763227444600E-04  0.26898207464450E-04  0.27126236950550E-04  0.65010728228070E-06
        55  0.75392488155340E-06  0.26445826439410E-04  0.26559318468940E-04  0.26045640085360E-04  0.58400694582710E-06
        56  0.72295864483860E-06  0.25618628984480E-04  0.25521108774530E-04  0.25180898068040E-04  0.59862004633340E-06
        57  0.71175424153480E-06  0.24690028908070E-04  0.24102902100950E-04  0.24011978988970E-04  0.56518410778490E-06
        58  0.69916881674160E-06  0.23760152245920E-04  0.23372104928090E-04  0.23511762374110E-04  0.55113762956750E-06
        59  0.67483655956850E-06  0.23033946443580E-04  0.22367852456680E-04  0.22391468710930E-04  0.51180284978740E-06
        60  0.64895941335920E-06  0.22312713839720E-04  0.21808712239220E-04  0.21684581870390E-04  0.50535912961990E-06
        61  0.64503493116970E-06  0.21116486156950E-04  0.20849316572820E-04  0.21095155344370E-04  0.46259545881140E-06
        62  0.62212574226730E-06  0.20498413058370E-04  0.20055981454140E-04  0.19994986929150E-04  0.44662295767300E-06
        63  0.60954968688020E-06  0.19693984540710E-04  0.19369444202440E-04  0.19500974996330E-04  0.45434266727490E-06
        64  0.59002827128140E-06  0.19301258044540E-04  0.18796556411550E-04  0.18806206944120E-04  0.40514055835470E-06
        65  0.57599392747520E-06  0.18664647846530E-04  0.18305267127290E-04  0.18355977827560E-04  0.40646780771320E-06
        66  0.55919724268980E-06  0.17808618426280E-04  0.17448333884170E-04  0.17527471345380E-04  0.38789234506740E-06
        67  0.55046526124300E-06  0.17260258440990E-04  0.16903022332090E-04  0.16898301508650E-04  0.36962346082680E-06
        68  0.53491120868690E-06  0.16629952125120E-04  0.16200523088540E-04  0.16364205639450E-04  0.35044230386880E-06
        69  0.51916662076560E-06  0.16007966501640E-04  0.15654148123420E-04  0.15515973068150E-04  0.35203959332680E-06
        70  0.50834715068080E-06  0.15478552709080E-04  0.15094016613090E-04  0.15223667345900E-04  0.36098496145490E-06
        71  0.49622833219210E-06  0.14836963406050E-04  0.14463120614910E-04  0.14547402149140E-04  0.32988306590780E-06
        72  0.49019284344360E-06  0.14458700596580E-04  0.14168420422210E-04  0.14282743887280E-04  0.32245184700570E-06
        73  0.47100763907100E-06  0.13941414430580E-04  0.13677901285500E-04  0.13741314614420E-04  0.31056375531500E-06
        74  0.45909624565840E-06  0.13396721796260E-04  0.13312338623520E-04  0.13207291465280E-04  0.29110844080450E-06
        75  0.45259636536160E-06  0.12994680202910E-04  0.12755404015880E-04  0.12754856043010E-04  0.28116226865900E-06
        76  0.43953028015560E-06  0.12568505072850E-04  0.12388835200120E-04  0.12362453192500E-04  0.29310809642010E-06
        77  0.43124761514750E-06  0.12077162172420E-04  0.11897143995040E-04  0.11861913961200E-04  0.26684371335950E-06
        78  0.41865420397590E-06  0.11769154985400E-04  0.11432101758770E-04  0.11478203633190E-04  0.26071373112310E-06
        79  0.40915413339350E-06  0.11405804769100E-04  0.11154621898200E-04  0.11175338692730E-04  0.25935701807090E-06
        80  0.40133134896000E-06  0.11008571774080E-04  0.10724257329830E-04  0.10816157235990E-04  0.24269664006930E-06
        81  0.39185314220960E-06  0.10582690144470E-04  0.10498943326220E-04  0.10382136711200E-04  0.23125515578260E-06
        82  0.38078383524710E-06  0.10259160581920E-04  0.10023577678200E-04  0.10108548005400E-04  0.22809646522030E-06
        83  0.37715902129110E-06  0.99399079966550E-05  0.97656950552710E-05  0.97345875024500E-05  0.22496952379080E-06
        84  0.36126075533250E-06  0.96994509101090E-05  0.94210782230770E-05  0.94206675440600E-05  0.21322051835370E-06
        85  0.35655946870720E-06  0.93471562042990E-05  0.91944042471140E-05  0.90964560306470E-05  0.20635181143290E-06
        86  0.34565381708120E-06  0.89621054260490E-05  0.88296966835190E-05  0.88584237562650E-05  0.19913874281070E-06
        87  0.33773412711470E-06  0.87155094298370E-05  0.85449024447870E-05  0.86030949579100E-05  0.19168195774170E-06
        88  0.32792022003860E-06  0.84676925455720E-05  0.82968122206310E-05  0.83592423544820E-05  0.19385038842080E-06
        89  0.32340704304030E-06  0.81959557534870E-05  0.79971813314400E-05  0.80532243630720E-05  0.18944281614890E-06
        90  0.31500465004110E-06  0.79072969241130E-05  0.77547537424210E-05  0.77881192778490E-05  0.18396232367520E-06
        91  0.30671886353400E-06  0.76494236507970E-05  0.74909854664930E-05  0.74402551627370E-05  0.17405753999970E-06
        92  0.30104866706400E-06  0.74461428525270E-05  0.72881212955120E-05  0.73185038690880E-05  0.17891067356260E-06
        93  0.29244305797440E-06  0.72099202680590E-05  0.70538987411360E-05  0.70850099831150E-05  0.15978965645920E-06
        94  0.28785214716380E-06  0.69703491723000E-05  0.68107706026230E-05  0.68370950815240E-05  0.15568859424520E-06
        95  0.27924450686850E-06  0.67736213111490E-05  0.66036034959340E-05  0.66437365835730E-05  0.15162253016450E-06
        96  0.27330582258170E-06  0.65310973204070E-05  0.64118818563280E-05  0.64168935439060E-05  0.14995158188790E-06
        97  0.26809306720110E-06  0.63046999212630E-05  0.62473523851100E-05  0.62221637727960E-05  0.14227523937610E-06
        98  0.26132178498790E-06  0.61235653530910E-05  0.59527922656800E-05  0.59886125484530E-05  0.13683370693710E-06
        99  0.25565098587210E-06  0.59409606216680E-05  0.58264860004200E-05  0.58169236846640E-05  0.13528355416630E-06
       100  0.25030205502660E-06  0.57394669731440E-05  0.56305543439060E-05  0.56293247502810E-05  0.12705339955020E-06
       101  0.24399890671970E-06  0.55955424770140E-05  0.54761317723700E-05  0.54596246729090E-05  0.12825571634620E-06
       102  0.23892138879550E-06  0.53884188404890E-05  0.52813812975440E-05  0.53054290874770E-05  0.12892706661370E-06
       103  0.23508333893970E-06  0.52266831986290E-05  0.51345122682920E-05  0.51382004395290E-05  0.11215166728310E-06
       104  0.22931364959900E-06  0.50942906725150E-05  0.49899752752440E-05  0.50141418190510E-05  0.11740270207020E-06
       105  0.22354429210840E-06  0.49211240149140E-05  0.48557063800670E-05  0.48516293359540E-05  0.11555566865230E-06
       106  0.21790939947500E-06  0.47701623549540E-05  0.46936773152880E-05  0.46862525558420E-05  0.11291469850920E-06
       107  0.21335130562310E-06  0.46404952389320E-05  0.45943618432980E-05  0.45436524542730E-05  0.11178262075760E-06
       108  0.20754194764770E-06  0.44964998692350E-05  0.43984679407580E-05  0.43792163513160E-05  0.10025691726750E-06
       109  0.20310663715120E-06  0.43746639395040E-05  0.42685273330740E-05  0.43202932286280E-05  0.99958442245070E-07
       110  0.19920470169270E-06  0.42462574079930E-05  0.41360069211560E-05  0.41329557549770E-05  0.96742683233480E-07
       111  0.19493837457410E-06  0.41118420908970E-05  0.40163874440420E-05  0.40175175803380E-05  0.94731266700490E-07
       112  0.19144272551380E-06  0.39833434927050E-05  0.39090547748840E-05  0.39148980461930E-05  0.96265674610380E-07
       113  0.18638231033930E-06  0.38994768010250E-05  0.37787902638250E-05  0.38063417511290E-05  0.93692307673580E-07
       114  0.18316048035660E-06  0.37589763230290E-05  0.36682910795100E-05  0.36845015635790E-05  0.86650664339440E-07
       115  0.17858031513760E-06  0.36336380346770E-05  0.35686040657370E-05  0.35639028310250E-05  0.86201248402340E-07
       116  0.17427764298630E-06  0.35315497775440E-05  0.34466608929900E-05  0.35045677919710E-05  0.83844615700050E-07
       117  0.16924866034140E-06  0.34471402482310E-05  0.33770923196840E-05  0.33669745805940E-05  0.84716798311750E-07
       118  0.16684986983070E-06  0.33320412337230E-05  0.32677770920990E-05  0.32800601024070E-05  0.81301721577980E-07
       119  0.16284691795530E-06  0.32336952161430E-05  0.31757890113490E-05  0.31746357812640E-05  0.77841150080670E-07
       120  0.15994602167550E-06  0.31511214822320E-05  0.30864753706390E-05  0.30882692431040E-05  0.75383062830300E-07
       121  0.15581203324230E-06  0.30376413139930E-05  0.29958551047060E-05  0.29766526310890E-05  0.72020779579730E-07
       122  0.15256626707990E-06  0.29574536835700E-05  0.29124783396790E-05  0.28940580019280E-05  0.74990443788000E-07
       123  0.14981632506980E-06  0.28877655944120E-05  0.28327413219170E-05  0.28254841681170E-05  0.68556857775670E-07
       124  0.14668422321740E-06  0.28058087949040E-05  0.27492024086730E-05  0.27266685044470E-05  0.69411045044130E-07
       125  0.14403597797800E-06  0.27254195265750E-05  0.26552519994280E-05  0.26438439158430E-05  0.68833952365180E-07
       126  0.14061679903450E-06  0.26434793489970E-05  0.25915695966440E-05  0.25938089659550E-05  0.65054277302400E-07
       127  0.13761290322700E-06  0.25529846327720E-05  0.25065921623560E-05  0.25099628606460E-05  0.61134269889090E-07
       128  0.13477907968000E-06  0.25134423678310E-05  0.24393687624320E-05  0.24441633819950E-05  0.63245094460010E-07
       129  0.13200640840440E-06  0.24030564106090E-05  0.23608163133850E-05  0.23710254489550E-05  0.56668093923130E-07
       130  0.12856553928490E-06  0.23547262759360E-05  0.23030346007700E-05  0.23174031652350E-05  0.59620581021740E-07
       131  0.12579468440390E-06  0.22899706708900E-05  0.22288067391770E-05  0.22269547301380E-05  0.57208306860830E-07
       132  0.12336041695600E-06  0.22388376511010E-05  0.21675910799960E-05  0.21763986119210E-05  0.56042306832930E-07
       133  0.12084202148180E-06  0.21603307600850E-05  0.21184034345570E-05  0.21072399651210E-05  0.54628148353850E-07
       134  0.11810659401260E-06  0.20975266234320E-05  0.20578143609780E-05  0.20485310613980E-05  0.52314030763010E-07
       135  0.11522589999800E-06  0.20374683413770E-05  0.19878097888140E-05  0.19929738746240E-05  0.49710091645600E-07
       136  0.11374037051910E-06  0.19899542235280E-05  0.19400541257650E-05  0.19448951908770E-05  0.49489523775650E-07
       137  0.11121511137640E-06  0.19285227416470E-05  0.18890104228840E-05  0.18798306826660E-05  0.48946141890190E-07
       138  0.10888377194640E-06  0.18845734926920E-05  0.18334365913070E-05  0.18374713487410E-05  0.47768902901880E-07
       139  0.10624569615970E-06  0.18283490333490E-05  0.17825884090370E-05  0.17894418058420E-05  0.46501305968900E-07
       140  0.10440920703810E-06  0.17749603529950E-05  0.17430376651560E-05  0.17425671090840E-05  0.46673807124230E-07
       141  0.10224632851480E-06  0.17272871895370E-05  0.16963696306330E-05  0.16935449551310E-05  0.45200897625600E-07
       142  0.99770633900810E-07  0.16764452507610E-05  0.16425442419370E-05  0.16446796353630E-05  0.43169675240260E-07
       143  0.97805757703280E-07  0.16397833146520E-05  0.16009584982010E-05  0.15979439348100E-05  0.41137902578410E-07
       144  0.96244556384290E-07  0.16070311329470E-05  0.15564880069280E-05  0.15587450908900E-05  0.43235750458790E-07
       145  0.93437759710540E-07  0.15594146491650E-05  0.15164163909060E-05  0.15200473751020E-05  0.39931574161340E-07
       146  0.92307912500060E-07  0.15075188044630E-05  0.14767490838680E-05  0.14717135800320E-05  0.39084566449590E-07
       147  0.90324073902130E-07  0.14776755932140E-05  0.14338415498970E-05  0.14371889373200E-05  0.38272224623310E-07
       148  0.88328059817570E-07  0.14283089813450E-05  0.13955041130190E-05  0.14031538320300E-05  0.37543634854840E-07
       149  0.86458954381240E-07  0.13963658354580E-05  0.13548866708920E-05  0.13620331158190E-05  0.35834656708820E-07
       150  0.84629718640420E-07  0.13613308298120E-05  0.13195051458450E-05  0.13254121663390E-05  0.36309657008410E-07
       151  0.83146092494510E-07  0.13284248129210E-05  0.12877315508430E-05  0.12889504008630E-05  0.34873946425670E-07
       152  0.81656896293410E-07  0.12845716196630E-05  0.12481110654720E-05  0.12500151283650E-05  0.34181425319150E-07
       153  0.79726057279560E-07  0.12547017894630E-05  0.12217396349630E-05  0.12205815788970E-05  0.33216652656870E-07
       154  0.78174681100780E-07  0.12194358416510E-05  0.11887085451000E-05  0.11917947742290E-05  0.31874651901200E-07
       155  0.76683404447990E-07  0.11860661608740E-05  0.11540708598980E-05  0.11544240675890E-05  0.31936927923290E-07
       156  0.74832908000680E-07  0.11547103264330E-05  0.11290176963500E-05  0.11256597269950E-05  0.30573997673080E-07
       157  0.73252087482270E-07  0.11311279516500E-05  0.11000207852540E-05  0.11027518112580E-05  0.30683040409620E-07
       158  0.71685810612420E-07  0.10938927979590E-05  0.10658609095800E-05  0.10616641773680E-05  0.28908214125930E-07
       159  0.70224248639860E-07  0.10765651556850E-05  0.10432378802980E-05  0.10395374691740E-05  0.28846924770720E-07
       160  0.68995203158850E-07  0.10461573009090E-05  0.10159646380010E-05  0.10197680927630E-05  0.28436234690460E-07
       161  0.67395993103890E-07  0.10103589296390E-05  0.98716978723760E-06  0.99127508429690E-06  0.26837907377480E-07
       162  0.66140691424540E-07  0.98523731425840E-06  0.95975681355820E-06  0.95532294928620E-06  0.25880644121980E-07
       163  0.65203919604500E-07  0.96528533284030E-06  0.93433604094690E-06  0.93710063827870E-06  0.26122696307380E-07
       164  0.63644459273870E-07  0.93466868711530E-06  0.91185645648670E-06  0.91014644455000E-06  0.25696014825400E-07
       165  0.62536282987070E-07  0.91063315687090E-06  0.89231900556020E-06  0.88594306471310E-06  0.25231737035660E-07
       166  0.60979088715580E-07  0.88591426143390E-06  0.86717799275880E-06  0.86400693113180E-06  0.24859743286360E-07
       167  0.60207917764210E-07  0.86667097256330E-06  0.83956009650260E-06  0.83955466400020E-06  0.24245855483920E-07
       168  0.58863489397180E-07  0.84867823063890E-06  0.82146654412990E-06  0.82125766836310E-06  0.23468348227790E-07
       169  0.57565693633700E-07  0.82258999274690E-06  0.80250488037350E-06  0.80317523014840E-06  0.22730715426200E-07
       170  0.56391096550210E-07  0.80572829998520E-06  0.77887787208760E-06  0.78138407752800E-06  0.22300377515300E-07
       171  0.55012847275100E-07  0.78312502217390E-06  0.76441619442360E-06  0.76246598592290E-06  0.21654272477460E-07
       172  0.54249771674230E-07  0.76549834317900E-06  0.74130644881260E-06  0.74062500896790E-06  0.21399774284700E-07
       173  0.53163496215620E-07  0.74226063267460E-06  0.72329352179150E-06  0.72214125387410E-06  0.20834647981700E-07
       174  0.52206733472240E-07  0.72474053075630E-06  0.70523674173060E-06  0.70163012314290E-06  0.20412255606950E-07
       175  0.51231898643340E-07  0.70614113370550E-06  0.69160458453250E-06  0.68770261271000E-06  0.20512850588660E-07
       176  0.50020673165250E-07  0.68942024686930E-06  0.66974749374790E-06  0.67141327013710E-06  0.19366909386740E-07
       177  0.49182159089870E-07  0.67098285275000E-06  0.65521534437950E-06  0.65638377659510E-06  0.19024564537480E-07
       178  0.48209673110810E-07  0.65437145837870E-06  0.63656561813040E-06  0.63552106960790E-06  0.18404159305340E-07
       179  0.46957722403010E-07  0.63736289355960E-06  0.62093961522580E-06  0.61867364816580E-06  0.17689436119490E-07
       180  0.46298839142710E-07  0.62294964035610E-06  0.60899147998960E-06  0.60534128338680E-06  0.18376944975020E-07
       181  0.45414386665420E-07  0.60939919352240E-06  0.59387520681760E-06  0.58736077719830E-06  0.17480798594220E-07
       182  0.44340371801580E-07  0.59240919287590E-06  0.57782778835090E-06  0.57751661496270E-06  0.17193029095380E-07
       183  0.43548951069630E-07  0.57682802295000E-06  0.56075425963320E-06  0.56343625061400E-06  0.16618689428030E-07
       184  0.42683290381750E-07  0.56447185726360E-06  0.54661457759990E-06  0.54673190863510E-06  0.16418554492190E-07
       185  0.41948228874700E-07  0.55277165968030E-06  0.53409095940030E-06  0.53422202544600E-06  0.15845525934740E-07
       186  0.40976684839960E-07  0.53566573240730E-06  0.52200560309040E-06  0.52115852203440E-06  0.15644656149340E-07
       187  0.40236566145780E-07  0.52305027647290E-06  0.50617093896790E-06  0.50784880258010E-06  0.15380482257310E-07
       188  0.39520546135770E-07  0.51052758485840E-06  0.49617614264510E-06  0.49547696398730E-06  0.14691845875110E-07
       189  0.38879143898870E-07  0.50044011039270E-06  0.48380660393250E-06  0.48327098899090E-06  0.14809905685830E-07
       190  0.37938342488190E-07  0.48549718741620E-06  0.47143733122720E-06  0.47140885373150E-06  0.14652210309360E-07
       191  0.37244213213670E-07  0.47481923288960E-06  0.46099673601280E-06  0.46167035910110E-06  0.14042086841330E-07
       192  0.36541572211420E-07  0.46279793686450E-06  0.44877227696420E-06  0.45114167026140E-06  0.13715867921960E-07
       193  0.35901275770070E-07  0.45243282661950E-06  0.43701091888770E-06  0.43979451167290E-06  0.13343785079760E-07
       194  0.35076870522820E-07  0.44083344603570E-06  0.42747035672650E-06  0.42832279522090E-06  0.13377082813380E-07
       195  0.34491833903220E-07  0.42998671861810E-06  0.41975343645140E-06  0.41781924119690E-06  0.12894405474260E-07
       196  0.33794493290760E-07  0.42003384057280E-06  0.40831478809300E-06  0.40770024615000E-06  0.13080395293510E-07
       197  0.33259629972250E-07  0.40847135874310E-06  0.39983708411020E-06  0.39988852910530E-06  0.12271398045910E-07
       198  0.32477633812120E-07  0.40043629135670E-06  0.38914805797560E-06  0.38916859502280E-06  0.12332711470700E-07
       199  0.31855358250800E-07  0.39105238765610E-06  0.37972339320500E-06  0.37834045343290E-06  0.11863323419710E-07
       200  0.31182218372020E-07  0.37956388525500E-06  0.37139958718230E-06  0.36994972249590E-06  0.11528151897120E-07
       201  0.30705380574410E-07  0.37095940404510E-06  0.36093367169230E-06  0.36150069119550E-06  0.11291666376910E-07
       202  0.30057789398400E-07  0.36392449086140E-06  0.35391401753780E-06  0.35199596388440E-06  0.11400768829550E-07
       203  0.29480731471070E-07  0.35457894032060E-06  0.34442873047220E-06  0.34398330741100E-06  0.10982204918330E-07
       204  0.28956797382850E-07  0.34620999967910E-06  0.33726788608790E-06  0.33617537323440E-06  0.10588815456540E-07
       205  0.28349869652150E-07  0.33830294646660E-06  0.32718648712510E-06  0.32840948653920E-06  0.10460481372880E-07
       206  0.27794769314610E-07  0.32902797426130E-06  0.32130727746110E-06  0.32140003189970E-06  0.10093327033720E-07
       207  0.27248754447830E-07  0.32207782131060E-06  0.31327225080260E-06  0.31226004058030E-06  0.98204052135880E-08
       208  0.26755895886350E-07  0.31533810873250E-06  0.30676709071770E-06  0.30514769669680E-06  0.97554293815610E-08
       209  0.26297422458180E-07  0.30790563037490E-06  0.29847701153090E-06  0.29726840258720E-06  0.97167603371350E-08
       210  0.25779464395150E-07  0.29967096439630E-06  0.29181848046870E-06  0.29089631378080E-06  0.93752661891650E-08
       211  0.25298501633980E-07  0.29312523674230E-06  0.28475583221580E-06  0.28385332895750E-06  0.91639408097200E-08
       212  0.24870672912040E-07  0.28595194224050E-06  0.27736455496520E-06  0.27801344600170E-06  0.89310099094640E-08
       213  0.24338334676120E-07  0.28021610027700E-06  0.27147307480750E-06  0.27176737127490E-06  0.88000318683810E-08
       214  0.23916995961350E-07  0.27340189609140E-06  0.26471606142010E-06  0.26494314512720E-06  0.86008236328250E-08
       215  0.23423203687730E-07  0.26709165512750E-06  0.25942308863510E-06  0.25896315290050E-06  0.85135296109170E-08
       216  0.23035404854510E-07  0.26081360103200E-06  0.25288820605810E-06  0.25318937316090E-06  0.82913852721380E-08
       217  0.22560334377430E-07  0.25480982924560E-06  0.24718748284370E-06  0.24741425984020E-06  0.80394820066970E-08
       218  0.22201065435910E-07  0.24819506563250E-06  0.24119996016960E-06  0.24106704606720E-06  0.79135910408730E-08
       219  0.21699638654840E-07  0.24309610095440E-06  0.23540488384900E-06  0.23558148849880E-06  0.78751521609850E-08
       220  0.21362137793710E-07  0.23760350358750E-06  0.23043022546510E-06  0.23057787867430E-06  0.76067485597780E-08
       221  0.20879963571150E-07  0.23214160115560E-06  0.22491389235040E-06  0.22491541981110E-06  0.75801396001580E-08
       222  0.20558357852290E-07  0.22704694488000E-06  0.22028730202630E-06  0.22072106269140E-06  0.73016174385900E-08
       223  0.20178308440750E-07  0.22169573551420E-06  0.21462985322360E-06  0.21495883727640E-06  0.71220385246750E-08
       224  0.19792324912710E-07  0.21705499390250E-06  0.21046306315430E-06  0.21020668876570E-06  0.69533680299270E-08
       225  0.19408542525540E-07  0.21097110990900E-06  0.20586195217020E-06  0.20547044587250E-06  0.69805798855030E-08
       226  0.18995458237200E-07  0.20741869309070E-06  0.20057669858420E-06  0.20107824827340E-06  0.67721334888320E-08
       227  0.18701878630330E-07  0.20266700710250E-06  0.19643040462950E-06  0.19593461213870E-06  0.65860488057830E-08
       228  0.18300703015590E-07  0.19730849867580E-06  0.19135575564940E-06  0.19204163058620E-06  0.64047934625300E-08
       229  0.18034550501200E-07  0.19334074471350E-06  0.18721629887750E-06  0.18731345200010E-06  0.64369263455840E-08
       230  0.17649261195500E-07  0.18939971095230E-06  0.18265412464260E-06  0.18340038926500E-06  0.62294874846320E-08
       231  0.17325677117560E-07  0.18444851747660E-06  0.17876946845080E-06  0.17912042987400E-06  0.60411761142280E-08
       232  0.16984042527040E-07  0.18060874172260E-06  0.17517615832420E-06  0.17480366550560E-06  0.60246330690390E-08
       233  0.16696295851990E-07  0.17578874918900E-06  0.17065109559880E-06  0.17097552795780E-06  0.57540204849410E-08
       234  0.16386060014970E-07  0.17214642898280E-06  0.16679538459970E-06  0.16716962839430E-06  0.57161810999660E-08
       235  0.16088819609910E-07  0.16890195460250E-06  0.16341748502940E-06  0.16365392225660E-06  0.56371458545590E-08
       236  0.15814642137100E-07  0.16506440437860E-06  0.15970440875370E-06  0.15984765665240E-06  0.55968533264900E-08
       237  0.15515290115250E-07  0.16060727964400E-06  0.15601969976240E-06  0.15640214983300E-06  0.53953460583240E-08
       238  0.15178444879890E-07  0.15729783447180E-06  0.15309668032130E-06  0.15283286059460E-06  0.52767820194960E-08
       239  0.14953449107330E-07  0.15420010296720E-06  0.14940312520180E-06  0.14922088222450E-06  0.52137327089360E-08
       240  0.14692427712060E-07  0.15044595584690E-06  0.14593368426160E-06  0.14631409925630E-06  0.50035565173340E-08
