 # k         Erhorho   E11       E22       E33       Erhou1    
---------------------------------------------------------------
       241  0.14336479569020E-07  0.14705816904850E-06  0.14252865574220E-06  0.14262275448160E-06  0.49275641513040E-08
       242  0.14081610415040E-07  0.14408482851190E-06  0.13903970003110E-06  0.13921469513720E-06  0.47968040991720E-08
       243  0.13824070114570E-07  0.14089268925280E-06  0.13666993200420E-06  0.13625343514950E-06  0.47564353493680E-08
       244  0.13547689543480E-07  0.13756657325330E-06  0.13374451885250E-06  0.13317766284860E-06  0.46178817579680E-08
       245  0.13335663071380E-07  0.13469865151920E-06  0.13097794953470E-06  0.12998821255280E-06  0.46502145049620E-08
       246  0.13076825018700E-07  0.13195108676550E-06  0.12746754543770E-06  0.12738036863640E-06  0.44246396546420E-08
       247  0.12830013231510E-07  0.12873716325020E-06  0.12516686810510E-06  0.12501959845820E-06  0.43821686815260E-08
       248  0.12638765836320E-07  0.12582340927710E-06  0.12216474692950E-06  0.12230253586460E-06  0.43505605839500E-08
       249  0.12382400180680E-07  0.12314174243750E-06  0.11941965815670E-06  0.11953038377640E-06  0.41690166354450E-08
       250  0.12158061657180E-07  0.12046163996330E-06  0.11698217919390E-06  0.11705914019390E-06  0.41457672411440E-08
       251  0.11953555312090E-07  0.11769504745090E-06  0.11466553064330E-06  0.11445916775820E-06  0.40269692203090E-08
       252  0.11673788474880E-07  0.11546670189140E-06  0.11199904097530E-06  0.11156270723260E-06  0.39828680404010E-08
       253  0.11487182413360E-07  0.11290454617150E-06  0.10932544232120E-06  0.10907839153550E-06  0.38539550763740E-08
       254  0.11302052112930E-07  0.11043638424240E-06  0.10714264500040E-06  0.10701605964170E-06  0.38373933441690E-08
       255  0.11063254538070E-07  0.10816960437770E-06  0.10463166861840E-06  0.10446222856560E-06  0.37034946885170E-08
       256  0.10861536402230E-07  0.10552837697170E-06  0.10248613463910E-06  0.10288661258330E-06  0.36373732330490E-08
       257  0.10700969265840E-07  0.10328239635830E-06  0.10044785922250E-06  0.10023861658310E-06  0.35916204061740E-08
       258  0.10485772708970E-07  0.10075661135130E-06  0.98270262330990E-07  0.97929354447490E-07  0.35009455161230E-08
       259  0.10286826839050E-07  0.98997230724130E-07  0.96021975496760E-07  0.96084988625570E-07  0.34581372441610E-08
       260  0.10098831426580E-07  0.97023804806870E-07  0.94032312016090E-07  0.93499172102420E-07  0.33941001208950E-08
       261  0.98870907134950E-08  0.94895442521110E-07  0.91881750374590E-07  0.91894343292500E-07  0.32840427911880E-08
       262  0.97492214608200E-08  0.92848996617400E-07  0.89947458854150E-07  0.90020355525350E-07  0.33154543707730E-08
       263  0.95831119275500E-08  0.90564176371950E-07  0.87978157091080E-07  0.87875413928230E-07  0.31435154543150E-08
       264  0.93720082207830E-08  0.88760872149550E-07  0.86059941093800E-07  0.85727820606400E-07  0.31011768044670E-08
       265  0.92354306694480E-08  0.87062250457670E-07  0.84280450411640E-07  0.84351476654500E-07  0.30548903553840E-08
       266  0.90401174079140E-08  0.84900959784360E-07  0.82302734443440E-07  0.82391551597330E-07  0.29931640373600E-08
       267  0.88973825851920E-08  0.83104364253810E-07  0.80823524396070E-07  0.80714578183470E-07  0.29078865884940E-08
       268  0.87185039740130E-08  0.81427872979390E-07  0.79122240350120E-07  0.79106143070490E-07  0.28427195612420E-08
       269  0.85580474820250E-08  0.79665614641010E-07  0.77145423143670E-07  0.77260194401420E-07  0.28072130096950E-08
       270  0.84013192030430E-08  0.77777037541920E-07  0.75878131156020E-07  0.75716383180270E-07  0.27903591489450E-08
       271  0.82552428627330E-08  0.76614080001090E-07  0.74098597569840E-07  0.73992180939940E-07  0.27369650096030E-08
       272  0.80915007762180E-08  0.74757338680740E-07  0.72512582510780E-07  0.72278651881250E-07  0.26790736662770E-08
       273  0.79611349250460E-08  0.73308400957500E-07  0.71011280015320E-07  0.71137480272690E-07  0.26116118063360E-08
       274  0.77999524134460E-08  0.71501785771740E-07  0.69503740633710E-07  0.69316464005310E-07  0.25564934441060E-08
       275  0.76632843911950E-08  0.70210401278800E-07  0.68256051313380E-07  0.67974726646770E-07  0.25304182022370E-08
       276  0.75606478909870E-08  0.68651166450120E-07  0.66562148921800E-07  0.66708204128920E-07  0.24879424074160E-08
       277  0.73840198022240E-08  0.67307962224030E-07  0.65151492061560E-07  0.65193897995110E-07  0.24355554803900E-08
       278  0.72409034349420E-08  0.65586606263710E-07  0.63601932843690E-07  0.63816536245910E-07  0.23416573552200E-08
       279  0.71407800003810E-08  0.64549742918590E-07  0.62545736645270E-07  0.62579016515040E-07  0.23240374160230E-08
       280  0.70042059580930E-08  0.63188274502270E-07  0.61131220906860E-07  0.61108672682300E-07  0.22496458028050E-08
       281  0.68858078938110E-08  0.61819935720120E-07  0.59912795852810E-07  0.59988150205270E-07  0.22275252961760E-08
       282  0.67716616798460E-08  0.60557051471980E-07  0.58679607799290E-07  0.58770140087430E-07  0.21908875035830E-08
       283  0.66289019982910E-08  0.58965090236920E-07  0.57367129986690E-07  0.57516320950110E-07  0.21232954439760E-08
       284  0.65070853625340E-08  0.58108975482430E-07  0.56310515095460E-07  0.56066604893510E-07  0.21188272495880E-08
       285  0.64155383477340E-08  0.56735325690160E-07  0.55092327264880E-07  0.54903663145050E-07  0.20596498841520E-08
       286  0.62856061421420E-08  0.55433956501800E-07  0.53756307921600E-07  0.53937924106210E-07  0.20324619495300E-08
       287  0.61714671351100E-08  0.54527301664630E-07  0.52937035576170E-07  0.52652248027230E-07  0.20005706656520E-08
       288  0.60632752907100E-08  0.53296050898040E-07  0.51742419910980E-07  0.51563811046370E-07  0.19519115437550E-08
       289  0.59525835676070E-08  0.52063509223340E-07  0.50681251234200E-07  0.50846135504490E-07  0.19087220540160E-08
       290  0.58447866508460E-08  0.51140315432820E-07  0.49646832961100E-07  0.49478486913520E-07  0.18500068411190E-08
       291  0.57339543375180E-08  0.50124041985530E-07  0.48629343998480E-07  0.48612239313890E-07  0.18194909262520E-08
       292  0.56334210136380E-08  0.49044011483980E-07  0.47577429201830E-07  0.47533434479780E-07  0.18167329689580E-08
       293  0.55396643930620E-08  0.47944402747070E-07  0.46628830482200E-07  0.46654830636170E-07  0.17803316040370E-08
       294  0.54314518749450E-08  0.47115509415930E-07  0.45703449470960E-07  0.45615988680470E-07  0.17158377896250E-08
       295  0.53374257174020E-08  0.46159485096140E-07  0.44703509622220E-07  0.44688218956560E-07  0.16994195503030E-08
       296  0.52397567886050E-08  0.45191238269170E-07  0.43755972395360E-07  0.43764121850900E-07  0.16694791814500E-08
       297  0.51612846853340E-08  0.44264746560020E-07  0.42823959733780E-07  0.42875004855520E-07  0.16349304321990E-08
       298  0.50694664416240E-08  0.43444989743060E-07  0.42003351495720E-07  0.42055998305100E-07  0.15993482100780E-08
       299  0.49729216254870E-08  0.42521475723640E-07  0.41049594474190E-07  0.41152156438030E-07  0.15632841605170E-08
       300  0.49040243898520E-08  0.41617519333560E-07  0.40272281547610E-07  0.40400530087050E-07  0.15444696368040E-08
       301  0.47889607278090E-08  0.40713145230170E-07  0.39473810141890E-07  0.39434970005380E-07  0.15010909226160E-08
       302  0.47188642914140E-08  0.39926886107050E-07  0.38657810061910E-07  0.38699992969160E-07  0.15093887835960E-08
       303  0.46292307270050E-08  0.39095643693620E-07  0.37953860276290E-07  0.37969712179540E-07  0.14712664130010E-08
       304  0.45480759127870E-08  0.38330052028010E-07  0.37130260626510E-07  0.37202575028910E-07  0.14519272156730E-08
       305  0.44569064591890E-08  0.37507646364550E-07  0.36479534937860E-07  0.36407298986140E-07  0.14021654978200E-08
       306  0.43740441714990E-08  0.36728117622980E-07  0.35604477977230E-07  0.35641077311690E-07  0.13763644391350E-08
       307  0.43094465628280E-08  0.36134583680770E-07  0.34957515595150E-07  0.34940853487730E-07  0.13662621829580E-08
       308  0.42414759483580E-08  0.35284234606750E-07  0.34179955372770E-07  0.34249031206290E-07  0.13128798359170E-08
       309  0.41473511044960E-08  0.34642146161540E-07  0.33573756907150E-07  0.33616959642350E-07  0.12911650590370E-08
       310  0.40765677956760E-08  0.34013484887610E-07  0.32925485163950E-07  0.32920045632570E-07  0.12758897970950E-08
       311  0.40075608366760E-08  0.33291390260850E-07  0.32256871315900E-07  0.32220102260680E-07  0.12511932167930E-08
       312  0.39419216821440E-08  0.32676755075000E-07  0.31604089056160E-07  0.31625995727020E-07  0.12410773098490E-08
       313  0.38715078148590E-08  0.31983696726040E-07  0.30988000779610E-07  0.30924073602720E-07  0.12071534523910E-08
       314  0.38091704341880E-08  0.31335359095850E-07  0.30304096360330E-07  0.30331167089930E-07  0.11807942754240E-08
       315  0.37347233102030E-08  0.30738832436290E-07  0.29661782289130E-07  0.29719880594000E-07  0.11764120736600E-08
       316  0.36653194426600E-08  0.29976811079230E-07  0.29110492657180E-07  0.29105861790360E-07  0.11282622166830E-08
       317  0.36053011209970E-08  0.29536190143260E-07  0.28541613154160E-07  0.28518003352970E-07  0.11221479739490E-08
       318  0.35451099131500E-08  0.28919972995390E-07  0.27933929196130E-07  0.27908368722500E-07  0.10965202739370E-08
       319  0.34832976954880E-08  0.28323160192560E-07  0.27396388412740E-07  0.27440029437280E-07  0.10789352599370E-08
       320  0.34208753913880E-08  0.27710010771430E-07  0.26847860144230E-07  0.26808184858560E-07  0.10386303231140E-08
       321  0.33645755341900E-08  0.27244528978670E-07  0.26394650144840E-07  0.26364673182990E-07  0.10381896011620E-08
       322  0.33035349549030E-08  0.26616824525490E-07  0.25805659769620E-07  0.25803557985410E-07  0.10291543937540E-08
       323  0.32394583139890E-08  0.26123290954540E-07  0.25297538671970E-07  0.25226293034770E-07  0.99953187827020E-09
       324  0.31833773874750E-08  0.25620346217410E-07  0.24793312449790E-07  0.24781671850280E-07  0.97196130693530E-09
       325  0.31323663692020E-08  0.25121771340420E-07  0.24337552148450E-07  0.24310927932140E-07  0.95421148887690E-09
       326  0.30753855316430E-08  0.24637270673130E-07  0.23811743370900E-07  0.23877822014050E-07  0.92949562932890E-09
       327  0.30253185396290E-08  0.24104095848760E-07  0.23339148960380E-07  0.23395017518980E-07  0.93285544412390E-09
       328  0.29768280279660E-08  0.23598964613190E-07  0.22885032432800E-07  0.22941652039570E-07  0.90013198278420E-09
       329  0.29151709625240E-08  0.23191792711700E-07  0.22438285668620E-07  0.22470881632080E-07  0.88744777559080E-09
       330  0.28714012437590E-08  0.22705918921050E-07  0.22023472848050E-07  0.22049020490630E-07  0.86588496173610E-09
       331  0.28211352135550E-08  0.22278049143270E-07  0.21542582159290E-07  0.21539305935690E-07  0.85760242380230E-09
       332  0.27757054179060E-08  0.21884024227530E-07  0.21226767784980E-07  0.21146892088460E-07  0.84473654194650E-09
       333  0.27208216523950E-08  0.21428695634790E-07  0.20757139626010E-07  0.20761193621220E-07  0.82500933780270E-09
       334  0.26732764184260E-08  0.21017298888740E-07  0.20288174619330E-07  0.20358094792970E-07  0.82388650722220E-09
       335  0.26295799865860E-08  0.20566825740610E-07  0.19832067117650E-07  0.19932047559790E-07  0.79010560742560E-09
       336  0.25872631022030E-08  0.20254664368170E-07  0.19540731871290E-07  0.19555219942090E-07  0.78306942893310E-09
       337  0.25359349612560E-08  0.19783054570840E-07  0.19176526347380E-07  0.19202286149120E-07  0.76982274655380E-09
       338  0.24930679670800E-08  0.19445284796100E-07  0.18793424973770E-07  0.18764458226460E-07  0.76083257115580E-09
       339  0.24463368770370E-08  0.18993386384650E-07  0.18377077193690E-07  0.18376075129630E-07  0.73027310298730E-09
       340  0.24098218787580E-08  0.18648328064990E-07  0.18021006786050E-07  0.18075723427540E-07  0.71779941885040E-09
       341  0.23639511974130E-08  0.18309816537020E-07  0.17708546903340E-07  0.17689974653010E-07  0.70485759587540E-09
       342  0.23238552507410E-08  0.17979530423660E-07  0.17397227701810E-07  0.17337559304860E-07  0.69155820204230E-09
       343  0.22895511553230E-08  0.17591712076820E-07  0.17014643080540E-07  0.17022734285890E-07  0.69947624434020E-09
       344  0.22484710279640E-08  0.17255244657950E-07  0.16708363537920E-07  0.16702078140150E-07  0.66383699021600E-09
       345  0.22073717091220E-08  0.16905488223700E-07  0.16388482283060E-07  0.16384556344220E-07  0.65950528680800E-09
       346  0.21723175147190E-08  0.16574523791210E-07  0.16033647959020E-07  0.16044963641800E-07  0.64251226889610E-09
       347  0.21316120657130E-08  0.16267277605330E-07  0.15735755918130E-07  0.15760062639740E-07  0.63561533023550E-09
       348  0.20950318405390E-08  0.15959025817270E-07  0.15469751271110E-07  0.15454894436070E-07  0.62130882783090E-09
       349  0.20598044603810E-08  0.15688970473920E-07  0.15153181084960E-07  0.15149636486880E-07  0.60388603504770E-09
       350  0.20243201611970E-08  0.15342175513590E-07  0.14857410583730E-07  0.14878387869500E-07  0.59684863888230E-09
       351  0.19904810076920E-08  0.15058295573390E-07  0.14542865262430E-07  0.14563950811900E-07  0.58367483697890E-09
       352  0.19536416290150E-08  0.14744194354830E-07  0.14284984231350E-07  0.14270342693690E-07  0.57573819309180E-09
       353  0.19188247505550E-08  0.14489509815720E-07  0.14010483882050E-07  0.14013103800560E-07  0.56201271163540E-09
       354  0.18894603497850E-08  0.14220084372870E-07  0.13707088811620E-07  0.13740179858320E-07  0.56345041494310E-09
       355  0.18540460328040E-08  0.13951059476940E-07  0.13487439043860E-07  0.13496442943470E-07  0.54310176576010E-09
       356  0.18259714801470E-08  0.13681150877340E-07  0.13224520508430E-07  0.13207437270920E-07  0.53109238522410E-09
       357  0.17930863661280E-08  0.13377966044360E-07  0.12971513523960E-07  0.12984912037970E-07  0.52562037540290E-09
       358  0.17644769315830E-08  0.13163987103640E-07  0.12719663410960E-07  0.12733143798500E-07  0.51193440654110E-09
       359  0.17350723089690E-08  0.12901761836680E-07  0.12480545272120E-07  0.12501038286590E-07  0.50576204481380E-09
       360  0.17036142392580E-08  0.12663503691730E-07  0.12232000684600E-07  0.12229348884100E-07  0.49746711060380E-09
       361  0.16776598915750E-08  0.12434306730780E-07  0.12044074841710E-07  0.12018015859920E-07  0.48712114130070E-09
       362  0.16456413766790E-08  0.12178437183590E-07  0.11783119540110E-07  0.11771058211940E-07  0.48468776177110E-09
       363  0.16156983401810E-08  0.11945713491390E-07  0.11555060196470E-07  0.11576961201730E-07  0.46650916641410E-09
       364  0.15913182428030E-08  0.11725538166880E-07  0.11329854471060E-07  0.11332129664200E-07  0.46352995013730E-09
       365  0.15660327094250E-08  0.11507728764870E-07  0.11129408245280E-07  0.11121144244160E-07  0.45384464076380E-09
       366  0.15390788494650E-08  0.11295042716940E-07  0.10901338704730E-07  0.10909821774780E-07  0.44885490788350E-09
       367  0.15113762228500E-08  0.11070841045120E-07  0.10717241610410E-07  0.10722480533870E-07  0.43894784512430E-09
       368  0.14879699359120E-08  0.10857960927040E-07  0.10514187730970E-07  0.10513493267780E-07  0.43145238400320E-09
       369  0.14609814442950E-08  0.10665319904750E-07  0.10320136993510E-07  0.10306727975780E-07  0.41731012731920E-09
       370  0.14347451896650E-08  0.10480249605730E-07  0.10111171633430E-07  0.10122110231510E-07  0.41579087697560E-09
       371  0.14112489779770E-08  0.10253909223360E-07  0.99373027315130E-08  0.99361707094140E-08  0.39985874096190E-09
       372  0.13915235067990E-08  0.10056965477560E-07  0.97169366732680E-08  0.97123404489890E-08  0.39918880818630E-09
       373  0.13652110619220E-08  0.99031822752120E-08  0.95406994017600E-08  0.95638570003130E-08  0.39266807857460E-09
       374  0.13429935848430E-08  0.97004395788810E-08  0.93845786942730E-08  0.93957268233880E-08  0.38488644853960E-09
       375  0.13203418926420E-08  0.95198869833770E-08  0.92174753828670E-08  0.92091598879590E-08  0.38254407590860E-09
       376  0.12982598973710E-08  0.93398865966430E-08  0.90370610941820E-08  0.90235963363360E-08  0.37503432137920E-09
       377  0.12774575442070E-08  0.91607327052120E-08  0.88688765411360E-08  0.88562879361900E-08  0.36280924534120E-09
       378  0.12565260730350E-08  0.89747792420000E-08  0.86999657982560E-08  0.87210983534070E-08  0.35881349522190E-09
       379  0.12351137194550E-08  0.88199137155480E-08  0.85173341834710E-08  0.85324953156990E-08  0.35174723144600E-09
       380  0.12145275029220E-08  0.86625264065990E-08  0.83798988890770E-08  0.83688054286510E-08  0.34478357763220E-09
       381  0.11947485073460E-08  0.84953464406460E-08  0.82198375198370E-08  0.82165046173930E-08  0.33656621224080E-09
       382  0.11737404902860E-08  0.83411768655200E-08  0.80729341395260E-08  0.80637899487080E-08  0.33056236630470E-09
       383  0.11571005012240E-08  0.81870246103520E-08  0.78978486025850E-08  0.79096835228330E-08  0.33095312482000E-09
       384  0.11370464595600E-08  0.80277030878230E-08  0.77666032229930E-08  0.77699546888450E-08  0.31853640937840E-09
       385  0.11175607054660E-08  0.78586882676000E-08  0.76245083107410E-08  0.76186054838930E-08  0.31500105139490E-09
       386  0.10987245273670E-08  0.77326639154970E-08  0.74859811052330E-08  0.74873868442180E-08  0.31203535857640E-09
       387  0.10800631135870E-08  0.75842000049160E-08  0.73484057316400E-08  0.73438327936780E-08  0.30296027568960E-09
       388  0.10637684134550E-08  0.74520088806960E-08  0.72022263778500E-08  0.72099470284660E-08  0.29582985429380E-09
       389  0.10456728735970E-08  0.73177503865490E-08  0.70692013304980E-08  0.70804758852120E-08  0.29308105843210E-09
       390  0.10288297219580E-08  0.71782630547400E-08  0.69407317189220E-08  0.69363555451930E-08  0.28783163847630E-09
       391  0.10125942388780E-08  0.70564083696390E-08  0.68043279936520E-08  0.68077042480950E-08  0.28370197064380E-09
       392  0.99595268433490E-09  0.69253329806150E-08  0.66796984835120E-08  0.66843848262930E-08  0.27963569715820E-09
       393  0.98017181779370E-09  0.68033608064280E-08  0.65534695306510E-08  0.65823931813830E-08  0.27333374637590E-09
       394  0.96411493580870E-09  0.66709169377060E-08  0.64421103373820E-08  0.64461852241050E-08  0.26461211486110E-09
       395  0.94902167895790E-09  0.65660731244130E-08  0.63139328703830E-08  0.63312893277580E-08  0.26577840710950E-09
       396  0.93192198678940E-09  0.64258600791550E-08  0.62129329434000E-08  0.62077989287760E-08  0.25768147698230E-09
       397  0.91797905711700E-09  0.63046082242650E-08  0.60968638897370E-08  0.61015406999420E-08  0.25430619226760E-09
       398  0.90451318781490E-09  0.61929500651410E-08  0.59979724487600E-08  0.59953277975900E-08  0.24903783158680E-09
       399  0.88982461617500E-09  0.60822177433780E-08  0.58698223138710E-08  0.58777986309200E-08  0.24775841407330E-09
       400  0.87615907795060E-09  0.59722166483760E-08  0.57753164821080E-08  0.57635472517660E-08  0.23939774663840E-09
       401  0.86176921386990E-09  0.58637965484840E-08  0.56667321746150E-08  0.56650988116010E-08  0.23290808453620E-09
       402  0.84718048448810E-09  0.57557602463240E-08  0.55547082302600E-08  0.55576522233170E-08  0.23160313385880E-09
       403  0.83427164362310E-09  0.56463214887370E-08  0.54536576281920E-08  0.54638246242030E-08  0.22674375920680E-09
       404  0.82191410503370E-09  0.55469428140710E-08  0.53603929430760E-08  0.53532673635760E-08  0.22412994529950E-09
       405  0.80814075367250E-09  0.54467414247110E-08  0.52656829322490E-08  0.52647051667400E-08  0.22148563921560E-09
       406  0.79623391564160E-09  0.53456479665980E-08  0.51692044093590E-08  0.51698367118700E-08  0.21322517144130E-09
       407  0.78363303916810E-09  0.52448997358020E-08  0.50661528222650E-08  0.50789295743610E-08  0.21074966285560E-09
       408  0.77064818436900E-09  0.51582968566170E-08  0.49848279010830E-08  0.49826577237140E-08  0.20960192513780E-09
       409  0.75862713412120E-09  0.50519525768040E-08  0.48942898422730E-08  0.48967244670950E-08  0.20330257909790E-09
       410  0.74639913977420E-09  0.49696141914210E-08  0.48040746082520E-08  0.48053890601130E-08  0.20144966895790E-09
       411  0.73535723118360E-09  0.48741224313900E-08  0.47095810929710E-08  0.47157275078770E-08  0.19894328855830E-09
       412  0.72526675910900E-09  0.47921841861030E-08  0.46341418816540E-08  0.46278151774750E-08  0.19610078010500E-09
       413  0.71342008264730E-09  0.46966009522430E-08  0.45555096053590E-08  0.45493626624570E-08  0.19017454949050E-09
       414  0.70282219030820E-09  0.46149515263750E-08  0.44689201206680E-08  0.44701561232020E-08  0.18762571039380E-09
       415  0.69083477417490E-09  0.45394574779200E-08  0.43916357643770E-08  0.43934242488150E-08  0.18403874112390E-09
       416  0.68238956996960E-09  0.44538977162740E-08  0.43077958351630E-08  0.43128269541040E-08  0.18186762871910E-09
       417  0.67283728776910E-09  0.43670238662220E-08  0.42310854512090E-08  0.42233172005680E-08  0.17797112684290E-09
       418  0.66118851755360E-09  0.42981680994180E-08  0.41563463735450E-08  0.41584242105260E-08  0.17438680152140E-09
       419  0.65133331527640E-09  0.42226929334910E-08  0.40749916468810E-08  0.40772494796020E-08  0.17234835296130E-09
       420  0.64148948123210E-09  0.41436145265290E-08  0.40071606655900E-08  0.40014980095310E-08  0.16865199072340E-09
       421  0.63451820009040E-09  0.40598178218590E-08  0.39356533477440E-08  0.39360626777760E-08  0.16626340347420E-09
       422  0.62439871950450E-09  0.39965621471110E-08  0.38613827201770E-08  0.38723588328970E-08  0.16359540749710E-09
       423  0.61350205208400E-09  0.39232690708220E-08  0.37987743805000E-08  0.38035811082000E-08  0.16007307098780E-09
       424  0.60567362854810E-09  0.38565990909980E-08  0.37261014684050E-08  0.37302693445010E-08  0.15771945499620E-09
       425  0.59730019877350E-09  0.37845314187740E-08  0.36593979244390E-08  0.36599463732780E-08  0.15633630494500E-09
       426  0.58983840478990E-09  0.37195102892730E-08  0.35953359532510E-08  0.35963516062520E-08  0.15338326559850E-09
       427  0.58054926022810E-09  0.36557434906110E-08  0.35310115670950E-08  0.35339170534910E-08  0.15174352491400E-09
       428  0.57183648165410E-09  0.35893697564320E-08  0.34694625609490E-08  0.34747912275270E-08  0.14585376534670E-09
       429  0.56530733559310E-09  0.35146507754760E-08  0.34077885665060E-08  0.34098472591930E-08  0.14434957433390E-09
       430  0.55730216799230E-09  0.34557688153870E-08  0.33444774613290E-08  0.33453261707400E-08  0.14174053296170E-09
       431  0.54904621282520E-09  0.33993439066650E-08  0.32953443175630E-08  0.32990291046750E-08  0.13985670013490E-09
       432  0.54156798996160E-09  0.33440514071520E-08  0.32343427644080E-08  0.32354205419120E-08  0.13643613353660E-09
       433  0.53411572238200E-09  0.32805244891210E-08  0.31765240384090E-08  0.31766582313230E-08  0.13554094362100E-09
       434  0.52696307933650E-09  0.32274670256220E-08  0.31152356699620E-08  0.31216322784750E-08  0.13240063867040E-09
       435  0.52043164135680E-09  0.31656115500660E-08  0.30660640478070E-08  0.30657814375200E-08  0.13281938758870E-09
       436  0.51411601222340E-09  0.31185595024100E-08  0.30146104216620E-08  0.30125912663880E-08  0.12971107899480E-09
       437  0.50740231458040E-09  0.30610546359550E-08  0.29580854276560E-08  0.29637983645090E-08  0.12939903936580E-09
       438  0.50048901411270E-09  0.30108071321780E-08  0.28978398357010E-08  0.29160755233170E-08  0.12606340745430E-09
       439  0.49416421731860E-09  0.29531760899910E-08  0.28589182391730E-08  0.28635653716670E-08  0.12328164223280E-09
       440  0.48846454244200E-09  0.29049231242730E-08  0.28065512653860E-08  0.28125500189740E-08  0.12118679721620E-09
       441  0.48272624168730E-09  0.28481006319130E-08  0.27612105617310E-08  0.27625987691730E-08  0.11856547446140E-09
       442  0.47652222051650E-09  0.28080244699110E-08  0.27158910621870E-08  0.27123697952020E-08  0.11732316315500E-09
       443  0.47103099916120E-09  0.27575570880210E-08  0.26624390230920E-08  0.26691235763980E-08  0.11641394546610E-09
       444  0.46444791599800E-09  0.27139154688890E-08  0.26159777461280E-08  0.26254952726120E-08  0.11251151582660E-09
       445  0.45893126998980E-09  0.26656143778800E-08  0.25768976042820E-08  0.25724546192780E-08  0.11216112580490E-09
       446  0.45396353164640E-09  0.26158897771270E-08  0.25264298400000E-08  0.25340005317330E-08  0.10842033347740E-09
       447  0.44943553253400E-09  0.25717688598800E-08  0.24843018569080E-08  0.24951434665840E-08  0.10646407431140E-09
       448  0.44401603493570E-09  0.25302310376790E-08  0.24424268851290E-08  0.24485853414090E-08  0.10553639616900E-09
       449  0.43999244060980E-09  0.24872256356900E-08  0.24054175781750E-08  0.24097907919670E-08  0.10387281883780E-09
       450  0.43504255418420E-09  0.24432162949190E-08  0.23621889261120E-08  0.23645360884180E-08  0.10117841307350E-09
       451  0.43090139227680E-09  0.23991284479710E-08  0.23231319818110E-08  0.23257164430860E-08  0.99341035910470E-10
       452  0.42625373896080E-09  0.23582348705110E-08  0.22809518282810E-08  0.22889565409430E-08  0.98422912772520E-10
       453  0.42252022210950E-09  0.23198904156210E-08  0.22459352289310E-08  0.22494751885700E-08  0.96551396040020E-10
       454  0.41893704665430E-09  0.22847107834250E-08  0.22066637727210E-08  0.22084088995740E-08  0.95311426583140E-10
       455  0.41459286201850E-09  0.22450607625270E-08  0.21645674539080E-08  0.21724046998110E-08  0.94520279586440E-10
       456  0.41143175473160E-09  0.22040702270190E-08  0.21311496239180E-08  0.21347501583480E-08  0.92921774414550E-10
       457  0.40708459437480E-09  0.21684670374800E-08  0.20971407462330E-08  0.21011237294310E-08  0.90228555237050E-10
       458  0.40349824771450E-09  0.21337146918280E-08  0.20623492032050E-08  0.20680624645050E-08  0.88920137342230E-10
       459  0.39996512627620E-09  0.20999076454750E-08  0.20281192578440E-08  0.20343449623450E-08  0.88899300668040E-10
       460  0.39721887695560E-09  0.20654808562360E-08  0.19928760321700E-08  0.20010668050210E-08  0.87170774654840E-10
       461  0.39404794050220E-09  0.20313719438120E-08  0.19617482009280E-08  0.19653114814230E-08  0.86263275034770E-10
       462  0.39170292295450E-09  0.19999390133040E-08  0.19276250727310E-08  0.19364258699900E-08  0.85009404062350E-10
       463  0.38847293237980E-09  0.19653410238250E-08  0.19022778712860E-08  0.19030335027460E-08  0.83544619855710E-10
       464  0.38674183412640E-09  0.19328079576190E-08  0.18692633574850E-08  0.18717213947190E-08  0.82069444160510E-10
       465  0.38417499793520E-09  0.19045847472370E-08  0.18369158684610E-08  0.18422727367370E-08  0.81098822102560E-10
       466  0.38203827298130E-09  0.18733981237590E-08  0.18094617710090E-08  0.18134711825150E-08  0.79731107575040E-10
       467  0.38073015182320E-09  0.18435178499750E-08  0.17817765491840E-08  0.17866175485750E-08  0.79096370664920E-10
       468  0.37914331720310E-09  0.18107945838790E-08  0.17505823914380E-08  0.17556284777200E-08  0.77594666898680E-10
       469  0.37677907595510E-09  0.17862519409210E-08  0.17242009920380E-08  0.17288649023290E-08  0.76158813182940E-10
       470  0.37485380628550E-09  0.17589002932570E-08  0.16961082473030E-08  0.17030180729180E-08  0.76258190149810E-10
       471  0.37330155061340E-09  0.17257368437900E-08  0.16718589120090E-08  0.16740006278520E-08  0.74550582885120E-10
       472  0.37351392797660E-09  0.17015619473350E-08  0.16421045262140E-08  0.16473555214570E-08  0.72323775940210E-10
       473  0.37141035547870E-09  0.16770630268800E-08  0.16216857729320E-08  0.16226403910940E-08  0.72100807102310E-10
       474  0.37083535911490E-09  0.16493628866570E-08  0.15939940645140E-08  0.15976177862930E-08  0.70895066718500E-10
       475  0.37061154507450E-09  0.16278770690710E-08  0.15730552127280E-08  0.15759520023420E-08  0.69826984775000E-10
       476  0.36980808639170E-09  0.16023257126960E-08  0.15490180779150E-08  0.15554602134390E-08  0.69409993480560E-10
       477  0.36924419224910E-09  0.15769675246320E-08  0.15268397234090E-08  0.15290008760480E-08  0.68288643966280E-10
       478  0.37056142281430E-09  0.15584130085790E-08  0.15033378699620E-08  0.15059358176590E-08  0.67186055949180E-10
       479  0.36928222313460E-09  0.15333099171480E-08  0.14812299125590E-08  0.14849509190690E-08  0.66349793577610E-10
       480  0.37043624333330E-09  0.15103107227410E-08  0.14625897683220E-08  0.14630921263110E-08  0.65643515470000E-10
