0 3 0 7 5.4096975261314573e+09 -8.8622747505740547e+09 4.3064261986088619e+09 -1.0084102421433029e+09 1.7452474836029699e+08 -2.1611837890403122e+07 1.7138146418164978e+06 -6.5457134671707943e+04
1 2 0 7 2.8528018267547245e+09 -4.2749253898380084e+09 1.5593928990672395e+09 -1.5458707855135423e+08 1.9199261698945288e+07 -2.0229549112517829e+06 1.4674898469239930e+05 -5.3132049880483446e+03
2 1 0 7 -5.0632609073918022e+07 6.8158143551589453e+08 -1.0316030720353495e+09 4.3459450465539730e+08 -3.7215293382753208e+07 3.5094370246018879e+06 -2.4299590143579256e+05 8.5931975627573265e+03
3 0 0 7 -1.5582537014151731e+08 2.8464866417802370e+08 3.1919408800320353e+07 -3.0374021821111906e+08 1.5202253975146154e+08 -9.5852486655144319e+06 5.7945456051706430e+05 -1.9230272171925099e+04
4 0 1 8 -1.5419972472533839e+07 2.8449487176378980e+07 8.2877479095256537e+07 -1.7406409831925663e+08 8.4068219383395106e+07 -6.3555362290222552e+06 4.6522735292416241e+05 -2.0805987142064994e+04
5 0 2 9 -2.4375165502353963e+06 1.3467493925050281e+06 5.7923681139019750e+07 -1.0300792172409149e+08 5.0193202420448519e+07 -4.4114604349678028e+06 4.1511348115415015e+05 -2.1847723832761079e+04
6 0 3 10 -2.2527192270638928e+05 -2.7420963258916778e+06 3.8581163563320383e+07 -6.4994490204231784e+07 3.2535495415038522e+07 -3.5052083617608203e+06 3.7187039506392606e+05 -2.1462558832169281e+04
7 0 4 11 3.2383067010099482e+05 -3.4812017977244975e+06 2.7442143438500129e+07 -4.5487522298540585e+07 2.3515689861788888e+07 -2.5768978864194383e+06 2.8065817130505131e+05 -1.6700159010545609e+04
8 0 5 12 2.4085803593750618e+05 -2.4070094265587660e+06 2.0245100579507869e+07 -3.4191797055616140e+07 1.7896103441227153e+07 -1.9907264317788749e+06 2.2089027961343635e+05 -1.3419422332186228e+04
9 0 6 13 1.6443770720010577e+05 -1.8210559048484657e+06 1.5663178457862567e+07 -2.6669221921770636e+07 1.4078736414807638e+07 -1.5829832138358592e+06 1.7786421542326015e+05 -1.0955754838610979e+04
10 0 7 14 1.2966458754486992e+05 -1.4438982457976842e+06 1.2485416433078595e+07 -2.1382463977856241e+07 1.1361481090369008e+07 -1.2869227419689447e+06 1.4578162108984988e+05 -9.0587664594520065e+03
11 0 8 15 1.0398614119918458e+05 -1.1687338517180448e+06 1.0177210321731169e+07 -1.7517044202336852e+07 9.3551932903467696e+06 -1.0640831597744094e+06 1.2102208876579815e+05 -7.5506282136177315e+03
12 0 9 16 8.4849037163107045e+04 -9.6336145942519722e+05 8.4506965210499577e+06 -1.4608218274076112e+07 7.8335276157672489e+06 -8.9280127991608868e+05 1.0165312430790698e+05 -6.3452848708219808e+03
13 0 10 17 7.0348426102389130e+04 -8.0669002195175737e+05 7.1269550761150755e+06 -1.2365878880392194e+07 6.6530269345612070e+06 -7.5868576133154030e+05 8.6299196462015723e+04 -5.3749695651978618e+03
14 0 11 18 5.9163057428423490e+04 -6.8477499092768622e+05 6.0904682613697890e+06 -1.0601681575588582e+07 5.7193759960488481e+06 -6.5193820232014894e+05 7.3975063989813527e+04 -4.5876100004569871e+03
15 0 12 19 5.0386057177715018e+04 -5.8821436026885442e+05 5.2641307181792324e+06 -9.1891835094304401e+06 4.9685893562668376e+06 -5.6573221378450177e+05 6.3967456830159797e+04 -3.9435049701509829e+03
16 0 13 20 4.3389575011963738e+04 -5.1052850220411154e+05 4.5949616817948101e+06 -8.0410158622702602e+06 4.3560626019143043e+06 -4.9521069622888591e+05 5.5753583497668733e+04 -3.4123815154886834e+03
17 0 14 21 3.7732329447073302e+04 -4.4715475848859322e+05 4.0456214458327875e+06 -7.0952787130395453e+06 3.8499562714633006e+06 -4.3685086621237977e+05 4.8945351544471552e+04 -2.9710605471143990e+03
18 0 15 22 3.3098872150821284e+04 -3.9481490104318835e+05 3.5892001460520867e+06 -6.3071448620954100e+06 3.4270642699671881e+06 -3.8805287337038899e+05 4.3251033221854283e+04 -2.6016848829629544e+03
