0 2 0 5 -1.1635603981959668e+20 2.1853454722887909e+20 -1.4478692148015029e+20 5.1872386522191462e+19 -1.0114985363228705e+19 8.5101291190510170e+17
1 1 0 5 -1.1635603981959668e+20 2.1853454722887909e+20 -1.4478692148015029e+20 5.1872386522191462e+19 -1.0114985363228705e+19 8.5101291190510170e+17
2 0 0 5 -1.1635603981959668e+20 2.1853454722887909e+20 -1.4478692148015029e+20 5.1872386522191462e+19 -1.0114985363228705e+19 8.5101291190510170e+17
3 0 1 6 -6.9443506145805107e+18 1.6533568912592304e+19 -1.5073970330931964e+19 6.9976420007880520e+18 -1.6805077129094231e+18 1.6761774504154294e+17
4 0 2 7 -8.9456155689851290e+17 2.4368235527969270e+18 -2.5976670489613000e+18 1.3930434056581517e+18 -3.8001299502262957e+17 4.2374642427363200e+16
5 0 3 8 -1.7580049230241174e+17 5.2482337509388781e+17 -6.1974124943272320e+17 3.6847557806475789e+17 -1.1271898017948867e+17 1.4961768755978094e+16
6 0 4 9 -4.6243931743037960e+16 1.4851822432819162e+17 -1.9106179507017184e+17 1.2703705087052694e+17 -4.4735939548162640e+16 6.4863911626538870e+15
7 0 5 10 -1.5329252507949286e+16 5.2930820054131656e+16 -7.5843987217018096e+16 5.6168342612173024e+16 -2.1159285568646072e+16 3.2333626273087765e+15
8 0 6 11 -6.2577753057609590e+15 2.3973941760471740e+16 -3.6954464476063496e+16 2.8709098242526776e+16 -1.1250086907001628e+16 1.7792866858275612e+15
9 0 7 12 -3.2064843551524590e+15 1.2677284576326684e+16 -2.0146182894517308e+16 1.6107550794922710e+16 -6.4833254360516690e+15 1.0511573144720494e+15
10 0 8 13 -1.7792866858272430e+15 7.2114548074059830e+15 -1.1738912656490738e+16 9.6023156783271500e+15 -3.9487774862413135e+15 6.5320634282616050e+14
11 0 9 14 -1.0511573144724046e+15 4.3467284578889080e+15 -7.2146853198262640e+15 6.0121754882823450e+15 -2.5162560254962045e+15 4.2319471362361994e+14
12 0 10 15 -6.5320634282616088e+14 2.7462676546979775e+15 -4.6321493347613320e+15 3.9200619997501295e+15 -1.6649100882005800e+15 2.8393611133996594e+14
13 0 11 16 -4.2319471362357269e+14 1.8041686904845805e+15 -3.0845367964331985e+15 2.6445423401564550e+15 -1.1372387742323550e+15 1.9625925364809062e+14
14 0 12 17 -2.8393611134000775e+14 1.2249156319240670e+15 -2.1184978219164700e+15 1.8366300774975702e+15 -7.9829261260256038e+14 1.3918083643740088e+14
15 0 13 18 -1.9625925364802884e+14 8.5537102981319662e+14 -1.4941703991520205e+15 1.3079049115740918e+15 -5.7377811870997062e+14 1.0093183012273188e+14
16 0 14 19 -1.3918083643743784e+14 6.1202712502476238e+14 -1.0784181276079870e+15 9.5196013946250588e+14 -4.2103308245227225e+14 7.4644782010428703e+13
17 0 15 20 -1.0093183012274627e+14 4.4732013056456531e+14 -7.9424283612563912e+14 7.0633027564496838e+14 -3.1464767718033406e+14 5.6171937219185672e+13
18 0 16 21 -7.4644782010400562e+13 3.3312052197149394e+14 -5.9549671027163350e+14 5.3308584570241275e+14 -2.3899604490526416e+14 4.2931169513391656e+13
19 0 17 22 -5.6171937219192898e+13 2.5223681261112462e+14 -4.5364375057844312e+14 4.0850154231907606e+14 -1.8419399052780494e+14 3.3271323395240215e+13
20 0 18 23 -4.2931169513403430e+13 1.9385383664595519e+14 -3.5054429759940450e+14 3.1734095975109994e+14 -1.4383032151661000e+14 2.6110992232362758e+13
21 0 19 24 -3.3271323395230059e+13 1.5099065267946022e+14 -2.7438033073022519e+14 2.4958649019261575e+14 -1.1365203021297906e+14 2.0726541466358375e+13
22 0 20 25 -2.6110992232360723e+13 1.1903648097898772e+14 -2.1728080675740409e+14 1.9851115591642047e+14 -9.0780097397416875e+13 1.6624259491773498e+13
23 0 21 26 -2.0726541466363270e+13 9.4882379372014922e+13 -1.7389824206641969e+14 1.5951063674454003e+14 -7.3229554043130188e+13 1.3461321459358193e+13
24 0 22 27 -1.6624259491772301e+13 7.6392492075535969e+13 -1.4053360840108306e+14 1.2937837686054017e+14 -5.9608825413831227e+13 1.0995824370610471e+13
25 0 23 28 -1.3461321459357738e+13 6.2074322502582938e+13 -1.1458586190941838e+14 1.0584566514892028e+14 -4.8927355145552539e+13 9.0545508628254121e+12
