0 2 0 4 -9.1503085364050014e+04 1.0834564910906472e+05 -1.9128060936874073e+04 2.4375930574640456e+03 -1.5209586560468298e+02
1 1 0 4 -3.3776267749608036e+04 1.9992992829255789e+04 1.5268104250898796e+04 -1.5766677581391791e+03 9.1838427592628207e+01
2 0 0 4 1.7276251129872548e+04 -4.4234741687255322e+04 2.2899396842416099e+04 4.2519853505560377e+03 -1.9289163558936184e+02
3 0 1 5 5.5236275710565424e+03 -1.9295113760277989e+04 1.0386300385862740e+04 3.5906135986884115e+03 -2.0542779532970371e+02
4 0 2 6 2.7236969392184319e+03 -1.1227291238734791e+04 5.7586068118701578e+03 2.9385151825759390e+03 -1.9352769492973590e+02
5 0 3 7 1.6236427020664785e+03 -7.4397314624325882e+03 3.5739814269473068e+03 2.4172794924728987e+03 -1.7517215905409583e+02
6 0 4 8 1.0646721631705382e+03 -5.2772952039617003e+03 2.3232469321077779e+03 2.0687404646763944e+03 -1.7936435599300944e+02
7 0 5 9 7.1381313002773391e+02 -3.8036211373938640e+03 1.3111006290436153e+03 1.9612700889135435e+03 -1.8256271059102835e+02
8 0 6 10 5.0535417127205841e+02 -3.0567401077281233e+03 9.3481013600674601e+02 1.7903596973270794e+03 -1.7378389687776055e+02
9 0 7 11 4.1721197942827348e+02 -2.6120426474894039e+03 7.2707821091474773e+02 1.6306124560654960e+03 -1.6285999891911331e+02
10 0 8 12 3.5439961931556712e+02 -2.2792633130753193e+03 5.8172200064244623e+02 1.4959953534735982e+03 -1.5285366035629238e+02
11 0 9 13 3.0755108517272646e+02 -2.0211071391967478e+03 4.7601768084663252e+02 1.3813205023794510e+03 -1.4378212920206226e+02
12 0 10 14 2.7136236807701761e+02 -1.8151358889672531e+03 3.9673375144239503e+02 1.2826269787943556e+03 -1.3558720934651524e+02
13 0 11 15 2.4262077297964311e+02 -1.6470574820321244e+03 3.3573651118417223e+02 1.1968856167398842e+03 -1.2818541887157511e+02
14 0 12 16 2.1927405800503982e+02 -1.5073454493943232e+03 2.8780042512936700e+02 1.1217604275492104e+03 -1.2148946128929410e+02
15 0 13 17 1.9995353282240490e+02 -1.3894100118291315e+03 2.4944299826382721e+02 1.0554305507615579e+03 -1.1541707001865856e+02
16 0 14 18 1.8371326661038407e+02 -1.2885499714481659e+03 2.1827040021516729e+02 9.9646049495030331e+02 -1.0989419032768883e+02
17 0 15 19 1.6987962572604974e+02 -1.2013228329547235e+03 1.9259293855967945e+02 9.4370590056226024e+02 -1.0485563189326585e+02
18 0 16 20 1.5796048489718291e+02 -1.1251508411184473e+03 1.7119023450865183e+02 8.9624475779031752e+02 -1.0024463607770502e+02
19 0 17 21 1.4758831859163408e+02 -1.0580660343366533e+03 1.5316298137369205e+02 8.5332676457359503e+02 -9.6012030202267894e+01
20 0 18 22 1.3848334108481077e+02 -9.9854033456949958e+02 1.3783661596804978e+02 8.1433565652141112e+02 -9.2115279004772162e+01
21 0 19 23 1.3042894209340224e+02 -9.4536936586542356e+02 1.2469711076347748e+02 7.7876088380540853e+02 -8.8517570796864717e+01
22 0 20 24 1.2325490193559894e+02 -8.9759119577169065e+02 1.1334719963586622e+02 7.4617608731274697e+02 -8.5186993112521463e+01
23 0 21 25 1.1682566585786489e+02 -8.5442835102741276e+02 1.0347592694730382e+02 7.1622257169538284e+02 -8.2095813473138818e+01
24 0 22 26 1.1103198953869729e+02 -8.1524569324784875e+02 9.4837077657844020e+01 6.8859648910565340e+02 -7.9219863054345979e+01
25 0 23 27 1.0578488037972383e+02 -7.7951931965265555e+02 8.7233646127091845e+01 6.6303880679872134e+02 -7.6538013652881489e+01
26 0 24 28 1.0101113310952275e+02 -7.4681326658416754e+02 8.0506485461610566e+01 6.3932738403154235e+02 -7.4031736018508184e+01
27 0 25 29 9.6649992296490211e+01 -7.1676182578841531e+02 7.4525898792694136e+01 6.1727066234212339e+02 -7.1684727642892369e+01
28 0 26 30 9.2650624279728262e+01 -6.8905595823707768e+02 6.9185332017086324e+01 5.9670260106907062e+02 -6.9482599128807550e+01
29 0 27 31 8.8970179046390953e+01 -6.6343274002241037e+02 6.4396588404843172e+01 5.7747858221376259e+02 -6.7412609642586361e+01
30 0 28 32 8.5572287896966770e+01 -6.3966707988171731e+02 6.0086159322269424e+01 5.5947207601984121e+02 -6.5463443357360035e+01
31 0 29 33 8.2425887012822031e+01 -6.1756515817782440e+02 5.6192383135312284e+01 5.4257190812225372e+02 -6.3625020092563645e+01
32 0 30 34 7.9504287535863767e+01 -5.9695918422790555e+02 5.2663225298900869e+01 5.2668000588214682e+02 -6.1888334489005928e+01
33 0 31 35 7.6784434079287365e+01 -5.7770317319388698e+02 4.9454529107847044e+01 5.1170952903353361e+02 -6.0245319026781068e+01
34 0 32 36 7.4246308686956411e+01 -5.5966951864655334e+02 4.6528626395116738e+01 4.9758331056640014e+02 -5.8688727001919951e+01
35 0 33 37 7.1872448085981105e+01 -5.4274619136456295e+02 4.3853225946402034e+01 4.8423254958168178e+02 -5.7212032249501959e+01
36 0 34 38 6.9647549937917972e+01 -5.2683443491586843e+02 4.1400517936000128e+01 4.7159570999611907e+02 -5.5809342954168741e+01
37 0 35 39 6.7558149558239009e+01 -5.1184685825892177e+02 3.9146447701425672e+01 4.5961758834365787e+02 -5.4475327344400768e+01
38 0 36 40 6.5592352848168801e+01 -4.9770584784169301e+02 3.7070123218754532e+01 4.4824852121493524e+02 -5.3205149440165542e+01
39 0 37 41 6.3739614379891243e+01 -4.8434223849928867e+02 3.5153328869505970e+01 4.3744370858039770e+02 -5.1994413330506234e+01
40 0 38 42 6.1990551990740876e+01 -4.7169419527214575e+02 3.3380124249013065e+01 4.2716263374236252e+02 -5.0839114709970701e+01
41 0 39 43 6.0336791079176400e+01 -4.5970626812383375e+02 3.1736511430840721e+01 4.1736856422415900e+02 -4.9735598610342379e+01
42 0 40 44 5.8770833206091645e+01 -4.4832858916983855e+02 3.0210157654437019e+01 4.0802812074443739e+02 -4.8680522435127507e+01
43 0 41 45 5.7285944695405512e+01 -4.3751618798072690e+02 2.8790163131415717e+01 3.9911090369994918e+02 -4.7670823546043529e+01
44 0 42 46 5.5876061776777227e+01 -4.2722840519338621e+02 2.7466865769474119e+01 3.9058916841524228e+02 -4.6703690768107442e+01
45 0 43 47 5.4535709478583016e+01 -4.1742838835642692e+02 2.6231676254341991e+01 3.8243754190059883e+02 -4.5776539277096944e+01
46 0 44 48 5.3259932004587775e+01 -4.0808265687017172e+02 2.5076938214140981e+01 3.7463277506603379e+02 -4.4886988414590817e+01
47 0 45 49 5.2044232744187148e+01 -3.9916072522498223e+02 2.3995809197449056e+01 3.6715352532677190e+02 -4.4032842043425852e+01
48 0 46 50 5.0884522398498149e+01 -3.9063477562798391e+02 2.2982158999420449e+01 3.5998016534350683e+02 -4.3212071113441482e+01
49 0 47 51 4.9777073971580528e+01 -3.8247937262915821e+02 2.2030482503130941e+01 3.5309461430929986e+02 -4.2422798154853126e+01
50 0 48 52 4.8718483591184835e+01 -3.7467121359598684e+02 2.1135824717055883e+01 3.4648018874456216e+02 -4.1663283456816046e+01
51 0 49 53 4.7705636298182156e+01 -3.6718890989240498e+02 2.0293716095497437e+01 3.4012147022166118e+02 -4.0931912722935770e+01
52 0 50 54 4.6735676085599316e+01 -3.6001279444412074e+02 1.9500116559862242e+01 3.3400418782240024e+02 -4.0227186023741062e+01
53 0 51 55 4.5805979584826552e+01 -3.5312475205423374e+02 1.8751366910905539e+01 3.2811511344948013e+02 -3.9547707890978494e+01
54 0 52 56 4.4914132892067300e+01 -3.4650806939153512e+02 1.8044146534098218e+01 3.2244196838452433e+02 -3.8892178419154732e+01
55 0 53 57 4.4057911106708424e+01 -3.4014730204308825e+02 1.7375436485576557e+01 3.1697333970809336e+02 -3.8259385257290120e+01
56 0 54 58 4.3235260219167564e+01 -3.3402815640958727e+02 1.6742487190454433e+01 3.1169860538933824e+02 -3.7648196389372977e+01
57 0 55 59 4.2444281039609912e+01 -3.2813738454517699e+02 1.6142790104511548e+01 3.0660786701582521e+02 -3.7057553614769674e+01
58 0 56 60 4.1683214904467867e+01 -3.2246269031777007e+02 1.5574052794735614e+01 3.0169188926942604e+02 -3.6486466650859477e+01
59 0 57 61 4.0950430935938833e+01 -3.1699264549375829e+02 1.5034176975508849e+01 2.9694204537253802e+02 -3.5934007790227390e+01
60 0 58 62 4.0244414661177110e+01 -3.1171661454302796e+02 1.4521239104203950e+01 2.9235026783025160e+02 -3.5399307052604719e+01
61 0 59 63 3.9563757825017333e+01 -3.0662468712692231e+02 1.4033473203856488e+01 2.8790900387718978e+02 -3.4881547779141272e+01
62 0 60 64 3.8907149253044537e+01 -3.0170761736793730e+02 1.3569255623408417e+01 2.8361117511438323e+02 -3.4379962622898908e+01
63 0 61 65 3.8273366640716496e+01 -2.9695676911988511e+02 1.3127091490203505e+01 2.7945014088355794e+02 -3.3893829894592848e+01
64 0 62 66 3.7661269161122661e+01 -2.9236406655882189e+02 1.2705602644348510e+01 2.7541966498106910e+02 -3.3422470227718399e+01
65 0 63 67 3.7069790797757456e+01 -2.8792194949992933e+02 1.2303516870284497e+01 2.7151388536274203e+02 -3.2965243530854664e+01
66 0 64 68 3.6497934320724497e+01 -2.8362333292291652e+02 1.1919658271699390e+01 2.6772728652946194e+02 -3.2521546198969290e+01
67 0 65 69 3.5944765835272534e+01 -2.7946157024915652e+02 1.1552938649728056e+01 2.6405467432253505e+02 -3.2090808558379116e+01
68 0 66 70 3.5409409840071447e+01 -2.7543041997248849e+02 1.1202349769586888e+01 2.6049115288574438e+02 -3.1672492522914226e+01
69 0 67 71 3.4891044740755106e+01 -2.7152401529101076e+02 1.0866956410696073e+01 2.5703210358087574e+02 -3.1266089441316151e+01
70 0 68 72 3.4388898770379313e+01 -2.6773683642989505e+02 1.0545890111372078e+01 2.5367316566600027e+02 -3.0871118117856614e+01
71 0 69 73 3.3902246274547089e+01 -2.6406368538151986e+02 1.0238343530501353e+01 2.5041021856674021e+02 -3.0487122990268787e+01
72 0 70 74 3.3430404323725313e+01 -2.6049966281954727e+02 9.9435653563433348e+00 2.4723936559003633e+02 -3.0113672450557722e+01
73 0 71 75 3.2972729619607058e+01 -2.5704014697249141e+02 9.6608557040168854e+00 2.4415691894473034e+02 -2.9750357295862873e+01
74 0 72 76 3.2528615666273282e+01 -2.5368077426493227e+02 9.3895619475690566e+00 2.4115938594887416e+02 -2.9396789297784231e+01
75 0 73 77 3.2097490180013686e+01 -2.5041742155661706e+02 9.1290749411942187e+00 2.3824345631515300e+02 -2.9052599879743852e+01
76 0 74 78 3.1678812714745394e+01 -2.4724618982757235e+02 8.8788255882817637e+00 2.3540599041756869e+02 -2.8717438893023491e+01
77 0 75 79 3.1272072482337322e+01 -2.4416338917368230e+02 8.6382817221190358e+00 2.3264400845224861e+02 -2.8390973483022680e+01
78 0 76 80 3.0876786349456228e+01 -2.4116552499164553e+02 8.4069452663705277e+00 2.2995468041386260e+02 -2.8072887038043845e+01
79 0 77 81 3.0492496994511615e+01 -2.3824928524491597e+02 8.1843496473181538e+00 2.2733531681682345e+02 -2.7762878213737249e+01
80 0 78 82 3.0118771209966404e+01 -2.3541152871292726e+02 7.9700574320597575e+00 2.2478336009783197e+02 -2.7460660026930878e+01
81 0 79 83 2.9755198336793434e+01 -2.3264927413642798e+02 7.7636581709053054e+00 2.2229637664187638e+02 -2.7165959013147134e+01
82 0 80 84 2.9401388819291800e+01 -2.2995969018017465e+02 7.5647664239121717e+00 2.1987204937963105e+02 -2.6878514442660386e+01
83 0 81 85 2.9056972869578498e+01 -2.2734008614200860e+02 7.3730199537317453e+00 2.1750817090914407e+02 -2.6598077590445701e+01
