     kz              E+_uu           E+_vv           E+_ww           E+_pp
  1.7333333e+01   1.6554892e-02   1.2139340e-02   1.0552210e-02   2.3318387e-02
  1.8000000e+01   1.5320265e-02   1.1636335e-02   9.7030465e-03   2.2383185e-02
  1.8666667e+01   1.4439324e-02   1.1006637e-02   9.2047479e-03   2.0966927e-02
  1.9333333e+01   1.3705071e-02   1.0488580e-02   8.4927934e-03   1.9792216e-02
  2.0000000e+01   1.2671948e-02   9.9842100e-03   8.0151466e-03   1.8668599e-02
  2.0666667e+01   1.1608046e-02   9.3407517e-03   7.5355809e-03   1.7303501e-02
  2.1333333e+01   1.0921579e-02   9.1945984e-03   6.9973036e-03   1.6730287e-02
  2.2000000e+01   1.0532312e-02   8.8783867e-03   6.6781426e-03   1.5406171e-02
  2.2666667e+01   9.9405767e-03   8.2784522e-03   6.3012920e-03   1.4916981e-02
  2.3333333e+01   9.4027442e-03   8.1304043e-03   5.8567331e-03   1.3936051e-02
  2.4000000e+01   8.7500831e-03   7.6958079e-03   5.5945223e-03   1.3277122e-02
  2.4666667e+01   8.4838438e-03   7.4117478e-03   5.3105314e-03   1.2320026e-02
  2.5333333e+01   7.9833227e-03   7.0712707e-03   4.9557971e-03   1.2083751e-02
  2.6000000e+01   7.5374566e-03   6.8332087e-03   4.7431676e-03   1.1123748e-02
  2.6666667e+01   7.3429795e-03   6.5036083e-03   4.5022667e-03   1.0754920e-02
  2.7333333e+01   6.9578031e-03   6.2626304e-03   4.2349252e-03   1.0240727e-02
  2.8000000e+01   6.5221001e-03   6.0550999e-03   4.0724205e-03   9.7169001e-03
  2.8666667e+01   6.2053071e-03   5.8287065e-03   3.8136100e-03   9.3828726e-03
  2.9333333e+01   6.0380372e-03   5.5758473e-03   3.6081053e-03   8.7949650e-03
  3.0000000e+01   5.7464885e-03   5.2644503e-03   3.4778654e-03   8.4961030e-03
  3.0666667e+01   5.4091069e-03   5.1117627e-03   3.2721455e-03   7.9038795e-03
  3.1333333e+01   5.1578686e-03   4.9420979e-03   3.0872890e-03   7.7681372e-03
  3.2000000e+01   4.9664933e-03   4.6879259e-03   2.9554868e-03   7.3491100e-03
  3.2666667e+01   4.6909558e-03   4.5532697e-03   2.7687148e-03   6.9933501e-03
  3.3333333e+01   4.4706942e-03   4.4084861e-03   2.6803902e-03   6.8047280e-03
  3.4000000e+01   4.3962946e-03   4.2573673e-03   2.5731566e-03   6.3623707e-03
  3.4666667e+01   4.1359888e-03   4.0794646e-03   2.4180062e-03   6.1187935e-03
  3.5333333e+01   3.9988902e-03   3.9637030e-03   2.3272648e-03   5.8769629e-03
  3.6000000e+01   3.8352065e-03   3.8083955e-03   2.2113451e-03   5.6056386e-03
  3.6666667e+01   3.6920669e-03   3.6613014e-03   2.1078842e-03   5.3386818e-03
  3.7333333e+01   3.5016066e-03   3.5089699e-03   2.0064051e-03   5.1638619e-03
  3.8000000e+01   3.3754729e-03   3.3919609e-03   1.9186267e-03   4.9413180e-03
  3.8666667e+01   3.2600404e-03   3.2567223e-03   1.8378780e-03   4.7224346e-03
  3.9333333e+01   3.1303554e-03   3.1868768e-03   1.7545052e-03   4.4857613e-03
  4.0000000e+01   3.0165543e-03   3.0665842e-03   1.6796726e-03   4.3573560e-03
  4.0666667e+01   2.8785062e-03   2.9465616e-03   1.6096632e-03   4.1164028e-03
  4.1333333e+01   2.7785277e-03   2.8462340e-03   1.5312169e-03   3.9386331e-03
  4.2000000e+01   2.6833198e-03   2.7541324e-03   1.4645463e-03   3.7884000e-03
  4.2666667e+01   2.5766827e-03   2.6471905e-03   1.4013680e-03   3.6963013e-03
  4.3333333e+01   2.4583342e-03   2.5666631e-03   1.3567848e-03   3.5168313e-03
  4.4000000e+01   2.3858893e-03   2.4836938e-03   1.2878748e-03   3.3972571e-03
  4.4666667e+01   2.2834092e-03   2.3892916e-03   1.2342399e-03   3.2310483e-03
  4.5333333e+01   2.2289853e-03   2.3041641e-03   1.1909389e-03   3.1170870e-03
  4.6000000e+01   2.1132405e-03   2.2252552e-03   1.1338825e-03   2.9751538e-03
  4.6666667e+01   2.0444300e-03   2.1371960e-03   1.1040151e-03   2.8682908e-03
  4.7333333e+01   1.9864467e-03   2.0700062e-03   1.0458142e-03   2.7589245e-03
  4.8000000e+01   1.9320082e-03   2.0107408e-03   1.0107526e-03   2.6395713e-03
  4.8666667e+01   1.8548982e-03   1.9268327e-03   9.6618017e-04   2.5245237e-03
  4.9333333e+01   1.7700118e-03   1.8725220e-03   9.2805279e-04   2.4258048e-03
  5.0000000e+01   1.7339627e-03   1.8167696e-03   8.9629728e-04   2.3353006e-03
  5.0666667e+01   1.6621470e-03   1.7483574e-03   8.6030136e-04   2.2635170e-03
  5.1333333e+01   1.6002007e-03   1.7018700e-03   8.2421894e-04   2.1870987e-03
  5.2000000e+01   1.5509380e-03   1.6361634e-03   7.9850883e-04   2.0811592e-03
  5.2666667e+01   1.4828937e-03   1.5940774e-03   7.5985904e-04   2.0102190e-03
  5.3333333e+01   1.4442501e-03   1.5242740e-03   7.3800952e-04   1.9469541e-03
  5.4000000e+01   1.3992356e-03   1.4785763e-03   7.0652893e-04   1.8642724e-03
  5.4666667e+01   1.3528484e-03   1.4379209e-03   6.8208735e-04   1.7948110e-03
  5.5333333e+01   1.3164164e-03   1.3785962e-03   6.5354513e-04   1.7380490e-03
  5.6000000e+01   1.2538580e-03   1.3519611e-03   6.2773641e-04   1.6680399e-03
  5.6666667e+01   1.2136016e-03   1.2989795e-03   6.0409677e-04   1.6117620e-03
  5.7333333e+01   1.1892804e-03   1.2573731e-03   5.8713567e-04   1.5464531e-03
  5.8000000e+01   1.1579397e-03   1.2148083e-03   5.6543155e-04   1.4864336e-03
  5.8666667e+01   1.1040115e-03   1.1847466e-03   5.4074910e-04   1.4541165e-03
  5.9333333e+01   1.0757519e-03   1.1464856e-03   5.2297285e-04   1.3831927e-03
  6.0000000e+01   1.0453424e-03   1.1053153e-03   5.0180956e-04   1.3292161e-03
  6.0666667e+01   1.0027562e-03   1.0781259e-03   4.8405835e-04   1.2803129e-03
  6.1333333e+01   9.8234955e-04   1.0459485e-03   4.6665718e-04   1.2504433e-03
  6.2000000e+01   9.4765520e-04   1.0018583e-03   4.5162759e-04   1.1972840e-03
  6.2666667e+01   9.1372573e-04   9.7815144e-04   4.3519236e-04   1.1539917e-03
  6.3333333e+01   8.8704923e-04   9.4797964e-04   4.1781314e-04   1.1133443e-03
  6.4000000e+01   8.6315825e-04   9.1684100e-04   4.0675506e-04   1.0789231e-03
  6.4666667e+01   8.3471026e-04   8.8861529e-04   3.8983219e-04   1.0336057e-03
  6.5333333e+01   8.0389679e-04   8.6169581e-04   3.7688949e-04   9.8984118e-04
  6.6000000e+01   7.8156585e-04   8.3317759e-04   3.6445162e-04   9.6310849e-04
  6.6666667e+01   7.6046221e-04   8.1117613e-04   3.5062656e-04   9.3199040e-04
  6.7333333e+01   7.3605957e-04   7.8691249e-04   3.3889606e-04   8.9650040e-04
  6.8000000e+01   7.1563797e-04   7.6266350e-04   3.2789654e-04   8.6808290e-04
  6.8666667e+01   6.9728155e-04   7.4506386e-04   3.1691829e-04   8.4080850e-04
  6.9333333e+01   6.7629257e-04   7.1917100e-04   3.0465780e-04   8.0476113e-04
  7.0000000e+01   6.4881097e-04   6.9762558e-04   2.9369852e-04   7.7630553e-04
  7.0666667e+01   6.3440958e-04   6.8151446e-04   2.8561054e-04   7.4688615e-04
  7.1333333e+01   6.1766294e-04   6.5990514e-04   2.7583921e-04   7.2584101e-04
  7.2000000e+01   5.9564372e-04   6.4101655e-04   2.6799144e-04   6.9938763e-04
  7.2666667e+01   5.7789294e-04   6.1768514e-04   2.5808558e-04   6.7817071e-04
  7.3333333e+01   5.6521817e-04   6.0314260e-04   2.4961892e-04   6.5761874e-04
  7.4000000e+01   5.4715918e-04   5.8637074e-04   2.4079624e-04   6.3180380e-04
  7.4666667e+01   5.3142426e-04   5.7276800e-04   2.3328912e-04   6.1401460e-04
  7.5333333e+01   5.1785389e-04   5.5165183e-04   2.2632583e-04   5.9102246e-04
  7.6000000e+01   5.0092699e-04   5.3320973e-04   2.1881374e-04   5.7139703e-04
  7.6666667e+01   4.8589186e-04   5.2268302e-04   2.1163518e-04   5.5227455e-04
  7.7333333e+01   4.7251190e-04   5.0643736e-04   2.0476345e-04   5.3406140e-04
  7.8000000e+01   4.5776652e-04   4.9366898e-04   1.9830559e-04   5.1448835e-04
  7.8666667e+01   4.4737666e-04   4.7611627e-04   1.9188286e-04   5.0162281e-04
  7.9333333e+01   4.3239217e-04   4.6350664e-04   1.8584145e-04   4.7847481e-04
  8.0000000e+01   4.2117423e-04   4.5245276e-04   1.8040764e-04   4.6522558e-04
  8.0666667e+01   4.1217964e-04   4.3731125e-04   1.7493988e-04   4.5198653e-04
  8.1333333e+01   3.9863131e-04   4.2610710e-04   1.6825558e-04   4.3933131e-04
  8.2000000e+01   3.8675429e-04   4.1415733e-04   1.6325045e-04   4.2236411e-04
  8.2666667e+01   3.7621674e-04   4.0332476e-04   1.5893729e-04   4.1027750e-04
  8.3333333e+01   3.6542445e-04   3.9188834e-04   1.5309025e-04   3.9533434e-04
  8.4000000e+01   3.5739217e-04   3.8119632e-04   1.4859250e-04   3.8358699e-04
  8.4666667e+01   3.4564822e-04   3.7202115e-04   1.4420443e-04   3.7081138e-04
  8.5333333e+01   3.3673293e-04   3.6116124e-04   1.3968917e-04   3.5820808e-04
  8.6000000e+01   3.3019258e-04   3.5166777e-04   1.3591829e-04   3.4674395e-04
  8.6666667e+01   3.1910370e-04   3.3916617e-04   1.3143694e-04   3.3568108e-04
  8.7333333e+01   3.1149683e-04   3.3236158e-04   1.2748050e-04   3.2329438e-04
  8.8000000e+01   3.0198041e-04   3.2306655e-04   1.2399931e-04   3.1503073e-04
  8.8666667e+01   2.9524828e-04   3.1648560e-04   1.2035764e-04   3.0458480e-04
  8.9333333e+01   2.8815075e-04   3.0841384e-04   1.1661349e-04   2.9596318e-04
  9.0000000e+01   2.8079009e-04   2.9777993e-04   1.1355433e-04   2.8541388e-04
  9.0666667e+01   2.7066612e-04   2.9064377e-04   1.1012270e-04   2.7713864e-04
  9.1333333e+01   2.6586049e-04   2.8137648e-04   1.0573876e-04   2.6777638e-04
  9.2000000e+01   2.5920500e-04   2.7287777e-04   1.0315556e-04   2.6061250e-04
  9.2666667e+01   2.5172117e-04   2.6668220e-04   1.0026650e-04   2.5290542e-04
  9.3333333e+01   2.4471229e-04   2.6039650e-04   9.7560295e-05   2.4391769e-04
  9.4000000e+01   2.3838240e-04   2.5408350e-04   9.4302225e-05   2.3467428e-04
  9.4666667e+01   2.3084500e-04   2.4717285e-04   9.1831218e-05   2.2751957e-04
  9.5333333e+01   2.2640611e-04   2.3920007e-04   8.9145370e-05   2.2165425e-04
  9.6000000e+01   2.2057028e-04   2.3265527e-04   8.6623690e-05   2.1468310e-04
  9.6666667e+01   2.1476532e-04   2.2767419e-04   8.4271478e-05   2.0821177e-04
  9.7333333e+01   2.0895774e-04   2.1971873e-04   8.1536386e-05   2.0135910e-04
  9.8000000e+01   2.0528252e-04   2.1420033e-04   7.9338043e-05   1.9555990e-04
  9.8666667e+01   1.9933114e-04   2.1030349e-04   7.7215987e-05   1.8937130e-04
  9.9333333e+01   1.9390318e-04   2.0584152e-04   7.4784764e-05   1.8304079e-04
  1.0000000e+02   1.8884342e-04   2.0050250e-04   7.2491828e-05   1.7864123e-04
  1.0066667e+02   1.8375547e-04   1.9506184e-04   7.0646951e-05   1.7325597e-04
  1.0133333e+02   1.7971886e-04   1.8982394e-04   6.8242386e-05   1.6665425e-04
  1.0200000e+02   1.7451642e-04   1.8484358e-04   6.6756915e-05   1.6281225e-04
  1.0266667e+02   1.7096408e-04   1.7981512e-04   6.4880583e-05   1.5745619e-04
  1.0333333e+02   1.6549686e-04   1.7509945e-04   6.2892279e-05   1.5208851e-04
  1.0400000e+02   1.6201107e-04   1.7131967e-04   6.1246071e-05   1.4850837e-04
  1.0466667e+02   1.5826536e-04   1.6673742e-04   5.9538439e-05   1.4358164e-04
  1.0533333e+02   1.5523083e-04   1.6250480e-04   5.7881971e-05   1.3927144e-04
  1.0600000e+02   1.5039108e-04   1.5817533e-04   5.6399182e-05   1.3513906e-04
  1.0666667e+02   1.4649232e-04   1.5438949e-04   5.4612993e-05   1.3075941e-04
  1.0733333e+02   1.4202282e-04   1.5056260e-04   5.3074110e-05   1.2657026e-04
  1.0800000e+02   1.3938441e-04   1.4681171e-04   5.1713969e-05   1.2310128e-04
  1.0866667e+02   1.3641439e-04   1.4285761e-04   5.0256207e-05   1.1920855e-04
  1.0933333e+02   1.3305784e-04   1.3973241e-04   4.9004128e-05   1.1613045e-04
  1.1000000e+02   1.2897243e-04   1.3579165e-04   4.7863657e-05   1.1268454e-04
  1.1066667e+02   1.2643264e-04   1.3226066e-04   4.6443369e-05   1.0927702e-04
  1.1133333e+02   1.2335479e-04   1.2905770e-04   4.5164242e-05   1.0586735e-04
  1.1200000e+02   1.1985499e-04   1.2660781e-04   4.4034086e-05   1.0316554e-04
  1.1266667e+02   1.1738109e-04   1.2303876e-04   4.2758856e-05   9.9833078e-05
  1.1333333e+02   1.1468093e-04   1.2052677e-04   4.1643657e-05   9.7040762e-05
  1.1400000e+02   1.1182243e-04   1.1804879e-04   4.0503780e-05   9.4364836e-05
  1.1466667e+02   1.0904591e-04   1.1376713e-04   3.9308529e-05   9.1342488e-05
  1.1533333e+02   1.0617456e-04   1.1125875e-04   3.8435441e-05   8.9215026e-05
  1.1600000e+02   1.0417069e-04   1.0813072e-04   3.7418694e-05   8.5829159e-05
  1.1666667e+02   1.0195326e-04   1.0633259e-04   3.6391080e-05   8.3717115e-05
  1.1733333e+02   9.9435105e-05   1.0354422e-04   3.5432816e-05   8.1314170e-05
  1.1800000e+02   9.7260349e-05   1.0099592e-04   3.4486109e-05   7.8600943e-05
  1.1866667e+02   9.4358015e-05   9.9033716e-05   3.3634259e-05   7.6726172e-05
  1.1933333e+02   9.2610229e-05   9.6409535e-05   3.2718467e-05   7.4176445e-05
  1.2000000e+02   9.0556648e-05   9.3959752e-05   3.1914750e-05   7.2066224e-05
  1.2066667e+02   8.8281393e-05   9.2011120e-05   3.0990020e-05   7.0311338e-05
  1.2133333e+02   8.5876296e-05   8.9385519e-05   3.0286737e-05   6.8113519e-05
  1.2200000e+02   8.4280813e-05   8.7340847e-05   2.9513530e-05   6.6285665e-05
  1.2266667e+02   8.2041146e-05   8.5481908e-05   2.8680921e-05   6.4169428e-05
  1.2333333e+02   8.0567912e-05   8.3287938e-05   2.7867211e-05   6.2603848e-05
  1.2400000e+02   7.8519335e-05   8.1350275e-05   2.7207363e-05   6.0515584e-05
  1.2466667e+02   7.6542487e-05   7.9244690e-05   2.6559086e-05   5.8915066e-05
  1.2533333e+02   7.4818647e-05   7.7517149e-05   2.5847331e-05   5.7334897e-05
  1.2600000e+02   7.3190220e-05   7.5816725e-05   2.5283511e-05   5.5689145e-05
  1.2666667e+02   7.1266138e-05   7.4307317e-05   2.4556919e-05   5.4090675e-05
  1.2733333e+02   6.9735166e-05   7.2386947e-05   2.3866439e-05   5.2713509e-05
  1.2800000e+02   6.8431973e-05   7.0636565e-05   2.3307818e-05   5.1040543e-05
  1.2866667e+02   6.6758153e-05   6.8999386e-05   2.2796869e-05   4.9736139e-05
  1.2933333e+02   6.5555110e-05   6.7569493e-05   2.2188980e-05   4.8359315e-05
  1.3000000e+02   6.3421995e-05   6.5934901e-05   2.1597585e-05   4.6982296e-05
  1.3066667e+02   6.2558827e-05   6.4498436e-05   2.1094802e-05   4.5482654e-05
  1.3133333e+02   6.1001449e-05   6.2861733e-05   2.0550119e-05   4.4290041e-05
  1.3200000e+02   5.9649683e-05   6.1475173e-05   2.0071794e-05   4.3055368e-05
  1.3266667e+02   5.8260345e-05   6.0313740e-05   1.9526608e-05   4.1969534e-05
  1.3333333e+02   5.6877825e-05   5.8547859e-05   1.9044763e-05   4.0761163e-05
  1.3400000e+02   5.5785706e-05   5.7359213e-05   1.8579756e-05   3.9635298e-05
  1.3466667e+02   5.4221065e-05   5.6027906e-05   1.8104082e-05   3.8645908e-05
  1.3533333e+02   5.2943391e-05   5.4834275e-05   1.7649468e-05   3.7528508e-05
  1.3600000e+02   5.2018721e-05   5.3427429e-05   1.7148578e-05   3.6538407e-05
  1.3666667e+02   5.1122102e-05   5.2217379e-05   1.6835013e-05   3.5516473e-05
  1.3733333e+02   4.9569059e-05   5.1064415e-05   1.6392358e-05   3.4542934e-05
  1.3800000e+02   4.8663676e-05   5.0046372e-05   1.6011681e-05   3.3724053e-05
  1.3866667e+02   4.7448660e-05   4.8835949e-05   1.5600921e-05   3.2602704e-05
  1.3933333e+02   4.6679507e-05   4.7696079e-05   1.5253967e-05   3.1771819e-05
  1.4000000e+02   4.5403222e-05   4.6717405e-05   1.4844826e-05   3.0962242e-05
  1.4066667e+02   4.4397595e-05   4.5566151e-05   1.4486039e-05   3.0044095e-05
  1.4133333e+02   4.3663501e-05   4.4510969e-05   1.4186322e-05   2.9290027e-05
  1.4200000e+02   4.2520710e-05   4.3647467e-05   1.3810658e-05   2.8466806e-05
  1.4266667e+02   4.1660387e-05   4.2692255e-05   1.3450556e-05   2.7499559e-05
  1.4333333e+02   4.0726549e-05   4.1698812e-05   1.3152018e-05   2.6969076e-05
  1.4400000e+02   3.9909939e-05   4.0880226e-05   1.2842592e-05   2.6046972e-05
  1.4466667e+02   3.8918109e-05   3.9827612e-05   1.2543211e-05   2.5472699e-05
  1.4533333e+02   3.8217004e-05   3.9211756e-05   1.2240069e-05   2.4816707e-05
  1.4600000e+02   3.7324046e-05   3.8137045e-05   1.1951646e-05   2.4142372e-05
  1.4666667e+02   3.6570502e-05   3.7432393e-05   1.1670973e-05   2.3470264e-05
  1.4733333e+02   3.5782275e-05   3.6329844e-05   1.1390170e-05   2.3010262e-05
  1.4800000e+02   3.4976294e-05   3.5761278e-05   1.1134215e-05   2.2232905e-05
  1.4866667e+02   3.4243068e-05   3.4877666e-05   1.0863687e-05   2.1590966e-05
  1.4933333e+02   3.3456357e-05   3.4263515e-05   1.0575973e-05   2.1014234e-05
  1.5000000e+02   3.2765656e-05   3.3470728e-05   1.0341850e-05   2.0449464e-05
  1.5066667e+02   3.2163080e-05   3.2611707e-05   1.0108967e-05   2.0014623e-05
  1.5133333e+02   3.1411945e-05   3.2022476e-05   9.8647100e-06   1.9392424e-05
  1.5200000e+02   3.0809941e-05   3.1204533e-05   9.6488618e-06   1.8914959e-05
  1.5266667e+02   3.0061736e-05   3.0518406e-05   9.4154154e-06   1.8433843e-05
  1.5333333e+02   2.9489778e-05   2.9859494e-05   9.2125808e-06   1.7920252e-05
  1.5400000e+02   2.8805501e-05   2.9290383e-05   8.9761784e-06   1.7455668e-05
  1.5466667e+02   2.8148829e-05   2.8723900e-05   8.7785222e-06   1.6969498e-05
  1.5533333e+02   2.7596405e-05   2.8098351e-05   8.5863071e-06   1.6554283e-05
  1.5600000e+02   2.7097422e-05   2.7485419e-05   8.3856635e-06   1.6099907e-05
  1.5666667e+02   2.6531517e-05   2.6903616e-05   8.1851116e-06   1.5616748e-05
  1.5733333e+02   2.5875184e-05   2.6269289e-05   7.9960728e-06   1.5309235e-05
  1.5800000e+02   2.5395901e-05   2.5689628e-05   7.8205395e-06   1.4886844e-05
  1.5866667e+02   2.4911050e-05   2.5175742e-05   7.6376759e-06   1.4489675e-05
  1.5933333e+02   2.4403921e-05   2.4607064e-05   7.4594042e-06   1.4088468e-05
  1.6000000e+02   2.3818079e-05   2.4107703e-05   7.2892013e-06   1.3738417e-05
  1.6066667e+02   2.3346298e-05   2.3666874e-05   7.1553118e-06   1.3391710e-05
  1.6133333e+02   2.2932181e-05   2.3232638e-05   6.9794696e-06   1.3027941e-05
  1.6200000e+02   2.2361938e-05   2.2618164e-05   6.7944863e-06   1.2683973e-05
  1.6266667e+02   2.1969063e-05   2.2056727e-05   6.6400962e-06   1.2390977e-05
  1.6333333e+02   2.1508108e-05   2.1736399e-05   6.4960361e-06   1.2053216e-05
  1.6400000e+02   2.1008860e-05   2.1246488e-05   6.3478241e-06   1.1762676e-05
  1.6466667e+02   2.0701745e-05   2.0817780e-05   6.2296930e-06   1.1437260e-05
  1.6533333e+02   2.0120774e-05   2.0457578e-05   6.0887969e-06   1.1170871e-05
  1.6600000e+02   1.9808410e-05   1.9923291e-05   5.9321465e-06   1.0883122e-05
  1.6666667e+02   1.9376503e-05   1.9535085e-05   5.7887734e-06   1.0619813e-05
  1.6733333e+02   1.9011805e-05   1.9119746e-05   5.6689462e-06   1.0318184e-05
  1.6800000e+02   1.8683779e-05   1.8698584e-05   5.5470231e-06   1.0030907e-05
  1.6866667e+02   1.8289847e-05   1.8326048e-05   5.4355250e-06   9.8131156e-06
  1.6933333e+02   1.7888718e-05   1.7955478e-05   5.3104810e-06   9.5524824e-06
  1.7000000e+02   1.7542609e-05   1.7589595e-05   5.1919210e-06   9.3070540e-06
  1.7066667e+02   1.7163753e-05   1.7281054e-05   5.0802730e-06   9.0971092e-06
  1.7133333e+02   1.6784307e-05   1.6836442e-05   4.9564874e-06   8.8209496e-06
  1.7200000e+02   1.6511125e-05   1.6544342e-05   4.8562680e-06   8.6467295e-06
  1.7266667e+02   1.6164927e-05   1.6193458e-05   4.7406766e-06   8.4376228e-06
  1.7333333e+02   1.5778466e-05   1.5848317e-05   4.6232902e-06   8.2100546e-06
  1.7400000e+02   1.5488812e-05   1.5562250e-05   4.5335347e-06   7.9797908e-06
  1.7466667e+02   1.5172804e-05   1.5210244e-05   4.4305380e-06   7.7965547e-06
  1.7533333e+02   1.4885771e-05   1.4910136e-05   4.3476616e-06   7.5839671e-06
  1.7600000e+02   1.4589974e-05   1.4640002e-05   4.2512035e-06   7.4106935e-06
  1.7666667e+02   1.4350830e-05   1.4300448e-05   4.1595843e-06   7.2005520e-06
  1.7733333e+02   1.4008365e-05   1.4016242e-05   4.0610870e-06   7.0364037e-06
  1.7800000e+02   1.3739427e-05   1.3710667e-05   3.9800012e-06   6.8763836e-06
  1.7866667e+02   1.3402810e-05   1.3495587e-05   3.8934726e-06   6.6888705e-06
  1.7933333e+02   1.3186996e-05   1.3180956e-05   3.8006822e-06   6.5258374e-06
  1.8000000e+02   1.2959036e-05   1.2946875e-05   3.7211125e-06   6.3730013e-06
  1.8066667e+02   1.2668649e-05   1.2690247e-05   3.6412539e-06   6.2106287e-06
  1.8133333e+02   1.2456849e-05   1.2386203e-05   3.5633895e-06   6.0511507e-06
  1.8200000e+02   1.2208163e-05   1.2151920e-05   3.4832397e-06   5.9017788e-06
  1.8266667e+02   1.1918033e-05   1.1922068e-05   3.3995124e-06   5.7583638e-06
  1.8333333e+02   1.1719383e-05   1.1680838e-05   3.3350430e-06   5.6277811e-06
  1.8400000e+02   1.1515651e-05   1.1464741e-05   3.2765611e-06   5.4926301e-06
  1.8466667e+02   1.1248702e-05   1.1241652e-05   3.1995389e-06   5.3443060e-06
  1.8533333e+02   1.1069726e-05   1.0991623e-05   3.1342117e-06   5.2267134e-06
  1.8600000e+02   1.0844175e-05   1.0795267e-05   3.0639923e-06   5.0775146e-06
  1.8666667e+02   1.0602332e-05   1.0589992e-05   2.9985300e-06   4.9529378e-06
  1.8733333e+02   1.0466544e-05   1.0342968e-05   2.9334782e-06   4.8462035e-06
  1.8800000e+02   1.0224137e-05   1.0116895e-05   2.8730038e-06   4.7221338e-06
  1.8866667e+02   1.0037680e-05   9.9271736e-06   2.8175707e-06   4.6173575e-06
  1.8933333e+02   9.8381654e-06   9.7619892e-06   2.7545243e-06   4.4975425e-06
  1.9000000e+02   9.6196325e-06   9.5371043e-06   2.6949827e-06   4.3732483e-06
  1.9066667e+02   9.4613456e-06   9.3762079e-06   2.6332474e-06   4.2809928e-06
  1.9133333e+02   9.2742147e-06   9.1840168e-06   2.5758368e-06   4.1621266e-06
  1.9200000e+02   9.1035035e-06   9.0052878e-06   2.5233718e-06   4.0723475e-06
  1.9266667e+02   8.9595749e-06   8.8250626e-06   2.4749578e-06   3.9718913e-06
  1.9333333e+02   8.7480436e-06   8.6494942e-06   2.4275333e-06   3.8875742e-06
  1.9400000e+02   8.6002034e-06   8.5096696e-06   2.3741427e-06   3.7865717e-06
  1.9466667e+02   8.4341590e-06   8.3257484e-06   2.3221421e-06   3.7065419e-06
  1.9533333e+02   8.2431499e-06   8.1510521e-06   2.2702517e-06   3.6081295e-06
  1.9600000e+02   8.1116304e-06   8.0006511e-06   2.2253722e-06   3.5250530e-06
  1.9666667e+02   7.9270327e-06   7.8520143e-06   2.1767018e-06   3.4374066e-06
  1.9733333e+02   7.7779956e-06   7.6831054e-06   2.1337877e-06   3.3592157e-06
  1.9800000e+02   7.6506342e-06   7.5588235e-06   2.0905736e-06   3.2869288e-06
  1.9866667e+02   7.4980560e-06   7.4053768e-06   2.0460238e-06   3.1943646e-06
  1.9933333e+02   7.3689236e-06   7.2595001e-06   2.0011005e-06   3.1135774e-06
  2.0000000e+02   7.2238280e-06   7.1371184e-06   1.9625431e-06   3.0539659e-06
  2.0066667e+02   7.0770206e-06   6.9762420e-06   1.9235181e-06   2.9769301e-06
