     kx              E+_uu           E+_vv           E+_ww           E+_pp
  1.4500000e+01   1.4584159e-03   2.3273536e-03   2.0841842e-03   2.1954435e-03
  1.4750000e+01   1.5247266e-03   2.1895195e-03   1.9974381e-03   2.0230394e-03
  1.5000000e+01   1.4557288e-03   1.9727653e-03   2.0116571e-03   2.0054846e-03
  1.5250000e+01   1.3891201e-03   1.9543909e-03   1.8558832e-03   1.9405533e-03
  1.5500000e+01   1.4068047e-03   1.8494911e-03   1.7456314e-03   1.8971475e-03
  1.5750000e+01   1.3258939e-03   1.8595540e-03   1.6716420e-03   1.8645120e-03
  1.6000000e+01   1.2682996e-03   1.8095433e-03   1.6919692e-03   1.6116156e-03
  1.6250000e+01   1.2764014e-03   1.7702201e-03   1.6768751e-03   1.6256229e-03
  1.6500000e+01   1.1825880e-03   1.8104586e-03   1.7367699e-03   1.5835134e-03
  1.6750000e+01   1.2164930e-03   1.7909884e-03   1.6717465e-03   1.5524673e-03
  1.7000000e+01   1.1517086e-03   1.6543630e-03   1.6789737e-03   1.4590386e-03
  1.7250000e+01   1.1112923e-03   1.6131424e-03   1.5136823e-03   1.5629613e-03
  1.7500000e+01   1.1073007e-03   1.5788126e-03   1.5692908e-03   1.4351603e-03
  1.7750000e+01   1.0574768e-03   1.5331469e-03   1.5232597e-03   1.4375187e-03
  1.8000000e+01   1.0129034e-03   1.4821634e-03   1.3915667e-03   1.4014681e-03
  1.8250000e+01   9.9832275e-04   1.4515082e-03   1.3951226e-03   1.3503812e-03
  1.8500000e+01   9.8748794e-04   1.3680527e-03   1.3681337e-03   1.3022381e-03
  1.8750000e+01   9.3410646e-04   1.3983197e-03   1.3800388e-03   1.3117200e-03
  1.9000000e+01   9.0461529e-04   1.3844052e-03   1.3609936e-03   1.1894812e-03
  1.9250000e+01   8.9089460e-04   1.2882413e-03   1.3495963e-03   1.2217945e-03
  1.9500000e+01   8.5333014e-04   1.2828707e-03   1.2671577e-03   1.2575031e-03
  1.9750000e+01   8.2830886e-04   1.2187998e-03   1.2108311e-03   1.2210974e-03
  2.0000000e+01   8.0692119e-04   1.2955835e-03   1.1718892e-03   1.1389495e-03
  2.0250000e+01   8.1175725e-04   1.2600510e-03   1.2076564e-03   1.0406712e-03
  2.0500000e+01   7.6311070e-04   1.1833470e-03   1.1831936e-03   1.0367339e-03
  2.0750000e+01   7.6281975e-04   1.1967899e-03   1.2131383e-03   1.0619748e-03
  2.1000000e+01   7.4418676e-04   1.1586772e-03   1.1723026e-03   1.0066709e-03
  2.1250000e+01   6.9545432e-04   1.1274671e-03   1.0988420e-03   1.0509419e-03
  2.1500000e+01   6.8608780e-04   1.0672314e-03   1.0194674e-03   1.0274867e-03
  2.1750000e+01   6.7727192e-04   1.1084994e-03   1.0408776e-03   1.0051181e-03
  2.2000000e+01   6.2966067e-04   1.0276606e-03   1.0509146e-03   9.7029063e-04
  2.2250000e+01   6.3215795e-04   1.0523899e-03   9.9544525e-04   9.1251508e-04
  2.2500000e+01   6.2481412e-04   9.8956067e-04   9.6681103e-04   8.8660036e-04
  2.2750000e+01   6.0272338e-04   9.9023149e-04   9.7909965e-04   8.3834862e-04
  2.3000000e+01   5.7810955e-04   9.6813089e-04   9.3432764e-04   8.3491020e-04
  2.3250000e+01   5.8127207e-04   9.7803858e-04   8.9476349e-04   8.1001917e-04
  2.3500000e+01   5.6107911e-04   9.3621836e-04   9.0712718e-04   8.0690702e-04
  2.3750000e+01   5.5552614e-04   9.2678311e-04   8.9478317e-04   7.9614769e-04
  2.4000000e+01   5.1507332e-04   8.9231536e-04   8.4221949e-04   7.7451213e-04
  2.4250000e+01   5.1348238e-04   8.9526246e-04   8.2520381e-04   7.8760087e-04
  2.4500000e+01   5.1373609e-04   8.5701231e-04   8.3403110e-04   7.4189339e-04
  2.4750000e+01   5.0383768e-04   8.6305217e-04   7.9926196e-04   7.3217032e-04
  2.5000000e+01   4.9612794e-04   8.3723979e-04   7.6094402e-04   6.9098742e-04
  2.5250000e+01   4.7001876e-04   8.5324260e-04   8.0928553e-04   6.9813267e-04
  2.5500000e+01   4.5839033e-04   8.4160707e-04   7.6529543e-04   6.7472819e-04
  2.5750000e+01   4.4925555e-04   7.9670920e-04   7.7630715e-04   6.6130134e-04
  2.6000000e+01   4.2212195e-04   7.6629124e-04   7.2967781e-04   6.6331768e-04
  2.6250000e+01   4.1355613e-04   7.5750960e-04   7.4120270e-04   6.1465495e-04
  2.6500000e+01   4.2373709e-04   7.0131201e-04   7.2172191e-04   5.9810101e-04
  2.6750000e+01   4.2229554e-04   7.4250569e-04   7.2960418e-04   5.8595362e-04
  2.7000000e+01   3.9968481e-04   6.8316923e-04   7.0152558e-04   5.8419712e-04
  2.7250000e+01   3.8380198e-04   6.9727865e-04   6.5642069e-04   5.8192176e-04
  2.7500000e+01   3.7857431e-04   6.9026505e-04   6.3237379e-04   5.3697295e-04
  2.7750000e+01   3.6754431e-04   6.5112616e-04   6.4288880e-04   5.5561182e-04
  2.8000000e+01   3.4671370e-04   6.7135190e-04   6.1665787e-04   5.4208920e-04
  2.8250000e+01   3.4408988e-04   6.3302496e-04   5.9768686e-04   5.2296169e-04
  2.8500000e+01   3.3937344e-04   5.9391339e-04   5.5233895e-04   5.0449062e-04
  2.8750000e+01   3.3638660e-04   6.2074784e-04   5.9128939e-04   4.9658216e-04
  2.9000000e+01   3.3000270e-04   5.7917145e-04   5.5788749e-04   4.8764936e-04
  2.9250000e+01   3.1979727e-04   5.9351991e-04   5.7330163e-04   4.6480627e-04
  2.9500000e+01   3.0746947e-04   5.8036723e-04   5.3778945e-04   4.6429289e-04
  2.9750000e+01   3.1065551e-04   5.6709372e-04   5.5181493e-04   4.5043200e-04
  3.0000000e+01   3.0513781e-04   5.4221316e-04   5.3196329e-04   4.3861434e-04
  3.0250000e+01   2.9694966e-04   5.3927431e-04   5.2507262e-04   4.3576839e-04
  3.0500000e+01   2.8751059e-04   5.3522089e-04   5.3362446e-04   4.1215076e-04
  3.0750000e+01   2.7734728e-04   5.1096495e-04   4.9833230e-04   4.1895958e-04
  3.1000000e+01   2.7204447e-04   5.0621315e-04   5.0082133e-04   3.9920147e-04
  3.1250000e+01   2.6988711e-04   5.1509840e-04   4.8519131e-04   3.8854062e-04
  3.1500000e+01   2.6579219e-04   5.0031594e-04   4.8466795e-04   3.8220745e-04
  3.1750000e+01   2.5593361e-04   4.9172340e-04   4.8722854e-04   3.7965545e-04
  3.2000000e+01   2.5274045e-04   4.8042546e-04   4.6187897e-04   3.6667786e-04
  3.2250000e+01   2.4106635e-04   4.6349608e-04   4.4939945e-04   3.6800168e-04
  3.2500000e+01   2.4284509e-04   4.4813163e-04   4.4815084e-04   3.6983561e-04
  3.2750000e+01   2.3980577e-04   4.5193221e-04   4.4371362e-04   3.6068013e-04
  3.3000000e+01   2.3169319e-04   4.4386764e-04   4.3098111e-04   3.4898192e-04
  3.3250000e+01   2.2528905e-04   4.5245209e-04   4.3737856e-04   3.3605789e-04
  3.3500000e+01   2.1838678e-04   4.2114951e-04   4.0294384e-04   3.3278396e-04
  3.3750000e+01   2.1874178e-04   4.1948743e-04   4.1431470e-04   3.1576815e-04
  3.4000000e+01   2.1324672e-04   4.0478883e-04   4.0846116e-04   3.0345321e-04
  3.4250000e+01   2.0862568e-04   4.0643892e-04   3.9745677e-04   3.1303715e-04
  3.4500000e+01   1.9571890e-04   3.9948061e-04   3.6974434e-04   3.0300159e-04
  3.4750000e+01   1.9902805e-04   3.8250052e-04   3.7571590e-04   3.0109151e-04
  3.5000000e+01   1.9787156e-04   3.7207769e-04   3.7964930e-04   2.8914535e-04
  3.5250000e+01   1.9011249e-04   3.6919209e-04   3.6451895e-04   2.7837387e-04
  3.5500000e+01   1.8256418e-04   3.6645786e-04   3.4584360e-04   2.7309451e-04
  3.5750000e+01   1.7785332e-04   3.6402098e-04   3.4252566e-04   2.6682516e-04
  3.6000000e+01   1.7891522e-04   3.5309969e-04   3.5216247e-04   2.6830419e-04
  3.6250000e+01   1.7386079e-04   3.3591479e-04   3.2769720e-04   2.6490993e-04
  3.6500000e+01   1.6673150e-04   3.4652256e-04   3.4412427e-04   2.5539393e-04
  3.6750000e+01   1.6598178e-04   3.4037918e-04   3.1812148e-04   2.4833752e-04
  3.7000000e+01   1.6363971e-04   3.2040633e-04   3.1826744e-04   2.4777455e-04
  3.7250000e+01   1.6254719e-04   3.2283950e-04   3.1308404e-04   2.4349097e-04
  3.7500000e+01   1.6020449e-04   3.1092270e-04   3.2585412e-04   2.3781096e-04
  3.7750000e+01   1.5088823e-04   3.1885181e-04   2.9790151e-04   2.2996520e-04
  3.8000000e+01   1.5237258e-04   2.9318601e-04   3.0124659e-04   2.2262819e-04
  3.8250000e+01   1.4642074e-04   3.0327707e-04   2.9258465e-04   2.2109283e-04
  3.8500000e+01   1.4341166e-04   2.9476913e-04   2.8502042e-04   2.1934329e-04
  3.8750000e+01   1.4071358e-04   2.9013815e-04   2.7847268e-04   2.1011027e-04
  3.9000000e+01   1.3862684e-04   2.8658842e-04   2.8491394e-04   2.0503639e-04
  3.9250000e+01   1.3558289e-04   2.7531782e-04   2.6819401e-04   2.0781813e-04
  3.9500000e+01   1.3394976e-04   2.6724060e-04   2.6336835e-04   1.9661096e-04
  3.9750000e+01   1.3004428e-04   2.6641824e-04   2.6960247e-04   1.9298330e-04
  4.0000000e+01   1.3130783e-04   2.6482836e-04   2.5752524e-04   1.8843165e-04
  4.0250000e+01   1.2612077e-04   2.6420902e-04   2.5170091e-04   1.8521355e-04
  4.0500000e+01   1.2372012e-04   2.5624142e-04   2.4743808e-04   1.8601153e-04
  4.0750000e+01   1.1948543e-04   2.5054741e-04   2.4145868e-04   1.7998373e-04
  4.1000000e+01   1.1850844e-04   2.3854166e-04   2.3573663e-04   1.7856800e-04
  4.1250000e+01   1.1455626e-04   2.3573850e-04   2.3483641e-04   1.7220080e-04
  4.1500000e+01   1.1304892e-04   2.4011910e-04   2.3779915e-04   1.7180744e-04
  4.1750000e+01   1.1211831e-04   2.3077582e-04   2.3208624e-04   1.6893383e-04
  4.2000000e+01   1.0869322e-04   2.2532872e-04   2.2768871e-04   1.5934916e-04
  4.2250000e+01   1.0435699e-04   2.2956578e-04   2.1543751e-04   1.5857808e-04
  4.2500000e+01   1.0285968e-04   2.2391842e-04   2.0857994e-04   1.5759051e-04
  4.2750000e+01   1.0071546e-04   2.2103228e-04   2.1162980e-04   1.5252272e-04
  4.3000000e+01   1.0079908e-04   2.1758596e-04   2.1136316e-04   1.4931468e-04
  4.3250000e+01   1.0059734e-04   2.1727088e-04   2.0837253e-04   1.5047696e-04
  4.3500000e+01   9.5725929e-05   2.0876852e-04   2.0215487e-04   1.4609477e-04
  4.3750000e+01   9.2844140e-05   2.0538199e-04   1.9671206e-04   1.4124172e-04
  4.4000000e+01   9.1205913e-05   2.0514415e-04   1.9774410e-04   1.3832873e-04
  4.4250000e+01   9.1536088e-05   1.9335833e-04   1.9648947e-04   1.3358592e-04
  4.4500000e+01   9.0299570e-05   1.9823649e-04   1.8703302e-04   1.3444847e-04
  4.4750000e+01   8.7931747e-05   1.9386078e-04   1.8799028e-04   1.3315632e-04
  4.5000000e+01   8.6844168e-05   1.8688981e-04   1.8690551e-04   1.2591820e-04
  4.5250000e+01   8.4608808e-05   1.8487802e-04   1.7627462e-04   1.2094037e-04
  4.5500000e+01   8.3772406e-05   1.7986187e-04   1.7747203e-04   1.2402276e-04
  4.5750000e+01   8.0568600e-05   1.8017532e-04   1.7255122e-04   1.2004296e-04
  4.6000000e+01   8.0494308e-05   1.7541061e-04   1.7346563e-04   1.1867651e-04
  4.6250000e+01   7.8472259e-05   1.7789097e-04   1.7113534e-04   1.1615874e-04
  4.6500000e+01   7.6540261e-05   1.6638057e-04   1.6303977e-04   1.1262325e-04
  4.6750000e+01   7.5052665e-05   1.6711786e-04   1.5961914e-04   1.1123007e-04
  4.7000000e+01   7.3178120e-05   1.6496256e-04   1.5830101e-04   1.0919595e-04
  4.7250000e+01   7.2684971e-05   1.6090293e-04   1.5808804e-04   1.0977439e-04
  4.7500000e+01   7.1132795e-05   1.5827205e-04   1.5761526e-04   1.0420726e-04
  4.7750000e+01   7.0919929e-05   1.5675953e-04   1.5367831e-04   1.0472918e-04
  4.8000000e+01   6.8483899e-05   1.5395586e-04   1.4673804e-04   1.0217617e-04
  4.8250000e+01   6.7186331e-05   1.4918293e-04   1.4662387e-04   9.8055267e-05
  4.8500000e+01   6.6384330e-05   1.4800679e-04   1.4520258e-04   9.5255101e-05
  4.8750000e+01   6.4850319e-05   1.4534032e-04   1.4121346e-04   9.6272943e-05
  4.9000000e+01   6.2192872e-05   1.4468980e-04   1.4022214e-04   9.2052765e-05
  4.9250000e+01   6.1682364e-05   1.4318095e-04   1.3721451e-04   8.9675000e-05
  4.9500000e+01   6.3398345e-05   1.3941152e-04   1.3898528e-04   8.9164125e-05
  4.9750000e+01   6.0647569e-05   1.3645395e-04   1.3717807e-04   8.5757995e-05
  5.0000000e+01   5.8526076e-05   1.3471330e-04   1.3189093e-04   8.5304446e-05
  5.0250000e+01   5.7259582e-05   1.3135384e-04   1.2593786e-04   8.6659934e-05
  5.0500000e+01   5.7339321e-05   1.3136314e-04   1.2778165e-04   8.4782958e-05
  5.0750000e+01   5.5914576e-05   1.3037053e-04   1.2587274e-04   8.5079319e-05
  5.1000000e+01   5.5913493e-05   1.2439392e-04   1.2752714e-04   8.0921599e-05
  5.1250000e+01   5.2870127e-05   1.2156383e-04   1.2011303e-04   7.8179240e-05
  5.1500000e+01   5.3526313e-05   1.2067300e-04   1.1858108e-04   7.6459352e-05
  5.1750000e+01   5.1410020e-05   1.2209070e-04   1.1686939e-04   7.6474311e-05
  5.2000000e+01   5.1250363e-05   1.1703338e-04   1.1602148e-04   7.4624433e-05
  5.2250000e+01   5.0122529e-05   1.1545104e-04   1.1262581e-04   7.3380001e-05
  5.2500000e+01   4.8629155e-05   1.1333365e-04   1.1052940e-04   7.2988832e-05
  5.2750000e+01   4.8617970e-05   1.1001358e-04   1.0889366e-04   6.9539279e-05
  5.3000000e+01   4.8163057e-05   1.1006939e-04   1.0734651e-04   6.9873267e-05
  5.3250000e+01   4.7375899e-05   1.0966267e-04   1.0903159e-04   6.7896803e-05
  5.3500000e+01   4.5609847e-05   1.0854560e-04   1.0305417e-04   6.6471636e-05
  5.3750000e+01   4.4352438e-05   1.0572688e-04   1.0228316e-04   6.4383633e-05
  5.4000000e+01   4.5101080e-05   1.0214952e-04   1.0316838e-04   6.3513224e-05
  5.4250000e+01   4.3372426e-05   1.0307812e-04   1.0035566e-04   6.1052649e-05
  5.4500000e+01   4.2301280e-05   9.9303115e-05   9.7501062e-05   6.0259555e-05
  5.4750000e+01   4.2463805e-05   1.0148311e-04   9.8375218e-05   6.1239194e-05
  5.5000000e+01   4.1466800e-05   9.8717819e-05   9.7270652e-05   5.8948548e-05
  5.5250000e+01   4.0237745e-05   9.4175663e-05   9.2527693e-05   5.7660149e-05
  5.5500000e+01   3.9207313e-05   9.4063874e-05   9.0312012e-05   5.7615040e-05
  5.5750000e+01   3.9254991e-05   9.2080026e-05   9.1292849e-05   5.5944337e-05
  5.6000000e+01   3.8471276e-05   9.1519602e-05   8.9669465e-05   5.6325424e-05
  5.6250000e+01   3.7719665e-05   8.8310206e-05   8.7926853e-05   5.4866767e-05
  5.6500000e+01   3.7115052e-05   8.9119932e-05   8.6773432e-05   5.3947745e-05
  5.6750000e+01   3.6863131e-05   8.8606120e-05   8.3846261e-05   5.1674905e-05
  5.7000000e+01   3.5824029e-05   8.6554857e-05   8.5529159e-05   5.1185766e-05
  5.7250000e+01   3.5616425e-05   8.5002244e-05   8.3779502e-05   5.0387686e-05
  5.7500000e+01   3.4177833e-05   8.4205148e-05   8.3853320e-05   4.8976364e-05
  5.7750000e+01   3.4473745e-05   8.2315734e-05   8.0346313e-05   4.9467350e-05
  5.8000000e+01   3.3817832e-05   8.2335484e-05   7.9110889e-05   4.9933832e-05
  5.8250000e+01   3.3387583e-05   7.8936391e-05   7.9563097e-05   4.6605322e-05
  5.8500000e+01   3.2407656e-05   7.8297574e-05   7.6913702e-05   4.5998460e-05
  5.8750000e+01   3.2303723e-05   7.7716758e-05   7.5473111e-05   4.5127375e-05
  5.9000000e+01   3.1717062e-05   7.7365434e-05   7.4922299e-05   4.5149320e-05
  5.9250000e+01   3.1037806e-05   7.3945354e-05   7.3253292e-05   4.4198085e-05
  5.9500000e+01   3.0199907e-05   7.2851565e-05   7.2783978e-05   4.3222644e-05
  5.9750000e+01   2.9956567e-05   7.1450030e-05   7.0335425e-05   4.2533533e-05
  6.0000000e+01   3.0176332e-05   7.1174057e-05   7.0710399e-05   4.1600193e-05
  6.0250000e+01   2.9243873e-05   6.9618581e-05   6.8798905e-05   4.1597239e-05
  6.0500000e+01   2.8623829e-05   6.9923244e-05   6.8493171e-05   4.0306998e-05
  6.0750000e+01   2.8356511e-05   6.8257151e-05   6.7771125e-05   3.9137604e-05
  6.1000000e+01   2.7287865e-05   6.8054241e-05   6.5248758e-05   3.8933118e-05
  6.1250000e+01   2.7138522e-05   6.5705589e-05   6.6258500e-05   3.8172289e-05
  6.1500000e+01   2.6359098e-05   6.5866646e-05   6.4697173e-05   3.8916826e-05
  6.1750000e+01   2.6120512e-05   6.4588163e-05   6.2547858e-05   3.7120622e-05
  6.2000000e+01   2.5501895e-05   6.3624584e-05   6.1134374e-05   3.6120885e-05
  6.2250000e+01   2.5179890e-05   6.1594600e-05   6.1962345e-05   3.5337241e-05
  6.2500000e+01   2.4814256e-05   6.2664044e-05   6.1158629e-05   3.5124887e-05
  6.2750000e+01   2.4434139e-05   5.9164116e-05   5.9192069e-05   3.4274410e-05
  6.3000000e+01   2.4172374e-05   5.8827945e-05   5.9399081e-05   3.3522236e-05
  6.3250000e+01   2.3862139e-05   5.9157026e-05   5.8622889e-05   3.3034820e-05
  6.3500000e+01   2.3208870e-05   5.7349958e-05   5.7463387e-05   3.2292839e-05
  6.3750000e+01   2.2974227e-05   5.6701352e-05   5.6505198e-05   3.1718732e-05
  6.4000000e+01   2.2622709e-05   5.7156536e-05   5.4984226e-05   3.1727868e-05
  6.4250000e+01   2.2339545e-05   5.4997074e-05   5.5330440e-05   3.0201775e-05
  6.4500000e+01   2.2068084e-05   5.5399716e-05   5.3072510e-05   3.0599037e-05
  6.4750000e+01   2.1609328e-05   5.3648843e-05   5.2860392e-05   2.9618973e-05
  6.5000000e+01   2.1438602e-05   5.3220449e-05   5.2466926e-05   2.9891514e-05
  6.5250000e+01   2.0741232e-05   5.2241710e-05   5.2340974e-05   2.8967521e-05
  6.5500000e+01   2.0662675e-05   5.0625134e-05   5.1077826e-05   2.8338237e-05
  6.5750000e+01   2.0060503e-05   5.0450063e-05   5.0945857e-05   2.7865178e-05
  6.6000000e+01   1.9644873e-05   4.9906554e-05   4.9824167e-05   2.7340107e-05
  6.6250000e+01   1.9254813e-05   5.0131674e-05   4.8461057e-05   2.7392315e-05
  6.6500000e+01   1.9317659e-05   4.9011259e-05   4.8881257e-05   2.6416055e-05
  6.6750000e+01   1.8950141e-05   4.7953943e-05   4.8511363e-05   2.6351609e-05
  6.7000000e+01   1.8613162e-05   4.7342116e-05   4.7129844e-05   2.6230140e-05
  6.7250000e+01   1.8300160e-05   4.7237019e-05   4.5638753e-05   2.4675601e-05
  6.7500000e+01   1.8006658e-05   4.5741836e-05   4.4845394e-05   2.4875895e-05
  6.7750000e+01   1.7700857e-05   4.5497998e-05   4.5581666e-05   2.4446351e-05
  6.8000000e+01   1.7392124e-05   4.5104054e-05   4.3958353e-05   2.4188935e-05
  6.8250000e+01   1.7144595e-05   4.4384518e-05   4.3695009e-05   2.3991290e-05
  6.8500000e+01   1.6902291e-05   4.2593067e-05   4.3571985e-05   2.3537264e-05
  6.8750000e+01   1.6915861e-05   4.2820676e-05   4.3042055e-05   2.2843879e-05
  6.9000000e+01   1.6519198e-05   4.2905893e-05   4.0857919e-05   2.2543554e-05
  6.9250000e+01   1.5791470e-05   4.1063034e-05   4.1000895e-05   2.1865576e-05
  6.9500000e+01   1.5971867e-05   4.1579768e-05   4.0383681e-05   2.1846180e-05
  6.9750000e+01   1.5450981e-05   4.0504192e-05   4.0001509e-05   2.1281522e-05
  7.0000000e+01   1.5242679e-05   3.9897305e-05   3.8885439e-05   2.0807312e-05
  7.0250000e+01   1.5487524e-05   3.9673142e-05   3.8185825e-05   2.0532861e-05
  7.0500000e+01   1.4886670e-05   3.9547108e-05   3.7820961e-05   2.0432645e-05
  7.0750000e+01   1.4740928e-05   3.8614946e-05   3.7883303e-05   2.0080333e-05
  7.1000000e+01   1.4231721e-05   3.7293593e-05   3.7342555e-05   1.9603712e-05
  7.1250000e+01   1.3984129e-05   3.6925536e-05   3.6648754e-05   1.9342215e-05
  7.1500000e+01   1.4279548e-05   3.6094854e-05   3.6426129e-05   1.9153345e-05
  7.1750000e+01   1.3849118e-05   3.5986903e-05   3.6067432e-05   1.8717580e-05
  7.2000000e+01   1.3419577e-05   3.5605516e-05   3.5145377e-05   1.8619236e-05
  7.2250000e+01   1.3301746e-05   3.4850595e-05   3.4652081e-05   1.8142948e-05
  7.2500000e+01   1.3425987e-05   3.4478108e-05   3.4600774e-05   1.7724769e-05
  7.2750000e+01   1.2965542e-05   3.3524949e-05   3.3697237e-05   1.7942429e-05
  7.3000000e+01   1.2749547e-05   3.3225284e-05   3.2891956e-05   1.7212649e-05
  7.3250000e+01   1.2657624e-05   3.2796487e-05   3.2430734e-05   1.6668966e-05
  7.3500000e+01   1.2471341e-05   3.2593817e-05   3.2562572e-05   1.6825083e-05
  7.3750000e+01   1.2249639e-05   3.2381737e-05   3.1340502e-05   1.6790847e-05
  7.4000000e+01   1.1927712e-05   3.1612857e-05   3.1308044e-05   1.5911757e-05
  7.4250000e+01   1.1772366e-05   3.0968368e-05   3.1116166e-05   1.5979086e-05
  7.4500000e+01   1.1586862e-05   3.0905737e-05   3.0666201e-05   1.5462679e-05
  7.4750000e+01   1.1563680e-05   3.0598067e-05   3.0669511e-05   1.5679819e-05
  7.5000000e+01   1.1209406e-05   2.9836307e-05   2.9876044e-05   1.5353882e-05
  7.5250000e+01   1.1022264e-05   3.0012434e-05   2.8935502e-05   1.4846872e-05
