     kz              E+_uu           E+_vv           E+_ww           E+_pp
  2.6000000e+01   2.6139331e-02   1.2818467e-02   1.3931285e-02   4.6796439e-02
  2.6666667e+01   2.5272923e-02   1.2694421e-02   1.3418567e-02   4.5711889e-02
  2.7333333e+01   2.4030256e-02   1.2506026e-02   1.2777648e-02   4.4107538e-02
  2.8000000e+01   2.3329296e-02   1.2203261e-02   1.2295573e-02   4.2732414e-02
  2.8666667e+01   2.2299879e-02   1.1892730e-02   1.1904611e-02   4.1003950e-02
  2.9333333e+01   2.1342802e-02   1.1680213e-02   1.1425529e-02   4.0062750e-02
  3.0000000e+01   2.1049306e-02   1.1473020e-02   1.0972465e-02   3.8265763e-02
  3.0666667e+01   1.9830596e-02   1.1123046e-02   1.0644679e-02   3.7084272e-02
  3.1333333e+01   1.8800526e-02   1.0946045e-02   1.0225486e-02   3.5906415e-02
  3.2000000e+01   1.8348640e-02   1.0783747e-02   9.8011649e-03   3.4622194e-02
  3.2666667e+01   1.7521153e-02   1.0522116e-02   9.3962822e-03   3.3411747e-02
  3.3333333e+01   1.6752991e-02   1.0310279e-02   9.1390439e-03   3.2672842e-02
  3.4000000e+01   1.6214772e-02   9.9279840e-03   8.8139307e-03   3.1242183e-02
  3.4666667e+01   1.5717851e-02   9.7071626e-03   8.4927698e-03   3.0132529e-02
  3.5333333e+01   1.5420982e-02   9.6645748e-03   8.1853861e-03   2.9546286e-02
  3.6000000e+01   1.4798962e-02   9.3246114e-03   7.8664347e-03   2.8537704e-02
  3.6666667e+01   1.4015026e-02   9.0217588e-03   7.5723216e-03   2.7678448e-02
  3.7333333e+01   1.3715704e-02   8.9201063e-03   7.3707077e-03   2.6724988e-02
  3.8000000e+01   1.3074203e-02   8.6565359e-03   7.0831881e-03   2.5791508e-02
  3.8666667e+01   1.2881206e-02   8.5241005e-03   6.8225492e-03   2.4987152e-02
  3.9333333e+01   1.2258887e-02   8.3007588e-03   6.6068667e-03   2.4286253e-02
  4.0000000e+01   1.1857004e-02   8.1748812e-03   6.3881895e-03   2.3640738e-02
  4.0666667e+01   1.1451934e-02   8.0563200e-03   6.1001523e-03   2.2825476e-02
  4.1333333e+01   1.1115011e-02   7.7458386e-03   5.9818547e-03   2.2148764e-02
  4.2000000e+01   1.0711620e-02   7.6007890e-03   5.7540946e-03   2.1475047e-02
  4.2666667e+01   1.0377841e-02   7.4228128e-03   5.5251770e-03   2.0835956e-02
  4.3333333e+01   9.8851593e-03   7.1562771e-03   5.3114903e-03   2.0165821e-02
  4.4000000e+01   9.6373929e-03   7.0386727e-03   5.1685194e-03   1.9712341e-02
  4.4666667e+01   9.2709415e-03   6.8171815e-03   4.9811731e-03   1.8984400e-02
  4.5333333e+01   9.0142883e-03   6.7148017e-03   4.8225280e-03   1.8426887e-02
  4.6000000e+01   8.7827944e-03   6.5726221e-03   4.6941088e-03   1.8027373e-02
  4.6666667e+01   8.4391285e-03   6.4415233e-03   4.5154616e-03   1.7400433e-02
  4.7333333e+01   8.2277901e-03   6.2090334e-03   4.3539239e-03   1.6894894e-02
  4.8000000e+01   8.0148675e-03   6.0687124e-03   4.2363165e-03   1.6373135e-02
  4.8666667e+01   7.7850819e-03   6.0108461e-03   4.1056606e-03   1.5872272e-02
  4.9333333e+01   7.4847246e-03   5.8328853e-03   3.9573225e-03   1.5416435e-02
  5.0000000e+01   7.2488098e-03   5.6929182e-03   3.8272081e-03   1.5041656e-02
  5.0666667e+01   7.1052267e-03   5.5844525e-03   3.7108483e-03   1.4650852e-02
  5.1333333e+01   6.7683309e-03   5.4416615e-03   3.5901599e-03   1.4218784e-02
  5.2000000e+01   6.6337894e-03   5.2732836e-03   3.4699633e-03   1.3799976e-02
  5.2666667e+01   6.3862580e-03   5.1747386e-03   3.3555981e-03   1.3455845e-02
  5.3333333e+01   6.2541045e-03   5.0450762e-03   3.2707270e-03   1.2967499e-02
  5.4000000e+01   6.1215658e-03   4.9293640e-03   3.1607693e-03   1.2724753e-02
  5.4666667e+01   5.9032877e-03   4.8221423e-03   3.0681896e-03   1.2338179e-02
  5.5333333e+01   5.7420115e-03   4.7281479e-03   2.9703581e-03   1.1917105e-02
  5.6000000e+01   5.5154789e-03   4.5959070e-03   2.8872224e-03   1.1684130e-02
  5.6666667e+01   5.4300943e-03   4.4937523e-03   2.8002436e-03   1.1321103e-02
  5.7333333e+01   5.2369667e-03   4.3922749e-03   2.6967231e-03   1.0935787e-02
  5.8000000e+01   5.0532671e-03   4.3067476e-03   2.6097901e-03   1.0665174e-02
  5.8666667e+01   4.9472038e-03   4.1908767e-03   2.5317772e-03   1.0366089e-02
  5.9333333e+01   4.8245994e-03   4.0772203e-03   2.4575643e-03   1.0090521e-02
  6.0000000e+01   4.6953484e-03   4.0084553e-03   2.3750048e-03   9.8639039e-03
  6.0666667e+01   4.6037994e-03   3.9222192e-03   2.3218534e-03   9.5921480e-03
  6.1333333e+01   4.4308519e-03   3.8201377e-03   2.2481181e-03   9.3290983e-03
  6.2000000e+01   4.3257306e-03   3.7186678e-03   2.1801417e-03   9.1014018e-03
  6.2666667e+01   4.2118333e-03   3.6592878e-03   2.1129410e-03   8.8622599e-03
  6.3333333e+01   4.1213841e-03   3.5759368e-03   2.0574876e-03   8.5664697e-03
  6.4000000e+01   3.9748034e-03   3.4508060e-03   1.9849738e-03   8.3584764e-03
  6.4666667e+01   3.8749458e-03   3.3968931e-03   1.9337037e-03   8.0858355e-03
  6.5333333e+01   3.7914843e-03   3.3309635e-03   1.8891256e-03   7.8737079e-03
  6.6000000e+01   3.6755239e-03   3.2326967e-03   1.8284588e-03   7.6756307e-03
  6.6666667e+01   3.6118599e-03   3.1824196e-03   1.7648540e-03   7.5170656e-03
  6.7333333e+01   3.4743147e-03   3.0835831e-03   1.7254199e-03   7.3077372e-03
  6.8000000e+01   3.4365601e-03   3.0540217e-03   1.6785631e-03   7.0923438e-03
  6.8666667e+01   3.3006457e-03   2.9522072e-03   1.6317111e-03   6.8878950e-03
  6.9333333e+01   3.2655601e-03   2.9006752e-03   1.5827501e-03   6.7301209e-03
  7.0000000e+01   3.1644158e-03   2.8314387e-03   1.5388876e-03   6.5881065e-03
  7.0666667e+01   3.0779017e-03   2.7642839e-03   1.4951085e-03   6.4011426e-03
  7.1333333e+01   2.9949249e-03   2.7035175e-03   1.4531829e-03   6.2324291e-03
  7.2000000e+01   2.9486864e-03   2.6534683e-03   1.4089409e-03   6.0428955e-03
  7.2666667e+01   2.8717870e-03   2.5976953e-03   1.3809524e-03   5.9074814e-03
  7.3333333e+01   2.7972031e-03   2.5293479e-03   1.3422734e-03   5.7412426e-03
  7.4000000e+01   2.7244588e-03   2.4702880e-03   1.3034035e-03   5.6013312e-03
  7.4666667e+01   2.6644095e-03   2.4186445e-03   1.2615024e-03   5.4551168e-03
  7.5333333e+01   2.5829616e-03   2.3604747e-03   1.2301437e-03   5.3175999e-03
  7.6000000e+01   2.5350998e-03   2.3103764e-03   1.1942008e-03   5.1834658e-03
  7.6666667e+01   2.4642956e-03   2.2494586e-03   1.1696182e-03   5.0490496e-03
  7.7333333e+01   2.4110238e-03   2.2108517e-03   1.1355253e-03   4.9279931e-03
  7.8000000e+01   2.3456663e-03   2.1609461e-03   1.1018633e-03   4.7861193e-03
  7.8666667e+01   2.2868747e-03   2.1272525e-03   1.0747101e-03   4.6813569e-03
  7.9333333e+01   2.2618093e-03   2.0705823e-03   1.0446207e-03   4.5485693e-03
  8.0000000e+01   2.2092472e-03   2.0232011e-03   1.0208486e-03   4.4362469e-03
  8.0666667e+01   2.1442069e-03   1.9785808e-03   9.9445817e-04   4.3353225e-03
  8.1333333e+01   2.1088253e-03   1.9343170e-03   9.6262063e-04   4.2323646e-03
  8.2000000e+01   2.0610580e-03   1.9186811e-03   9.4336758e-04   4.1255922e-03
  8.2666667e+01   2.0079095e-03   1.8674639e-03   9.1691226e-04   4.0249197e-03
  8.3333333e+01   1.9620510e-03   1.8222710e-03   8.9341945e-04   3.9062219e-03
  8.4000000e+01   1.9110844e-03   1.7812603e-03   8.7099652e-04   3.8197769e-03
  8.4666667e+01   1.8647352e-03   1.7449182e-03   8.4695602e-04   3.7194144e-03
  8.5333333e+01   1.8174405e-03   1.7079476e-03   8.2327253e-04   3.6204512e-03
  8.6000000e+01   1.7890960e-03   1.6652062e-03   8.0534891e-04   3.5465113e-03
  8.6666667e+01   1.7391780e-03   1.6405484e-03   7.8240525e-04   3.4387334e-03
  8.7333333e+01   1.7086836e-03   1.5904669e-03   7.6304506e-04   3.3725670e-03
  8.8000000e+01   1.6667138e-03   1.5652611e-03   7.4360428e-04   3.3062830e-03
  8.8666667e+01   1.6330090e-03   1.5314467e-03   7.2583032e-04   3.2200673e-03
  8.9333333e+01   1.5951764e-03   1.4959737e-03   7.1043489e-04   3.1285114e-03
  9.0000000e+01   1.5612541e-03   1.4608424e-03   6.9156448e-04   3.0589600e-03
  9.0666667e+01   1.5183964e-03   1.4348585e-03   6.7520060e-04   2.9670558e-03
  9.1333333e+01   1.4941119e-03   1.4078831e-03   6.5643399e-04   2.8968477e-03
  9.2000000e+01   1.4587907e-03   1.3713283e-03   6.4145592e-04   2.8433510e-03
  9.2666667e+01   1.4407343e-03   1.3499506e-03   6.2549252e-04   2.7652835e-03
  9.3333333e+01   1.3972454e-03   1.3161806e-03   6.1140987e-04   2.6924120e-03
  9.4000000e+01   1.3631429e-03   1.2927399e-03   5.9659818e-04   2.6339862e-03
  9.4666667e+01   1.3343743e-03   1.2634766e-03   5.8128241e-04   2.5724382e-03
  9.5333333e+01   1.3114443e-03   1.2443417e-03   5.6762037e-04   2.5094304e-03
  9.6000000e+01   1.2828744e-03   1.2152392e-03   5.5353201e-04   2.4553795e-03
  9.6666667e+01   1.2576448e-03   1.1941654e-03   5.4027527e-04   2.3834765e-03
  9.7333333e+01   1.2387774e-03   1.1654951e-03   5.2847719e-04   2.3345557e-03
  9.8000000e+01   1.2087682e-03   1.1403855e-03   5.1672075e-04   2.2765968e-03
  9.8666667e+01   1.1872318e-03   1.1128011e-03   5.0292937e-04   2.2234243e-03
  9.9333333e+01   1.1578907e-03   1.0937429e-03   4.9000185e-04   2.1727348e-03
  1.0000000e+02   1.1344134e-03   1.0722127e-03   4.7871865e-04   2.1262612e-03
  1.0066667e+02   1.1090431e-03   1.0536455e-03   4.6801156e-04   2.0706745e-03
  1.0133333e+02   1.0843926e-03   1.0307816e-03   4.5676191e-04   2.0065901e-03
  1.0200000e+02   1.0692930e-03   1.0097426e-03   4.4595182e-04   1.9706273e-03
  1.0266667e+02   1.0437385e-03   9.8979390e-04   4.3610813e-04   1.9231593e-03
  1.0333333e+02   1.0217558e-03   9.6966736e-04   4.2525113e-04   1.8816719e-03
  1.0400000e+02   9.9936471e-04   9.5310369e-04   4.1721726e-04   1.8339424e-03
  1.0466667e+02   9.8435634e-04   9.3729942e-04   4.0699701e-04   1.7999562e-03
  1.0533333e+02   9.6249812e-04   9.1439234e-04   3.9780106e-04   1.7504670e-03
  1.0600000e+02   9.4363869e-04   8.9267973e-04   3.8697200e-04   1.7080409e-03
  1.0666667e+02   9.2222913e-04   8.7853072e-04   3.7940654e-04   1.6787881e-03
  1.0733333e+02   9.0511729e-04   8.5957764e-04   3.7089689e-04   1.6375194e-03
  1.0800000e+02   8.9321331e-04   8.4526479e-04   3.6219755e-04   1.5936255e-03
  1.0866667e+02   8.7322062e-04   8.2555054e-04   3.5463232e-04   1.5522364e-03
  1.0933333e+02   8.5214617e-04   8.0997584e-04   3.4640307e-04   1.5225461e-03
  1.1000000e+02   8.3877853e-04   7.9496583e-04   3.3800920e-04   1.4900723e-03
  1.1066667e+02   8.2051639e-04   7.8091638e-04   3.3108978e-04   1.4471920e-03
  1.1133333e+02   8.0605744e-04   7.6633679e-04   3.2361248e-04   1.4178812e-03
  1.1200000e+02   7.8788331e-04   7.4911495e-04   3.1698305e-04   1.3905190e-03
  1.1266667e+02   7.7216616e-04   7.3476782e-04   3.1075455e-04   1.3587357e-03
  1.1333333e+02   7.5879294e-04   7.1853949e-04   3.0144375e-04   1.3273336e-03
  1.1400000e+02   7.4412229e-04   7.0555496e-04   2.9651108e-04   1.2975724e-03
  1.1466667e+02   7.3126421e-04   6.9227674e-04   2.8931823e-04   1.2660272e-03
  1.1533333e+02   7.1475262e-04   6.8257139e-04   2.8346631e-04   1.2356401e-03
  1.1600000e+02   7.0191218e-04   6.6765866e-04   2.7732403e-04   1.2083491e-03
  1.1666667e+02   6.8984359e-04   6.5399025e-04   2.7136726e-04   1.1835877e-03
  1.1733333e+02   6.7771775e-04   6.4280271e-04   2.6579450e-04   1.1558043e-03
  1.1800000e+02   6.6345130e-04   6.2974597e-04   2.5915515e-04   1.1266472e-03
  1.1866667e+02   6.5085613e-04   6.1622314e-04   2.5307674e-04   1.1000037e-03
  1.1933333e+02   6.4040050e-04   6.0688251e-04   2.4835600e-04   1.0795674e-03
  1.2000000e+02   6.2710943e-04   5.9608733e-04   2.4321991e-04   1.0536376e-03
  1.2066667e+02   6.1418380e-04   5.8286886e-04   2.3752213e-04   1.0286932e-03
  1.2133333e+02   6.0431229e-04   5.6960915e-04   2.3289132e-04   1.0037227e-03
  1.2200000e+02   5.9162808e-04   5.6029691e-04   2.2783823e-04   9.8468120e-04
  1.2266667e+02   5.7983356e-04   5.5000109e-04   2.2294427e-04   9.6412335e-04
  1.2333333e+02   5.7057618e-04   5.4198126e-04   2.1824725e-04   9.4028973e-04
  1.2400000e+02   5.5879598e-04   5.3000273e-04   2.1413265e-04   9.2173430e-04
  1.2466667e+02   5.5275942e-04   5.2030969e-04   2.0986432e-04   9.0003007e-04
  1.2533333e+02   5.3996285e-04   5.0757024e-04   2.0506095e-04   8.8074287e-04
  1.2600000e+02   5.3239122e-04   5.0203692e-04   2.0065531e-04   8.6222427e-04
  1.2666667e+02   5.1930901e-04   4.8976273e-04   1.9649310e-04   8.4278962e-04
  1.2733333e+02   5.1235894e-04   4.8115777e-04   1.9232391e-04   8.2410573e-04
  1.2800000e+02   5.0090000e-04   4.7407819e-04   1.8896878e-04   8.0999605e-04
  1.2866667e+02   4.9414564e-04   4.6413365e-04   1.8450563e-04   7.8912487e-04
  1.2933333e+02   4.8668618e-04   4.5675155e-04   1.8105314e-04   7.7380562e-04
  1.3000000e+02   4.7371749e-04   4.4688964e-04   1.7708102e-04   7.5303627e-04
  1.3066667e+02   4.6741717e-04   4.4125027e-04   1.7308397e-04   7.3846142e-04
  1.3133333e+02   4.5757727e-04   4.3046469e-04   1.6988033e-04   7.2209882e-04
  1.3200000e+02   4.5027603e-04   4.2219722e-04   1.6661256e-04   7.0782520e-04
  1.3266667e+02   4.4320442e-04   4.1508452e-04   1.6284932e-04   6.8733220e-04
  1.3333333e+02   4.3481624e-04   4.0865001e-04   1.5937018e-04   6.7642929e-04
  1.3400000e+02   4.2756425e-04   4.0132615e-04   1.5632235e-04   6.5952650e-04
  1.3466667e+02   4.1946606e-04   3.9343280e-04   1.5325547e-04   6.4614993e-04
  1.3533333e+02   4.1329471e-04   3.8540473e-04   1.5016590e-04   6.3209895e-04
  1.3600000e+02   4.0436810e-04   3.7926286e-04   1.4666555e-04   6.1833557e-04
  1.3666667e+02   3.9794480e-04   3.7247845e-04   1.4419670e-04   6.0647660e-04
  1.3733333e+02   3.9131811e-04   3.6625390e-04   1.4116528e-04   5.9145463e-04
  1.3800000e+02   3.8424179e-04   3.5851233e-04   1.3846983e-04   5.8071727e-04
  1.3866667e+02   3.7761621e-04   3.5295729e-04   1.3540692e-04   5.6697303e-04
  1.3933333e+02   3.7209850e-04   3.4568033e-04   1.3295646e-04   5.5423517e-04
  1.4000000e+02   3.6618746e-04   3.3881830e-04   1.3055817e-04   5.4478503e-04
  1.4066667e+02   3.5803724e-04   3.3361681e-04   1.2772896e-04   5.3216375e-04
  1.4133333e+02   3.5106350e-04   3.2842714e-04   1.2532748e-04   5.2130520e-04
  1.4200000e+02   3.4541581e-04   3.2243873e-04   1.2264287e-04   5.0885500e-04
  1.4266667e+02   3.3970354e-04   3.1474649e-04   1.2013479e-04   4.9926223e-04
  1.4333333e+02   3.3342983e-04   3.1098903e-04   1.1807912e-04   4.8809142e-04
  1.4400000e+02   3.2837385e-04   3.0494465e-04   1.1533665e-04   4.7835116e-04
  1.4466667e+02   3.2225770e-04   2.9973080e-04   1.1336358e-04   4.6786800e-04
  1.4533333e+02   3.1779403e-04   2.9332931e-04   1.1106990e-04   4.5809334e-04
  1.4600000e+02   3.1178258e-04   2.8946025e-04   1.0906325e-04   4.4928844e-04
  1.4666667e+02   3.0656330e-04   2.8452043e-04   1.0690535e-04   4.3815561e-04
  1.4733333e+02   3.0060772e-04   2.7928723e-04   1.0487387e-04   4.3057691e-04
  1.4800000e+02   2.9700666e-04   2.7365380e-04   1.0252361e-04   4.2104621e-04
  1.4866667e+02   2.9116380e-04   2.6829807e-04   1.0100287e-04   4.1306691e-04
  1.4933333e+02   2.8692267e-04   2.6600820e-04   9.8936257e-05   4.0252721e-04
  1.5000000e+02   2.8190827e-04   2.5995005e-04   9.6968532e-05   3.9521633e-04
  1.5066667e+02   2.7755096e-04   2.5559006e-04   9.5120119e-05   3.8709755e-04
  1.5133333e+02   2.7204743e-04   2.5140951e-04   9.3368816e-05   3.7922551e-04
  1.5200000e+02   2.6775813e-04   2.4713110e-04   9.1604218e-05   3.7071274e-04
  1.5266667e+02   2.6301963e-04   2.4310181e-04   8.9752335e-05   3.6335758e-04
  1.5333333e+02   2.5844903e-04   2.3848498e-04   8.8078406e-05   3.5497415e-04
  1.5400000e+02   2.5443044e-04   2.3449025e-04   8.6195533e-05   3.4783228e-04
  1.5466667e+02   2.5024078e-04   2.3056501e-04   8.4830076e-05   3.4169369e-04
  1.5533333e+02   2.4516436e-04   2.2594772e-04   8.3149879e-05   3.3398596e-04
  1.5600000e+02   2.4219626e-04   2.2236619e-04   8.1680027e-05   3.2880665e-04
  1.5666667e+02   2.3739738e-04   2.1949570e-04   8.0063448e-05   3.2079966e-04
  1.5733333e+02   2.3486577e-04   2.1498815e-04   7.8634266e-05   3.1367272e-04
  1.5800000e+02   2.3028636e-04   2.1157692e-04   7.7169127e-05   3.0887021e-04
  1.5866667e+02   2.2659347e-04   2.0823581e-04   7.5575985e-05   3.0111362e-04
  1.5933333e+02   2.2262439e-04   2.0410744e-04   7.4168844e-05   2.9562345e-04
  1.6000000e+02   2.1935076e-04   2.0070262e-04   7.3036080e-05   2.8931594e-04
  1.6066667e+02   2.1623387e-04   1.9693750e-04   7.1692706e-05   2.8368483e-04
  1.6133333e+02   2.1259173e-04   1.9406893e-04   7.0314747e-05   2.7712140e-04
  1.6200000e+02   2.0881611e-04   1.9128844e-04   6.9038811e-05   2.7162660e-04
  1.6266667e+02   2.0510766e-04   1.8738772e-04   6.7745519e-05   2.6619641e-04
  1.6333333e+02   2.0225536e-04   1.8446767e-04   6.6589291e-05   2.6121742e-04
  1.6400000e+02   1.9927475e-04   1.8158070e-04   6.5309881e-05   2.5566159e-04
  1.6466667e+02   1.9548212e-04   1.7852089e-04   6.4014088e-05   2.5036710e-04
  1.6533333e+02   1.9289797e-04   1.7496869e-04   6.2887836e-05   2.4562197e-04
  1.6600000e+02   1.8931855e-04   1.7222710e-04   6.1861000e-05   2.4095741e-04
  1.6666667e+02   1.8627887e-04   1.6948034e-04   6.0567956e-05   2.3569117e-04
  1.6733333e+02   1.8349715e-04   1.6699382e-04   5.9595851e-05   2.3097002e-04
  1.6800000e+02   1.8104150e-04   1.6405289e-04   5.8566775e-05   2.2633200e-04
  1.6866667e+02   1.7763528e-04   1.6133244e-04   5.7528099e-05   2.2201646e-04
  1.6933333e+02   1.7456237e-04   1.5842519e-04   5.6285144e-05   2.1703981e-04
  1.7000000e+02   1.7180951e-04   1.5624141e-04   5.5326656e-05   2.1353568e-04
  1.7066667e+02   1.6969539e-04   1.5354250e-04   5.4343297e-05   2.0927714e-04
  1.7133333e+02   1.6653067e-04   1.5059140e-04   5.3372197e-05   2.0459768e-04
  1.7200000e+02   1.6459200e-04   1.4825690e-04   5.2444402e-05   2.0062947e-04
  1.7266667e+02   1.6198512e-04   1.4612885e-04   5.1571934e-05   1.9694214e-04
  1.7333333e+02   1.5921670e-04   1.4362995e-04   5.0576675e-05   1.9313973e-04
  1.7400000e+02   1.5672099e-04   1.4123666e-04   4.9738399e-05   1.8910329e-04
  1.7466667e+02   1.5366185e-04   1.3860156e-04   4.8819393e-05   1.8507833e-04
  1.7533333e+02   1.5137293e-04   1.3715574e-04   4.7934184e-05   1.8121691e-04
  1.7600000e+02   1.4930515e-04   1.3423522e-04   4.7128804e-05   1.7795942e-04
  1.7666667e+02   1.4685137e-04   1.3245483e-04   4.6289181e-05   1.7483489e-04
  1.7733333e+02   1.4416138e-04   1.3051451e-04   4.5563580e-05   1.7047550e-04
  1.7800000e+02   1.4217013e-04   1.2819385e-04   4.4666452e-05   1.6738867e-04
  1.7866667e+02   1.4057708e-04   1.2605086e-04   4.3874265e-05   1.6445763e-04
  1.7933333e+02   1.3785821e-04   1.2390185e-04   4.3163366e-05   1.6131125e-04
  1.8000000e+02   1.3614625e-04   1.2192912e-04   4.2269286e-05   1.5748775e-04
  1.8066667e+02   1.3391768e-04   1.2004189e-04   4.1585545e-05   1.5482640e-04
  1.8133333e+02   1.3137096e-04   1.1798269e-04   4.0809848e-05   1.5199616e-04
  1.8200000e+02   1.3025225e-04   1.1606078e-04   4.0141941e-05   1.4906514e-04
  1.8266667e+02   1.2779610e-04   1.1416601e-04   3.9473551e-05   1.4541782e-04
  1.8333333e+02   1.2570510e-04   1.1224477e-04   3.8747090e-05   1.4304978e-04
  1.8400000e+02   1.2380491e-04   1.1064301e-04   3.8135307e-05   1.4059898e-04
  1.8466667e+02   1.2181935e-04   1.0878772e-04   3.7436460e-05   1.3769954e-04
  1.8533333e+02   1.2014874e-04   1.0722528e-04   3.6817189e-05   1.3495483e-04
  1.8600000e+02   1.1825969e-04   1.0539346e-04   3.6205177e-05   1.3264278e-04
  1.8666667e+02   1.1648415e-04   1.0375836e-04   3.5502519e-05   1.2987580e-04
  1.8733333e+02   1.1506153e-04   1.0192437e-04   3.4911951e-05   1.2735164e-04
  1.8800000e+02   1.1300026e-04   1.0045148e-04   3.4342208e-05   1.2495714e-04
  1.8866667e+02   1.1120832e-04   9.9191462e-05   3.3794926e-05   1.2245563e-04
  1.8933333e+02   1.0981010e-04   9.7355769e-05   3.3114219e-05   1.2022516e-04
  1.9000000e+02   1.0814764e-04   9.6008225e-05   3.2596163e-05   1.1736937e-04
  1.9066667e+02   1.0654648e-04   9.4530099e-05   3.2043822e-05   1.1561246e-04
  1.9133333e+02   1.0501397e-04   9.2608075e-05   3.1500655e-05   1.1339175e-04
  1.9200000e+02   1.0297582e-04   9.1489102e-05   3.0956343e-05   1.1125928e-04
  1.9266667e+02   1.0218403e-04   8.9938967e-05   3.0530856e-05   1.0900972e-04
  1.9333333e+02   1.0012872e-04   8.8469032e-05   2.9883614e-05   1.0715731e-04
  1.9400000e+02   9.8908702e-05   8.7285099e-05   2.9440596e-05   1.0493430e-04
  1.9466667e+02   9.7119443e-05   8.5819895e-05   2.8900722e-05   1.0313721e-04
  1.9533333e+02   9.5855954e-05   8.4287158e-05   2.8449196e-05   1.0091511e-04
  1.9600000e+02   9.4380052e-05   8.2974825e-05   2.7962947e-05   9.9258960e-05
  1.9666667e+02   9.2921901e-05   8.1661881e-05   2.7519216e-05   9.7040678e-05
  1.9733333e+02   9.1821607e-05   8.0473438e-05   2.7037547e-05   9.5180269e-05
  1.9800000e+02   9.0283046e-05   7.9468105e-05   2.6629625e-05   9.3471461e-05
  1.9866667e+02   8.8929540e-05   7.8061776e-05   2.6171240e-05   9.1785734e-05
  1.9933333e+02   8.7452969e-05   7.6766153e-05   2.5646786e-05   8.9875975e-05
  2.0000000e+02   8.6149647e-05   7.5587271e-05   2.5257706e-05   8.8236184e-05
  2.0066667e+02   8.4861342e-05   7.4583691e-05   2.4801590e-05   8.6676075e-05
