     kx              E+_uu           E+_vv           E+_ww           E+_pp
  3.2250000e+01   2.8221861e-03   2.9611814e-03   3.8257540e-03   1.5183149e-02
  3.2500000e+01   2.7639715e-03   2.8978078e-03   3.8488370e-03   1.4926818e-02
  3.2750000e+01   2.7091850e-03   2.8936321e-03   3.8034449e-03   1.4748193e-02
  3.3000000e+01   2.6853761e-03   2.8359102e-03   3.8011767e-03   1.4529980e-02
  3.3250000e+01   2.6429624e-03   2.8175212e-03   3.7036189e-03   1.4436139e-02
  3.3500000e+01   2.5655938e-03   2.7631745e-03   3.6277551e-03   1.4283569e-02
  3.3750000e+01   2.5538633e-03   2.7830563e-03   3.6160659e-03   1.4154665e-02
  3.4000000e+01   2.5345398e-03   2.7285661e-03   3.5051374e-03   1.4114070e-02
  3.4250000e+01   2.4835399e-03   2.7111158e-03   3.5260441e-03   1.3728358e-02
  3.4500000e+01   2.4509543e-03   2.6603117e-03   3.4857345e-03   1.3500033e-02
  3.4750000e+01   2.4039232e-03   2.6677375e-03   3.4551791e-03   1.3589581e-02
  3.5000000e+01   2.3709304e-03   2.6141232e-03   3.4115880e-03   1.3157933e-02
  3.5250000e+01   2.3432466e-03   2.5829975e-03   3.3990241e-03   1.3157903e-02
  3.5500000e+01   2.3175176e-03   2.5919597e-03   3.3632378e-03   1.3000630e-02
  3.5750000e+01   2.2684953e-03   2.5535999e-03   3.2970955e-03   1.2983171e-02
  3.6000000e+01   2.2329711e-03   2.5166451e-03   3.2235848e-03   1.2617433e-02
  3.6250000e+01   2.1777823e-03   2.5093299e-03   3.2027795e-03   1.2388460e-02
  3.6500000e+01   2.1705652e-03   2.4698012e-03   3.2185126e-03   1.2393387e-02
  3.6750000e+01   2.1371350e-03   2.4340488e-03   3.1679665e-03   1.2122875e-02
  3.7000000e+01   2.1249814e-03   2.4015876e-03   3.1612682e-03   1.1939898e-02
  3.7250000e+01   2.0941697e-03   2.3748420e-03   3.1242005e-03   1.1794863e-02
  3.7500000e+01   2.0649525e-03   2.3538946e-03   3.0922255e-03   1.1885589e-02
  3.7750000e+01   2.0267825e-03   2.3686209e-03   2.9484481e-03   1.1596594e-02
  3.8000000e+01   1.9877773e-03   2.2965249e-03   2.9928378e-03   1.1503235e-02
  3.8250000e+01   1.9669690e-03   2.2906531e-03   2.9572663e-03   1.1439202e-02
  3.8500000e+01   1.9293079e-03   2.2555533e-03   2.9382807e-03   1.1049398e-02
  3.8750000e+01   1.9089719e-03   2.2330682e-03   2.8910191e-03   1.1063187e-02
  3.9000000e+01   1.9026687e-03   2.2180801e-03   2.8753497e-03   1.0992289e-02
  3.9250000e+01   1.8619975e-03   2.1942154e-03   2.8143237e-03   1.0896475e-02
  3.9500000e+01   1.8286127e-03   2.1883952e-03   2.8331402e-03   1.0771311e-02
  3.9750000e+01   1.7986147e-03   2.1621981e-03   2.7450335e-03   1.0683816e-02
  4.0000000e+01   1.7720523e-03   2.1387832e-03   2.7107992e-03   1.0437186e-02
  4.0250000e+01   1.7640273e-03   2.1244557e-03   2.7091768e-03   1.0466372e-02
  4.0500000e+01   1.7201508e-03   2.0942274e-03   2.6511463e-03   1.0290882e-02
  4.0750000e+01   1.7126757e-03   2.0497406e-03   2.5945107e-03   1.0044466e-02
  4.1000000e+01   1.6804133e-03   2.0451407e-03   2.5943312e-03   9.9684216e-03
  4.1250000e+01   1.6614885e-03   2.0410964e-03   2.5670208e-03   1.0070661e-02
  4.1500000e+01   1.6425297e-03   2.0144584e-03   2.5348735e-03   9.8773389e-03
  4.1750000e+01   1.6119251e-03   2.0182518e-03   2.5320014e-03   9.7318402e-03
  4.2000000e+01   1.5916840e-03   1.9842686e-03   2.4695429e-03   9.5195730e-03
  4.2250000e+01   1.5739735e-03   1.9600988e-03   2.4831889e-03   9.5381287e-03
  4.2500000e+01   1.5691070e-03   1.9434353e-03   2.4350603e-03   9.5260839e-03
  4.2750000e+01   1.5354978e-03   1.9265901e-03   2.4025102e-03   9.2719977e-03
  4.3000000e+01   1.5123143e-03   1.9260698e-03   2.4134412e-03   9.2993713e-03
  4.3250000e+01   1.5019725e-03   1.8821432e-03   2.3668442e-03   9.1448801e-03
  4.3500000e+01   1.4837156e-03   1.8512044e-03   2.3624308e-03   8.9165790e-03
  4.3750000e+01   1.4629038e-03   1.8502256e-03   2.3120450e-03   8.8979459e-03
  4.4000000e+01   1.4315288e-03   1.8250124e-03   2.2582003e-03   8.7630591e-03
  4.4250000e+01   1.4131471e-03   1.7972650e-03   2.2668079e-03   8.6593682e-03
  4.4500000e+01   1.4078123e-03   1.8097048e-03   2.2641015e-03   8.5487283e-03
  4.4750000e+01   1.3797774e-03   1.7690305e-03   2.2333241e-03   8.5631760e-03
  4.5000000e+01   1.3684744e-03   1.7633366e-03   2.1880604e-03   8.4018791e-03
  4.5250000e+01   1.3503304e-03   1.7565549e-03   2.1524517e-03   8.4181207e-03
  4.5500000e+01   1.3403637e-03   1.7206968e-03   2.1198028e-03   8.1730556e-03
  4.5750000e+01   1.3143242e-03   1.7078513e-03   2.1270317e-03   8.2042536e-03
  4.6000000e+01   1.3012887e-03   1.6976886e-03   2.1063040e-03   8.0866192e-03
  4.6250000e+01   1.2778448e-03   1.6791348e-03   2.0684788e-03   7.9313279e-03
  4.6500000e+01   1.2707365e-03   1.6610661e-03   2.0584558e-03   7.9222632e-03
  4.6750000e+01   1.2467804e-03   1.6533439e-03   2.0303861e-03   7.7632617e-03
  4.7000000e+01   1.2295287e-03   1.6151519e-03   2.0041580e-03   7.6465179e-03
  4.7250000e+01   1.2216625e-03   1.6053774e-03   2.0007310e-03   7.5773856e-03
  4.7500000e+01   1.2088324e-03   1.5973102e-03   1.9905210e-03   7.4624359e-03
  4.7750000e+01   1.1966287e-03   1.5652133e-03   1.9513181e-03   7.3443954e-03
  4.8000000e+01   1.1704877e-03   1.5548621e-03   1.9025574e-03   7.2817600e-03
  4.8250000e+01   1.1555846e-03   1.5520312e-03   1.9085673e-03   7.2060624e-03
  4.8500000e+01   1.1485093e-03   1.5347448e-03   1.8928227e-03   7.1208613e-03
  4.8750000e+01   1.1290779e-03   1.5178606e-03   1.8680096e-03   7.1374413e-03
  4.9000000e+01   1.1163456e-03   1.4976891e-03   1.8455613e-03   6.9715560e-03
  4.9250000e+01   1.1070924e-03   1.4686846e-03   1.8348660e-03   6.8544514e-03
  4.9500000e+01   1.0948279e-03   1.4710237e-03   1.8330863e-03   6.7866626e-03
  4.9750000e+01   1.0695903e-03   1.4508570e-03   1.7753172e-03   6.7815208e-03
  5.0000000e+01   1.0591475e-03   1.4455439e-03   1.7545957e-03   6.7106898e-03
  5.0250000e+01   1.0549050e-03   1.4166017e-03   1.7428332e-03   6.5510546e-03
  5.0500000e+01   1.0402631e-03   1.4042406e-03   1.7336549e-03   6.4970855e-03
  5.0750000e+01   1.0284388e-03   1.3885600e-03   1.7248321e-03   6.4325019e-03
  5.1000000e+01   1.0118633e-03   1.3845016e-03   1.6928008e-03   6.3753524e-03
  5.1250000e+01   9.9877597e-04   1.3726286e-03   1.6718502e-03   6.3043531e-03
  5.1500000e+01   9.8715319e-04   1.3633706e-03   1.6676922e-03   6.1573603e-03
  5.1750000e+01   9.7222737e-04   1.3341713e-03   1.6425087e-03   6.1594751e-03
  5.2000000e+01   9.6475464e-04   1.3392941e-03   1.6266741e-03   6.1027216e-03
  5.2250000e+01   9.5444543e-04   1.3237450e-03   1.6041766e-03   6.1452634e-03
  5.2500000e+01   9.3492894e-04   1.3066700e-03   1.5933242e-03   5.9828850e-03
  5.2750000e+01   9.2397105e-04   1.2843679e-03   1.5791185e-03   5.8727230e-03
  5.3000000e+01   9.1928654e-04   1.2906390e-03   1.5507487e-03   5.8721080e-03
  5.3250000e+01   9.1226782e-04   1.2661711e-03   1.5387629e-03   5.7540958e-03
  5.3500000e+01   9.0189954e-04   1.2706836e-03   1.5367668e-03   5.7841661e-03
  5.3750000e+01   8.9151765e-04   1.2463974e-03   1.4960019e-03   5.6749947e-03
  5.4000000e+01   8.7534826e-04   1.2292622e-03   1.4971686e-03   5.5893012e-03
  5.4250000e+01   8.6318570e-04   1.2201407e-03   1.4653135e-03   5.5131578e-03
  5.4500000e+01   8.4739532e-04   1.2033525e-03   1.4591820e-03   5.4837279e-03
  5.4750000e+01   8.4340050e-04   1.1938323e-03   1.4494238e-03   5.4050669e-03
  5.5000000e+01   8.3441658e-04   1.1809462e-03   1.4519868e-03   5.3165962e-03
  5.5250000e+01   8.2444704e-04   1.1819709e-03   1.4269765e-03   5.3083820e-03
  5.5500000e+01   8.1144189e-04   1.1642345e-03   1.4077767e-03   5.2385356e-03
  5.5750000e+01   8.0285591e-04   1.1539032e-03   1.3770707e-03   5.2217323e-03
  5.6000000e+01   7.9634026e-04   1.1340144e-03   1.3756271e-03   5.0746052e-03
  5.6250000e+01   7.8306252e-04   1.1276070e-03   1.3577370e-03   5.0351643e-03
  5.6500000e+01   7.7441845e-04   1.1096225e-03   1.3537002e-03   4.9438692e-03
  5.6750000e+01   7.7020631e-04   1.1079685e-03   1.3257057e-03   4.9252988e-03
  5.7000000e+01   7.5377933e-04   1.0999802e-03   1.3218856e-03   4.8834824e-03
  5.7250000e+01   7.4992979e-04   1.0867882e-03   1.3114002e-03   4.8365034e-03
  5.7500000e+01   7.4489436e-04   1.0869530e-03   1.3035671e-03   4.8547127e-03
  5.7750000e+01   7.3358009e-04   1.0767282e-03   1.2853629e-03   4.7349730e-03
  5.8000000e+01   7.2596259e-04   1.0575187e-03   1.2641106e-03   4.6971321e-03
  5.8250000e+01   7.2012425e-04   1.0398541e-03   1.2528963e-03   4.5903523e-03
  5.8500000e+01   7.0895558e-04   1.0431636e-03   1.2459971e-03   4.5650855e-03
  5.8750000e+01   7.0326634e-04   1.0321796e-03   1.2453415e-03   4.5279098e-03
  5.9000000e+01   6.9438087e-04   1.0144202e-03   1.2231072e-03   4.4404227e-03
  5.9250000e+01   6.8569882e-04   1.0023056e-03   1.2052139e-03   4.4030870e-03
  5.9500000e+01   6.7643965e-04   9.9966525e-04   1.2090518e-03   4.4098459e-03
  5.9750000e+01   6.6787608e-04   9.8925793e-04   1.1827726e-03   4.3490306e-03
  6.0000000e+01   6.6156428e-04   9.8285216e-04   1.1744413e-03   4.3070031e-03
  6.0250000e+01   6.5214534e-04   9.7550386e-04   1.1582078e-03   4.2522409e-03
  6.0500000e+01   6.4969849e-04   9.6752693e-04   1.1487915e-03   4.2181971e-03
  6.0750000e+01   6.4012544e-04   9.4929538e-04   1.1351875e-03   4.1811304e-03
  6.1000000e+01   6.3474663e-04   9.4473231e-04   1.1334620e-03   4.0988834e-03
  6.1250000e+01   6.2698045e-04   9.4231636e-04   1.1170172e-03   4.0735834e-03
  6.1500000e+01   6.2177476e-04   9.2685224e-04   1.1028078e-03   4.0453261e-03
  6.1750000e+01   6.1504465e-04   9.2113246e-04   1.0925907e-03   4.0147892e-03
  6.2000000e+01   6.0635277e-04   9.2066216e-04   1.0786209e-03   3.9546023e-03
  6.2250000e+01   5.9715769e-04   9.1080134e-04   1.0640980e-03   3.9264017e-03
  6.2500000e+01   5.9504209e-04   9.0342462e-04   1.0623758e-03   3.8759386e-03
  6.2750000e+01   5.8705260e-04   8.9402521e-04   1.0504314e-03   3.8383683e-03
  6.3000000e+01   5.8514928e-04   8.8336789e-04   1.0429952e-03   3.7826368e-03
  6.3250000e+01   5.7491274e-04   8.7416385e-04   1.0297102e-03   3.7315691e-03
  6.3500000e+01   5.6850002e-04   8.5852567e-04   1.0205167e-03   3.6622913e-03
  6.3750000e+01   5.6502480e-04   8.5551308e-04   1.0088219e-03   3.6345682e-03
  6.4000000e+01   5.5494165e-04   8.3972290e-04   9.9833030e-04   3.6116597e-03
  6.4250000e+01   5.5012557e-04   8.4332208e-04   9.8510873e-04   3.5933311e-03
  6.4500000e+01   5.4337593e-04   8.3186640e-04   9.7664653e-04   3.5339869e-03
  6.4750000e+01   5.3978983e-04   8.2555241e-04   9.7554383e-04   3.4982778e-03
  6.5000000e+01   5.3309754e-04   8.1895829e-04   9.6223972e-04   3.4571034e-03
  6.5250000e+01   5.2692249e-04   8.0437347e-04   9.5449104e-04   3.4284077e-03
  6.5500000e+01   5.2047179e-04   8.0513172e-04   9.4299214e-04   3.4013311e-03
  6.5750000e+01   5.1430662e-04   7.9698610e-04   9.3478455e-04   3.3492967e-03
  6.6000000e+01   5.0845153e-04   7.9139656e-04   9.2112022e-04   3.3607012e-03
  6.6250000e+01   5.0544608e-04   7.7567635e-04   9.2010976e-04   3.2949897e-03
  6.6500000e+01   4.9947799e-04   7.7459169e-04   9.0896682e-04   3.2447719e-03
  6.6750000e+01   4.9494480e-04   7.6551263e-04   8.9468746e-04   3.2302452e-03
  6.7000000e+01   4.9219552e-04   7.6196073e-04   8.8228188e-04   3.1821338e-03
  6.7250000e+01   4.8280420e-04   7.5696298e-04   8.7780030e-04   3.1523123e-03
  6.7500000e+01   4.7795488e-04   7.4762768e-04   8.7147826e-04   3.1110427e-03
  6.7750000e+01   4.7447661e-04   7.4024662e-04   8.6749621e-04   3.0700888e-03
  6.8000000e+01   4.6438275e-04   7.3580052e-04   8.5159650e-04   3.0656356e-03
  6.8250000e+01   4.6132108e-04   7.2921132e-04   8.4508069e-04   3.0124086e-03
  6.8500000e+01   4.5580677e-04   7.1942299e-04   8.4406691e-04   2.9816097e-03
  6.8750000e+01   4.5720035e-04   7.1160957e-04   8.4207662e-04   2.9437382e-03
  6.9000000e+01   4.4840711e-04   7.0288019e-04   8.2695266e-04   2.9195384e-03
  6.9250000e+01   4.4893610e-04   7.0207191e-04   8.1842396e-04   2.9073039e-03
  6.9500000e+01   4.4046480e-04   6.9418668e-04   8.0731234e-04   2.8740840e-03
  6.9750000e+01   4.3666504e-04   6.8773576e-04   7.9356551e-04   2.8318173e-03
  7.0000000e+01   4.3055857e-04   6.7538573e-04   7.9007211e-04   2.7974513e-03
  7.0250000e+01   4.2509017e-04   6.7863555e-04   7.8320021e-04   2.7868028e-03
  7.0500000e+01   4.2111900e-04   6.7148310e-04   7.7939084e-04   2.7531726e-03
  7.0750000e+01   4.1598036e-04   6.6453178e-04   7.7477033e-04   2.7280009e-03
  7.1000000e+01   4.1208635e-04   6.5700172e-04   7.7090386e-04   2.6980400e-03
  7.1250000e+01   4.0816950e-04   6.5719693e-04   7.6218191e-04   2.6758853e-03
  7.1500000e+01   4.0527415e-04   6.4946315e-04   7.4739904e-04   2.6345439e-03
  7.1750000e+01   3.9929210e-04   6.4153555e-04   7.3861598e-04   2.6029191e-03
  7.2000000e+01   3.9633551e-04   6.3413784e-04   7.3123337e-04   2.5901272e-03
  7.2250000e+01   3.9348996e-04   6.2909971e-04   7.2998591e-04   2.5553396e-03
  7.2500000e+01   3.8966909e-04   6.2585313e-04   7.2403010e-04   2.5332638e-03
  7.2750000e+01   3.8521907e-04   6.1501989e-04   7.1507279e-04   2.4778781e-03
  7.3000000e+01   3.8051844e-04   6.1371566e-04   7.0808215e-04   2.4837904e-03
  7.3250000e+01   3.7532215e-04   6.0978049e-04   7.0761891e-04   2.4503830e-03
  7.3500000e+01   3.7465779e-04   6.0448203e-04   6.9712600e-04   2.4310592e-03
  7.3750000e+01   3.6773469e-04   6.0132343e-04   6.8852505e-04   2.4176219e-03
  7.4000000e+01   3.6534094e-04   5.9298373e-04   6.8244275e-04   2.3868640e-03
  7.4250000e+01   3.6167865e-04   5.8276182e-04   6.8291107e-04   2.3430167e-03
  7.4500000e+01   3.5834237e-04   5.8594155e-04   6.6885081e-04   2.3510925e-03
  7.4750000e+01   3.5330545e-04   5.7987251e-04   6.6039719e-04   2.2973384e-03
  7.5000000e+01   3.5035033e-04   5.7512865e-04   6.5718262e-04   2.2938169e-03
  7.5250000e+01   3.4721320e-04   5.6811350e-04   6.5083945e-04   2.2636845e-03
