     kz              E+_uu           E+_vv           E+_ww           E+_pp
  2.8000000e+01   1.8633260e-03   1.7838161e-03   1.0111912e-03   1.0833479e-03
  2.8666667e+01   1.6632600e-03   1.6475608e-03   9.4514208e-04   1.0269059e-03
  2.9333333e+01   1.5896323e-03   1.6346996e-03   8.8651346e-04   9.5658068e-04
  3.0000000e+01   1.5716604e-03   1.4781351e-03   8.5231248e-04   9.3128916e-04
  3.0666667e+01   1.4700990e-03   1.4520256e-03   7.7614623e-04   8.7958703e-04
  3.1333333e+01   1.3946465e-03   1.3980600e-03   7.3992595e-04   8.2977809e-04
  3.2000000e+01   1.3472069e-03   1.3444028e-03   6.9343648e-04   7.8219141e-04
  3.2666667e+01   1.2555329e-03   1.2554599e-03   6.5602526e-04   7.4639584e-04
  3.3333333e+01   1.1860443e-03   1.2245337e-03   6.2381442e-04   7.0013665e-04
  3.4000000e+01   1.1529271e-03   1.1425294e-03   5.9296442e-04   6.4952096e-04
  3.4666667e+01   1.0807998e-03   1.0881042e-03   5.4862527e-04   6.2485197e-04
  3.5333333e+01   1.0552609e-03   1.0441000e-03   5.2496876e-04   5.9664378e-04
  3.6000000e+01   9.7574383e-04   1.0078017e-03   4.9058892e-04   5.6820199e-04
  3.6666667e+01   9.3060172e-04   9.4609189e-04   4.6673770e-04   5.3562526e-04
  3.7333333e+01   8.8206556e-04   9.1872234e-04   4.4151449e-04   5.0013258e-04
  3.8000000e+01   8.5073989e-04   8.8158349e-04   4.1421001e-04   4.8738916e-04
  3.8666667e+01   8.1414731e-04   8.2056814e-04   3.9113646e-04   4.5713221e-04
  3.9333333e+01   7.6273815e-04   7.7782097e-04   3.7484730e-04   4.3052636e-04
  4.0000000e+01   7.4129136e-04   7.5083388e-04   3.5473596e-04   4.1626843e-04
  4.0666667e+01   7.0317822e-04   7.0832498e-04   3.4558967e-04   3.9529074e-04
  4.1333333e+01   6.9060579e-04   6.9158720e-04   3.1864287e-04   3.6798187e-04
  4.2000000e+01   6.5688862e-04   6.5322749e-04   3.0565906e-04   3.5715601e-04
  4.2666667e+01   6.1332536e-04   6.2920766e-04   2.9160632e-04   3.3676326e-04
  4.3333333e+01   5.8959340e-04   5.9994731e-04   2.7531397e-04   3.2108399e-04
  4.4000000e+01   5.6591461e-04   5.6899551e-04   2.5929326e-04   3.0926310e-04
  4.4666667e+01   5.3896204e-04   5.4803795e-04   2.5109102e-04   2.8963475e-04
  4.5333333e+01   5.2782800e-04   5.2913425e-04   2.3863570e-04   2.8019141e-04
  4.6000000e+01   4.9636542e-04   4.9330399e-04   2.2364387e-04   2.6498705e-04
  4.6666667e+01   4.7288185e-04   4.8460647e-04   2.1446750e-04   2.5198420e-04
  4.7333333e+01   4.5333695e-04   4.6136829e-04   2.0342280e-04   2.4141491e-04
  4.8000000e+01   4.3819771e-04   4.3293097e-04   1.9383944e-04   2.2847603e-04
  4.8666667e+01   4.1977651e-04   4.1835922e-04   1.8481612e-04   2.2096904e-04
  4.9333333e+01   3.9085374e-04   4.0587246e-04   1.7487914e-04   2.0569963e-04
  5.0000000e+01   3.8068284e-04   3.8857835e-04   1.6632343e-04   1.9772322e-04
  5.0666667e+01   3.6230857e-04   3.7894873e-04   1.6069221e-04   1.9106412e-04
  5.1333333e+01   3.4954517e-04   3.6103721e-04   1.5157618e-04   1.8150372e-04
  5.2000000e+01   3.2781490e-04   3.4552284e-04   1.4299178e-04   1.7244631e-04
  5.2666667e+01   3.2191697e-04   3.3009023e-04   1.3797353e-04   1.6334841e-04
  5.3333333e+01   3.0849757e-04   3.1551153e-04   1.3273833e-04   1.5540285e-04
  5.4000000e+01   2.8810854e-04   3.0171780e-04   1.2496089e-04   1.4998754e-04
  5.4666667e+01   2.7891901e-04   2.9132644e-04   1.1977015e-04   1.4285121e-04
  5.5333333e+01   2.7199334e-04   2.7899545e-04   1.1468670e-04   1.3980229e-04
  5.6000000e+01   2.6304603e-04   2.6861251e-04   1.0919159e-04   1.3016967e-04
  5.6666667e+01   2.4578505e-04   2.5639101e-04   1.0451144e-04   1.2411571e-04
  5.7333333e+01   2.3806105e-04   2.4860204e-04   9.9240841e-05   1.1976861e-04
  5.8000000e+01   2.2540307e-04   2.3697385e-04   9.5495024e-05   1.1225784e-04
  5.8666667e+01   2.1893021e-04   2.2467053e-04   9.0026835e-05   1.0805971e-04
  5.9333333e+01   2.1375039e-04   2.1926073e-04   8.7598760e-05   1.0325080e-04
  6.0000000e+01   2.0164940e-04   2.0735219e-04   8.2749801e-05   9.8852475e-05
  6.0666667e+01   1.9630473e-04   2.0188996e-04   8.0095415e-05   9.3934091e-05
  6.1333333e+01   1.8808439e-04   1.9493851e-04   7.6879626e-05   9.0682223e-05
  6.2000000e+01   1.7956984e-04   1.8511245e-04   7.3340324e-05   8.6542330e-05
  6.2666667e+01   1.7259216e-04   1.7843190e-04   7.0232163e-05   8.2364458e-05
  6.3333333e+01   1.6927863e-04   1.6943036e-04   6.7344546e-05   7.8958574e-05
  6.4000000e+01   1.5985607e-04   1.6492888e-04   6.3720024e-05   7.4704805e-05
  6.4666667e+01   1.5375501e-04   1.5863262e-04   6.0844510e-05   7.1599459e-05
  6.5333333e+01   1.5134148e-04   1.5372148e-04   5.9385364e-05   6.8440382e-05
  6.6000000e+01   1.4361940e-04   1.4665915e-04   5.6868922e-05   6.6670453e-05
  6.6666667e+01   1.3533854e-04   1.3979734e-04   5.3955139e-05   6.3523281e-05
  6.7333333e+01   1.3373024e-04   1.3648044e-04   5.2035460e-05   6.0971737e-05
  6.8000000e+01   1.2819555e-04   1.2940398e-04   4.9227955e-05   5.7903827e-05
  6.8666667e+01   1.2567128e-04   1.2689383e-04   4.7642043e-05   5.5472959e-05
  6.9333333e+01   1.1993320e-04   1.2011083e-04   4.5730812e-05   5.3419114e-05
  7.0000000e+01   1.1491239e-04   1.1570171e-04   4.3554106e-05   5.0416543e-05
  7.0666667e+01   1.0871905e-04   1.1330966e-04   4.1633983e-05   4.8928864e-05
  7.1333333e+01   1.0484307e-04   1.0886833e-04   3.9990638e-05   4.6355089e-05
  7.2000000e+01   1.0216719e-04   1.0427281e-04   3.8997921e-05   4.5043603e-05
  7.2666667e+01   9.7582715e-05   1.0131455e-04   3.7315402e-05   4.2509779e-05
  7.3333333e+01   9.4824936e-05   9.7423983e-05   3.5510207e-05   4.1708256e-05
  7.4000000e+01   9.0796378e-05   9.4190691e-05   3.3999490e-05   3.9539966e-05
  7.4666667e+01   8.8136953e-05   8.9551395e-05   3.2652509e-05   3.8309345e-05
  7.5333333e+01   8.6318057e-05   8.6401749e-05   3.1623141e-05   3.6520684e-05
  7.6000000e+01   8.2210776e-05   8.3948149e-05   3.0093993e-05   3.5171323e-05
  7.6666667e+01   7.9525283e-05   8.0671169e-05   2.9111276e-05   3.3623273e-05
  7.7333333e+01   7.6538810e-05   7.7704742e-05   2.8074578e-05   3.2166744e-05
  7.8000000e+01   7.5275700e-05   7.5879823e-05   2.7036465e-05   3.0788647e-05
  7.8666667e+01   7.1124933e-05   7.2528471e-05   2.5789226e-05   2.9758310e-05
  7.9333333e+01   6.8943778e-05   7.0824798e-05   2.4699199e-05   2.8433360e-05
  8.0000000e+01   6.5352290e-05   6.7797751e-05   2.3681536e-05   2.7479057e-05
  8.0666667e+01   6.3916584e-05   6.4991182e-05   2.2987186e-05   2.5682520e-05
  8.1333333e+01   6.1630933e-05   6.3019159e-05   2.1917818e-05   2.4828135e-05
  8.2000000e+01   6.0128419e-05   6.1071294e-05   2.1287928e-05   2.3928543e-05
  8.2666667e+01   5.7287849e-05   5.8910302e-05   2.0365331e-05   2.3219689e-05
  8.3333333e+01   5.5142784e-05   5.6841518e-05   1.9648141e-05   2.2081606e-05
  8.4000000e+01   5.3728306e-05   5.4923579e-05   1.8886756e-05   2.1131947e-05
  8.4666667e+01   5.2380039e-05   5.2990248e-05   1.8357656e-05   2.0320804e-05
  8.5333333e+01   5.0378091e-05   5.1070484e-05   1.7601957e-05   1.9788462e-05
  8.6000000e+01   4.8903823e-05   4.9149921e-05   1.6766667e-05   1.8810552e-05
  8.6666667e+01   4.6879376e-05   4.7354300e-05   1.6225826e-05   1.7998700e-05
  8.7333333e+01   4.5159157e-05   4.6136225e-05   1.5683070e-05   1.7518298e-05
  8.8000000e+01   4.3833864e-05   4.4380052e-05   1.5100246e-05   1.6859688e-05
  8.8666667e+01   4.2544801e-05   4.3001231e-05   1.4617435e-05   1.6094886e-05
  8.9333333e+01   4.0768176e-05   4.1209341e-05   1.3950571e-05   1.5576128e-05
  9.0000000e+01   3.9696097e-05   3.9777807e-05   1.3501623e-05   1.4881679e-05
  9.0666667e+01   3.7825786e-05   3.9043443e-05   1.2942849e-05   1.4185970e-05
  9.1333333e+01   3.6919513e-05   3.7698419e-05   1.2495576e-05   1.3678519e-05
  9.2000000e+01   3.5806525e-05   3.6229897e-05   1.2028474e-05   1.3150249e-05
  9.2666667e+01   3.4933512e-05   3.4995501e-05   1.1600506e-05   1.2789517e-05
  9.3333333e+01   3.3601180e-05   3.4033086e-05   1.1248727e-05   1.2236158e-05
  9.4000000e+01   3.2163099e-05   3.2843542e-05   1.0748345e-05   1.1752478e-05
  9.4666667e+01   3.1391440e-05   3.1561591e-05   1.0446183e-05   1.1309608e-05
  9.5333333e+01   3.0393725e-05   3.0743700e-05   1.0124950e-05   1.0986010e-05
  9.6000000e+01   2.9313390e-05   3.0091536e-05   9.7026359e-06   1.0443989e-05
  9.6666667e+01   2.8356739e-05   2.8750702e-05   9.3791308e-06   1.0061475e-05
  9.7333333e+01   2.7547615e-05   2.8073921e-05   9.0110958e-06   9.7141260e-06
  9.8000000e+01   2.6629921e-05   2.7358313e-05   8.7731439e-06   9.3878529e-06
  9.8666667e+01   2.5616953e-05   2.6311743e-05   8.4486727e-06   9.1118801e-06
  9.9333333e+01   2.5193248e-05   2.5232249e-05   8.1886168e-06   8.7255200e-06
  1.0000000e+02   2.4226858e-05   2.4596152e-05   7.8704679e-06   8.2979340e-06
  1.0066667e+02   2.3358369e-05   2.3477326e-05   7.5727543e-06   8.0328468e-06
  1.0133333e+02   2.2746017e-05   2.3022823e-05   7.3154712e-06   7.7373676e-06
  1.0200000e+02   2.1894934e-05   2.2031254e-05   7.0810752e-06   7.4318665e-06
  1.0266667e+02   2.1239995e-05   2.1780979e-05   6.8213911e-06   7.0666704e-06
  1.0333333e+02   2.0557527e-05   2.0706997e-05   6.5474676e-06   6.9975052e-06
  1.0400000e+02   1.9909230e-05   2.0116966e-05   6.3703900e-06   6.6146935e-06
  1.0466667e+02   1.9459020e-05   1.9403646e-05   6.1589334e-06   6.4674317e-06
  1.0533333e+02   1.8688673e-05   1.8890757e-05   5.9821638e-06   6.1468692e-06
  1.0600000e+02   1.8242463e-05   1.8349523e-05   5.7606725e-06   5.9301231e-06
  1.0666667e+02   1.7643184e-05   1.7848687e-05   5.5435678e-06   5.7110542e-06
  1.0733333e+02   1.7125380e-05   1.7281772e-05   5.3993864e-06   5.5683579e-06
  1.0800000e+02   1.6603044e-05   1.6606598e-05   5.1865350e-06   5.3475610e-06
  1.0866667e+02   1.6106988e-05   1.6154247e-05   4.9966720e-06   5.1353820e-06
  1.0933333e+02   1.5630039e-05   1.5660530e-05   4.8706861e-06   4.9283884e-06
  1.1000000e+02   1.5056889e-05   1.5206482e-05   4.7073846e-06   4.7399616e-06
  1.1066667e+02   1.4595580e-05   1.4697378e-05   4.5296310e-06   4.6205740e-06
  1.1133333e+02   1.4105072e-05   1.4164770e-05   4.3942508e-06   4.3798689e-06
  1.1200000e+02   1.3755607e-05   1.3911767e-05   4.2344311e-06   4.2202122e-06
  1.1266667e+02   1.3390738e-05   1.3373106e-05   4.1219605e-06   4.0730777e-06
  1.1333333e+02   1.2945142e-05   1.2928344e-05   3.9545130e-06   3.9462286e-06
  1.1400000e+02   1.2327748e-05   1.2668450e-05   3.8355775e-06   3.8169248e-06
  1.1466667e+02   1.2116327e-05   1.2266903e-05   3.6919233e-06   3.7020221e-06
  1.1533333e+02   1.1822070e-05   1.1816209e-05   3.5911410e-06   3.5545191e-06
  1.1600000e+02   1.1492643e-05   1.1550650e-05   3.4718887e-06   3.4552536e-06
  1.1666667e+02   1.1154085e-05   1.1075064e-05   3.3690953e-06   3.2821857e-06
  1.1733333e+02   1.0809973e-05   1.0823789e-05   3.2615960e-06   3.1841940e-06
  1.1800000e+02   1.0500208e-05   1.0407140e-05   3.1770485e-06   3.0510251e-06
  1.1866667e+02   1.0161728e-05   1.0175432e-05   3.0673208e-06   2.9436455e-06
  1.1933333e+02   9.8736912e-06   9.8051528e-06   2.9459150e-06   2.8616601e-06
  1.2000000e+02   9.5555745e-06   9.5798174e-06   2.8550726e-06   2.7686312e-06
  1.2066667e+02   9.2523074e-06   9.2348097e-06   2.7713155e-06   2.6626780e-06
  1.2133333e+02   9.0329370e-06   9.0173890e-06   2.6633297e-06   2.5879383e-06
  1.2200000e+02   8.6847236e-06   8.7937499e-06   2.6045164e-06   2.4679489e-06
  1.2266667e+02   8.4520926e-06   8.5187565e-06   2.5042721e-06   2.3961788e-06
  1.2333333e+02   8.2929072e-06   8.2395778e-06   2.4413986e-06   2.3281106e-06
  1.2400000e+02   7.9823384e-06   7.9801438e-06   2.3592033e-06   2.2322867e-06
  1.2466667e+02   7.7703172e-06   7.7696873e-06   2.2811924e-06   2.1744477e-06
  1.2533333e+02   7.5527138e-06   7.5439303e-06   2.2169693e-06   2.0751445e-06
  1.2600000e+02   7.3790356e-06   7.3152054e-06   2.1411948e-06   2.0136915e-06
  1.2666667e+02   7.1514172e-06   7.0932887e-06   2.0813914e-06   1.9413132e-06
  1.2733333e+02   6.9184555e-06   6.9023024e-06   2.0093803e-06   1.8880605e-06
  1.2800000e+02   6.7928737e-06   6.6641532e-06   1.9507790e-06   1.8071573e-06
  1.2866667e+02   6.5675880e-06   6.5475314e-06   1.8908917e-06   1.7505767e-06
  1.2933333e+02   6.3951781e-06   6.3133116e-06   1.8270230e-06   1.7025109e-06
  1.3000000e+02   6.2342691e-06   6.1168895e-06   1.7719590e-06   1.6450656e-06
  1.3066667e+02   5.9965315e-06   5.9273564e-06   1.7259979e-06   1.5916623e-06
  1.3133333e+02   5.8304096e-06   5.7268474e-06   1.6649699e-06   1.5469745e-06
  1.3200000e+02   5.6702296e-06   5.6020046e-06   1.6276917e-06   1.4724367e-06
  1.3266667e+02   5.5239029e-06   5.4287790e-06   1.5653759e-06   1.4331891e-06
  1.3333333e+02   5.3296953e-06   5.3120064e-06   1.5128771e-06   1.3827411e-06
  1.3400000e+02   5.2073735e-06   5.1949899e-06   1.4811266e-06   1.3382285e-06
  1.3466667e+02   5.0752803e-06   5.0426451e-06   1.4278216e-06   1.2814584e-06
  1.3533333e+02   4.9175141e-06   4.8832763e-06   1.3907075e-06   1.2491058e-06
  1.3600000e+02   4.7817461e-06   4.7373256e-06   1.3519783e-06   1.2121533e-06
  1.3666667e+02   4.6702179e-06   4.6144945e-06   1.3061281e-06   1.1677119e-06
  1.3733333e+02   4.5105357e-06   4.4856359e-06   1.2648094e-06   1.1206376e-06
  1.3800000e+02   4.4164711e-06   4.3549512e-06   1.2298109e-06   1.0943626e-06
  1.3866667e+02   4.2576281e-06   4.2482417e-06   1.1930055e-06   1.0574386e-06
  1.3933333e+02   4.1991751e-06   4.1028829e-06   1.1547008e-06   1.0176140e-06
  1.4000000e+02   4.0683447e-06   4.0033514e-06   1.1253346e-06   9.9352104e-07
  1.4066667e+02   3.9640562e-06   3.8731662e-06   1.0834301e-06   9.5636960e-07
  1.4133333e+02   3.8505836e-06   3.8120831e-06   1.0591173e-06   9.1659307e-07
  1.4200000e+02   3.7339758e-06   3.6520485e-06   1.0249232e-06   8.9546421e-07
  1.4266667e+02   3.6287202e-06   3.5621546e-06   9.9610371e-07   8.6444496e-07
  1.4333333e+02   3.5284223e-06   3.4649127e-06   9.6795855e-07   8.4216011e-07
  1.4400000e+02   3.4297756e-06   3.3821034e-06   9.3101970e-07   8.0938194e-07
  1.4466667e+02   3.3216850e-06   3.2662150e-06   9.0966784e-07   7.8351117e-07
  1.4533333e+02   3.2286508e-06   3.1767298e-06   8.7837384e-07   7.5912346e-07
  1.4600000e+02   3.1641524e-06   3.0905061e-06   8.5282146e-07   7.3856638e-07
  1.4666667e+02   3.0649205e-06   3.0238921e-06   8.3096579e-07   7.1518550e-07
  1.4733333e+02   3.0017986e-06   2.9644705e-06   8.0793685e-07   6.9409059e-07
  1.4800000e+02   2.9260517e-06   2.8700589e-06   7.8459615e-07   6.6708933e-07
  1.4866667e+02   2.8156919e-06   2.7759559e-06   7.5762609e-07   6.4812088e-07
  1.4933333e+02   2.7588686e-06   2.7194237e-06   7.3672272e-07   6.2643849e-07
  1.5000000e+02   2.6637327e-06   2.6256263e-06   7.1754126e-07   6.0454456e-07
  1.5066667e+02   2.6202134e-06   2.5612107e-06   6.9790223e-07   5.8698799e-07
  1.5133333e+02   2.5219677e-06   2.5022953e-06   6.7596885e-07   5.6999799e-07
  1.5200000e+02   2.4605004e-06   2.4298585e-06   6.5788056e-07   5.4921612e-07
  1.5266667e+02   2.3871103e-06   2.3743767e-06   6.3933318e-07   5.2927563e-07
  1.5333333e+02   2.3394317e-06   2.2890627e-06   6.2271244e-07   5.1774884e-07
  1.5400000e+02   2.2931947e-06   2.2274624e-06   6.0441377e-07   5.0183300e-07
  1.5466667e+02   2.2381905e-06   2.1866300e-06   5.8702807e-07   4.8515269e-07
  1.5533333e+02   2.1803889e-06   2.1263417e-06   5.6736627e-07   4.7182527e-07
  1.5600000e+02   2.0990605e-06   2.0637264e-06   5.4994793e-07   4.4936788e-07
  1.5666667e+02   2.0460258e-06   2.0090026e-06   5.3775480e-07   4.3679124e-07
  1.5733333e+02   1.9924216e-06   1.9694966e-06   5.2119834e-07   4.2409624e-07
  1.5800000e+02   1.9480268e-06   1.9161772e-06   5.0568483e-07   4.1009799e-07
  1.5866667e+02   1.9065669e-06   1.8499758e-06   4.9317061e-07   4.0012132e-07
  1.5933333e+02   1.8580465e-06   1.8010647e-06   4.8106829e-07   3.8526046e-07
  1.6000000e+02   1.8032316e-06   1.7620855e-06   4.6590504e-07   3.7254546e-07
  1.6066667e+02   1.7498755e-06   1.7100846e-06   4.5630032e-07   3.6318912e-07
  1.6133333e+02   1.7065123e-06   1.6643969e-06   4.3880143e-07   3.5276620e-07
  1.6200000e+02   1.6670779e-06   1.6330781e-06   4.2720573e-07   3.4198650e-07
  1.6266667e+02   1.6269268e-06   1.5818861e-06   4.1540828e-07   3.3346321e-07
  1.6333333e+02   1.5808777e-06   1.5367047e-06   4.0378536e-07   3.2244804e-07
  1.6400000e+02   1.5451898e-06   1.4987909e-06   3.9317379e-07   3.1070168e-07
  1.6466667e+02   1.4854053e-06   1.4599800e-06   3.7968540e-07   3.0201253e-07
  1.6533333e+02   1.4574701e-06   1.4261902e-06   3.7071006e-07   2.9329245e-07
  1.6600000e+02   1.4201462e-06   1.3924328e-06   3.6020327e-07   2.8362642e-07
  1.6666667e+02   1.3864293e-06   1.3509275e-06   3.5186839e-07   2.7494315e-07
  1.6733333e+02   1.3571350e-06   1.3188000e-06   3.4051953e-07   2.6710387e-07
  1.6800000e+02   1.3075170e-06   1.2870967e-06   3.3215988e-07   2.5683335e-07
  1.6866667e+02   1.2779622e-06   1.2522839e-06   3.2392695e-07   2.5114737e-07
  1.6933333e+02   1.2554809e-06   1.2258696e-06   3.1504969e-07   2.4271750e-07
  1.7000000e+02   1.2170277e-06   1.1855545e-06   3.0654493e-07   2.3496619e-07
  1.7066667e+02   1.1825328e-06   1.1624749e-06   2.9717716e-07   2.2747064e-07
  1.7133333e+02   1.1558073e-06   1.1246129e-06   2.9025513e-07   2.2116610e-07
  1.7200000e+02   1.1252432e-06   1.0984189e-06   2.8088539e-07   2.1513188e-07
  1.7266667e+02   1.1038388e-06   1.0636166e-06   2.7443788e-07   2.0692925e-07
  1.7333333e+02   1.0649437e-06   1.0405037e-06   2.6561164e-07   2.0165277e-07
  1.7400000e+02   1.0491866e-06   1.0185358e-06   2.5970826e-07   1.9426446e-07
  1.7466667e+02   1.0160863e-06   9.9614222e-07   2.5054123e-07   1.8947417e-07
  1.7533333e+02   9.9417014e-07   9.6207243e-07   2.4535629e-07   1.8423149e-07
  1.7600000e+02   9.6005820e-07   9.3655234e-07   2.3866503e-07   1.7697345e-07
  1.7666667e+02   9.4179780e-07   9.1237823e-07   2.3191223e-07   1.7092229e-07
  1.7733333e+02   9.1882277e-07   8.9656520e-07   2.2539100e-07   1.6729681e-07
  1.7800000e+02   9.0198272e-07   8.6771336e-07   2.2046119e-07   1.6193980e-07
  1.7866667e+02   8.7776883e-07   8.4985910e-07   2.1363670e-07   1.5707551e-07
  1.7933333e+02   8.4750386e-07   8.3079250e-07   2.0801799e-07   1.5184801e-07
  1.8000000e+02   8.3100695e-07   8.0171348e-07   2.0227411e-07   1.4765782e-07
  1.8066667e+02   8.0971159e-07   7.8433642e-07   1.9739549e-07   1.4397623e-07
  1.8133333e+02   7.9039118e-07   7.7110118e-07   1.9139199e-07   1.3984110e-07
  1.8200000e+02   7.6927994e-07   7.4942324e-07   1.8644968e-07   1.3568105e-07
  1.8266667e+02   7.5310046e-07   7.2490889e-07   1.8113232e-07   1.3176912e-07
  1.8333333e+02   7.3204565e-07   7.1492731e-07   1.7718001e-07   1.2824313e-07
  1.8400000e+02   7.1784911e-07   6.9271349e-07   1.7288213e-07   1.2430416e-07
  1.8466667e+02   6.9875890e-07   6.7662883e-07   1.6824753e-07   1.2057976e-07
  1.8533333e+02   6.8066421e-07   6.6122532e-07   1.6315680e-07   1.1774463e-07
  1.8600000e+02   6.6267423e-07   6.4255169e-07   1.5945394e-07   1.1386670e-07
  1.8666667e+02   6.5093165e-07   6.2765286e-07   1.5484007e-07   1.1057484e-07
  1.8733333e+02   6.2964012e-07   6.1212001e-07   1.5074140e-07   1.0638334e-07
  1.8800000e+02   6.1657097e-07   5.9898259e-07   1.4742228e-07   1.0420863e-07
  1.8866667e+02   6.0011491e-07   5.8242947e-07   1.4340905e-07   1.0122171e-07
  1.8933333e+02   5.8694460e-07   5.6780674e-07   1.3955476e-07   9.7917685e-08
  1.9000000e+02   5.6807263e-07   5.5246952e-07   1.3546830e-07   9.5295619e-08
  1.9066667e+02   5.5795504e-07   5.4011078e-07   1.3210258e-07   9.2636339e-08
  1.9133333e+02   5.4223548e-07   5.2797364e-07   1.2910476e-07   8.9826126e-08
  1.9200000e+02   5.3591463e-07   5.1567072e-07   1.2526137e-07   8.7255189e-08
  1.9266667e+02   5.1588337e-07   5.0096030e-07   1.2234758e-07   8.5039580e-08
  1.9333333e+02   5.0920899e-07   4.8939480e-07   1.1945514e-07   8.2529329e-08
  1.9400000e+02   4.9387981e-07   4.7946078e-07   1.1609937e-07   7.9740018e-08
  1.9466667e+02   4.8141342e-07   4.6413243e-07   1.1342315e-07   7.7757230e-08
  1.9533333e+02   4.7362328e-07   4.5396654e-07   1.1010517e-07   7.5788767e-08
  1.9600000e+02   4.5840341e-07   4.4411423e-07   1.0704509e-07   7.3523734e-08
  1.9666667e+02   4.5076281e-07   4.3258122e-07   1.0471142e-07   7.1341892e-08
  1.9733333e+02   4.3788575e-07   4.2316104e-07   1.0187514e-07   6.9465905e-08
  1.9800000e+02   4.2619728e-07   4.1243805e-07   9.9412976e-08   6.7306032e-08
  1.9866667e+02   4.2093261e-07   4.0220257e-07   9.6818515e-08   6.5358172e-08
  1.9933333e+02   4.0530046e-07   3.9465066e-07   9.4109914e-08   6.3212035e-08
  2.0000000e+02   3.9815790e-07   3.8389369e-07   9.1840329e-08   6.1535394e-08
  2.0066667e+02   3.8949537e-07   3.7667260e-07   8.9645374e-08   6.0000176e-08
