     kz              E+_uu           E+_vv           E+_ww           E+_pp
  5.1333333e+01   4.5902849e-02   6.1535856e-04   7.2552979e-03   2.6986505e-02
  5.2000000e+01   4.5772748e-02   6.2124247e-04   7.1988734e-03   2.6465860e-02
  5.2666667e+01   4.4788605e-02   6.3256071e-04   7.0541082e-03   2.5727211e-02
  5.3333333e+01   4.5928015e-02   6.4289153e-04   6.9961357e-03   2.5562924e-02
  5.4000000e+01   4.4065237e-02   6.3796574e-04   6.7858674e-03   2.4929432e-02
  5.4666667e+01   4.4055797e-02   6.4507781e-04   6.7704170e-03   2.4573255e-02
  5.5333333e+01   4.3388752e-02   6.5505095e-04   6.6682595e-03   2.4388132e-02
  5.6000000e+01   4.3549102e-02   6.5479989e-04   6.4940006e-03   2.3424760e-02
  5.6666667e+01   4.2374267e-02   6.6499764e-04   6.3412307e-03   2.3189848e-02
  5.7333333e+01   4.1993922e-02   6.6927429e-04   6.2967989e-03   2.2850408e-02
  5.8000000e+01   4.1602460e-02   6.8219348e-04   6.2040077e-03   2.2540813e-02
  5.8666667e+01   4.0581284e-02   6.8201596e-04   6.0971283e-03   2.2014805e-02
  5.9333333e+01   3.9819479e-02   6.8006695e-04   5.9196319e-03   2.1616577e-02
  6.0000000e+01   3.9675368e-02   6.8893071e-04   5.8802845e-03   2.1259350e-02
  6.0666667e+01   3.8919626e-02   6.8890383e-04   5.7144355e-03   2.0693093e-02
  6.1333333e+01   3.8720386e-02   6.9976071e-04   5.6700316e-03   2.0528473e-02
  6.2000000e+01   3.7878753e-02   7.0174785e-04   5.5669130e-03   2.0079606e-02
  6.2666667e+01   3.7461978e-02   6.9779009e-04   5.4538162e-03   1.9606574e-02
  6.3333333e+01   3.6339309e-02   7.0687717e-04   5.3015739e-03   1.9337650e-02
  6.4000000e+01   3.6852911e-02   7.1640008e-04   5.3006621e-03   1.9137074e-02
  6.4666667e+01   3.5801023e-02   7.0382489e-04   5.1365365e-03   1.8452542e-02
  6.5333333e+01   3.5326507e-02   7.1691549e-04   5.0509856e-03   1.8337216e-02
  6.6000000e+01   3.4482715e-02   7.1459298e-04   4.9219457e-03   1.8039491e-02
  6.6666667e+01   3.3323897e-02   7.1735213e-04   4.8533930e-03   1.7696730e-02
  6.7333333e+01   3.3105253e-02   7.1497845e-04   4.7344051e-03   1.7256548e-02
  6.8000000e+01   3.2572741e-02   7.1392048e-04   4.6536998e-03   1.6982698e-02
  6.8666667e+01   3.2221069e-02   7.1704493e-04   4.5514232e-03   1.6651872e-02
  6.9333333e+01   3.1726518e-02   7.1652013e-04   4.4591021e-03   1.6381073e-02
  7.0000000e+01   3.1461802e-02   7.2682026e-04   4.3903808e-03   1.6256237e-02
  7.0666667e+01   3.0485899e-02   7.2259542e-04   4.3163234e-03   1.5779490e-02
  7.1333333e+01   3.0232285e-02   7.2315029e-04   4.2028257e-03   1.5486643e-02
  7.2000000e+01   2.9596807e-02   7.3093548e-04   4.1398272e-03   1.5233342e-02
  7.2666667e+01   2.9476685e-02   7.3129592e-04   4.0903549e-03   1.4995307e-02
  7.3333333e+01   2.9012135e-02   7.2501111e-04   3.9846212e-03   1.4606754e-02
  7.4000000e+01   2.8079940e-02   7.2274998e-04   3.8896519e-03   1.4367905e-02
  7.4666667e+01   2.8036889e-02   7.3295027e-04   3.8572010e-03   1.4151553e-02
  7.5333333e+01   2.7206962e-02   7.2378237e-04   3.7591677e-03   1.3928623e-02
  7.6000000e+01   2.6789711e-02   7.1924402e-04   3.6611988e-03   1.3626128e-02
  7.6666667e+01   2.6241628e-02   7.2442236e-04   3.5788359e-03   1.3387024e-02
  7.7333333e+01   2.5761149e-02   7.2146633e-04   3.5004123e-03   1.3144476e-02
  7.8000000e+01   2.5445927e-02   7.2145109e-04   3.4216146e-03   1.2912782e-02
  7.8666667e+01   2.5125369e-02   7.2353090e-04   3.3914466e-03   1.2711280e-02
  7.9333333e+01   2.4320833e-02   7.2109076e-04   3.3072876e-03   1.2475875e-02
  8.0000000e+01   2.4201478e-02   7.2453685e-04   3.2541217e-03   1.2256376e-02
  8.0666667e+01   2.3673344e-02   7.1749321e-04   3.1864990e-03   1.2031451e-02
  8.1333333e+01   2.3267178e-02   7.1981739e-04   3.1233646e-03   1.1860693e-02
  8.2000000e+01   2.2840340e-02   7.1475541e-04   3.0497851e-03   1.1605918e-02
  8.2666667e+01   2.2425207e-02   7.1926803e-04   2.9999471e-03   1.1421978e-02
  8.3333333e+01   2.1749443e-02   7.1018261e-04   2.9114720e-03   1.1193296e-02
  8.4000000e+01   2.1657932e-02   7.1641261e-04   2.8657603e-03   1.1016186e-02
  8.4666667e+01   2.1131852e-02   7.0751736e-04   2.7922535e-03   1.0755514e-02
  8.5333333e+01   2.0760493e-02   7.0263828e-04   2.7366783e-03   1.0610600e-02
  8.6000000e+01   2.0206839e-02   6.9893071e-04   2.6941670e-03   1.0407835e-02
  8.6666667e+01   2.0144478e-02   7.0636694e-04   2.6498351e-03   1.0255795e-02
  8.7333333e+01   1.9859716e-02   6.9573413e-04   2.5698315e-03   1.0069650e-02
  8.8000000e+01   1.9582647e-02   6.9815519e-04   2.5559155e-03   9.9152613e-03
  8.8666667e+01   1.8931674e-02   6.9165245e-04   2.4719214e-03   9.6876066e-03
  8.9333333e+01   1.8545743e-02   6.8866564e-04   2.4151667e-03   9.5189279e-03
  9.0000000e+01   1.8448187e-02   6.8653375e-04   2.3737733e-03   9.3844067e-03
  9.0666667e+01   1.7958163e-02   6.8572865e-04   2.3265036e-03   9.2165260e-03
  9.1333333e+01   1.7409912e-02   6.7626363e-04   2.2564420e-03   9.0356066e-03
  9.2000000e+01   1.7584683e-02   6.7892936e-04   2.2424092e-03   8.8487700e-03
  9.2666667e+01   1.7185363e-02   6.7777075e-04   2.1856873e-03   8.7286019e-03
  9.3333333e+01   1.6581498e-02   6.6958262e-04   2.1295820e-03   8.5532471e-03
  9.4000000e+01   1.6395455e-02   6.6664243e-04   2.0866608e-03   8.4193045e-03
  9.4666667e+01   1.6028115e-02   6.6664675e-04   2.0510221e-03   8.3083415e-03
  9.5333333e+01   1.5744554e-02   6.5921389e-04   2.0073569e-03   8.1178016e-03
  9.6000000e+01   1.5444740e-02   6.5763405e-04   1.9642674e-03   7.9887358e-03
  9.6666667e+01   1.5181809e-02   6.5096683e-04   1.9215773e-03   7.8372094e-03
  9.7333333e+01   1.4843170e-02   6.5139886e-04   1.8864073e-03   7.7760763e-03
  9.8000000e+01   1.4573143e-02   6.4555737e-04   1.8504255e-03   7.5791419e-03
  9.8666667e+01   1.4237500e-02   6.3756684e-04   1.7970350e-03   7.4527221e-03
  9.9333333e+01   1.4244058e-02   6.4178069e-04   1.7780948e-03   7.3115215e-03
  1.0000000e+02   1.3874808e-02   6.3795969e-04   1.7475009e-03   7.2283446e-03
  1.0066667e+02   1.3542838e-02   6.3257195e-04   1.6947481e-03   7.0737785e-03
  1.0133333e+02   1.3361149e-02   6.3246537e-04   1.6688020e-03   6.9963085e-03
  1.0200000e+02   1.3061021e-02   6.2390815e-04   1.6291503e-03   6.8285987e-03
  1.0266667e+02   1.2949078e-02   6.2305310e-04   1.6135426e-03   6.7137284e-03
  1.0333333e+02   1.2559898e-02   6.1629562e-04   1.5648322e-03   6.6091350e-03
  1.0400000e+02   1.2339118e-02   6.1986231e-04   1.5368193e-03   6.5118445e-03
  1.0466667e+02   1.2146386e-02   6.0923228e-04   1.5035260e-03   6.3818412e-03
  1.0533333e+02   1.1945864e-02   6.0634178e-04   1.4717605e-03   6.2901219e-03
  1.0600000e+02   1.1679047e-02   6.0435255e-04   1.4409710e-03   6.2098599e-03
  1.0666667e+02   1.1478540e-02   5.9855957e-04   1.4160231e-03   6.0916474e-03
  1.0733333e+02   1.1273476e-02   5.9669775e-04   1.3896819e-03   5.9900553e-03
  1.0800000e+02   1.1049352e-02   5.8586034e-04   1.3547697e-03   5.8716942e-03
  1.0866667e+02   1.0938700e-02   5.8481123e-04   1.3338164e-03   5.7757134e-03
  1.0933333e+02   1.0601865e-02   5.7806441e-04   1.3049063e-03   5.6696957e-03
  1.1000000e+02   1.0418124e-02   5.7598604e-04   1.2742097e-03   5.5857894e-03
  1.1066667e+02   1.0168459e-02   5.7267130e-04   1.2475214e-03   5.4978965e-03
  1.1133333e+02   1.0072734e-02   5.6785695e-04   1.2257807e-03   5.4279875e-03
  1.1200000e+02   9.8787671e-03   5.6516020e-04   1.2077852e-03   5.3040913e-03
  1.1266667e+02   9.7381523e-03   5.5945352e-04   1.1809216e-03   5.2119505e-03
  1.1333333e+02   9.6302467e-03   5.5901853e-04   1.1559222e-03   5.1383456e-03
  1.1400000e+02   9.3580081e-03   5.4903927e-04   1.1273154e-03   5.0363820e-03
  1.1466667e+02   9.2795249e-03   5.5195872e-04   1.1092469e-03   5.0084677e-03
  1.1533333e+02   8.9831801e-03   5.4006247e-04   1.0904782e-03   4.8775661e-03
  1.1600000e+02   8.9175644e-03   5.3833897e-04   1.0650798e-03   4.8125816e-03
  1.1666667e+02   8.7087111e-03   5.3157694e-04   1.0435807e-03   4.7305457e-03
  1.1733333e+02   8.6219488e-03   5.3311788e-04   1.0290712e-03   4.6740018e-03
  1.1800000e+02   8.3962126e-03   5.2764942e-04   1.0058717e-03   4.5926453e-03
  1.1866667e+02   8.2379427e-03   5.2065552e-04   9.8079698e-04   4.4974508e-03
  1.1933333e+02   8.0826397e-03   5.1634450e-04   9.6546241e-04   4.4343451e-03
  1.2000000e+02   7.9481210e-03   5.1508778e-04   9.4509886e-04   4.3634486e-03
  1.2066667e+02   7.7611639e-03   5.0524860e-04   9.2394783e-04   4.2764718e-03
  1.2133333e+02   7.6507169e-03   5.0641134e-04   9.0768581e-04   4.2149809e-03
  1.2200000e+02   7.5656469e-03   5.0022082e-04   8.9358748e-04   4.1299101e-03
  1.2266667e+02   7.3719277e-03   4.9083305e-04   8.6583169e-04   4.0692648e-03
  1.2333333e+02   7.2409173e-03   4.9106441e-04   8.5426056e-04   4.0187495e-03
  1.2400000e+02   7.1409329e-03   4.9081645e-04   8.4306478e-04   3.9630777e-03
  1.2466667e+02   7.0036794e-03   4.8178377e-04   8.2345037e-04   3.8953058e-03
  1.2533333e+02   6.8357240e-03   4.8109628e-04   8.0390049e-04   3.8367305e-03
  1.2600000e+02   6.8144404e-03   4.7901877e-04   7.9770442e-04   3.7683905e-03
  1.2666667e+02   6.6466641e-03   4.6948232e-04   7.7549795e-04   3.7071020e-03
  1.2733333e+02   6.5416153e-03   4.7050198e-04   7.6489053e-04   3.6524813e-03
  1.2800000e+02   6.3958271e-03   4.6665110e-04   7.4830526e-04   3.5944417e-03
  1.2866667e+02   6.2818573e-03   4.5690821e-04   7.3110452e-04   3.5371852e-03
  1.2933333e+02   6.1795293e-03   4.5556124e-04   7.2050059e-04   3.4748658e-03
  1.3000000e+02   6.0498716e-03   4.5386768e-04   7.0518997e-04   3.4297080e-03
  1.3066667e+02   5.9889801e-03   4.4912558e-04   6.9517976e-04   3.3751055e-03
  1.3133333e+02   5.8561430e-03   4.4452302e-04   6.7917299e-04   3.3279148e-03
  1.3200000e+02   5.7303781e-03   4.3948963e-04   6.6311645e-04   3.2636287e-03
  1.3266667e+02   5.6650729e-03   4.3757496e-04   6.5598414e-04   3.2250374e-03
  1.3333333e+02   5.5839071e-03   4.3462419e-04   6.4631614e-04   3.1624462e-03
  1.3400000e+02   5.4295348e-03   4.2780933e-04   6.3122117e-04   3.1253634e-03
  1.3466667e+02   5.3605391e-03   4.2331324e-04   6.1869547e-04   3.0615247e-03
  1.3533333e+02   5.2540689e-03   4.2028097e-04   6.0559271e-04   3.0347998e-03
  1.3600000e+02   5.2188187e-03   4.1759828e-04   5.9593750e-04   2.9694493e-03
  1.3666667e+02   5.0996742e-03   4.1491301e-04   5.8702981e-04   2.9309422e-03
  1.3733333e+02   5.0108733e-03   4.0783877e-04   5.7237554e-04   2.8674929e-03
  1.3800000e+02   4.9101489e-03   4.0425476e-04   5.6108273e-04   2.8225423e-03
  1.3866667e+02   4.8069931e-03   4.0063515e-04   5.5078988e-04   2.8034356e-03
  1.3933333e+02   4.7285194e-03   3.9708279e-04   5.3973666e-04   2.7516382e-03
  1.4000000e+02   4.6499499e-03   3.9294661e-04   5.3127456e-04   2.7083652e-03
  1.4066667e+02   4.5926974e-03   3.8978621e-04   5.1941597e-04   2.6601235e-03
  1.4133333e+02   4.4916744e-03   3.8221529e-04   5.0869239e-04   2.6159125e-03
  1.4200000e+02   4.4347774e-03   3.8547596e-04   5.0555925e-04   2.5841968e-03
  1.4266667e+02   4.3394125e-03   3.7882595e-04   4.9324519e-04   2.5342032e-03
  1.4333333e+02   4.2805503e-03   3.7318560e-04   4.8349971e-04   2.5069693e-03
  1.4400000e+02   4.1786375e-03   3.6953989e-04   4.7393488e-04   2.4630532e-03
  1.4466667e+02   4.1502548e-03   3.7015055e-04   4.6837838e-04   2.4340945e-03
  1.4533333e+02   4.0847194e-03   3.6428257e-04   4.5778846e-04   2.3921942e-03
  1.4600000e+02   4.0118625e-03   3.6073288e-04   4.4800135e-04   2.3528543e-03
  1.4666667e+02   3.9608842e-03   3.5861638e-04   4.4264219e-04   2.3122953e-03
  1.4733333e+02   3.8575988e-03   3.5262439e-04   4.3193160e-04   2.2823028e-03
  1.4800000e+02   3.7940056e-03   3.4931828e-04   4.2666698e-04   2.2397278e-03
  1.4866667e+02   3.7708377e-03   3.4636958e-04   4.1965949e-04   2.2142489e-03
  1.4933333e+02   3.6876576e-03   3.4187174e-04   4.1086600e-04   2.1792191e-03
  1.5000000e+02   3.6138899e-03   3.3860931e-04   4.0287581e-04   2.1444783e-03
  1.5066667e+02   3.5171331e-03   3.3560780e-04   3.9578633e-04   2.1109826e-03
  1.5133333e+02   3.4824617e-03   3.3216432e-04   3.8891505e-04   2.0826820e-03
  1.5200000e+02   3.4413872e-03   3.2871102e-04   3.8277428e-04   2.0468492e-03
  1.5266667e+02   3.3678196e-03   3.2574124e-04   3.7482878e-04   2.0226105e-03
  1.5333333e+02   3.3296624e-03   3.2332744e-04   3.6841890e-04   1.9875808e-03
  1.5400000e+02   3.2640375e-03   3.2001969e-04   3.6081576e-04   1.9602975e-03
  1.5466667e+02   3.1945926e-03   3.1636278e-04   3.5571377e-04   1.9258393e-03
  1.5533333e+02   3.1485870e-03   3.1070851e-04   3.4762154e-04   1.8934887e-03
  1.5600000e+02   3.0855327e-03   3.0787927e-04   3.3907995e-04   1.8643556e-03
  1.5666667e+02   3.0621035e-03   3.0767016e-04   3.3697587e-04   1.8469157e-03
  1.5733333e+02   3.0063193e-03   3.0237275e-04   3.3092459e-04   1.8132123e-03
  1.5800000e+02   2.9552984e-03   3.0001967e-04   3.2571152e-04   1.7829395e-03
  1.5866667e+02   2.9207554e-03   2.9734885e-04   3.1912882e-04   1.7622854e-03
  1.5933333e+02   2.8622416e-03   2.9303505e-04   3.1578954e-04   1.7333853e-03
  1.6000000e+02   2.7947055e-03   2.9106564e-04   3.0850274e-04   1.7121287e-03
  1.6066667e+02   2.7543785e-03   2.8837810e-04   3.0311111e-04   1.6826990e-03
  1.6133333e+02   2.7237611e-03   2.8407485e-04   2.9789024e-04   1.6529731e-03
  1.6200000e+02   2.6711248e-03   2.8192292e-04   2.9219700e-04   1.6357965e-03
  1.6266667e+02   2.6356118e-03   2.7878239e-04   2.8751914e-04   1.6050556e-03
  1.6333333e+02   2.5914084e-03   2.7437455e-04   2.8184688e-04   1.5800822e-03
  1.6400000e+02   2.5649252e-03   2.7207992e-04   2.7835637e-04   1.5609971e-03
  1.6466667e+02   2.5164718e-03   2.7104267e-04   2.7316100e-04   1.5380281e-03
  1.6533333e+02   2.4746827e-03   2.6727707e-04   2.6825773e-04   1.5111022e-03
  1.6600000e+02   2.4238357e-03   2.6292497e-04   2.6251844e-04   1.4891112e-03
  1.6666667e+02   2.3982767e-03   2.6175328e-04   2.5897882e-04   1.4658846e-03
  1.6733333e+02   2.3607378e-03   2.5994209e-04   2.5577356e-04   1.4446551e-03
  1.6800000e+02   2.3308860e-03   2.5569827e-04   2.4973139e-04   1.4224848e-03
  1.6866667e+02   2.2836221e-03   2.5349910e-04   2.4609735e-04   1.4057430e-03
  1.6933333e+02   2.2489543e-03   2.5149703e-04   2.4239244e-04   1.3830460e-03
  1.7000000e+02   2.2125475e-03   2.4874018e-04   2.3754400e-04   1.3633782e-03
  1.7066667e+02   2.1718091e-03   2.4570205e-04   2.3410316e-04   1.3418567e-03
  1.7133333e+02   2.1431766e-03   2.4346379e-04   2.3011019e-04   1.3285310e-03
  1.7200000e+02   2.1070113e-03   2.4065476e-04   2.2560857e-04   1.3051861e-03
  1.7266667e+02   2.0884787e-03   2.3731134e-04   2.2316271e-04   1.2800940e-03
  1.7333333e+02   2.0634696e-03   2.3589771e-04   2.1928625e-04   1.2691362e-03
  1.7400000e+02   2.0190670e-03   2.3308420e-04   2.1523673e-04   1.2455451e-03
  1.7466667e+02   1.9852194e-03   2.3004453e-04   2.1164527e-04   1.2294234e-03
  1.7533333e+02   1.9647876e-03   2.2764421e-04   2.0870290e-04   1.2119132e-03
  1.7600000e+02   1.9120971e-03   2.2498261e-04   2.0376697e-04   1.1964619e-03
  1.7666667e+02   1.8928264e-03   2.2251788e-04   2.0007739e-04   1.1777815e-03
  1.7733333e+02   1.8602550e-03   2.2033361e-04   1.9754299e-04   1.1566447e-03
  1.7800000e+02   1.8340343e-03   2.1860669e-04   1.9370962e-04   1.1442189e-03
  1.7866667e+02   1.8071519e-03   2.1616680e-04   1.9134971e-04   1.1238256e-03
  1.7933333e+02   1.7793937e-03   2.1264799e-04   1.8796593e-04   1.1064302e-03
  1.8000000e+02   1.7534362e-03   2.1138837e-04   1.8458386e-04   1.0903116e-03
  1.8066667e+02   1.7183732e-03   2.0845026e-04   1.8118277e-04   1.0767091e-03
  1.8133333e+02   1.6950186e-03   2.0659320e-04   1.7879338e-04   1.0596105e-03
  1.8200000e+02   1.6704329e-03   2.0532628e-04   1.7592754e-04   1.0479003e-03
  1.8266667e+02   1.6448560e-03   2.0159435e-04   1.7283095e-04   1.0304130e-03
  1.8333333e+02   1.6328288e-03   1.9994055e-04   1.7060084e-04   1.0138719e-03
  1.8400000e+02   1.6038438e-03   1.9930331e-04   1.6742415e-04   1.0028872e-03
  1.8466667e+02   1.5736012e-03   1.9522528e-04   1.6474974e-04   9.8462260e-04
  1.8533333e+02   1.5495983e-03   1.9326390e-04   1.6169655e-04   9.7488598e-04
  1.8600000e+02   1.5312143e-03   1.9202574e-04   1.5957088e-04   9.6020754e-04
  1.8666667e+02   1.5050053e-03   1.8920918e-04   1.5692997e-04   9.4322912e-04
  1.8733333e+02   1.4808592e-03   1.8736718e-04   1.5389312e-04   9.3397359e-04
  1.8800000e+02   1.4582480e-03   1.8461239e-04   1.5107018e-04   9.1600284e-04
  1.8866667e+02   1.4449040e-03   1.8361887e-04   1.4926252e-04   9.0375202e-04
  1.8933333e+02   1.4215913e-03   1.8108092e-04   1.4724274e-04   8.9384201e-04
  1.9000000e+02   1.3910617e-03   1.7857826e-04   1.4427730e-04   8.7924475e-04
  1.9066667e+02   1.3788226e-03   1.7624832e-04   1.4182440e-04   8.6732891e-04
  1.9133333e+02   1.3618705e-03   1.7556243e-04   1.4020886e-04   8.5409238e-04
  1.9200000e+02   1.3367972e-03   1.7231412e-04   1.3727495e-04   8.4070296e-04
  1.9266667e+02   1.3239767e-03   1.7102774e-04   1.3568164e-04   8.2785271e-04
  1.9333333e+02   1.2946362e-03   1.7022729e-04   1.3335302e-04   8.1863521e-04
  1.9400000e+02   1.2753177e-03   1.6690685e-04   1.3088507e-04   8.0631284e-04
  1.9466667e+02   1.2653896e-03   1.6472558e-04   1.2901456e-04   7.9162957e-04
  1.9533333e+02   1.2438169e-03   1.6269212e-04   1.2683261e-04   7.8083251e-04
  1.9600000e+02   1.2225895e-03   1.6182905e-04   1.2492409e-04   7.7236831e-04
  1.9666667e+02   1.2133025e-03   1.6007877e-04   1.2326180e-04   7.6105916e-04
  1.9733333e+02   1.1905145e-03   1.5826030e-04   1.2115156e-04   7.4949277e-04
  1.9800000e+02   1.1716760e-03   1.5613136e-04   1.1920173e-04   7.4251393e-04
  1.9866667e+02   1.1517816e-03   1.5419458e-04   1.1736435e-04   7.2767466e-04
  1.9933333e+02   1.1354100e-03   1.5338309e-04   1.1540071e-04   7.1935835e-04
  2.0000000e+02   1.1157398e-03   1.5131108e-04   1.1345975e-04   7.0572688e-04
  2.0066667e+02   1.1022032e-03   1.4991579e-04   1.1161838e-04   6.9695708e-04
