     kx              E+_uu           E+_vv           E+_ww           E+_pp
  1.1750000e+01   6.4864876e-03   6.4152819e-03   8.0831030e-03   2.1661018e-02
  1.2000000e+01   6.1372551e-03   6.1236045e-03   7.3318155e-03   2.0225144e-02
  1.2250000e+01   5.9750006e-03   6.0313063e-03   7.4433813e-03   2.0070811e-02
  1.2500000e+01   5.8154036e-03   5.9191900e-03   7.4465625e-03   1.9363189e-02
  1.2750000e+01   5.7174686e-03   5.6506463e-03   7.0354084e-03   1.8045755e-02
  1.3000000e+01   5.5686351e-03   5.5708599e-03   7.1751971e-03   1.7368571e-02
  1.3250000e+01   5.2638536e-03   5.5112962e-03   6.7416179e-03   1.7952956e-02
  1.3500000e+01   5.1882218e-03   5.4701257e-03   6.6735709e-03   1.7269763e-02
  1.3750000e+01   5.0520975e-03   5.1086455e-03   6.4307351e-03   1.7005602e-02
  1.4000000e+01   4.8728735e-03   5.2762795e-03   6.5993580e-03   1.6355405e-02
  1.4250000e+01   4.5931931e-03   4.9483376e-03   6.0686872e-03   1.6405332e-02
  1.4500000e+01   4.5440196e-03   4.8915095e-03   5.8803479e-03   1.5261475e-02
  1.4750000e+01   4.3746421e-03   4.8023316e-03   5.7816566e-03   1.4755484e-02
  1.5000000e+01   4.2280323e-03   4.8565840e-03   5.5735217e-03   1.4864456e-02
  1.5250000e+01   4.1434250e-03   4.7101435e-03   5.4799735e-03   1.4163750e-02
  1.5500000e+01   4.0611027e-03   4.5440788e-03   5.5719737e-03   1.3988220e-02
  1.5750000e+01   3.9472190e-03   4.5456839e-03   5.4820549e-03   1.3660421e-02
  1.6000000e+01   3.7671394e-03   4.3867360e-03   5.1973738e-03   1.3711381e-02
  1.6250000e+01   3.7505537e-03   4.3830037e-03   5.2404711e-03   1.3354846e-02
  1.6500000e+01   3.5672041e-03   4.3133161e-03   5.0480033e-03   1.2508130e-02
  1.6750000e+01   3.5188185e-03   4.0822377e-03   4.9469900e-03   1.2359175e-02
  1.7000000e+01   3.3920331e-03   4.0542382e-03   4.8165820e-03   1.2584325e-02
  1.7250000e+01   3.3241897e-03   4.1063103e-03   4.7159468e-03   1.1925533e-02
  1.7500000e+01   3.1979379e-03   3.9206658e-03   4.4363546e-03   1.1718550e-02
  1.7750000e+01   3.1606909e-03   3.8239055e-03   4.5491788e-03   1.1250967e-02
  1.8000000e+01   3.1108683e-03   3.7873204e-03   4.3213608e-03   1.0862001e-02
  1.8250000e+01   3.0243726e-03   3.7635781e-03   4.2882896e-03   1.0958461e-02
  1.8500000e+01   2.9200557e-03   3.6982273e-03   4.2555790e-03   1.0475020e-02
  1.8750000e+01   2.8825616e-03   3.5922998e-03   4.1792578e-03   1.0409880e-02
  1.9000000e+01   2.7878018e-03   3.6496631e-03   4.1092683e-03   1.0273338e-02
  1.9250000e+01   2.6641482e-03   3.4905402e-03   4.0425003e-03   9.7130189e-03
  1.9500000e+01   2.6323932e-03   3.3981406e-03   3.9327423e-03   9.4888526e-03
  1.9750000e+01   2.6110557e-03   3.2727550e-03   3.7613659e-03   9.3413056e-03
  2.0000000e+01   2.4922177e-03   3.1973228e-03   3.6413838e-03   9.0463005e-03
  2.0250000e+01   2.4818752e-03   3.2865164e-03   3.7071496e-03   8.7175712e-03
  2.0500000e+01   2.4309851e-03   3.2479987e-03   3.6029869e-03   8.6443670e-03
  2.0750000e+01   2.3470310e-03   3.0030091e-03   3.4344393e-03   8.3893124e-03
  2.1000000e+01   2.2886688e-03   3.0918142e-03   3.4891915e-03   8.2578880e-03
  2.1250000e+01   2.2137661e-03   3.0074807e-03   3.4343149e-03   7.9677587e-03
  2.1500000e+01   2.1906127e-03   2.9093422e-03   3.3190122e-03   7.9465044e-03
  2.1750000e+01   2.1172542e-03   2.8672949e-03   3.2503196e-03   7.8103808e-03
  2.2000000e+01   2.1041982e-03   2.8279928e-03   3.1525613e-03   7.5048353e-03
  2.2250000e+01   2.0679181e-03   2.8377318e-03   3.1474713e-03   7.6058138e-03
  2.2500000e+01   1.9590678e-03   2.7336978e-03   3.1245942e-03   7.1672604e-03
  2.2750000e+01   1.9373179e-03   2.6446641e-03   3.0743723e-03   7.0766267e-03
  2.3000000e+01   1.8877122e-03   2.6761736e-03   3.0453386e-03   7.0647267e-03
  2.3250000e+01   1.8356487e-03   2.6057757e-03   2.9691164e-03   6.8416501e-03
  2.3500000e+01   1.8226025e-03   2.5395545e-03   2.8213399e-03   6.6010677e-03
  2.3750000e+01   1.7842987e-03   2.5188421e-03   2.8534704e-03   6.5575496e-03
  2.4000000e+01   1.7297151e-03   2.5081697e-03   2.7990092e-03   6.6946493e-03
  2.4250000e+01   1.7314343e-03   2.3965850e-03   2.7696943e-03   6.4001914e-03
  2.4500000e+01   1.7180303e-03   2.3900211e-03   2.7475022e-03   6.2419132e-03
  2.4750000e+01   1.6491588e-03   2.3521399e-03   2.6255362e-03   6.1205067e-03
  2.5000000e+01   1.6171998e-03   2.2910120e-03   2.5860931e-03   5.8360219e-03
  2.5250000e+01   1.5753160e-03   2.2958643e-03   2.5402389e-03   5.8396421e-03
  2.5500000e+01   1.5326127e-03   2.2300056e-03   2.5240933e-03   5.5530333e-03
  2.5750000e+01   1.5349507e-03   2.2186671e-03   2.4473275e-03   5.5323337e-03
  2.6000000e+01   1.4775637e-03   2.1334624e-03   2.4021887e-03   5.4073984e-03
  2.6250000e+01   1.4781134e-03   2.0936420e-03   2.4177545e-03   5.2405719e-03
  2.6500000e+01   1.4327449e-03   2.0481888e-03   2.3689268e-03   5.1599614e-03
  2.6750000e+01   1.4012188e-03   2.0525636e-03   2.2182907e-03   5.0317665e-03
  2.7000000e+01   1.3494451e-03   2.0162834e-03   2.2346671e-03   4.9778996e-03
  2.7250000e+01   1.3369573e-03   1.9779885e-03   2.2158348e-03   4.8864298e-03
  2.7500000e+01   1.3296274e-03   1.9679927e-03   2.1291761e-03   4.8644875e-03
  2.7750000e+01   1.2846426e-03   1.9286889e-03   2.1281722e-03   4.7346047e-03
  2.8000000e+01   1.2759885e-03   1.9256721e-03   2.0750557e-03   4.6122162e-03
  2.8250000e+01   1.2561213e-03   1.8541833e-03   2.0268720e-03   4.5349228e-03
  2.8500000e+01   1.2170464e-03   1.8735787e-03   2.0466476e-03   4.5227952e-03
  2.8750000e+01   1.1988510e-03   1.8198307e-03   2.0094269e-03   4.3016945e-03
  2.9000000e+01   1.1727037e-03   1.7925073e-03   1.9570290e-03   4.2530130e-03
  2.9250000e+01   1.1344266e-03   1.7719958e-03   1.9084391e-03   4.2792451e-03
  2.9500000e+01   1.1280310e-03   1.7176111e-03   1.9172385e-03   4.0235386e-03
  2.9750000e+01   1.1115846e-03   1.6766822e-03   1.8711732e-03   4.1186277e-03
  3.0000000e+01   1.0776079e-03   1.6690134e-03   1.7916857e-03   4.0155643e-03
  3.0250000e+01   1.0687207e-03   1.6277637e-03   1.7997085e-03   3.8733182e-03
  3.0500000e+01   1.0401446e-03   1.6305364e-03   1.7869215e-03   3.7973325e-03
  3.0750000e+01   1.0451118e-03   1.6079635e-03   1.7877020e-03   3.7570414e-03
  3.1000000e+01   1.0134611e-03   1.5651686e-03   1.7224951e-03   3.5668055e-03
  3.1250000e+01   9.9815231e-04   1.5343347e-03   1.7241567e-03   3.6114105e-03
  3.1500000e+01   9.7102293e-04   1.5258849e-03   1.6440280e-03   3.5324119e-03
  3.1750000e+01   9.4955338e-04   1.4913340e-03   1.6065676e-03   3.4916829e-03
  3.2000000e+01   9.5002686e-04   1.4557904e-03   1.5856011e-03   3.4157301e-03
  3.2250000e+01   9.2392487e-04   1.4306528e-03   1.5844427e-03   3.3112384e-03
  3.2500000e+01   9.0802981e-04   1.4235301e-03   1.5569982e-03   3.2776755e-03
  3.2750000e+01   8.8470647e-04   1.4343089e-03   1.5651921e-03   3.2239133e-03
  3.3000000e+01   8.7665313e-04   1.3778536e-03   1.5258719e-03   3.1907645e-03
  3.3250000e+01   8.5022895e-04   1.3850012e-03   1.4691403e-03   3.0914019e-03
  3.3500000e+01   8.3860888e-04   1.3276368e-03   1.4737107e-03   3.0165838e-03
  3.3750000e+01   8.2364338e-04   1.3205579e-03   1.4541087e-03   3.0003681e-03
  3.4000000e+01   8.0678172e-04   1.3072631e-03   1.4181918e-03   2.8915270e-03
  3.4250000e+01   7.9848836e-04   1.2807222e-03   1.4221634e-03   2.8663875e-03
  3.4500000e+01   7.8323916e-04   1.2587686e-03   1.3594257e-03   2.8235511e-03
  3.4750000e+01   7.7752126e-04   1.2649725e-03   1.3544958e-03   2.8039882e-03
  3.5000000e+01   7.5949108e-04   1.2311355e-03   1.3240816e-03   2.7214728e-03
  3.5250000e+01   7.4448980e-04   1.2087883e-03   1.3066463e-03   2.6461061e-03
  3.5500000e+01   7.3803729e-04   1.1954378e-03   1.2922161e-03   2.6523571e-03
  3.5750000e+01   7.1287577e-04   1.1712441e-03   1.2639172e-03   2.6304963e-03
  3.6000000e+01   6.9291900e-04   1.1629599e-03   1.2647853e-03   2.5375380e-03
  3.6250000e+01   7.0170457e-04   1.1454800e-03   1.2412204e-03   2.5083896e-03
  3.6500000e+01   6.7511905e-04   1.1212921e-03   1.2115140e-03   2.4543265e-03
  3.6750000e+01   6.6806090e-04   1.1124106e-03   1.2035328e-03   2.4116173e-03
  3.7000000e+01   6.4796697e-04   1.0925913e-03   1.1858579e-03   2.3620542e-03
  3.7250000e+01   6.4303807e-04   1.0912873e-03   1.1470383e-03   2.3130800e-03
  3.7500000e+01   6.3700023e-04   1.0667149e-03   1.1253680e-03   2.2820301e-03
  3.7750000e+01   6.2368321e-04   1.0479536e-03   1.1229809e-03   2.2753061e-03
  3.8000000e+01   6.0866455e-04   1.0359990e-03   1.0932687e-03   2.2314863e-03
  3.8250000e+01   5.9692679e-04   1.0109634e-03   1.0903916e-03   2.1852351e-03
  3.8500000e+01   5.8950466e-04   1.0018062e-03   1.0818304e-03   2.1261439e-03
  3.8750000e+01   5.7757763e-04   9.7595853e-04   1.0579465e-03   2.1064357e-03
  3.9000000e+01   5.7123888e-04   9.7380545e-04   1.0366876e-03   2.0958196e-03
  3.9250000e+01   5.6810993e-04   9.8143216e-04   1.0373830e-03   2.0057745e-03
  3.9500000e+01   5.5449175e-04   9.6235912e-04   1.0238430e-03   1.9978595e-03
  3.9750000e+01   5.4467283e-04   9.2753664e-04   1.0011825e-03   1.9628925e-03
  4.0000000e+01   5.3091195e-04   9.2630034e-04   9.9073671e-04   1.9185548e-03
  4.0250000e+01   5.2699798e-04   9.1086602e-04   9.8468916e-04   1.8941792e-03
  4.0500000e+01   5.1634638e-04   9.0571915e-04   9.5265352e-04   1.8668878e-03
  4.0750000e+01   5.0796811e-04   8.8463899e-04   9.4583426e-04   1.8127066e-03
  4.1000000e+01   5.0427936e-04   8.6989153e-04   9.4581172e-04   1.7872854e-03
  4.1250000e+01   4.9657607e-04   8.6239556e-04   9.1987355e-04   1.7672049e-03
  4.1500000e+01   4.8253240e-04   8.5023079e-04   9.0726329e-04   1.7535704e-03
  4.1750000e+01   4.7688088e-04   8.3179979e-04   8.9096456e-04   1.7223811e-03
  4.2000000e+01   4.7015870e-04   8.2302750e-04   8.7395224e-04   1.6557579e-03
  4.2250000e+01   4.6430715e-04   8.0427889e-04   8.7151986e-04   1.6619117e-03
  4.2500000e+01   4.5915346e-04   8.0002258e-04   8.5639385e-04   1.6065567e-03
  4.2750000e+01   4.4675226e-04   7.9888689e-04   8.3875683e-04   1.5956744e-03
  4.3000000e+01   4.4265610e-04   7.8363865e-04   8.3812546e-04   1.5726278e-03
  4.3250000e+01   4.3731319e-04   7.7290040e-04   8.3147192e-04   1.5423254e-03
  4.3500000e+01   4.2572908e-04   7.6708670e-04   8.1630446e-04   1.5361311e-03
  4.3750000e+01   4.1927694e-04   7.4596875e-04   8.0035245e-04   1.4957891e-03
  4.4000000e+01   4.1151808e-04   7.4313446e-04   7.8439167e-04   1.4988702e-03
  4.4250000e+01   4.0671722e-04   7.2856208e-04   7.7210229e-04   1.4638105e-03
  4.4500000e+01   3.9948763e-04   7.2462294e-04   7.6042186e-04   1.4143868e-03
  4.4750000e+01   3.9865680e-04   7.0558080e-04   7.5344650e-04   1.3989152e-03
  4.5000000e+01   3.8721255e-04   6.9305432e-04   7.4750887e-04   1.3937032e-03
  4.5250000e+01   3.7874124e-04   6.8619783e-04   7.4041146e-04   1.3471277e-03
  4.5500000e+01   3.7846019e-04   6.8235349e-04   7.3578493e-04   1.3472333e-03
  4.5750000e+01   3.7248716e-04   6.6466992e-04   7.1552742e-04   1.3098268e-03
  4.6000000e+01   3.6756398e-04   6.6362750e-04   6.9733848e-04   1.2825930e-03
  4.6250000e+01   3.5926881e-04   6.6007516e-04   6.9633178e-04   1.2767777e-03
  4.6500000e+01   3.5423507e-04   6.4501758e-04   6.7928211e-04   1.2405477e-03
  4.6750000e+01   3.4923264e-04   6.3328238e-04   6.7378168e-04   1.2306530e-03
  4.7000000e+01   3.4107164e-04   6.3271303e-04   6.5238528e-04   1.2009257e-03
  4.7250000e+01   3.3765457e-04   6.2774965e-04   6.5743850e-04   1.1848697e-03
  4.7500000e+01   3.3227015e-04   6.1307560e-04   6.4840797e-04   1.1613306e-03
  4.7750000e+01   3.3013573e-04   6.0519765e-04   6.3396484e-04   1.1507749e-03
  4.8000000e+01   3.2367246e-04   6.0049189e-04   6.2645175e-04   1.1184286e-03
  4.8250000e+01   3.1774624e-04   5.9382069e-04   6.1697258e-04   1.1176589e-03
  4.8500000e+01   3.1522442e-04   5.9340860e-04   6.1670463e-04   1.1083160e-03
  4.8750000e+01   3.0784985e-04   5.7816613e-04   5.9852586e-04   1.0713905e-03
  4.9000000e+01   3.0240198e-04   5.6511830e-04   5.9105770e-04   1.0580513e-03
  4.9250000e+01   2.9790690e-04   5.6407865e-04   5.8091090e-04   1.0478482e-03
  4.9500000e+01   2.9520945e-04   5.5039845e-04   5.8269452e-04   1.0227768e-03
  4.9750000e+01   2.8870627e-04   5.4443458e-04   5.6549962e-04   1.0116395e-03
  5.0000000e+01   2.8482520e-04   5.4102979e-04   5.6854502e-04   9.9072026e-04
  5.0250000e+01   2.7703265e-04   5.3351090e-04   5.5672443e-04   9.8221946e-04
  5.0500000e+01   2.7717180e-04   5.2622163e-04   5.5176943e-04   9.6539673e-04
  5.0750000e+01   2.7315487e-04   5.1934264e-04   5.4643611e-04   9.4944008e-04
  5.1000000e+01   2.7117254e-04   5.1228698e-04   5.3470379e-04   9.4268349e-04
  5.1250000e+01   2.6667599e-04   5.0383162e-04   5.2128418e-04   9.1919529e-04
  5.1500000e+01   2.6050214e-04   4.9548743e-04   5.2686989e-04   9.0509295e-04
  5.1750000e+01   2.5868147e-04   4.9054355e-04   5.1269305e-04   8.9585858e-04
  5.2000000e+01   2.5544248e-04   4.8657682e-04   5.0390589e-04   8.7124087e-04
  5.2250000e+01   2.5089465e-04   4.7866436e-04   4.9794458e-04   8.6289374e-04
  5.2500000e+01   2.4884404e-04   4.7615244e-04   4.9241311e-04   8.4123507e-04
  5.2750000e+01   2.4394300e-04   4.6605277e-04   4.8830472e-04   8.3399772e-04
  5.3000000e+01   2.4201188e-04   4.6423983e-04   4.7878226e-04   8.2951703e-04
  5.3250000e+01   2.3676419e-04   4.6083224e-04   4.7355470e-04   8.1349329e-04
  5.3500000e+01   2.3361503e-04   4.4917608e-04   4.7117458e-04   7.9683337e-04
  5.3750000e+01   2.2832498e-04   4.4218205e-04   4.6078604e-04   7.8758478e-04
  5.4000000e+01   2.2760727e-04   4.4035735e-04   4.5366753e-04   7.7913279e-04
  5.4250000e+01   2.2359217e-04   4.3330145e-04   4.4929179e-04   7.7241064e-04
  5.4500000e+01   2.1954313e-04   4.2212438e-04   4.4368788e-04   7.3661654e-04
  5.4750000e+01   2.1620585e-04   4.2022925e-04   4.4131394e-04   7.3574507e-04
  5.5000000e+01   2.1606125e-04   4.1491045e-04   4.3521395e-04   7.2834532e-04
  5.5250000e+01   2.1169366e-04   4.1531727e-04   4.2767531e-04   7.2029597e-04
  5.5500000e+01   2.0768585e-04   4.0114179e-04   4.2595250e-04   7.0098543e-04
  5.5750000e+01   2.0558156e-04   3.9599413e-04   4.1358415e-04   6.9908557e-04
  5.6000000e+01   2.0260243e-04   3.9949526e-04   4.1125304e-04   6.8767430e-04
  5.6250000e+01   1.9919599e-04   3.8996257e-04   4.0992411e-04   6.7463476e-04
  5.6500000e+01   1.9707236e-04   3.8427916e-04   4.0262759e-04   6.6494218e-04
  5.6750000e+01   1.9430212e-04   3.8222205e-04   3.9105895e-04   6.6519001e-04
  5.7000000e+01   1.9117389e-04   3.7413575e-04   3.9219998e-04   6.5011691e-04
  5.7250000e+01   1.9049742e-04   3.7157356e-04   3.8895339e-04   6.4287863e-04
  5.7500000e+01   1.8607324e-04   3.7013809e-04   3.8097060e-04   6.3262722e-04
  5.7750000e+01   1.8497267e-04   3.6509299e-04   3.7546983e-04   6.2547517e-04
  5.8000000e+01   1.8093046e-04   3.6135105e-04   3.6840691e-04   6.1069216e-04
  5.8250000e+01   1.7835830e-04   3.5459314e-04   3.6551494e-04   6.0065153e-04
  5.8500000e+01   1.7465837e-04   3.5061334e-04   3.6104188e-04   5.9406182e-04
  5.8750000e+01   1.7366451e-04   3.4484409e-04   3.6002288e-04   5.7827250e-04
  5.9000000e+01   1.7193720e-04   3.3847733e-04   3.4693234e-04   5.7464262e-04
  5.9250000e+01   1.6773831e-04   3.3794449e-04   3.4447522e-04   5.7185321e-04
  5.9500000e+01   1.6675603e-04   3.3290607e-04   3.4422731e-04   5.5503059e-04
  5.9750000e+01   1.6449212e-04   3.2909269e-04   3.4169016e-04   5.4565805e-04
  6.0000000e+01   1.6227535e-04   3.2474662e-04   3.3378595e-04   5.4051922e-04
  6.0250000e+01   1.6015733e-04   3.2202233e-04   3.3585072e-04   5.3394876e-04
  6.0500000e+01   1.5653893e-04   3.1564384e-04   3.2704283e-04   5.1915401e-04
  6.0750000e+01   1.5393100e-04   3.1327957e-04   3.2224629e-04   5.1621009e-04
  6.1000000e+01   1.5382113e-04   3.1165174e-04   3.2185005e-04   5.1052764e-04
  6.1250000e+01   1.5223490e-04   3.0626134e-04   3.1512511e-04   5.0859386e-04
  6.1500000e+01   1.4954027e-04   3.0401446e-04   3.1419080e-04   4.9756297e-04
  6.1750000e+01   1.4758897e-04   2.9991839e-04   3.0826994e-04   4.8390633e-04
  6.2000000e+01   1.4490996e-04   2.9242016e-04   3.0509128e-04   4.8384312e-04
  6.2250000e+01   1.4353163e-04   2.9492761e-04   2.9574227e-04   4.6960301e-04
  6.2500000e+01   1.4125990e-04   2.8677765e-04   2.9836041e-04   4.6686378e-04
  6.2750000e+01   1.3964898e-04   2.8445847e-04   2.9137882e-04   4.5679978e-04
  6.3000000e+01   1.3848988e-04   2.7907390e-04   2.8620318e-04   4.4931711e-04
  6.3250000e+01   1.3638656e-04   2.7928558e-04   2.8751196e-04   4.4799503e-04
  6.3500000e+01   1.3404361e-04   2.7607041e-04   2.8227469e-04   4.4563409e-04
  6.3750000e+01   1.3238768e-04   2.7153349e-04   2.7704287e-04   4.3713375e-04
  6.4000000e+01   1.3119699e-04   2.6825251e-04   2.7778082e-04   4.3126890e-04
  6.4250000e+01   1.2876856e-04   2.6329089e-04   2.7177253e-04   4.2110030e-04
  6.4500000e+01   1.2774886e-04   2.6060483e-04   2.6599077e-04   4.1111807e-04
  6.4750000e+01   1.2488371e-04   2.5918993e-04   2.6555705e-04   4.0499713e-04
  6.5000000e+01   1.2343105e-04   2.5624663e-04   2.6237188e-04   4.0675707e-04
  6.5250000e+01   1.2150451e-04   2.5008512e-04   2.5833563e-04   3.9611570e-04
  6.5500000e+01   1.2017927e-04   2.4983865e-04   2.5595314e-04   3.9389953e-04
  6.5750000e+01   1.1847724e-04   2.4608028e-04   2.5024970e-04   3.8836066e-04
  6.6000000e+01   1.1718009e-04   2.4380842e-04   2.5150674e-04   3.8561853e-04
  6.6250000e+01   1.1632868e-04   2.4199738e-04   2.4632551e-04   3.7874894e-04
  6.6500000e+01   1.1428362e-04   2.3742259e-04   2.4350226e-04   3.7347145e-04
  6.6750000e+01   1.1327938e-04   2.3607937e-04   2.4282340e-04   3.6359656e-04
  6.7000000e+01   1.1106106e-04   2.3453450e-04   2.4002731e-04   3.6415666e-04
  6.7250000e+01   1.1009509e-04   2.3261060e-04   2.3560603e-04   3.5791389e-04
  6.7500000e+01   1.0858667e-04   2.2478720e-04   2.3336925e-04   3.5159777e-04
  6.7750000e+01   1.0690326e-04   2.2433751e-04   2.2964567e-04   3.5034256e-04
  6.8000000e+01   1.0568666e-04   2.2362472e-04   2.2735526e-04   3.4315388e-04
  6.8250000e+01   1.0387294e-04   2.1883726e-04   2.2518887e-04   3.3340756e-04
  6.8500000e+01   1.0274466e-04   2.1574644e-04   2.1913946e-04   3.2952997e-04
  6.8750000e+01   1.0217660e-04   2.1544322e-04   2.2025972e-04   3.2713064e-04
  6.9000000e+01   9.9998061e-05   2.1426636e-04   2.1597402e-04   3.2590877e-04
  6.9250000e+01   9.9452935e-05   2.1092123e-04   2.1628547e-04   3.1728320e-04
  6.9500000e+01   9.8433576e-05   2.0875939e-04   2.1460074e-04   3.1334818e-04
  6.9750000e+01   9.7128178e-05   2.0478982e-04   2.1169620e-04   3.1168119e-04
  7.0000000e+01   9.5158750e-05   2.0116908e-04   2.0681920e-04   3.0414408e-04
  7.0250000e+01   9.3910958e-05   2.0011108e-04   2.0437992e-04   3.0202076e-04
  7.0500000e+01   9.3048265e-05   1.9915910e-04   2.0272692e-04   2.9786483e-04
  7.0750000e+01   9.1985731e-05   1.9659916e-04   1.9947088e-04   2.9473696e-04
  7.1000000e+01   9.0942023e-05   1.9385341e-04   1.9904525e-04   2.8843670e-04
  7.1250000e+01   8.9380446e-05   1.9225575e-04   1.9471210e-04   2.8347840e-04
  7.1500000e+01   8.8606488e-05   1.8876582e-04   1.9231735e-04   2.7762481e-04
  7.1750000e+01   8.7656443e-05   1.8791441e-04   1.9086551e-04   2.7828587e-04
  7.2000000e+01   8.6258039e-05   1.8529084e-04   1.8857799e-04   2.7427663e-04
  7.2250000e+01   8.5246934e-05   1.8278487e-04   1.8723838e-04   2.6998729e-04
  7.2500000e+01   8.4136708e-05   1.8216024e-04   1.8479995e-04   2.6757269e-04
  7.2750000e+01   8.3207071e-05   1.7892988e-04   1.8262255e-04   2.6182271e-04
  7.3000000e+01   8.2212531e-05   1.7690838e-04   1.8070547e-04   2.5967765e-04
  7.3250000e+01   8.0740499e-05   1.7528695e-04   1.7826852e-04   2.5731530e-04
  7.3500000e+01   7.9838686e-05   1.7235140e-04   1.7485302e-04   2.5347246e-04
  7.3750000e+01   7.8651210e-05   1.7147380e-04   1.7435669e-04   2.4961717e-04
  7.4000000e+01   7.8234750e-05   1.6966106e-04   1.7266180e-04   2.4732558e-04
  7.4250000e+01   7.7314116e-05   1.6664947e-04   1.7035493e-04   2.4369459e-04
  7.4500000e+01   7.6749311e-05   1.6643256e-04   1.6845560e-04   2.3912740e-04
  7.4750000e+01   7.5197238e-05   1.6526217e-04   1.6644731e-04   2.3713940e-04
  7.5000000e+01   7.3847198e-05   1.6257612e-04   1.6338760e-04   2.3259769e-04
  7.5250000e+01   7.2853207e-05   1.6094785e-04   1.6395493e-04   2.2921128e-04
