     time            Re_tau
-------------------------------
  3.2500000e-02	  1.0005896e+03
  6.5000000e-02	  1.0006025e+03
  9.7500000e-02	  1.0006171e+03
  1.3000000e-01	  1.0006284e+03
  1.6250000e-01	  1.0006358e+03
  1.9500000e-01	  1.0006423e+03
  2.2750000e-01	  1.0006516e+03
  2.6000000e-01	  1.0006622e+03
  2.9250000e-01	  1.0006688e+03
  3.2500000e-01	  1.0006690e+03
  3.5750000e-01	  1.0006640e+03
  3.9000000e-01	  1.0006529e+03
  4.2250000e-01	  1.0006376e+03
  4.5500000e-01	  1.0006237e+03
  4.8750000e-01	  1.0006147e+03
  5.2000000e-01	  1.0006105e+03
  5.5250000e-01	  1.0006105e+03
  5.8500000e-01	  1.0006130e+03
  6.1750000e-01	  1.0006166e+03
  6.5000000e-01	  1.0006194e+03
  6.8250000e-01	  1.0006200e+03
  7.1500000e-01	  1.0006198e+03
  7.4750000e-01	  1.0006213e+03
  7.8000000e-01	  1.0006253e+03
  8.1250000e-01	  1.0006286e+03
  8.4500000e-01	  1.0006277e+03
  8.7750000e-01	  1.0006224e+03
  9.1000000e-01	  1.0006124e+03
  9.4250000e-01	  1.0005978e+03
  9.7500000e-01	  1.0005805e+03
  1.0075000e+00	  1.0005602e+03
  1.0400000e+00	  1.0005384e+03
  1.0725000e+00	  1.0005179e+03
  1.1050000e+00	  1.0004995e+03
  1.1375000e+00	  1.0004843e+03
  1.1700000e+00	  1.0004729e+03
  1.2025000e+00	  1.0004662e+03
  1.2350000e+00	  1.0004670e+03
  1.2675000e+00	  1.0004764e+03
  1.3000000e+00	  1.0004923e+03
  1.3325000e+00	  1.0005086e+03
  1.3650000e+00	  1.0005202e+03
  1.3975000e+00	  1.0005260e+03
  1.4300000e+00	  1.0005266e+03
  1.4625000e+00	  1.0005216e+03
  1.4950000e+00	  1.0005120e+03
  1.5275000e+00	  1.0005019e+03
  1.5600000e+00	  1.0004937e+03
  1.5925000e+00	  1.0004875e+03
  1.6250000e+00	  1.0004828e+03
  1.6575000e+00	  1.0004798e+03
  1.6900000e+00	  1.0004789e+03
  1.7225000e+00	  1.0004795e+03
  1.7550000e+00	  1.0004831e+03
  1.7875000e+00	  1.0004932e+03
  1.8200000e+00	  1.0005097e+03
  1.8525000e+00	  1.0005281e+03
  1.8850000e+00	  1.0005430e+03
  1.9175000e+00	  1.0005497e+03
  1.9500000e+00	  1.0005489e+03
  1.9825000e+00	  1.0005443e+03
  2.0150000e+00	  1.0005399e+03
  2.0475000e+00	  1.0005370e+03
  2.0800000e+00	  1.0005336e+03
  2.1125000e+00	  1.0005285e+03
  2.1450000e+00	  1.0005212e+03
  2.1775000e+00	  1.0005105e+03
  2.2100000e+00	  1.0004955e+03
  2.2425000e+00	  1.0004764e+03
  2.2750000e+00	  1.0004520e+03
  2.3075000e+00	  1.0004217e+03
  2.3400000e+00	  1.0003867e+03
  2.3725000e+00	  1.0003460e+03
  2.4050000e+00	  1.0003001e+03
  2.4375000e+00	  1.0002523e+03
  2.4700000e+00	  1.0002039e+03
  2.5025000e+00	  1.0001563e+03
  2.5350000e+00	  1.0001091e+03
  2.5675000e+00	  1.0000601e+03
  2.6000000e+00	  1.0000102e+03
  2.6325000e+00	  9.9996147e+02
  2.6650000e+00	  9.9991360e+02
  2.6975000e+00	  9.9986604e+02
  2.7300000e+00	  9.9981891e+02
  2.7625000e+00	  9.9977109e+02
  2.7950000e+00	  9.9972384e+02
  2.8275000e+00	  9.9968073e+02
  2.8600000e+00	  9.9964521e+02
  2.8925000e+00	  9.9961726e+02
  2.9250000e+00	  9.9959423e+02
  2.9575000e+00	  9.9957528e+02
  2.9900000e+00	  9.9956239e+02
  3.0225000e+00	  9.9955715e+02
  3.0550000e+00	  9.9955693e+02
  3.0875000e+00	  9.9956076e+02
  3.1200000e+00	  9.9956811e+02
  3.1525000e+00	  9.9957462e+02
  3.1850000e+00	  9.9957940e+02
  3.2175000e+00	  9.9958554e+02
  3.2500000e+00	  9.9959410e+02
  3.2825000e+00	  9.9960457e+02
  3.3150000e+00	  9.9961660e+02
  3.3475000e+00	  9.9962615e+02
