Time	Kin Energy	Mag Energy	Kin Dissip	Mag Dissip	Cross-Hel	Mag-Hel
0.795	0.077041742	0.085064553	0.011130471	0.022042323	0.00144704	-0.00071907881
0.7975	0.077040815	0.085061668	0.011129936	0.02204102	0.0014461586	-0.00071905443
0.8	0.077039885	0.085058786	0.0111294	0.022039708	0.0014452708	-0.00071903047
0.8025	0.077038957	0.085055905	0.011128862	0.022038387	0.0014443776	-0.00071900557
0.805	0.077038042	0.085053029	0.011128322	0.022037056	0.001443494	-0.00071898237
0.8075	0.077037126	0.08505016	0.011127782	0.022035713	0.0014426142	-0.00071895906
0.81	0.077036223	0.085047294	0.011127242	0.022034359	0.0014417349	-0.00071893612
0.8125	0.077035311	0.08504443	0.011126699	0.022032994	0.0014408627	-0.00071891252
0.815	0.077034404	0.085041571	0.011126154	0.022031619	0.001439988	-0.00071888909
0.8175	0.077033501	0.085038711	0.011125608	0.022030234	0.0014391155	-0.00071886584
0.82	0.077032599	0.085035865	0.011125059	0.022028839	0.0014382473	-0.00071884138
0.8225	0.077031697	0.085033016	0.011124507	0.022027436	0.0014373781	-0.00071881698
0.825	0.077030799	0.085030169	0.011123954	0.022026023	0.0014365123	-0.00071879297
0.8275	0.077029912	0.085027328	0.011123398	0.022024601	0.001435651	-0.0007187689
0.83	0.077029033	0.085024491	0.011122841	0.022023169	0.0014347904	-0.00071874463
0.8325	0.077028158	0.085021658	0.011122281	0.022021731	0.0014339363	-0.0007187201
0.835	0.077027286	0.085018829	0.011121719	0.022020283	0.0014330817	-0.00071869626
0.8375	0.077026417	0.085016007	0.011121155	0.022018827	0.0014322237	-0.00071867307
0.84	0.077025559	0.085013183	0.011120588	0.022017363	0.0014313625	-0.00071864968
0.8425	0.077024697	0.08501036	0.011120019	0.022015893	0.0014305062	-0.00071862632
0.845	0.077023845	0.085007547	0.011119447	0.022014418	0.0014296494	-0.00071860278
0.8475	0.077022994	0.085004736	0.011118873	0.022012937	0.0014287915	-0.0007185786
0.85	0.077022149	0.085001927	0.011118299	0.022011448	0.0014279347	-0.00071855432
0.8525	0.077021293	0.084999127	0.011117723	0.022009954	0.0014270838	-0.00071853002
0.855	0.077020446	0.084996324	0.011117147	0.022008454	0.0014262268	-0.00071850652
0.8575	0.077019592	0.084993526	0.011116573	0.022006948	0.001425363	-0.00071848301
0.86	0.077018742	0.084990736	0.011115997	0.022005437	0.0014245	-0.00071845903
0.8625	0.077017894	0.08498795	0.01111542	0.022003923	0.0014236389	-0.0007184357
0.865	0.077017044	0.084985165	0.011114841	0.022002408	0.001422776	-0.00071841247
0.8675	0.077016205	0.084982383	0.011114261	0.02200089	0.0014219106	-0.00071838933
0.87	0.077015368	0.084979605	0.011113679	0.02199937	0.0014210426	-0.00071836648
0.8725	0.077014531	0.084976831	0.011113095	0.021997849	0.0014201842	-0.00071834332
0.875	0.077013698	0.084974063	0.01111251	0.021996326	0.0014193407	-0.00071832054
0.8775	0.077012882	0.084971301	0.011111925	0.021994802	0.0014184967	-0.00071829738
0.88	0.077012059	0.084968534	0.01111134	0.021993278	0.0014176509	-0.00071827409
0.8825	0.077011251	0.084965776	0.011110754	0.021991753	0.001416806	-0.00071825135
0.885	0.077010437	0.084963022	0.011110169	0.021990229	0.0014159636	-0.00071822811
0.8875	0.077009653	0.084960271	0.011109585	0.021988704	0.0014151221	-0.00071820447
0.89	0.077008849	0.084957528	0.011109003	0.021987177	0.0014142774	-0.0007181807
0.8925	0.077008049	0.084954784	0.011108423	0.02198565	0.0014134375	-0.00071815665
0.895	0.077007237	0.084952042	0.011107843	0.021984124	0.0014126004	-0.00071813326
0.8975	0.077006437	0.084949307	0.011107266	0.021982598	0.0014117624	-0.00071811058
0.9	0.07700564	0.084946578	0.011106689	0.021981074	0.0014109216	-0.0007180879
0.9025	0.077004838	0.084943853	0.011106113	0.021979551	0.0014100716	-0.0007180656
0.905	0.077004036	0.084941128	0.011105537	0.02197803	0.0014092234	-0.00071804289
0.9075	0.077003248	0.084938405	0.011104962	0.021976509	0.0014083786	-0.00071802032
0.91	0.077002464	0.084935694	0.011104391	0.02197499	0.0014075421	-0.00071799764
0.9125	0.077001681	0.084932982	0.011103822	0.021973473	0.001406706	-0.00071797479
0.915	0.077000904	0.084930271	0.011103257	0.021971958	0.0014058734	-0.00071795206
0.9175	0.077000144	0.084927564	0.011102696	0.021970443	0.0014050445	-0.00071792971
0.92	0.07699938	0.084924864	0.011102139	0.021968931	0.0014042091	-0.0007179071
0.9225	0.076998613	0.084922168	0.011101585	0.021967422	0.0014033591	-0.00071788442
0.925	0.076997851	0.084919474	0.011101033	0.021965917	0.0014025064	-0.00071786263
0.9275	0.07699709	0.084916786	0.011100486	0.021964415	0.0014016543	-0.00071783966
0.93	0.076996348	0.084914101	0.011099942	0.021962917	0.0014008108	-0.00071781726
0.9325	0.076995599	0.084911415	0.011099401	0.021961424	0.001399976	-0.00071779473
0.935	0.076994845	0.084908737	0.011098864	0.021959934	0.0013991418	-0.0007177723
0.9375	0.07699409	0.084906063	0.011098332	0.021958447	0.001398301	-0.00071775005
0.94	0.07699333	0.084903388	0.011097803	0.021956963	0.0013974499	-0.00071772715
0.9425	0.076992573	0.08490072	0.011097279	0.021955484	0.0013966079	-0.00071770431
0.945	0.076991831	0.084898057	0.011096759	0.021954007	0.0013957639	-0.00071768166
0.9475	0.076991105	0.084895396	0.011096243	0.021952536	0.0013949154	-0.00071765881
0.95	0.076990375	0.084892737	0.01109573	0.021951069	0.0013940707	-0.00071763562
0.9525	0.076989642	0.084890082	0.01109522	0.021949608	0.0013932325	-0.00071761252
0.955	0.076988925	0.08488743	0.011094713	0.021948151	0.0013924009	-0.00071759007
0.9575	0.076988185	0.084884783	0.011094211	0.021946698	0.0013915659	-0.00071756705
0.96	0.076987443	0.084882138	0.011093714	0.021945248	0.0013907242	-0.00071754401
0.9625	0.076986708	0.084879499	0.011093219	0.021943802	0.0013898872	-0.00071752183
0.965	0.076985975	0.084876864	0.011092728	0.021942361	0.0013890467	-0.00071749902
0.9675	0.076985255	0.08487423	0.011092242	0.021940922	0.0013882041	-0.00071747629
0.97	0.076984552	0.0848716	0.011091758	0.021939488	0.0013873634	-0.00071745396
0.9725	0.076983828	0.084868972	0.011091278	0.021938057	0.0013865283	-0.00071743264
0.975	0.076983109	0.084866349	0.011090801	0.021936629	0.0013856992	-0.00071741085
0.9775	0.076982404	0.08486373	0.011090329	0.021935202	0.0013848699	-0.00071738855
0.98	0.076981706	0.084861111	0.011089862	0.021933777	0.0013840401	-0.00071736645
0.9825	0.076981006	0.0848585	0.011089398	0.021932355	0.0013831998	-0.0007173438
0.985	0.076980294	0.084855892	0.011088937	0.021930936	0.0013823563	-0.00071732224
0.9875	0.076979592	0.084853288	0.01108848	0.021929518	0.0013815132	-0.00071730007
0.99	0.076978892	0.084850688	0.011088025	0.021928104	0.0013806763	-0.00071727848
0.9925	0.076978201	0.084848088	0.011087573	0.021926692	0.001379844	-0.00071725675
0.995	0.07697752	0.084845496	0.011087125	0.021925282	0.0013790235	-0.0007172356
0.9975	0.076976854	0.084842911	0.011086681	0.021923873	0.0013781998	-0.00071721381
1	0.076976175	0.084840318	0.01108624	0.021922465	0.0013773782	-0.00071719209
1.0025	0.076975514	0.084837738	0.011085803	0.021921059	0.0013765535	-0.00071717123
1.005	0.076974846	0.084835158	0.011085368	0.021919654	0.0013757309	-0.00071715007
1.0075	0.076974182	0.084832583	0.011084939	0.02191825	0.0013749062	-0.00071712897
1.01	0.076973509	0.084830016	0.011084515	0.021916845	0.0013740846	-0.00071710732
1.0125	0.076972837	0.084827447	0.011084096	0.021915439	0.0013732742	-0.00071708635
1.015	0.076972162	0.084824879	0.011083683	0.021914033	0.0013724604	-0.00071706586
1.0175	0.076971492	0.084822321	0.011083273	0.021912627	0.0013716441	-0.00071704432
1.02	0.076970833	0.084819764	0.011082865	0.021911223	0.0013708141	-0.00071702325
1.0225	0.076970172	0.084817217	0.011082459	0.021909822	0.0013699841	-0.00071700146
1.025	0.076969507	0.084814668	0.011082056	0.021908423	0.0013691519	-0.0007169794
1.0275	0.076968834	0.08481213	0.011081654	0.021907025	0.0013683164	-0.00071695685
1.03	0.076968166	0.084809585	0.011081257	0.021905627	0.001367488	-0.00071693416
1.0325	0.076967507	0.084807054	0.011080864	0.021904228	0.0013666657	-0.00071691181
1.035	0.076966853	0.084804517	0.011080474	0.021902829	0.0013658468	-0.00071689008
1.0375	0.076966203	0.084801995	0.011080086	0.021901429	0.0013650348	-0.00071686788
1.04	0.076965559	0.084799469	0.011079702	0.02190003	0.0013642263	-0.00071684645
1.0425	0.076964913	0.084796946	0.011079322	0.021898628	0.0013634139	-0.00071682506
1.045	0.076964283	0.084794431	0.011078947	0.021897226	0.0013625987	-0.00071680405
1.0475	0.076963641	0.084791921	0.011078574	0.021895823	0.0013617809	-0.00071678281
1.05	0.076962993	0.084789415	0.011078203	0.021894421	0.0013609652	-0.00071676163
1.0525	0.076962347	0.08478692	0.011077835	0.021893019	0.0013601518	-0.00071674115
1.055	0.076961713	0.084784421	0.011077468	0.021891615	0.0013593396	-0.00071671976
1.0575	0.076961072	0.084781926	0.011077104	0.021890213	0.0013585297	-0.00071669868
1.06	0.076960435	0.084779441	0.011076741	0.02188881	0.0013577161	-0.00071667773
1.0625	0.076959806	0.084776954	0.01107638	0.021887408	0.0013569011	-0.00071665701
1.065	0.076959166	0.084774483	0.011076019	0.021886007	0.0013560742	-0.00071663657
1.0675	0.076958518	0.08477201	0.01107566	0.021884607	0.001355253	-0.00071661619
1.07	0.076957881	0.08476954	0.011075302	0.021883207	0.0013544435	-0.00071659539
1.0725	0.07695724	0.084767075	0.011074944	0.021881808	0.0013536414	-0.00071657497
1.075	0.076956618	0.084764616	0.011074588	0.021880412	0.0013528401	-0.00071655438
1.0775	0.076955996	0.084762165	0.011074232	0.021879018	0.0013520447	-0.00071653402
1.08	0.076955377	0.084759715	0.011073876	0.021877626	0.0013512579	-0.00071651405
1.0825	0.076954743	0.084757277	0.011073518	0.021876236	0.0013504617	-0.00071649415
1.085	0.076954108	0.084754835	0.01107316	0.02187485	0.0013496529	-0.00071647438
1.0875	0.076953475	0.084752405	0.011072799	0.021873468	0.001348851	-0.00071645438
1.09	0.076952837	0.084749979	0.011072436	0.02187209	0.0013480576	-0.00071643421
1.0925	0.076952214	0.084747561	0.011072071	0.021870717	0.0013472719	-0.0007164142
1.095	0.076951584	0.084745144	0.011071703	0.021869351	0.0013464901	-0.00071639413
1.0975	0.076950971	0.084742737	0.011071334	0.021867989	0.0013457122	-0.0007163741
1.1	0.076950351	0.084740332	0.011070965	0.021866632	0.0013449316	-0.00071635414
1.1025	0.076949741	0.084737938	0.011070594	0.021865279	0.0013441456	-0.00071633429
1.105	0.076949117	0.084735544	0.011070223	0.021863933	0.001343351	-0.00071631506
1.1075	0.076948497	0.084733162	0.01106985	0.021862592	0.0013425609	-0.00071629554
1.11	0.076947875	0.084730783	0.011069478	0.021861255	0.0013417732	-0.00071627559
1.1125	0.076947259	0.084728406	0.011069107	0.021859921	0.0013409863	-0.00071625617
1.115	0.076946635	0.084726039	0.011068734	0.021858594	0.0013401986	-0.00071623645
1.1175	0.076946024	0.08472368	0.011068358	0.021857275	0.0013394139	-0.0007162167
1.12	0.076945402	0.084721325	0.011067978	0.021855966	0.0013386268	-0.0007161968
1.1225	0.076944766	0.084718978	0.011067593	0.021854667	0.0013378392	-0.00071617706
1.125	0.076944143	0.084716629	0.011067203	0.021853379	0.0013370586	-0.00071615736
1.1275	0.076943514	0.084714298	0.011066809	0.021852103	0.0013362887	-0.00071613736
1.13	0.076942873	0.084711965	0.011066411	0.021850837	0.0013355244	-0.00071611783
1.1325	0.076942261	0.08470964	0.011066011	0.02184958	0.0013347699	-0.00071609906
1.135	0.07694163	0.084707325	0.011065609	0.021848332	0.0013339969	-0.00071607915
1.1375	0.076940998	0.084705018	0.011065205	0.021847094	0.0013332181	-0.00071605988
1.14	0.076940352	0.08470271	0.011064798	0.021845868	0.0013324373	-0.00071604025
1.1425	0.076939723	0.084700411	0.011064388	0.021844654	0.0013316624	-0.00071602066
1.145	0.076939076	0.084698123	0.011063976	0.021843452	0.0013308786	-0.0007160014
1.1475	0.076938426	0.08469584	0.011063561	0.021842264	0.0013301106	-0.0007159825
1.15	0.076937848	0.084693798	0.011063185	0.021841208	0.0013294238	-0.0007159654
1.1525	0.076937132	0.084691298	0.01106272	0.021839936	0.0013285818	-0.00071594481
1.155	0.076936485	0.084689037	0.011062296	0.021838793	0.0013278159	-0.00071592574
1.1575	0.076935821	0.084686783	0.01106187	0.021837663	0.0013270525	-0.00071590718
1.16	0.076935159	0.084684533	0.011061443	0.021836546	0.0013262851	-0.00071588816
1.1625	0.076934503	0.084682295	0.011061016	0.021835442	0.0013255174	-0.0007158701
1.165	0.07693385	0.084680062	0.011060586	0.021834353	0.001324754	-0.00071585216
1.1675	0.076933191	0.084677832	0.011060154	0.021833278	0.0013239991	-0.0007158344
1.17	0.07693255	0.084675615	0.01105972	0.02183222	0.0013232439	-0.00071581635
1.1725	0.076931912	0.084673401	0.011059282	0.021831179	0.0013224939	-0.00071579768
1.175	0.076931258	0.0846712	0.011058842	0.021830158	0.0013217274	-0.0007157791
1.1775	0.076930592	0.084669001	0.0110584	0.021829152	0.0013209569	-0.00071576041
1.18	0.076929931	0.084666813	0.01105796	0.021828163	0.0013201907	-0.00071574246
1.1825	0.076929267	0.084664631	0.01105752	0.021827188	0.0013194389	-0.00071572565
1.185	0.076928602	0.084662456	0.011057079	0.021826231	0.0013186926	-0.00071570878
1.1875	0.076927936	0.08466029	0.011056638	0.021825291	0.001317953	-0.00071569188
1.19	0.076927257	0.084658127	0.011056196	0.021824369	0.0013172139	-0.00071567426
1.1925	0.076926568	0.084655978	0.011055753	0.021823464	0.001316473	-0.00071565681
1.195	0.076925889	0.084653827	0.011055309	0.021822577	0.0013157339	-0.00071563934
1.1975	0.07692521	0.08465169	0.011054862	0.021821709	0.0013149951	-0.00071562134
1.2	0.076924524	0.084649557	0.011054414	0.02182086	0.0013142528	-0.00071560311
1.2025	0.076923847	0.08464743	0.011053965	0.021820028	0.0013135028	-0.00071558559
1.205	0.07692315	0.084645314	0.011053516	0.021819214	0.00131276	-0.00071556774
1.2075	0.076922468	0.084643202	0.011053067	0.02181842	0.0013120327	-0.00071555004
1.21	0.076921781	0.084641099	0.011052615	0.021817645	0.0013113062	-0.0007155319
1.2125	0.076921079	0.084638998	0.011052162	0.02181689	0.0013105737	-0.00071551407
1.215	0.076920382	0.08463691	0.011051706	0.021816154	0.0013098421	-0.00071549641
1.2175	0.076919675	0.084634823	0.011051248	0.021815438	0.0013091098	-0.0007154791
1.22	0.076918956	0.084632749	0.01105079	0.02181474	0.0013083766	-0.00071546173
1.2225	0.07691824	0.084630684	0.011050332	0.021814057	0.0013076342	-0.00071544465
1.225	0.076917528	0.084628623	0.011049876	0.021813389	0.0013069101	-0.00071542751
1.2275	0.076916814	0.084626566	0.011049422	0.021812735	0.0013061946	-0.00071541038
1.23	0.076916098	0.084624518	0.011048969	0.021812099	0.0013054756	-0.00071539265
1.2325	0.076915368	0.08462248	0.011048515	0.021811481	0.0013047403	-0.00071537467
1.235	0.076914642	0.084620445	0.01104806	0.02181088	0.0013040069	-0.00071535738
1.2375	0.076913912	0.084618416	0.011047604	0.021810298	0.0013032743	-0.00071534064
1.24	0.076913174	0.084616398	0.011047149	0.021809732	0.001302541	-0.00071532259
1.2425	0.076912447	0.084614384	0.011046693	0.021809184	0.0013018099	-0.0007153053
1.245	0.076911704	0.08461238	0.011046238	0.021808653	0.0013010799	-0.00071528843
1.2475	0.076910946	0.084610381	0.011045783	0.02180814	0.0013003503	-0.00071527169
1.25	0.076910177	0.084608391	0.011045329	0.021807644	0.0012996248	-0.00071525467
1.2525	0.076909426	0.084606407	0.011044873	0.021807166	0.0012988949	-0.00071523778
1.255	0.076908658	0.084604423	0.011044419	0.021806705	0.0012981671	-0.00071522043
1.2575	0.076907894	0.084602455	0.011043965	0.021806261	0.0012974468	-0.00071520465
1.26	0.076907139	0.084600488	0.011043514	0.021805832	0.0012967301	-0.00071518885
1.2625	0.076906373	0.084598528	0.011043063	0.021805421	0.0012960067	-0.00071517292
1.265	0.07690562	0.084596571	0.011042612	0.021805027	0.001295287	-0.00071515712
1.2675	0.076904846	0.084594631	0.011042162	0.021804651	0.0012945752	-0.00071514113
1.27	0.076904061	0.084592689	0.01104171	0.021804294	0.0012938557	-0.00071512518
1.2725	0.076903283	0.084590755	0.011041258	0.021803956	0.0012931443	-0.00071510931
1.275	0.076902501	0.084588831	0.011040804	0.021803637	0.0012924381	-0.00071509412
1.2775	0.076901725	0.084586906	0.011040348	0.021803339	0.0012917335	-0.00071507941
1.28	0.076900948	0.084584992	0.011039889	0.021803062	0.0012910341	-0.00071506432
1.2825	0.076900168	0.084583082	0.011039427	0.021802806	0.0012903371	-0.00071504864
1.285	0.076899397	0.084581176	0.011038963	0.021802571	0.001289638	-0.00071503314
1.2875	0.076898604	0.084579279	0.011038498	0.021802354	0.0012889344	-0.0007150178
1.29	0.076897803	0.084577394	0.011038033	0.021802155	0.0012882388	-0.00071500294
1.2925	0.076896995	0.084575506	0.011037569	0.021801973	0.0012875367	-0.0007149874
1.295	0.076896184	0.084573628	0.011037104	0.021801811	0.0012868361	-0.00071497166
1.2975	0.076895377	0.084571759	0.011036639	0.021801668	0.0012861382	-0.00071495569
1.3	0.076894575	0.084569882	0.011036174	0.021801543	0.0012854408	-0.00071494011
1.3025	0.076893755	0.084568022	0.011035709	0.021801436	0.0012847401	-0.00071492461
1.305	0.076892933	0.084566168	0.011035243	0.021801345	0.0012840268	-0.00071490895
1.3075	0.0768921	0.084564319	0.011034779	0.021801269	0.0012833186	-0.00071489399
1.31	0.076891259	0.084562472	0.011034317	0.021801204	0.0012826191	-0.00071487896
1.3125	0.07689043	0.084560631	0.011033857	0.021801153	0.0012819318	-0.00071486487
1.315	0.0768896	0.084558798	0.011033398	0.021801112	0.0012812495	-0.00071485088
1.3175	0.076888761	0.08455697	0.01103294	0.021801083	0.0012805629	-0.0007148366
1.32	0.076887916	0.084555148	0.011032481	0.021801069	0.0012798716	-0.0007148222
1.3225	0.07688707	0.084553329	0.011032023	0.021801067	0.0012791851	-0.00071480756
1.325	0.07688622	0.084551516	0.011031565	0.021801077	0.0012785056	-0.00071479266
1.3275	0.07688537	0.084549707	0.011031105	0.021801099	0.0012778178	-0.00071477787
1.33	0.07688452	0.084547902	0.011030644	0.021801134	0.0012771319	-0.00071476304
1.3325	0.076883671	0.084546105	0.011030181	0.021801179	0.0012764499	-0.00071474831
1.335	0.076882816	0.084544312	0.011029717	0.021801234	0.0012757701	-0.00071473383
1.3375	0.076881949	0.084542524	0.011029253	0.021801297	0.0012750819	-0.0007147187
1.34	0.076881079	0.084540742	0.011028789	0.021801369	0.0012743917	-0.00071470477
1.3425	0.076880205	0.084538962	0.011028325	0.021801448	0.0012737022	-0.00071469084
1.345	0.076879336	0.084537187	0.011027862	0.021801533	0.0012730181	-0.00071467648
1.3475	0.076878459	0.084535416	0.011027398	0.021801626	0.0012723418	-0.00071466226
1.35	0.076877597	0.084533652	0.011026936	0.021801722	0.0012716704	-0.00071464819
1.3525	0.076876728	0.084531896	0.011026474	0.021801823	0.0012710037	-0.00071463543
1.355	0.076875862	0.084530139	0.011026013	0.021801928	0.0012703421	-0.00071462284
1.3575	0.076874972	0.084528384	0.011025552	0.021802036	0.0012696794	-0.00071461057
1.36	0.07687409	0.084526643	0.011025091	0.021802148	0.001269014	-0.00071459786
1.3625	0.076873212	0.084524903	0.011024631	0.021802262	0.0012683526	-0.00071458554
1.365	0.076872346	0.084523162	0.011024171	0.021802376	0.0012676969	-0.00071457322
1.3675	0.076871469	0.08452143	0.011023712	0.021802491	0.0012670359	-0.00071456077
1.37	0.076870576	0.084519698	0.011023254	0.021802605	0.0012663699	-0.00071454794
1.3725	0.07686968	0.084517975	0.011022798	0.021802718	0.0012656981	-0.00071453474
1.375	0.076868769	0.084516253	0.011022343	0.021802829	0.001265029	-0.00071452233
1.3775	0.076867876	0.084514535	0.011021888	0.021802938	0.00126436	-0.00071451023
1.38	0.076866972	0.084512824	0.011021434	0.021803045	0.0012636998	-0.00071449818
1.3825	0.076866051	0.08451111	0.01102098	0.021803149	0.0012630384	-0.00071448617
1.385	0.076865148	0.084509409	0.011020527	0.021803251	0.0012623841	-0.000714474
1.3875	0.076864248	0.084507711	0.011020072	0.021803349	0.0012617302	-0.00071446161
1.39	0.076863332	0.084506013	0.011019617	0.021803445	0.0012610805	-0.00071444913
1.3925	0.07686243	0.084504322	0.011019162	0.021803538	0.0012604311	-0.00071443742
1.395	0.076861525	0.084502636	0.011018706	0.021803627	0.0012597858	-0.00071442546
1.3975	0.076860606	0.084500946	0.011018253	0.021803713	0.0012591375	-0.00071441358
1.4	0.076859682	0.084499271	0.011017801	0.021803791	0.0012584924	-0.00071440176
1.4025	0.076858764	0.084497589	0.011017353	0.021803862	0.0012578468	-0.00071439039
1.405	0.076857838	0.084495919	0.011016906	0.021803924	0.0012571969	-0.00071437887
1.4075	0.076856908	0.084494253	0.011016461	0.021803978	0.0012565455	-0.00071436736
1.41	0.076855978	0.084492586	0.011016016	0.021804024	0.0012558946	-0.00071435514
1.4125	0.076855048	0.084490925	0.01101557	0.021804062	0.0012552451	-0.0007143428
1.415	0.076854129	0.084489269	0.011015124	0.021804092	0.001254605	-0.00071433011
1.4175	0.0768532	0.08448761	0.011014678	0.021804113	0.0012539695	-0.00071431758
1.42	0.076852281	0.08448596	0.011014234	0.021804123	0.0012533368	-0.0007143051
1.4225	0.07685136	0.084484316	0.011013791	0.021804123	0.0012527097	-0.00071429275
1.425	0.076850437	0.084482677	0.011013349	0.021804112	0.0012520796	-0.00071428165
1.4275	0.076849503	0.084481035	0.011012906	0.021804091	0.0012514507	-0.00071427017
1.43	0.076848569	0.084479403	0.011012464	0.021804058	0.0012508303	-0.00071425855
1.4325	0.076847626	0.084477773	0.011012021	0.021804015	0.0012502021	-0.00071424786
1.435	0.076846679	0.084476142	0.011011579	0.021803959	0.0012495672	-0.0007142369
1.4375	0.076845723	0.084474521	0.011011135	0.021803891	0.0012489355	-0.00071422603
1.44	0.076844769	0.0844729	0.01101069	0.021803813	0.001248303	-0.00071421579
1.4425	0.076843806	0.084471285	0.011010245	0.021803723	0.0012476691	-0.00071420518
1.445	0.076842836	0.084469672	0.011009799	0.021803618	0.0012470269	-0.00071419424
1.4475	0.076841862	0.084468065	0.011009353	0.021803499	0.0012463767	-0.0007141836
1.45	0.076840888	0.084466457	0.011008908	0.021803363	0.0012457233	-0.00071417317
1.4525	0.076839905	0.084464856	0.011008462	0.021803212	0.0012450758	-0.00071416278
1.455	0.076838935	0.084463257	0.011008016	0.021803047	0.0012444336	-0.00071415182
1.4575	0.07683795	0.08446166	0.011007569	0.021802866	0.0012438013	-0.00071414137
1.46	0.076836967	0.08446007	0.011007121	0.021802672	0.0012431674	-0.00071413128
1.4625	0.076836002	0.08445848	0.011006671	0.021802466	0.0012425392	-0.00071412091
1.465	0.076835022	0.084456897	0.011006219	0.021802246	0.0012419052	-0.0007141107
1.4675	0.076834032	0.084455322	0.011005766	0.021802012	0.0012412625	-0.0007141005
1.47	0.076833043	0.084453749	0.01100531	0.021801766	0.0012406175	-0.00071409038
1.4725	0.076832067	0.084452178	0.011004855	0.021801507	0.0012399746	-0.00071408144
1.475	0.076831085	0.08445061	0.011004398	0.021801232	0.0012393369	-0.00071407335
1.4775	0.076830123	0.08444905	0.011003943	0.021800943	0.0012387017	-0.00071406436
1.48	0.076829157	0.084447487	0.011003488	0.021800638	0.0012380736	-0.00071405555
1.4825	0.076828176	0.084445938	0.011003032	0.02180032	0.0012374502	-0.00071404628
1.485	0.076827188	0.084444386	0.011002577	0.021799988	0.0012368327	-0.00071403729
1.4875	0.076826202	0.084442837	0.011002118	0.021799645	0.0012362158	-0.00071402807
1.49	0.076825209	0.084441293	0.011001657	0.021799289	0.0012356028	-0.00071401803
1.4925	0.076824226	0.084439752	0.011001195	0.021798921	0.0012349963	-0.00071400739
1.495	0.076823247	0.084438217	0.011000732	0.021798536	0.0012343908	-0.00071399789
1.4975	0.076822264	0.084436689	0.01100027	0.021798138	0.0012337804	-0.0007139887
1.5	0.076821295	0.084435161	0.010999807	0.021797726	0.0012331672	-0.00071398012
1.5025	0.076820312	0.084433637	0.010999342	0.021797301	0.0012325528	-0.00071397129
1.505	0.076819336	0.084432116	0.010998876	0.021796865	0.0012319377	-0.00071396278
1.5075	0.076818361	0.084430605	0.010998408	0.021796417	0.0012313193	-0.00071395436
1.51	0.076817371	0.084429094	0.010997938	0.021795956	0.0012306993	-0.00071394552
1.5125	0.076816383	0.084427588	0.010997468	0.021795482	0.0012300886	-0.00071393678
1.515	0.076815397	0.084426084	0.010996998	0.021794994	0.001229492	-0.00071392779
1.5175	0.076814408	0.084424584	0.010996528	0.021794492	0.0012288976	-0.0007139192
1.52	0.076813426	0.084423091	0.010996058	0.021793977	0.0012283003	-0.00071391079
1.5225	0.076812439	0.084421602	0.010995585	0.021793451	0.0012277063	-0.00071390265
1.525	0.076811457	0.084420116	0.010995111	0.021792913	0.0012271081	-0.00071389428
1.5275	0.076810468	0.084418629	0.010994634	0.021792364	0.0012265058	-0.00071388569
1.53	0.07680947	0.084417158	0.010994156	0.021791804	0.0012259018	-0.00071387647
1.5325	0.076808483	0.084415679	0.010993676	0.021791234	0.0012253055	-0.00071386826
1.535	0.0768075	0.084414211	0.010993194	0.021790652	0.0012247114	-0.0007138597
1.5375	0.076806518	0.084412748	0.01099271	0.021790062	0.0012241165	-0.00071385217
1.54	0.076805545	0.084411289	0.010992224	0.021789461	0.0012235255	-0.00071384495
1.5425	0.076804555	0.08440983	0.010991737	0.02178885	0.0012229388	-0.0007138384
1.545	0.076803565	0.084408378	0.010991249	0.021788229	0.001222344	-0.00071383175
1.5475	0.076802566	0.084406931	0.010990758	0.0217876	0.0012217534	-0.00071382534
1.55	0.076801667	0.084405629	0.010990316	0.021787026	0.0012212239	-0.00071382025
1.5525	0.076800574	0.084404045	0.010989773	0.021786315	0.0012205804	-0.00071381351
1.555	0.076799576	0.084402607	0.010989278	0.021785658	0.0012199944	-0.00071380732
1.5575	0.076798567	0.084401175	0.010988781	0.021784994	0.0012193986	-0.00071380063
1.56	0.076797577	0.084399745	0.010988281	0.021784322	0.0012188059	-0.00071379311
1.5625	0.076796587	0.08439832	0.010987778	0.021783643	0.001218217	-0.00071378637
1.565	0.07679558	0.084396901	0.010987272	0.021782957	0.0012176184	-0.00071377906
1.5675	0.07679458	0.084395484	0.010986763	0.021782265	0.0012170247	-0.00071377194
1.57	0.076793577	0.084394076	0.010986251	0.021781566	0.0012164307	-0.00071376499
1.5725	0.076792575	0.084392673	0.010985736	0.021780859	0.001215849	-0.00071375834
1.575	0.076791567	0.08439127	0.010985218	0.021780147	0.0012152666	-0.00071375213
1.5775	0.076790573	0.084389872	0.010984698	0.021779427	0.001214687	-0.00071374667
1.58	0.076789583	0.084388478	0.010984177	0.0217787	0.0012141054	-0.00071374068
1.5825	0.076788594	0.084387088	0.010983655	0.021777962	0.0012135316	-0.00071373578
1.585	0.076787592	0.084385701	0.010983133	0.021777215	0.0012129551	-0.00071373097
1.5875	0.076786584	0.084384318	0.010982612	0.021776457	0.0012123747	-0.00071372578
1.59	0.076785581	0.084382939	0.010982091	0.02177569	0.0012117954	-0.00071372056
1.5925	0.076784578	0.084381569	0.01098157	0.021774912	0.0012112214	-0.00071371502
1.595	0.076783584	0.084380205	0.010981049	0.021774124	0.0012106519	-0.00071370913
