0 3 0 6 -3.3705357868783562e+02 7.9537612941467785e+02 -9.3310132921317620e+02 7.7820587952511721e+02 -4.1058903358434441e+02 1.2320259117891025e+02 -1.6040658633349082e+01
1 2 0 6 -2.4539657572376381e+01 -1.6865414476470440e+02 3.2434981220270760e+02 -2.0288841836930405e+02 9.5155569531132940e+01 -2.6769152627067630e+01 3.3459915996118790e+00
2 1 0 6 5.1187958217129852e+00 -5.7670896706365255e+01 -7.0344037237629976e+01 1.6930371530193665e+02 -5.9555428152839156e+01 1.4893126575314410e+01 -1.7452756021296576e+00
3 0 0 6 -2.6699526839426957e+00 2.2561624589694460e+01 -1.0588551354049432e+02 8.4483791143900575e+00 9.3206229384303896e+01 -1.7481849402354776e+01 1.8210825384033733e+00
4 0 1 7 -2.6137084440902782e+00 2.2086604598452123e+01 -1.0365738644752705e+02 8.2691228593416461e+00 9.1247130944842553e+01 -1.7114614061255743e+01 1.7828505502367420e+00
5 0 2 8 -2.5586575707801034e+00 2.1621663417377757e+01 -1.0147653518400161e+02 8.0936697311460701e+00 8.9329600582775228e+01 -1.6755170754126869e+01 1.7454297776095291e+00
6 0 3 9 -2.5047747450779489e+00 2.1166587211030421e+01 -9.9341956734904727e+01 7.9219390358087853e+00 8.7452756389248094e+01 -1.6403354166102392e+01 1.7088030099977747e+00
7 0 4 10 -2.4520351852250459e+00 2.0721166681234138e+01 -9.7252669367088615e+01 7.7538517913182936e+00 8.5615735167769216e+01 -1.6059002490057736e+01 1.6729534020497463e+00
8 0 5 11 -2.4004146353053573e+00 2.0285196970619040e+01 -9.5207712177326002e+01 7.5893306908127860e+00 8.3817692037415469e+01 -1.5721957352060995e+01 1.6378644658450543e+00
9 0 6 12 -2.3498893540444912e+00 1.9858477568392413e+01 -9.3206144651042692e+01 7.4283000683270544e+00 8.2057800043673737e+01 -1.5392063738624152e+01 1.6035200633181288e+00
10 0 7 13 -2.3004361039007075e+00 1.9440812218208432e+01 -9.1247046229089364e+01 7.2706858625912885e+00 8.0335249778809441e+01 -1.5069169925445699e+01 1.5699043988266055e+00
