0,2,0,4,-2.8515836276181636e+02,5.3568577057016455e+02,-3.8505318105675781e+02,1.6398009317578291e+02,-2.9454319927373323e+01
1,1,0,4,-3.5665350454446163e+01,-1.0817941185733439e+02,1.9661932485019915e+02,-6.2802151168723022e+01,1.0027588630304404e+01
2,0,0,4,1.2142058377903437e+01,-9.3123955792904496e+01,5.6926454793332528e+00,8.5532322385419448e+01,-1.0243070449751643e+01
3,0,1,5,1.1886488199843420e+01,-9.1164560056074663e+01,5.5718600067523631e+00,8.3734004803999241e+01,-1.0027792954520368e+01
4,0,2,6,1.1636340632466089e+01,-8.9246738307343946e+01,5.4536371389465792e+00,8.1973843749533330e+01,-9.8170832136020501e+00
5,0,3,7,1.1391500628120841e+01,-8.7369608503738064e+01,5.3379225025937700e+00,8.0251029690597903e+01,-9.6108443175744469e+00
6,0,4,8,1.1151855580202795e+01,-8.5532307317606310e+01,5.2246628785509781e+00,7.8564770272087912e+01,-9.4089814132353720e+00
7,0,5,9,1.0917295271413542e+01,-8.3733989739113170e+01,5.1138061764910780e+00,7.6914289951199791e+01,-9.2114016599912354e+00
8,0,6,10,1.0687711822989064e+01,-8.1973828687750341e+01,5.0053014113377881e+00,7.5298829640556434e+01,-9.0180141871329393e+00
9,0,7,11,1.0462999645137348e+01,-8.0251014631959734e+01,4.8990986797906100e+00,7.3717646359120252e+01,-8.8287300520884724e+00
10,0,8,12,1.0243055388438815e+01,-7.8564755216606969e+01,4.7951491369644117e+00,7.2170012890697222e+01,-8.6434621994934844e+00
11,0,9,13,1.0027777896321128e+01,-7.6914274898885310e+01,4.6934049745216360e+00,7.0655217449152062e+01,-8.4621254211095138e+00
12,0,10,14,9.8170681585866397e+00,-7.5298814591571528e+01,4.5938193986015037e+00,6.9172563351084648e+01,-8.2846363167012598e+00
13,0,11,15,9.6108292658163865e+00,-7.3717631313575097e+01,4.4963466076934679e+00,6.7721368695717757e+01,-8.1109132556525196e+00
14,0,12,16,9.4089663647954964e+00,-7.2169997848607821e+01,4.4009417722853064e+00,6.6300966050935102e+01,-7.9408763394080841e+00
15,0,13,17,9.2113866149414783e+00,-7.0655202410562183e+01,4.3075610138927081e+00,6.4910702146496874e+01,-7.7744473647688741e+00
16,0,14,18,9.0179991455527464e+00,-6.9172548316071712e+01,4.2161613847595714e+00,6.3549937573621037e+01,-7.6115497878616463e+00
17,0,15,19,8.8287150140499921e+00,-6.7721353664408994e+01,4.1267008487325274e+00,6.2218046490611215e+01,-7.4521086889847385e+00
18,0,16,20,8.6434471650690856e+00,-6.6300951023401922e+01,4.0391382610123507e+00,6.0914416335480809e+01,-7.2960507381603215e+00
19,0,17,21,8.4621103903675667e+00,-6.4910687122764770e+01,3.9534333498106120e+00,5.9638447543943315e+01,-7.1433041613567267e+00
20,0,18,22,8.2846212897199099e+00,-6.3549922553760467e+01,3.8695466979990609e+00,5.8389553273533068e+01,-6.9937987074915693e+00
21,0,19,23,8.1108982325287506e+00,-6.2218031474862919e+01,3.7874397245746652e+00,5.7167159133923541e+01,-6.8474656161640342e+00
22,0,20,24,7.9408613202378504e+00,-6.0914401323874962e+01,3.7070746668065757e+00,5.5970702922842896e+01,-6.7042375860123604e+00
23,0,21,25,7.7744323496122458e+00,-5.9638432536428638e+01,3.6284145632332994e+00,5.4799634367317914e+01,-6.5640487437348227e+00
24,0,22,26,7.6115347768045059e+00,-5.8389538270227973e+01,3.5514232366600149e+00,5.3653414870566742e+01,-6.4268346138032877e+00
25,0,23,27,7.4520936821273889e+00,-5.7167144135022113e+01,3.4760652773369340e+00,5.2531517264386430e+01,-6.2925320888286418e+00
26,0,24,28,7.2960357355798910e+00,-5.5970687928419572e+01,3.4023060266384304e+00,5.1433425566722704e+01,-6.1610794005214542e+00
27,0,25,29,7.1432891631368820e+00,-5.4799619377441367e+01,3.3301115613368566e+00,5.0358634744238103e+01,-6.0324160912704770e+00
28,0,26,30,6.9937837137475132e+00,-5.3653399885370881e+01,3.2594486778871685e+00,4.9306650480126564e+01,-5.9064829863903627e+00
29,0,27,31,6.8474506269950011e+00,-5.2531502283890148e+01,3.1902848768236716e+00,4.8276988946914578e+01,-5.7832221668430996e+00
30,0,28,32,6.7042226014954815e+00,-5.1433410591038154e+01,3.1225883486231787e+00,4.7269176583541046e+01,-5.6625769426215520e+00
31,0,29,33,6.5640337639746038e+00,-5.0358619773509375e+01,3.0563279583114058e+00,4.6282749877913474e+01,-5.5444918266901118e+00
32,0,30,34,6.4268196389041430e+00,-4.9306635514514092e+01,2.9914732314712191e+00,4.5317255153588810e+01,-5.4289125094500799e+00
33,0,31,35,6.2925171188955122e+00,-4.8276973986455097e+01,2.9279943402015203e+00,4.4372248361136954e+01,-5.3157858337788877e+00
34,0,32,36,6.1610644356569129e+00,-4.7269161628330920e+01,2.8658620892616247e+00,4.3447294873973789e+01,-5.2050597705614043e+00
35,0,33,37,6.0324011315917589e+00,-4.6282734928079293e+01,2.8050479029280826e+00,4.2541969288326861e+01,-5.0966833947674122e+00
36,0,34,38,5.9064680320027412e+00,-4.5317240209257996e+01,2.7455238115771277e+00,4.1655855227722917e+01,-4.9906068620447908e+00
37,0,35,39,5.7832072178513148e+00,-4.4372233422422440e+01,2.6872624388923025e+00,4.0788545151444374e+01,-4.8867813857655502e+00
38,0,36,40,5.6625619991445442e+00,-4.3447279941011089e+01,2.6302369894891600e+00,3.9939640166990593e+01,-4.7851592146132065e+00
39,0,37,41,5.5444768888531906e+00,-4.2541954361241061e+01,2.5744212361841106e+00,3.9108749846829468e+01,-4.6856936106257079e+00
40,0,38,42,5.4288975773705586e+00,-4.1655840306599067e+01,2.5197895082001907e+00,3.8295492048701426e+01,-4.5883388276731054e+00
41,0,39,43,5.3157709075733637e+00,-4.0788530236401073e+01,2.4663166794532376e+00,3.7499492739805966e+01,-4.4930500904314972e+00
42,0,40,44,5.2050448503579885e+00,-3.9939625258211343e+01,2.4139781567510008e+00,3.6720385824901570e+01,-4.3997835737992128e+00
43,0,41,45,5.0966684806949196e+00,-3.9108734944434133e+01,2.3627498685761008e+00,3.5957812977889837e+01,-4.3084963827267213e+00
44,0,42,46,4.9905919542272601e+00,-3.8295477152805816e+01,2.3126082541072455e+00,3.5211423476963425e+01,-4.2191465324921174e+00
45,0,43,47,4.8867664843428154e+00,-3.7499477850566763e+01,2.2635302522536822e+00,3.4480874043373085e+01,-4.1316929294028188e+00
46,0,44,48,4.7851443197244956e+00,-3.6720370942441463e+01,2.2154932910523577e+00,3.3765828683543688e+01,-4.0460953518790781e+00
47,0,45,49,4.6856787224019216e+00,-3.5957798102350914e+01,2.1684752774497196e+00,3.3065958534459746e+01,-3.9623144319604724e+00
48,0,46,50,4.5883239462577556e+00,-3.5211408608514560e+01,2.1224545869614375e+00,3.2380941712502860e+01,-3.8803116372074933e+00
49,0,47,51,4.4930352159711457e+00,-3.4480859182162590e+01,2.0774100537653153e+00,3.1710463165402498e+01,-3.8000492529763710e+00
50,0,48,52,4.3997687064368183e+00,-3.3765813829692618e+01,2.0333209610145846e+00,3.1054214527304040e+01,-3.7214903650628233e+00
51,0,49,53,4.3084815226135040e+00,-3.3065943688152899e+01,1.9901670313517088e+00,3.0411893976923498e+01,-3.6445988427358125e+00
52,0,50,54,4.2191316797883491e+00,-3.2380926873910120e+01,1.9479284174295395e+00,2.9783206098816859e+01,-3.5693393221246255e+00
53,0,51,55,4.1316780842596250e+00,-3.1710448334659414e+01,1.9065856928702760e+00,2.9167861747470447e+01,-3.4956771899409342e+00
54,0,52,56,4.0460805144534620e+00,-3.1054199704572586e+01,1.8661198434132777e+00,2.8565577914267784e+01,-3.4235785675619375e+00
55,0,53,57,3.9622996024215413e+00,-3.0411879162405192e+01,1.8265122580540063e+00,2.7976077597391093e+01,-3.3530102954614489e+00
56,0,54,58,3.8802968157223607e+00,-2.9783191292671688e+01,1.7877447204584640e+00,2.7399089674437324e+01,-3.2839399179464599e+00
57,0,55,59,3.8000344397093353e+00,-2.9167846949860397e+01,1.7497994007342803e+00,2.6834348777650245e+01,-3.2163356682334636e+00
58,0,56,60,3.7214755601897145e+00,-2.8565563125378024e+01,1.7126588470913031e+00,2.6281595171939824e+01,-3.1501664538428162e+00
59,0,57,61,3.6445840464350208e+00,-2.7976062817411233e+01,1.6763059778679836e+00,2.5740574635397390e+01,-3.0854018422891625e+00
60,0,58,62,3.5693245345750388e+00,-2.7399074903559338e+01,1.6407240737316187e+00,2.5211038342343947e+01,-3.0220120470912661e+00
61,0,59,63,3.4956624113286323e+00,-2.6834334016075001e+01,1.6058967698698230e+00,2.4692742748956334e+01,-2.9599679140797872e+00
62,0,60,64,3.4235637980762585e+00,-2.6281580419839429e+01,1.5718080484994577e+00,2.4185449481238798e+01,-2.8992409079750860e+00
63,0,61,65,3.3529955352914649e+00,-2.5740559892966591e+01,1.5384422316123589e+00,2.3688925225330706e+01,-2.8398030992679408e+00
64,0,62,66,3.2839251672896754e+00,-2.5211023609804950e+01,1.5057839736255296e+00,2.3202941620270195e+01,-2.7816271513804516e+00
65,0,63,67,3.2163209272897912e+00,-2.4692728026518225e+01,1.4738182543677114e+00,2.2727275152941829e+01,-2.7246863080811083e+00
66,0,64,68,3.1501517228148836e+00,-2.4185434769114273e+01,1.4425303722441032e+00,2.2261707055250763e+01,-2.6689543811954759e+00
67,0,65,69,3.0853871213863608e+00,-2.3688910523718480e+01,1.4119059372845686e+00,2.1806023203598929e+01,-2.6144057385513793e+00
68,0,66,70,3.0219973365246582e+00,-2.3202926929389410e+01,1.3819308647643034e+00,2.1360014020282442e+01,-2.5610152921819953e+00
69,0,67,71,2.9599532140674878e+00,-2.2727260473037322e+01,1.3525913686220212e+00,2.0923474377154403e+01,-2.5087584868065873e+00
70,0,68,72,2.8992262187387832e+00,-2.2261692386556479e+01,1.3238739549962277e+00,2.0496203501349875e+01,-2.4576112885284056e+00
71,0,69,73,2.8397884210300397e+00,-2.1806008546319362e+01,1.2957654162146355e+00,2.0078004882848752e+01,-2.4075501737740659e+00
72,0,70,74,2.7816124843705010e+00,-2.1359999374665435e+01,1.2682528246562610e+00,1.9668686184117895e+01,-2.3585521184792233e+00
73,0,71,75,2.7246716525397265e+00,-2.0923459743474183e+01,1.2413235267563207e+00,1.9268059151691258e+01,-2.3105945875131217e+00
74,0,72,76,2.6689397373592447e+00,-2.0496188879815367e+01,1.2149651371472836e+00,1.8875939529595652e+01,-2.2636555242868135e+00
75,0,73,77,2.6143911066594780e+00,-2.0077990273732830e+01,1.1891655332137772e+00,1.8492146974493313e+01,-2.2177133406337388e+00
76,0,74,78,2.5610006724905485e+00,-1.9668671587670786e+01,1.1639128491279385e+00,1.8116504972923352e+01,-2.1727469068710539e+00
77,0,75,79,2.5087438795654515e+00,-1.9268044568183672e+01,1.1391954707394372e+00,1.7748840759954199e+01,-2.1287355420754142e+00
78,0,76,80,2.4575966939965248e+00,-1.8875924959286113e+01,1.1150020300760168e+00,1.7388985239795915e+01,-2.0856590045823431e+00
79,0,77,81,2.4075355922166564e+00,-1.8492132417679603e+01,1.0913214000842633e+00,1.7036772908053408e+01,-2.0434974826747254e+00
80,0,78,82,2.3585375501675783e+00,-1.8116490429857407e+01,1.0681426895842812e+00,1.6692041775569482e+01,-2.0022315854639352e+00
81,0,79,83,2.3105800327177075e+00,-1.7748826230927797e+01,1.0454552382735813e+00,1.6354633293912901e+01,-1.9618423339763926e+00
82,0,80,84,2.2636409832925413e+00,-1.7388970725115321e+01,1.0232486117546775e+00,1.6024392282495551e+01,-1.9223111524274488e+00
83,0,81,85,2.2176988137258915e+00,-1.7036758408005184e+01,1.0015125967610610e+00,1.5701166857194325e+01,-1.8836198596760942e+00
84,0,82,86,2.1727323943367720e+00,-1.6692027290440400e+01,9.8023719648002428e-01,1.5384808360481879e+01,-1.8457506608582757e+00
85,0,83,87,2.1287210442134175e+00,-1.6354618824026627e+01,9.5941262597674903e-01,1.5075171293042843e+01,-1.8086861392063822e+00
86,0,84,88,2.0856445216987249e+00,-1.6024377828176906e+01,9.3902930762998160e-01,1.4772113246892191e+01,-1.7724092480439921e+00
87,0,85,89,2.0434830150758549e+00,-1.5701152418749029e+01,9.1907786673637637e-01,1.4475494839874514e+01,-1.7369033029377172e+00
88,0,86,90,2.0022171334634717e+00,-1.5384793938231949e+01,8.9954912727387382e-01,1.4185179651520725e+01,-1.7021519740261211e+00
89,0,87,91,1.9618278978982786e+00,-1.5075156887330525e+01,8.8043410759878893e-01,1.3901034160346141e+01,-1.6681392785126825e+00
90,0,88,92,1.9222967325990041e+00,-1.4772098858058381e+01,8.6172401633969908e-01,1.3622927682429694e+01,-1.6348495733100163e+00
91,0,89,93,1.8836054564289901e+00,-1.4475480468260397e+01,8.4341024838517087e-01,1.3350732311296547e+01,-1.6022675478503106e+00
92,0,90,94,1.8457362745326229e+00,-1.4185165297475697e+01,8.2548438086190457e-01,1.3084322859121110e+01,-1.5703782170399410e+00
93,0,91,95,1.8086717701495736e+00,-1.3901019824232913e+01,8.0793816933761775e-01,1.2823576799113347e+01,-1.5391669143676250e+00
94,0,92,96,1.7723948966093472e+00,-1.3622913364615663e+01,7.9076354397699866e-01,1.2568374209190914e+01,-1.5086192851615969e+00
95,0,93,97,1.7368889694849374e+00,-1.3350718012158186e+01,7.7395260583495795e-01,1.2318597716824845e+01,-1.4787212799865543e+00
96,0,94,98,1.7021376589224595e+00,-1.3084308579030658e+01,7.5749762324049241e-01,1.2074132445047876e+01,-1.4494591481801709e+00
97,0,95,99,1.6681249821318302e+00,-1.2823562538462278e+01,7.4139102824202729e-01,1.1834865959619963e+01,-1.4208194315315426e+00
98,0,96,100,1.6348352960342187e+00,-1.2568359968375288e+01,7.2562541310121764e-01,1.1600688217329802e+01,-1.3927889580899495e+00
99,0,97,101,1.6022532900670587e+00,-1.2318583496246077e+01,7.1019352691636262e-01,1.1371491515370646e+01,-1.3653548361079910e+00
100,0,98,102,1.5703639791443140e+00,-1.2074118245112027e+01,6.9508827226220160e-01,1.1147170441815948e+01,-1.3385044481104373e+00
101,0,99,103,1.5391526967630753e+00,-1.1834851780749666e+01,6.8030270195393983e-01,1.0927621827126533e+01,-1.3122254450938817e+00
102,0,100,104,1.5086050882591902e+00,-1.1600674059946634e+01,6.6583001581458601e-01,1.0712744696717369e+01,-1.2865057408445104e+00
103,0,101,105,1.4787071042038136e+00,-1.1371477379911600e+01,6.5166355759191186e-01,1.0502440224497477e+01,-1.2613335063816025e+00
104,0,102,106,1.4494449939441181e+00,-1.1147156328719209e+01,6.3779681185325332e-01,1.0296611687436942e+01,-1.2366971645151037e+00
105,0,103,107,1.4208052992762201e+00,-1.0927607736846310e+01,6.2422340102761176e-01,1.0095164421067066e+01,-1.2125853845245871e+00
106,0,104,108,1.3927748482576461e+00,-1.0712730629702463e+01,6.1093708242656874e-01,9.8980057759612166e+00,-1.1889870769429687e+00
107,0,105,109,1.3653407491480769e+00,-1.0502426181221347e+01,5.9793174544098582e-01,9.7050450750930111e+00,-1.1658913884607265e+00
108,0,106,110,1.3384903844826759e+00,-1.0296597668370779e+01,5.8520140865159531e-01,9.5161935721673814e+00,-1.1432876969308725e+00
109,0,107,111,1.3122114052645553e+00,-1.0095150426701165e+01,5.7274021715043433e-01,9.3313644107736256e+00,-1.1211656064874502e+00
110,0,108,112,1.2864917252895607e+00,-9.8979918067760106e+00,5.6054243977657836e-01,9.1504725844710588e+00,-1.0995149427611863e+00
111,0,109,113,1.2613195155839265e+00,-9.7050311315946747e+00,5.4860246655300315e-01,8.9734348976570448e+00,-1.0783257481992994e+00
112,0,110,114,1.2366831989692921e+00,-9.5161796548681146e+00,5.3691480606446707e-01,8.8001699273236955e+00,-1.0575882774893399e+00
113,0,111,115,1.2125714447319882e+00,-9.3313505201953593e+00,5.2547408292231745e-01,8.6305979856163901e+00,-1.0372929930753370e+00
114,0,112,116,1.1889731634141245e+00,-9.1504587211345463e+00,5.1427503532178775e-01,8.4646410831698233e+00,-1.0174305607711895e+00
115,0,113,117,1.1658775017151679e+00,-8.9734210620992112e+00,5.0331251260618670e-01,8.3022228932444015e+00,-9.9799184546654518e-01
116,0,114,118,1.1432738374988700e+00,-8.8001561200997553e+00,4.9258147291243348e-01,8.1432687166157081e+00,-9.7896790692725622e-01
117,0,115,119,1.1211517749077604e+00,-8.6305842072814549e+00,4.8207698082336659e-01,7.9877054472353040e+00,-9.6034999568497603e-01
118,0,116,120,1.0995011395804126e+00,-8.4646273342840743e+00,4.7179420511384806e-01,7.8354615385974062e+00,-9.4212954900759305e-01
119,0,117,121,1.0783119739758200e+00,-8.3022091743893220e+00,4.6172841656228114e-01,7.6864669708185414e+00,-9.2429818696732069e-01
120,0,118,122,1.0575745327916013e+00,-8.1432550283768528e+00,4.5187498569723494e-01,7.5406532184709620e+00,-9.0684770858294594e-01
121,0,119,123,1.0372792784794667e+00,-7.9876917902103601e+00,4.4222938075237062e-01,7.3979532190273565e+00,-8.8977008804883384e-01
122,0,120,124,1.0174168768645098e+00,-7.8354479133885606e+00,4.3278716552489793e-01,7.2583013420430689e+00,-8.7305747104391596e-01
